Company Name,City,State,Plant Name,Plant City,Plant State >,Prime Mover,Unit Status Short Desc,Planned Online Year,Planned Online Month,Summer Capacity,Primary Fuel Type,Alternate Fuel Type
Cincinnati Gas & Electric Co.,Cincinnati,OH,W.H. Zimmer,Moscow,OH,STEAM,SVC RETURN,1999,1,604.5,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Woodsdale,Trenton,OH,GAS TURB,ACTIVE,1998,1,462,GAS,PRO
Cleveland Electric Illuminating Co.,Independence,OH,Ashtabula,Ashtabula,OH,STEAM,ACTIVE,1998,1,286,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Ashtabula,Ashtabula,OH,STEAM,OUT OF SVC,1998,1,0,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Ashtabula,Ashtabula,OH,STEAM,RETIRED,1998,6,-43,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Ashtabula,Ashtabula,OH,STEAM,SVC RETURN,1999,6,0,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Avon Lake,Avon Lake,OH,GAS TURB,ACTIVE,1998,1,24,OIL-L,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Avon Lake,Avon Lake,OH,GAS TURB,OWNER CHG,1999,12,-24,OIL-L,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Avon Lake,Avon Lake,OH,STEAM,ACTIVE,1998,1,596,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Avon Lake,Avon Lake,OH,STEAM,OWNER CHG,1999,12,-596,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,ACTIVE,1998,1,448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1998,4,-448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1998,6,-448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1998,7,-897.1,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1998,9,-448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1998,10,-448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,OUT OF SVC,1999,4,-448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,SVC RETURN,1998,5,448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,SVC RETURN,1998,7,1345.65,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,SVC RETURN,1998,9,448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,SVC RETURN,1998,10,448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Davis-Besse,Oak Harbor,OH,NUCLEAR,SVC RETURN,1999,5,448.55,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Eastlake,Eastlake,OH,GAS TURB,ACTIVE,1998,1,24,OIL-L,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Eastlake,Eastlake,OH,STEAM,ACTIVE,1998,1,1035.74,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Eastlake,Eastlake,OH,STEAM,OWNER CHG,1999,12,186.27,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Lake Shore,Cleveland,OH,INT COMB,ACTIVE,1998,1,4,OIL-L,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Lake Shore,Cleveland,OH,STEAM,ACTIVE,1998,1,210,COAL,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,ACTIVE,1998,1,363.68,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1998,7,-363.68,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1999,3,-363.68,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,OWNER CHG,1999,12,160.62,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2000,6,15.69,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2001,3,11.21,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1998,7,363.68,URAN,OTHER
Cleveland Electric Illuminating Co.,Independence,OH,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1999,5,363.68,URAN,OTHER
Cleveland Public Power,Cleveland,OH,Collinwood,Cleveland,OH,GAS TURB,ACTIVE,1998,1,16,GAS,OIL-L
Cleveland Public Power,Cleveland,OH,Lake Road (OH),Cleveland,OH,STEAM,OUT OF SVC,1998,1,0,COAL,OTHER
Cleveland Public Power,Cleveland,OH,West 41st Street,Cleveland,OH,GAS TURB,ACTIVE,1998,1,32,GAS,OIL-L
"Cogentrix, Inc.",Charlotte,NC,Ohio,Not Given,OH,COMB CYC,ACTIVE,2002,1,1600,GAS,OTHER
Columbus Dept. of Public Service,Columbus,OH,Shaughnessy,Not Given,OH,HYDRO,ACTIVE,1998,1,5.36,WATER,OTHER
Columbus Power Partners,Columbus,OH,Columbus (MCN Energy),Columbus,OH,GAS TURB,ACTIVE,2001,1,110,GAS,OIL-L
Columbus Southern Power Co.,Columbus,OH,Beckjord,New Richmond,OH,STEAM,ACTIVE,1998,1,51.75,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Beckjord,New Richmond,OH,STEAM,RERATE,1998,11,0.03,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Conesville,Conesville,OH,STEAM,ACTIVE,1998,1,1484.3,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Conesville,Conesville,OH,STEAM,RERATE,1998,6,25,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Conesville,Conesville,OH,STEAM,RERATE,1998,7,25,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Picway,Lockbourne,OH,STEAM,ACTIVE,1998,1,90,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,Stuart,Aberdeen,OH,INT COMB,ACTIVE,1998,1,2.6,OIL-L,OTHER
Columbus Southern Power Co.,Columbus,OH,Stuart,Aberdeen,OH,STEAM,ACTIVE,1998,1,608.4,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,W.H. Zimmer,Moscow,OH,STEAM,ACTIVE,1998,1,330.2,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,W.H. Zimmer,Moscow,OH,STEAM,OUT OF SVC,1999,1,-330.2,COAL,OTHER
Columbus Southern Power Co.,Columbus,OH,W.H. Zimmer,Moscow,OH,STEAM,SVC RETURN,1999,1,330.2,COAL,OTHER
Consolidated Natural Gas Co.,Pittsburgh,PA,Wood County,Luckey,OH,GAS TURB,ACTIVE,2002,6,300,GAS,OTHER
Container Corp. of America,Saint Louis,MO,Container Corporation of Ameri (OH),Circleville,OH,STEAM,ACTIVE,1998,1,6.09,COAL,OTHER
Cuyahoga Falls Electric System,Cuyahoga Falls,OH,Engle,Cuyahoga Falls,OH,GAS TURB,ACTIVE,1998,1,9,OIL-L,OTHER
"DPL Energy, Inc.",Dayton,OH,Darke County,Greenville,OH,GAS TURB,ACTIVE,2000,6,200,GAS,OTHER
"DPL Energy, Inc.",Dayton,OH,Fairfield Generating Station,Not Given,OH,GAS TURB,ACTIVE,2050,1,200,GAS,OTHER
Dayton Power & Light Co.,Dayton,OH,Beckjord,New Richmond,OH,STEAM,ACTIVE,1998,1,207,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Beckjord,New Richmond,OH,STEAM,RERATE,1998,11,0.13,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Conesville,Conesville,OH,STEAM,ACTIVE,1998,1,128.7,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Hutchings,Miamisburg,OH,GAS TURB,ACTIVE,1998,1,23,OIL-L,GAS
Dayton Power & Light Co.,Dayton,OH,Hutchings,Miamisburg,OH,STEAM,ACTIVE,1998,1,365,COAL,GAS
Dayton Power & Light Co.,Dayton,OH,Killen,Manchester,OH,GAS TURB,ACTIVE,1998,1,12.06,OIL-L,OTHER
Dayton Power & Light Co.,Dayton,OH,Killen,Manchester,OH,STEAM,ACTIVE,1998,1,402,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Miami Fort,North Bend,OH,STEAM,ACTIVE,1998,1,360,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Montgomery County Solid Waste,Dayton,OH,STEAM,ACTIVE,1998,1,4,TRASH,OTHER
Dayton Power & Light Co.,Dayton,OH,Monument,Dayton,OH,INT COMB,ACTIVE,1998,1,12.5,OIL-L,OTHER
Dayton Power & Light Co.,Dayton,OH,Sidney (OH),Sidney,OH,INT COMB,ACTIVE,1998,1,12.5,OIL-L,OTHER
Dayton Power & Light Co.,Dayton,OH,Stuart,Aberdeen,OH,INT COMB,ACTIVE,1998,1,3.52,OIL-L,OTHER
Dayton Power & Light Co.,Dayton,OH,Stuart,Aberdeen,OH,STEAM,ACTIVE,1998,1,819,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,ACTIVE,1998,1,160,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,ACTIVE,1998,12,80,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,ACTIVE,2001,6,320,GAS,OTHER
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,ACTIVE,2003,6,80,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,RERATE,1998,1,9,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,GAS TURB,RERATE,1998,12,7,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Tait,Dayton,OH,INT COMB,ACTIVE,1998,1,10,OIL-L,OTHER
Dayton Power & Light Co.,Dayton,OH,W.H. Zimmer,Moscow,OH,STEAM,ACTIVE,1998,1,365.3,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,W.H. Zimmer,Moscow,OH,STEAM,OUT OF SVC,1999,1,-365.3,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,W.H. Zimmer,Moscow,OH,STEAM,SVC RETURN,1999,1,365.3,COAL,OTHER
Dayton Power & Light Co.,Dayton,OH,Yankee Street,Not Given,OH,GAS TURB,ACTIVE,1998,1,56,GAS,OIL-L
Dayton Power & Light Co.,Dayton,OH,Yankee Street,Not Given,OH,JET ENG,ACTIVE,1998,1,59,GAS,OIL-L
Deaconess Hospital,Cleveland,OH,Deaconess Hospital/Cleveland,Cleveland,OH,COG,ACTIVE,1998,1,1.3,OTHER,OTHER
"Dominion Energy, Inc.",Richmond,VA,Muskingum County,Not Given,OH,GAS TURB,ACTIVE,2002,6,600,GAS,OTHER
"Dominion Resources, Inc.",Richmond,VA,Wood County,Luckey,OH,GAS TURB,ACTIVE,2002,6,300,GAS,OTHER
"Dover Electric, Water & Sewer",Dover,OH,Dover (DOVEWP),Dover,OH,GAS TURB,ACTIVE,1998,1,15.3,GAS,OTHER
"Dover Electric, Water & Sewer",Dover,OH,Dover (DOVEWP),Dover,OH,INT COMB,ACTIVE,1998,1,2.4,OIL-L,OTHER
"Dover Electric, Water & Sewer",Dover,OH,Dover (DOVEWP),Dover,OH,STEAM,ACTIVE,1998,1,15.2,COAL,GAS
Duke Energy North America,Houston,TX,Madison Generating Station,Not Given,OH,GAS TURB,ACTIVE,2000,6,640,GAS,OTHER
Duquesne Light Co.,Pittsburgh,PA,Avon Lake,Avon Lake,OH,GAS TURB,OWNER CHG,1999,12,24,OIL-L,OTHER
Duquesne Light Co.,Pittsburgh,PA,Avon Lake,Avon Lake,OH,STEAM,OUT OF SVC,2000,1,-596,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Avon Lake,Avon Lake,OH,STEAM,OWNER CHG,1999,12,596,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Avon Lake,Avon Lake,OH,STEAM,SVC RETURN,2000,1,596,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Eastlake,Eastlake,OH,STEAM,ACTIVE,1998,1,186.26,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Eastlake,Eastlake,OH,STEAM,OWNER CHG,1999,12,-186.26,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Niles (DLCO),Niles,OH,GAS TURB,OWNER CHG,1999,12,25,OIL-L,OTHER
Duquesne Light Co.,Pittsburgh,PA,Niles (DLCO),Niles,OH,STEAM,OWNER CHG,1999,12,69,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Niles (DLCO),Niles,OH,STEAM,OWNER CHG,1999,12,69,COAL,TRASH
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,ACTIVE,1998,1,160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1998,7,-160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1999,3,-160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,OWNER CHG,1999,12,-160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1998,7,160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1999,5,160.62,URAN,OTHER
Duquesne Light Co.,Pittsburgh,PA,Sammis,Stratton,OH,STEAM,ACTIVE,1998,1,187.2,COAL,OTHER
Duquesne Light Co.,Pittsburgh,PA,Sammis,Stratton,OH,STEAM,OWNER CHG,1999,12,-187.2,COAL,OTHER
Elkem Metals Co.,Marietta,OH,Richard H. Gorsuch,Marietta,OH,STEAM,ACTIVE,1998,1,44.26,COAL,OTHER
"Global Energy, Ltd.",Cincinnati,OH,Lima Project,Lima,OH,STEAM,ACTIVE,2002,6,540,COAL,TRASH
Goodyear Tire & Rubber Co.,Akron,OH,Plant #2,Akron,OH,COG,ACTIVE,1998,1,40,OTHER,OTHER
Hamilton Dept. of Public Utilities,Hamilton,OH,Greenup Hydro,Not Given,OH,HYDRO,ACTIVE,1998,1,70.2,WATER,OTHER
Hamilton Dept. of Public Utilities,Hamilton,OH,Hamilton (HAMI),Hamilton,OH,HYDRO,ACTIVE,1998,1,1.76,WATER,OTHER
Hamilton Dept. of Public Utilities,Hamilton,OH,Hamilton (OH),Hamilton,OH,GAS TURB,ACTIVE,1998,1,20,GAS,OIL-L
Hamilton Dept. of Public Utilities,Hamilton,OH,Hamilton (OH),Hamilton,OH,STEAM,ACTIVE,1998,1,75,COAL,GAS
Hamilton Dept. of Public Utilities,Hamilton,OH,Hamilton (OH),Hamilton,OH,STEAM,ACTIVE,1998,1,10,GAS,COAL
Hamilton Dept. of Public Utilities,Hamilton,OH,Hamilton (OH),Hamilton,OH,STEAM,ACTIVE,1998,1,25,GAS,OIL-L
Hoge Lumber Co.,New Knoxville,OH,Hoge Lumber Co.,New Knoxville,OH,COG,ACTIVE,1998,1,3.75,OTHER,OTHER
Jackson Municipal Electric Dept.,Jackson,OH,Jackson  (JMED),Not Given,OH,GAS TURB,ACTIVE,1998,1,3.6,OIL-L,OTHER
"LTV Steel Co., Inc.",Cleveland,OH,LTV Steel - Cleveland Works,Cleveland,OH,COG,ACTIVE,1998,1,55,OTHER,OTHER
Lebanon Municipal Electric Light Dept.,Lebanon,OH,Lebanon,Lebanon,OH,GAS TURB,ACTIVE,1998,1,6,GAS,OIL-L
Lebanon Municipal Electric Light Dept.,Lebanon,OH,Lebanon,Lebanon,OH,GAS TURB,ACTIVE,1998,1,14,OIL-L,OTHER
Lebanon Municipal Electric Light Dept.,Lebanon,OH,Lebanon,Lebanon,OH,INT COMB,ACTIVE,1998,1,13.7,GAS,OIL-L
"MCN Energy Group, Inc.",Detroit,MI,Columbus (MCN Energy),Columbus,OH,GAS TURB,ACTIVE,2001,1,110,GAS,OIL-L
Mead Corp.,Dayton,OH,Mead-Fine Paper Division,Chillicothe,OH,COG,ACTIVE,1998,1,81,OTHER,OTHER
Mercy Hospital,Toledo,OH,Mercy Hospital,Toledo,OH,COG,ACTIVE,1998,1,1.41,OTHER,OTHER
"Mills Pride, L.P.",Waverly,OH,Mills Pride,Waverly,OH,UNKNOWN,ACTIVE,1998,1,1,OTHER,OTHER
Montgomery County Electric & Sanitation Services,Dayton,OH,Montgomery County Solid Waste,Dayton,OH,STEAM,ACTIVE,1998,1,2,TRASH,OTHER
"Morton International, Inc.",Chicago,IL,Morton Salt Rittman Facility,Not Given,OH,COG,ACTIVE,1998,1,1.5,OTHER,OTHER
Napoleon Municipal Utilities,Napoleon,OH,Napoleon 2,Not Given,OH,GAS TURB,ACTIVE,1998,1,5.4,OIL-L,OTHER
"National Power Cooperative, Inc.",Columbus,OH,Van Wert County,Not Given,OH,GAS TURB,ACTIVE,2002,6,510,GAS,OTHER
Niles Water & Light,Niles,OH,Niles (NILESW),Not Given,OH,GAS TURB,ACTIVE,1998,1,5.4,OIL-L,OTHER
"Norton Energy Storage, L.L.C.",Not Given,,Norton Mine,Norton,OH,COMPRESSED ENERGY,ACTIVE,2002,5,480,OTHER,OTHER
Oberlin Municipal Light & Power System,Oberlin,OH,Oberlin (OBERL),Oberlin,OH,INT COMB,ACTIVE,1998,1,3.05,GAS,OTHER
Oberlin Municipal Light & Power System,Oberlin,OH,Oberlin (OBERL),Oberlin,OH,INT COMB,ACTIVE,1998,1,8,OIL-L,GAS
Oberlin Municipal Light & Power System,Oberlin,OH,Oberlin (OBERL),Oberlin,OH,INT COMB,ACTIVE,1998,1,4,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,GAS TURB,ACTIVE,2050,1,60,GAS,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,INT COMB,ACTIVE,1998,1,5.99,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,STEAM,ACTIVE,1998,1,406,COAL,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,STEAM,OUT OF SVC,1998,6,-94,COAL,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,STEAM,RERATE,2050,1,60,COAL,OTHER
Ohio Edison Co.,Akron,OH,Burger,Shadyside,OH,STEAM,SVC RETURN,1999,5,94,COAL,OTHER
Ohio Edison Co.,Akron,OH,Edgewater - OHED,Lorain,OH,GAS TURB,ACTIVE,1998,1,32.68,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Edgewater - OHED,Lorain,OH,STEAM,ACTIVE,1998,1,100,GAS,OIL-L
Ohio Edison Co.,Akron,OH,Mad River,Springfield,OH,GAS TURB,ACTIVE,1998,1,42.8,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,GAS TURB,ACTIVE,1998,1,21.4,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,GAS TURB,OWNER CHG,1999,12,-21.4,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,STEAM,ACTIVE,1998,1,69,COAL,OTHER
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,STEAM,ACTIVE,1998,1,69,COAL,TRASH
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,STEAM,OWNER CHG,1999,12,-69,COAL,OTHER
Ohio Edison Co.,Akron,OH,Niles (DLCO),Niles,OH,STEAM,OWNER CHG,1999,12,-69,COAL,TRASH
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,ACTIVE,1998,1,350.7,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1998,7,-350.7,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1999,3,-350.7,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2000,6,10.5,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2001,3,7.5,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1998,7,350.7,URAN,OTHER
Ohio Edison Co.,Akron,OH,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1999,5,350.7,URAN,OTHER
Ohio Edison Co.,Akron,OH,Sammis,Stratton,OH,INT COMB,ACTIVE,1998,1,11.13,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,Sammis,Stratton,OH,STEAM,ACTIVE,1998,1,1908,COAL,OTHER
Ohio Edison Co.,Akron,OH,Sammis,Stratton,OH,STEAM,OWNER CHG,1999,12,187.2,COAL,OTHER
Ohio Edison Co.,Akron,OH,Summit Pumped Storage Hydroele,Not Given,OH,HYDRO,ACTIVE,2001,1,101.03,WATER,OTHER
Ohio Edison Co.,Akron,OH,Summit Pumped Storage Hydroele,Not Given,OH,HYDRO,ACTIVE,2002,1,101.03,WATER,OTHER
Ohio Edison Co.,Akron,OH,West Lorain,Lorain,OH,COMB CYC,ACTIVE,1998,1,102,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,West Lorain,Lorain,OH,COMB CYC,RERATE,2003,1,94,OIL-L,OTHER
Ohio Edison Co.,Akron,OH,West Lorain,Lorain,OH,GAS TURB,ACTIVE,2001,1,425,GAS,OTHER
Ohio Municipal Electric Generation Joint Venture,Not Given,OH,Bellville (AMP),Bellville,OH,HYDRO,ACTIVE,1999,7,42,WATER,OTHER
Ohio Power Co.,Canton,OH,Cardinal,Brilliant,OH,STEAM,ACTIVE,1998,1,585,COAL,OTHER
Ohio Power Co.,Canton,OH,Gavin,Cheshire,OH,STEAM,ACTIVE,1998,1,2600,COAL,OTHER
Ohio Power Co.,Canton,OH,Muskingum River,Beverly,OH,STEAM,ACTIVE,1998,1,1365,COAL,OTHER
Ohio Power Co.,Canton,OH,Racine,Not Given,OH,HYDRO,ACTIVE,1998,1,41.44,WATER,OTHER
Ohio State University,Columbus,OH,McCracken Power Plant,Columbus,OH,COG,ACTIVE,1998,1,13.13,OTHER,OTHER
Ohio University,Athens,OH,Central Heating Plant (OH) - OU,Athens,OH,UNKNOWN,ACTIVE,1998,1,1.05,OTHER,OTHER
Ohio Valley Electric Corp.,Piketon,OH,Kyger Creek,Cheshire,OH,STEAM,ACTIVE,1998,1,999,COAL,OTHER
Orrville Municipal Utilities,Orrville,OH,Orrville,Orrville,OH,STEAM,ACTIVE,1998,1,74.5,COAL,OTHER
PG&E Generating,Bethesda,MD,Bowling Green,Bowling Green,OH,GAS TURB,ACTIVE,2000,6,49.5,GAS,OTHER
PG&E Generating,Bethesda,MD,Canton,Canton,OH,GAS TURB,ACTIVE,2000,6,49.5,GAS,OTHER
PG&E Generating,Bethesda,MD,Galion,Galion,OH,GAS TURB,ACTIVE,2000,6,49.5,GAS,OTHER
PG&E Generating,Bethesda,MD,Napoleon,Napoleon,OH,GAS TURB,ACTIVE,2000,6,49.5,GAS,OTHER
"PSEG Global, Inc.",Ridgewood,NJ,Waterford,Waterford,OH,COMB CYC,ACTIVE,2002,1,800,GAS,OTHER
Pactiv Corp.,Lake Forest,IL,Packaging Corporation of Ameri (OH),Not Given,OH,COG,ACTIVE,1998,1,14,OTHER,OTHER
Painesville Electric Division,Painesville,OH,Painesville,Painesville,OH,STEAM,ACTIVE,1998,1,46,COAL,OIL-L
Painesville Electric Division,Painesville,OH,Painesville,Painesville,OH,STEAM,ACTIVE,1998,1,7.5,COAL,OTHER
Pennsylvania Power Co.,New Castle,PA,Burger,Shadyside,OH,INT COMB,ACTIVE,1998,1,1.01,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Edgewater - OHED,Lorain,OH,GAS TURB,ACTIVE,1998,1,5.32,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Mad River,Springfield,OH,GAS TURB,ACTIVE,1998,1,7.2,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Niles (DLCO),Niles,OH,GAS TURB,ACTIVE,1998,1,3.6,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Niles (DLCO),Niles,OH,GAS TURB,OWNER CHG,1999,12,-3.6,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,ACTIVE,1998,1,61.26,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1998,7,-61.26,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,OUT OF SVC,1999,3,-61.26,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2000,6,1.83,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,RERATE,2001,3,1.31,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1998,7,61.26,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Perry (CEI),North Perry,OH,NUCLEAR,SVC RETURN,1999,5,61.26,URAN,OTHER
Pennsylvania Power Co.,New Castle,PA,Sammis,Stratton,OH,INT COMB,ACTIVE,1998,1,1.87,OIL-L,OTHER
Pennsylvania Power Co.,New Castle,PA,Sammis,Stratton,OH,STEAM,ACTIVE,1998,1,124.8,COAL,OTHER
Piqua Municipal Power System,Piqua,OH,Piqua,Piqua,OH,GAS TURB,ACTIVE,1998,1,36.5,OIL-L,OTHER
Piqua Municipal Power System,Piqua,OH,Piqua,Piqua,OH,STEAM,ACTIVE,1998,1,45.81,COAL,OIL-L
Power Dam Corp.,Defiance,OH,Power Dam Corporation Auglaiz,Defiance,OH,COG,ACTIVE,1998,1,4.5,OTHER,OTHER
Procter & Gamble Co.,Cincinnati,OH,Ivorydale,Not Given,OH,COG,ACTIVE,1998,1,25.5,OTHER,OTHER
Prospect Municipal Electric,Prospect,OH,Prospect (PROS),Prospect,OH,INT COMB,ACTIVE,1998,2,1.8,OIL-L,OTHER
Sauder Woodworking Co.,Archbold,OH,Sauder Power Plant,Archbold,OH,UNKNOWN,ACTIVE,1998,1,7.3,OTHER,OTHER
Sears Roebuck & Co.,Columbus,OH,Sears Logistics Services,Not Given,OH,COG,ACTIVE,1998,1,18.45,OTHER,OTHER
