RC,Type,Driver,Name,Source_Reference_Number,Destination_Reference_Number,Destination_Name,Actual_Driver_Quantity,Destination_Module,Source_Module,Period
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMGPXX.05-TG,Analyze Changes,19.26,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMGPXX.07-TG,Originations Reporting,22.74,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMTSXX.01-TG,Ad Hoc Reqs,21,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMGPXX.01-TG,Daily/Monthly Reporting,73.5,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMCBXX.03-TG,Calc Books- S,31,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMGPXX.06-TG,Bid Week Preparation,2,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,AOA1638.14,Reactive OA,21,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,AOA1638.15,Preventative OA,0,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMMRXX.05-TG,Recon and Reporting for Bus Analysis and Report,7,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMMRXX.06-TG,Liquid Report/Recon,0,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMMRXX.07-TG,Max Exposure Report,2.74,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMRWXX.03-TG,Rwk DPR,0,4,5,2000 Feb
1638,basic,Hours,Senior Specialist,R413-1638-SNRSP,ARMRWXX.01-TG,Deal w/Var and Issues,21,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMCBXX.01-TG,Curve Validation,2.65,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMCBXX.02-TG,Curve Setup,2.65,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMCBXX.04-TG,Calc Books - M,63,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMDCXX.01-TG,Input/Preparation of Deals,21,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMGPXX.05-TG,Analyze Changes,21,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMGPXX.01-TG,Daily/Monthly Reporting,10.5,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMTSXX.01-TG,Ad Hoc Reqs,42,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,ARMDAXX.01-TG,Research Deals,10.5,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,AOA1638.14,Reactive OA,42,4,5,2000 Feb
1638,basic,Hours,Specialist,R413-1638-SP,AOA1638.15,Preventative OA,10.5,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMCBXX.01-TG,Curve Validation,2.26,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMCBXX.02-TG,Curve Setup,2.26,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,AEOLXXX.02,EOL Risk Management Support,52.5,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMCBXX.04-TG,Calc Books - M,52.5,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMCBXX.05-TG,Calc Sheets,0,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMDCXX.01-TG,Input/Preparation of Deals,21,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMDAXX.01-TG,Research Deals,14,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMGPXX.05-TG,Analyze Changes,21,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMGPXX.01-TG,Daily/Monthly Reporting,15.75,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMTSXX.01-TG,Ad Hoc Reqs,42,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMGPXX.06-TG,Bid Week Preparation,4,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ATR1638.01,Participate in Training,21,5,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,AOA1638.14,Reactive OA,14,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,AOA1638.15,Preventative OA,14,4,5,2000 Feb
1638,basic,Hours,Analyst,R413-1638-ANA,ARMMRXX.04-TG,P/L Reporting,10.5,4,5,2000 Feb
1497,basic,Hours,Third Party Contractor,R413-1497-TPC,ABP1497.02,Special Projects,0,5,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.02-TS,Daily Trader/Originator Support,132,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.03-TS,Prepare Noms/Pathing,17.6,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.04-TS,Noms,17.6,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.09-TS,Renom Activity,8.8,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.16-TS,End of Month Cleanup,15.84,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.10-TS,Perform Pipeline Balancing,5.28,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.12-TS,Manage Imbalances,3.52,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,AOA1497.15,Preventative OA,3.52,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.22-TS,Interface w/gas control,51.04,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ABD1497.06,Customer Service,22.88,5,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,AOA1497.13,Logistics OA,8.8,4,5,2000 Feb
1497,basic,Hours,Senior Specialist,R413-1497-SNRSP,ALOXXXX.11-TS,Monitor Sitara Bridge & feedback,66.88,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,AOA1497.07,OA-Liquidaton Calc,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.01-TS,Bid Week Preparation,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.02-TS,Daily Trader/Originator Support,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.03-TS,Prepare Noms/Pathing,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.04-TS,Noms,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.09-TS,Renom Activity,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.16-TS,End of Month Cleanup,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.12-TS,Manage Imbalances,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.10-TS,Perform Pipeline Balancing,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ARMCBXX.04-TG,Calc Books - M,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,AGDFAXX.01-TX-LO,Set Up New Facilities,0,5,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,AOA1497.14,Reactive OA,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,AOA1497.15,Preventative OA,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ASTSTXX.01-TG,Preparing Invoices-3rd Party,0,3,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.05-TS,Noms to EBB,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.07-TS,Intraday Nom,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.08-TS,Intraday Nom to EBB,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.14-TS,Notification-New Pipe,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.15-TS,Notification-New facility,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.17-TS,Update Confirmed Volumes,0,4,5,2000 Feb
1497,basic,Hours,Specialist,R413-1497-SP,ALOXXXX.13-TS,Manage Deal Penalties,0,4,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,ALOXXXX.01-TS,Bid Week Preparation,19.36,4,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,ALOXXXX.02-TS,Daily Trader/Originator Support,95.04,4,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,APE1497.01,Dvlp Employee Careers,7.04,5,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,APE1497.02,Provide Mentoring,15.84,5,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,APE1497.03,Feedback,7.04,5,5,2000 Feb
1497,basic,Hours,Manager,R413-1497-MGR,ALOXXXX.22-TS,Interface w/gas control,29.92,4,5,2000 Feb
2675,basic,Hours,Third Party Contractor,R413-2675-TPC,ARCXXXX.01,Cord Prod of Docs/Reg&Audit,0,2,5,2000 Feb
2675,basic,Hours,Third Party Contractor,R413-2675-TPC,ARCXXXX.03,P-4 Project,0,2,5,2000 Feb
2675,basic,Hours,Third Party Contractor,R413-2675-TPC,ARCXXXX.05,Regulatory Reporting,0,2,5,2000 Feb
2675,basic,Hours,Third Party Contractor,R413-2675-TPC,ABD2675.06,Customer Service,0,5,5,2000 Feb
2675,basic,Hours,Senior Specialist,R413-2675-SNRSP,ARCXXXX.01,Cord Prod of Docs/Reg&Audit,0,2,5,2000 Feb
2675,basic,Hours,Senior Specialist,R413-2675-SNRSP,ARCXXXX.03,P-4 Project,0,2,5,2000 Feb
2675,basic,Hours,Senior Specialist,R413-2675-SNRSP,ARCXXXX.05,Regulatory Reporting,142,2,5,2000 Feb
2675,basic,Hours,Senior Specialist,R413-2675-SNRSP,ABD2675.06,Customer Service,10,5,5,2000 Feb
2675,basic,Hours,Specialist,R413-2675-SP,ARCXXXX.01,Cord Prod of Docs/Reg&Audit,48,2,5,2000 Feb
2675,basic,Hours,Specialist,R413-2675-SP,ARCXXXX.03,P-4 Project,0,2,5,2000 Feb
2675,basic,Hours,Specialist,R413-2675-SP,ARCXXXX.05,Regulatory Reporting,82,2,5,2000 Feb
2675,basic,Hours,Specialist,R413-2675-SP,ABD2675.06,Customer Service,7,5,5,2000 Feb
2675,basic,Hours,Senior Clerk,R413-2675-SNRCK,ARCXXXX.01,Cord Prod of Docs/Reg&Audit,0,2,5,2000 Feb
2675,basic,Hours,Senior Clerk,R413-2675-SNRCK,ARCXXXX.03,P-4 Project,0,2,5,2000 Feb
2675,basic,Hours,Senior Clerk,R413-2675-SNRCK,ARCXXXX.05,Regulatory Reporting,0,2,5,2000 Feb
2675,basic,Hours,Senior Clerk,R413-2675-SNRCK,ABD2675.06,Customer Service,0,5,5,2000 Feb
2675,basic,Hours,Analyst,R413-2675-ANA,ARCXXXX.01,Cord Prod of Docs/Reg&Audit,0,2,5,2000 Feb
2675,basic,Hours,Analyst,R413-2675-ANA,ARCXXXX.03,P-4 Project,0,2,5,2000 Feb
2675,basic,Hours,Analyst,R413-2675-ANA,ARCXXXX.05,Regulatory Reporting,0,2,5,2000 Feb
2675,basic,Hours,Analyst,R413-2675-ANA,ABD2675.06,Customer Service,0,5,5,2000 Feb
2939,basic,Hours,Senior Specialist,R413-2939-SNRSP,AGDGCXX.01-TX-GD,SetUp New Contracts-Compl,24,4,5,2000 Feb
2939,basic,Hours,Senior Specialist,R413-2939-SNRSP,AGDGCXX.02-TX-GD,SetUp New Contracts-Stand,60,4,5,2000 Feb
2939,basic,Hours,Senior Specialist,R413-2939-SNRSP,AGDGCXX.03-TX-GD,Process Contract Assignments,0,4,5,2000 Feb
2939,basic,Hours,Senior Specialist,R413-2939-SNRSP,AGDGCXX.04-TX-GD,Perf Termin/Expirations,0,4,5,2000 Feb
2939,basic,Hours,Senior Specialist,R413-2939-SNRSP,AGDGCXX.06-TX-GD,Conduct Contract Research/Report,104,4,5,2000 Feb
2939,basic,Hours,Specialist,R413-2939-SP,AGDGCXX.01-TX-GD,SetUp New Contracts-Compl,120,4,5,2000 Feb
2939,basic,Hours,Specialist,R413-2939-SP,AGDGCXX.02-TX-GD,SetUp New Contracts-Stand,160,4,5,2000 Feb
2939,basic,Hours,Specialist,R413-2939-SP,AGDGCXX.03-TX-GD,Process Contract Assignments,8,4,5,2000 Feb
2939,basic,Hours,Specialist,R413-2939-SP,AGDGCXX.04-TX-GD,Perf Termin/Expirations,8,4,5,2000 Feb
2939,basic,Hours,Specialist,R413-2939-SP,AGDGCXX.06-TX-GD,Conduct Contract Research/Report,112,4,5,2000 Feb
2939,basic,Hours,Senior Clerk,R413-2939-SNRCK,AGDGCXX.01-TX-GD,SetUp New Contracts-Compl,0,4,5,2000 Feb
2939,basic,Hours,Senior Clerk,R413-2939-SNRCK,AGDGCXX.02-TX-GD,SetUp New Contracts-Stand,32,4,5,2000 Feb
2939,basic,Hours,Senior Clerk,R413-2939-SNRCK,AGDGCXX.03-TX-GD,Process Contract Assignments,0,4,5,2000 Feb
2939,basic,Hours,Senior Clerk,R413-2939-SNRCK,AGDGCXX.04-TX-GD,Perf Termin/Expirations,0,4,5,2000 Feb
2939,basic,Hours,Senior Clerk,R413-2939-SNRCK,AGDGCXX.06-TX-GD,Conduct Contract Research/Report,136,4,5,2000 Feb
2940,basic,Hours,Senior Specialist,R413-2940-SNRSP,AGDFAXX.02-TX-GD,Update Facility Data,0,4,5,2000 Feb
2940,basic,Hours,Senior Specialist,R413-2940-SNRSP,AGDFAXX.01-TX-GD,Set Up New Facilities,0,4,5,2000 Feb
2940,basic,Hours,Senior Specialist,R413-2940-SNRSP,AGDFAXX.03-TX-GD,Research Facility Issues,0,4,5,2000 Feb
2940,basic,Hours,Senior Specialist,R413-2940-SNRSP,AGDFAXX.04-TX-GD,Set Up New Pipes,0,4,5,2000 Feb
2940,basic,Hours,Senior Specialist,R413-2940-SNRSP,AGDFAXX.05-TX-GD,Update Pipe Names,0,4,5,2000 Feb
2940,basic,Hours,Specialist,R413-2940-SP,AGDFAXX.02-TX-GD,Update Facility Data,112,4,5,2000 Feb
2940,basic,Hours,Specialist,R413-2940-SP,AGDFAXX.01-TX-GD,Set Up New Facilities,24,4,5,2000 Feb
2940,basic,Hours,Specialist,R413-2940-SP,AGDFAXX.03-TX-GD,Research Facility Issues,40,4,5,2000 Feb
2940,basic,Hours,Specialist,R413-2940-SP,AGDFAXX.04-TX-GD,Set Up New Pipes,16,4,5,2000 Feb
2940,basic,Hours,Specialist,R413-2940-SP,AGDFAXX.05-TX-GD,Update Pipe Names,8,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,ALOTRXX.01-TT,Maintain Transport Tariffs & Rates,130,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,ALOTRXX.04-TT,Wellhead Support,160,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,ARMCBXX.04-TT,Calc Books - M,6,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,AOA2933.06,Process Improvement,16,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,AOA2933.13,Logistics OA,16,4,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,ATR2933.04,Design & Development,4,5,5,2000 Feb
2933,basic,Hours,Senior Specialist,R012-2933-SNRSP,ATR2933.01,Participate in Training,16,5,5,2000 Feb
2933,basic,Hours,Manager,R012-2933-MGR,AOA2933.06,Process Improvement,24,4,5,2000 Feb
2933,basic,Hours,Manager,R012-2933-MGR,AOA2933.13,Logistics OA,8,4,5,2000 Feb
2933,basic,Hours,Manager,R012-2933-MGR,ABP2933.01,Bus plan/budg activities,48,5,5,2000 Feb
2933,basic,Hours,Manager,R012-2933-MGR,ABP2933.02,Special Projects,72,5,5,2000 Feb
2933,basic,Hours,Manager,R012-2933-MGR,ATR2933.01,Participate in Training,8,5,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.23-TG,Resolve Strangers gas,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.21-TG,Confirm Interconect Vol,32,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.22-TG,Interface w/gas control,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,AVMXXXX.01-TG,Allocate Quantities,0,3,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,AVMXXXX.02-TG,Allocate Jt Venture Quantities,0.4,3,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,AVMXXXX.07-TG,Compliance Monitoring,4,3,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.01-TG,Bid Week Preparation,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.02-TG,Daily Trader/Originator Support,8,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.11-TG,Monitor Sitara Bridge & feedback,8,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.12-TG,Manage Imbalances,12,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.04-TG,Noms,32,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.03-TG,Prepare Noms/Pathing,20,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.05-TG,Noms to EBB,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.07-TG,Intraday Nom,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.18-TG,Recve non EDI Noms,8,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.09-TG,Renom Activity,8,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.10-TG,Perform Pipeline Balancing,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.14-TG,Notification-New Pipe,1,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.15-TG,Notification-New facility,1,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.16-TG,End of Month Cleanup,4,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,AOA1497.13,Logistics OA,2,4,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ABP2664.02,Special Projects,4,5,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,APE2664.03,Feedback,1,5,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ATR2664.01,Participate in Training,4,5,5,2000 Feb
2664,basic,Hours,Senior Specialist,R012-2664-SNRSP,ALOXXXX.25-TG,Allocate Volumes,8,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,AVMXXXX.01-TG,Allocate Quantities,0,3,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,AVMXXXX.02-TG,Allocate Jt Venture Quantities,0.4,3,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,AVMXXXX.07-TG,Compliance Monitoring,4,3,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.22-TG,Interface w/gas control,4,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.21-TG,Confirm Interconect Vol,32,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.23-TG,Resolve Strangers gas,4,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.01-TG,Bid Week Preparation,4,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.02-TG,Daily Trader/Originator Support,8,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.11-TG,Monitor Sitara Bridge & feedback,8,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.12-TG,Manage Imbalances,12,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.03-TG,Prepare Noms/Pathing,20,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.04-TG,Noms,32,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.07-TG,Intraday Nom,2,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.18-TG,Recve non EDI Noms,8,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.09-TG,Renom Activity,8,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.10-TG,Perform Pipeline Balancing,4,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.15-TG,Notification-New facility,1,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.16-TG,End of Month Cleanup,4,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,AOA1497.13,Logistics OA,2,4,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ABP2664.02,Special Projects,4,5,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,APE2664.03,Feedback,1,5,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ATR2664.01,Participate in Training,4,5,5,2000 Feb
2664,basic,Hours,Specialist,R012-2664-SP,ALOXXXX.25-TG,Allocate Volumes,8,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.23-TG,Resolve Strangers gas,5,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.21-TG,Confirm Interconect Vol,8,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.22-TG,Interface w/gas control,20,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,AVMXXXX.07-TG,Compliance Monitoring,3,3,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.02-TG,Daily Trader/Originator Support,40,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.11-TG,Monitor Sitara Bridge & feedback,8,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.12-TG,Manage Imbalances,30,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.10-TG,Perform Pipeline Balancing,9,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.15-TG,Notification-New facility,1,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ALOXXXX.16-TG,End of Month Cleanup,5,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ABD2664.06,Customer Service,20,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,AOA1497.13,Logistics OA,1,4,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ABP2664.01,Bus plan/budg activities,4,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ABP2664.02,Special Projects,5,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,APE2664.02,Provide Mentoring,5,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,APE2664.03,Feedback,1,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,ATR2664.01,Participate in Training,5,5,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,AHR2664.01,External Recruiting,1,6,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,AHR2664.05,Orient New Employees,1,6,5,2000 Feb
2664,basic,Hours,Manager,R012-2664-MGR,APE2664.01,Dvlp Employee Careers,8,5,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.22-TG,Interface w/gas control,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,AVMXXXX.01-TG,Allocate Quantities,0,3,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.21-TG,Confirm Interconect Vol,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.23-TG,Resolve Strangers gas,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.01-TG,Bid Week Preparation,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.02-TG,Daily Trader/Originator Support,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.11-TG,Monitor Sitara Bridge & feedback,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.12-TG,Manage Imbalances,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.03-TG,Prepare Noms/Pathing,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.04-TG,Noms,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.05-TG,Noms to EBB,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.07-TG,Intraday Nom,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.18-TG,Recve non EDI Noms,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.09-TG,Renom Activity,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.10-TG,Perform Pipeline Balancing,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.14-TG,Notification-New Pipe,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.15-TG,Notification-New facility,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ALOXXXX.16-TG,End of Month Cleanup,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,AOA1497.13,Logistics OA,0,4,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,AVMXXXX.07-TG,Compliance Monitoring,0,3,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,AVMXXXX.02-TG,Allocate Jt Venture Quantities,0,3,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,ABP2664.02,Special Projects,0,5,5,2000 Feb
2664,basic,Hours,Staff,R012-2664-STAFF,APE2664.03,Feedback,0,5,5,2000 Feb
