ECC Office Position as Basis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECC Office Index Position,,,,,,ECC Office Tolls Position Summary,,,,,,,,,,,
2002-02-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-04 00:00:00,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sumas,,,Malin,,,Socal,,Rockies,,,Aeco,,Consumers,Parkway,Niagra,Waddington,Dawn,Monchy,Tetco/M3,Kingsgate,Michcon,,Chicago,,,Ventura,,Dawn,,,Transco Zone 6,,PG&E,,,Station 2,,,,Nymex,,Aeco,Empress,Sumas,Station 2,,,,Aeco - ABC,Aeco - Emp,Aeco - McNeil,Total Aeco,,ANG,PGT,FootHills,Northern,TCPL - WADD,TCPL - East Z
2011-09-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.45,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.38336344211957485,,,0,3.713,,0,0,0,0,,,2011-09-01 00:00:00,0,0,0,0,,0,,0,0,0,-49.76
2011-10-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.45,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.3833816949082891,,,0,3.728,,0,0,0,0,,,2011-10-01 00:00:00,0,0,0,0,,0,,0,0,0,-51.11
2011-11-01 00:00:00,0,0.248,0.03333333333333336,0,0,0.0,0,0.15,0.16166666666666665,-0.24,-0.2925,0,-0.38,-0.48091666666666666,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,-0.04895833333333333,0.11,0.145,0,0.65,0.6439583333333332,0,,0,-0.18,-0.35880408461842134,,0,3.878,3.861333333333333,0,0,0,0,,,2011-11-01 00:00:00,0,0,0,0,,0,,0,0,0,-49.16
2011-12-01 00:00:00,0,0.308,,0,0,,0,0.15,,-0.24,,0,-0.38,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.98,,0,,0,-0.18,,,0,4.0280000000000005,,0,0,0,0,,,2011-12-01 00:00:00,0,0,0,0,,0,,0,0,0,-50.49
2012-01-01 00:00:00,0,0.37800000000000006,0.25,0,0,0.0,0,0.15,0.15,-0.24,-0.24,0,-0.38,-0.38,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,0.005,0.11,0.11,0,1.6,1.0939999999999999,0,,0,-0.17999999999999927,-0.18,,0,4.1205,3.9875,0,0,0,0,,,2012-01-01 00:00:00,0,0,0,0,,0,,0,0,0,-50.18
2012-02-01 00:00:00,0,0.248,,0,0,,0,0.15,,-0.24,,0,-0.38,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,1.6,,0,,0,-0.18,,,0,4.0155,,0,0,0,0,,,2012-02-01 00:00:00,0,0,0,0,,0,,0,0,0,-46.65
2012-03-01 00:00:00,0,0.068,,0,0,,0,0.15,,-0.24,,0,-0.38,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.64,,0,,0,-0.18,,,0,3.8955,,0,0,0,0,,,2012-03-01 00:00:00,0,0,0,0,,0,,0,0,0,-49.61
2012-04-01 00:00:00,0,-0.25,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.4864794268716217,,,0,3.7405000000000004,,0,0,0,0,,,2012-04-01 00:00:00,0,0,0,0,,0,,0,0,0,-47.74
2012-05-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.4864927522701916,,,0,3.7305,,0,0,0,0,,,2012-05-01 00:00:00,0,0,0,0,,0,,0,0,0,-49.07
2012-06-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.48650677476699666,,,0,3.7505,,0,0,0,0,,,2012-06-01 00:00:00,0,0,0,0,,0,,0,0,0,-47.22
2012-07-01 00:00:00,0,-0.1,-0.12142857142857141,0,0,0.0,0,0.17,0.17,-0.33,-0.33,0,-0.553,-0.553,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,-0.0875,-0.0875,0.17,0.17,0,0.3225,0.3225,0,,0,-0.48652058951344745,-0.4865212879172939,,0,3.7705,3.771214285714286,0,0,0,0,,,2012-07-01 00:00:00,0,0,0,0,,0,,0,0,0,-48.54
2012-08-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.4865351173107748,,,0,3.7905,,0,0,0,0,,,2012-08-01 00:00:00,0,0,0,0,,0,,0,0,0,-48.27
2012-09-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.4865499016200001,,,0,3.8005,,0,0,0,0,,,2012-09-01 00:00:00,0,0,0,0,,0,,0,0,0,-46.45
2012-10-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.553,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.48656445306802487,,,0,3.8155,,0,0,0,0,,,2012-10-01 00:00:00,0,0,0,0,,0,,0,0,0,-47.74
2012-11-01 00:00:00,0,0.248,0.03333333333333336,0,0,0.0,0,0.15,0.16166666666666665,-0.24,-0.2925,0,-0.493,-0.5513333333333333,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,-0.04895833333333333,0.11,0.145,0,0.65,0.6439583333333332,0,,0,-0.18,-0.3822466873950723,,0,3.9655,3.948833333333333,0,0,0,0,,,2012-11-01 00:00:00,0,0,0,0,,0,,0,0,0,-45.94
2012-12-01 00:00:00,0,0.308,,0,0,,0,0.15,,-0.24,,0,-0.493,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.98,,0,,0,-0.18,,,0,4.1155,,0,0,0,0,,,2012-12-01 00:00:00,0,0,0,0,,0,,0,0,0,-47.21
2013-01-01 00:00:00,0,0.37800000000000006,0.25,0,0,0.0,0,0.15,0.15,-0.24,-0.24,0,-0.493,-0.493,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,0.005,0.11,0.11,0,1.6,1.0939999999999999,0,,0,-0.17999999999999883,-0.18,,0,4.208,4.075,0,0,0,0,,,2013-01-01 00:00:00,0,0,0,0,,0,,0,0,0,-46.95
2013-02-01 00:00:00,0,0.248,,0,0,,0,0.15,,-0.24,,0,-0.493,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,1.6,,0,,0,-0.18,,,0,4.103,,0,0,0,0,,,2013-02-01 00:00:00,0,0,0,0,,0,,0,0,0,-42.17
2013-03-01 00:00:00,0,0.068,,0,0,,0,0.15,,-0.24,,0,-0.493,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.64,,0,,0,-0.18,,,0,3.983,,0,0,0,0,,,2013-03-01 00:00:00,0,0,0,0,,0,,0,0,0,-46.45
2013-04-01 00:00:00,0,-0.25,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5266578670341651,,,0,3.8280000000000003,,0,0,0,0,,,2013-04-01 00:00:00,0,0,0,0,,0,,0,0,0,-44.7
2013-05-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5266741096283991,,,0,3.818,,0,0,0,0,,,2013-05-01 00:00:00,0,0,0,0,,0,,0,0,0,-45.93
2013-06-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5266911442457234,,,0,3.838,,0,0,0,0,,,2013-06-01 00:00:00,0,0,0,0,,0,,0,0,0,-44.2
2013-07-01 00:00:00,0,-0.1,-0.12142857142857141,0,0,0.0,0,0.17,0.17,-0.33,-0.33,0,-0.593,-0.593,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,-0.0875,-0.0875,0.17,0.17,0,0.3225,0.3225,0,,0,-0.526707871674998,-0.5267086069629813,,0,3.858,3.858714285714286,0,0,0,0,,,2013-07-01 00:00:00,0,0,0,0,,0,,0,0,0,-45.42
2013-08-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5267254068627225,,,0,3.878,,0,0,0,0,,,2013-08-01 00:00:00,0,0,0,0,,0,,0,0,0,-45.16
2013-09-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5267431961073554,,,0,3.8880000000000003,,0,0,0,0,,,2013-09-01 00:00:00,0,0,0,0,,0,,0,0,0,-43.46
2013-10-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5267606531875058,,,0,3.903,,0,0,0,0,,,2013-10-01 00:00:00,0,0,0,0,,0,,0,0,0,-44.66
2013-11-01 00:00:00,0,0.248,0.03333333333333336,0,0,0.0,0,0.15,0.16166666666666665,-0.24,-0.2925,0,-0.533,-0.5913333333333334,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,-0.04895833333333333,0.11,0.145,0,0.65,0.6439583333333332,0,,0,-0.18,-0.40570985009629723,,0,4.053,4.036333333333334,0,0,0,0,,,2013-11-01 00:00:00,0,0,0,0,,0,,0,0,0,-42.97
2013-12-01 00:00:00,0,0.308,,0,0,,0,0.15,,-0.24,,0,-0.533,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.98,,0,,0,-0.1800000000000006,,,0,4.203,,0,0,0,0,,,2013-12-01 00:00:00,0,0,0,0,,0,,0,0,0,-44.16
2014-01-01 00:00:00,0,0.37800000000000006,0.25,0,0,0.0,0,0.15,0.15,-0.24,-0.24,0,-0.533,-0.533,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.005,0.005,0.11,0.11,0,1.6,1.0939999999999999,0,,0,-0.18,-0.18,,0,4.2955000000000005,4.1625,0,0,0,0,,,2014-01-01 00:00:00,0,0,0,0,,0,,0,0,0,-43.9
2014-02-01 00:00:00,0,0.248,,0,0,,0,0.15,,-0.24,,0,-0.533,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,1.6,,0,,0,-0.18,,,0,4.1905,,0,0,0,0,,,2014-02-01 00:00:00,0,0,0,0,,0,,0,0,0,-39.43
2014-03-01 00:00:00,0,0.068,,0,0,,0,0.15,,-0.24,,0,-0.533,,0,0,0,0,0,0,0,0,0,0,0.07,,0,0.005,,0.11,,0,0.64,,0,,0,-0.18,,,0,4.0705,,0,0,0,0,,,2014-03-01 00:00:00,0,0,0,0,,0,,0,0,0,-43.42
2014-04-01 00:00:00,0,-0.25,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5668716428897578,,,0,3.9155,,0,0,0,0,,,2014-04-01 00:00:00,0,0,0,0,,0,,0,0,0,-41.78
2014-05-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5668907737563842,,,0,3.9055,,0,0,0,0,,,2014-05-01 00:00:00,0,0,0,0,,0,,0,0,0,-42.93
2014-06-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5669107902098349,,,0,3.9255,,0,0,0,0,,,2014-06-01 00:00:00,0,0,0,0,,0,,0,0,0,-41.31
2014-07-01 00:00:00,0,-0.1,-0.12142857142857141,0,0,0.0,0,0.17,0.17,-0.33,-0.33,0,-0.633,-0.633,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,-0.0875,-0.0875,0.17,0.17,0,0.3225,0.3225,0,,0,-0.5669304006308455,-0.5669311715936524,,0,3.9455,3.946214285714286,0,0,0,0,,,2014-07-01 00:00:00,0,0,0,0,,0,,0,0,0,-42.44
2014-08-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5669509121324059,,,0,3.9655,,0,0,0,0,,,2014-08-01 00:00:00,0,0,0,0,,0,,0,0,0,-42.2
2014-09-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5669716748342815,,,0,3.9755000000000003,,0,0,0,0,,,2014-09-01 00:00:00,0,0,0,0,,0,,0,0,0,-40.6
2014-10-01 00:00:00,0,-0.1,,0,0,,0,0.17,,-0.33,,0,-0.633,,0,0,0,0,0,0,0,0,0,0,0.07,,0,-0.0875,,0.17,,0,0.3225,,0,,0,-0.5669920067020571,,,0,3.9905000000000004,,0,0,0,0,,,2014-10-01 00:00:00,0,0,0,0,,0,,0,0,0,-41.72
2014-11-01 00:00:00,0,0.248,,0,0,,0,0.15,,-0.24,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0,,0,0.005,,0,,0,0.65,,0,,0,-0.25,,,0,4.1405,,0,0,0,0,,,2014-11-01 00:00:00,0,0,0,0,,0,,0,0,0,-40.13
2014-12-01 00:00:00,0,0.308,,0,0,,0,0.15,,-0.24,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0,,0,0.005,,0,,0,0.98,,0,,0,-0.25,,,0,4.290500000000001,,0,0,0,0,,,2014-12-01 00:00:00,0,0,0,0,,0,,0,0,0,-41.24
2015-01-01 00:00:00,0,0.37800000000000006,0.25,0,0,0.0,0,0.15,0.15,-0.24,-0.24,0,-0.593,-0.593,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.005,0.005,0,0.0,0,1.6,1.0939999999999999,0,,0,-0.25,-0.25,,7.16,4.383,4.25,0,0,0,0,,,2015-01-01 00:00:00,0,0,0,0,,0,,0,0,0,0
2015-02-01 00:00:00,0,0.248,,0,0,,0,0.15,,-0.24,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0,,0,0.005,,0,,0,1.6,,0,,0,-0.25,,,6.43,4.2780000000000005,,0,0,0,0,,,2015-02-01 00:00:00,0,0,0,0,,0,,0,0,0,0
2015-03-01 00:00:00,0,0.068,,0,0,,0,0.15,,-0.24,,0,-0.593,,0,0,0,0,0,0,0,0,0,0,0,,0,0.005,,0,,0,0.64,,0,,0,-0.25,,,7.08,4.158,,0,0,0,0,,,2015-03-01 00:00:00,0,0,0,0,,0,,0,0,0,0
