Counterparty,Deal Num,Fin,Pub Code,Period,Quantity
CESDEVENE,505534,P,GDP-HPL/SHPCH,04-MAY-2000,74
CESDEVENE,505535,P,GDP-HPL/SHPCH,04-MAY-2000,8
CESDEVENE,505536,P,GDP-HPL/SHPCH,04-MAY-2000,370
CESDEVENE,505538,P,GDP-HPL/SHPCH,04-MAY-2000,16
CESDEVENE,505539,P,IF-AGUA DULCE,04-MAY-2000,655
CESDEVENE,505540,P,GDP-HPL/SHPCH,04-MAY-2000,389
CESDEVENE,505541,P,IF-AGUA DULCE,04-MAY-2000,963
CESGRABOS,505542,P,IF-HPL/SHPCHAN,04-MAY-2000,27
CESDEVENE,505544,P,IF-AGUA DULCE,04-MAY-2000,1205
BURMANOILGAS,505545,P,IF-HPL/SHPCHAN,04-MAY-2000,1
MCBRIDECHA,505546,P,IF-CARTHAGE,04-MAY-2000,1
CESDEVENE,505551,P,GDP-HPL/SHPCH,04-MAY-2000,363
CESDEVENE,505554,P,GDP-HPL/SHPCH,04-MAY-2000,57
CESDEVENE,505556,P,GDP-HPL/SHPCH,04-MAY-2000,73
CESDEVENE,505557,P,GDP-HPL/SHPCH,04-MAY-2000,105
CESDEVENE,505651,P,GDP-HPL/SHPCH,04-MAY-2000,106
CESDEVENE,505652,P,GDP-HPL/SHPCH,04-MAY-2000,44
KOCHMIDSER,505782,P,GDP-HPL/SHPCH,04-MAY-2000,-106
KOCHMIDSER,505783,P,GDP-HPL/SHPCH,04-MAY-2000,-44
KOCHMIDSER,505847,P,IF-HPL/SHPCHAN,04-MAY-2000,-1227
KOCHMIDSER,505849,P,IF-HPL/SHPCHAN,04-MAY-2000,-751
GULFENEMARCOM,505886,P,IF-HPL/SHPCHAN,04-MAY-2000,-352
CESFW R,505903,P,IF-NGPLTXOK,04-MAY-2000,62
CESLILALL,505920,P,IF-NGPLTXOK,04-MAY-2000,103
CESDALEXP,505956,P,IF-NGPLTXOK,04-MAY-2000,19
CESUNIPET,505982,P,IF-NGPLTXOK,04-MAY-2000,11
CESDEVENE,506454,P,IF-AGUA DULCE,04-MAY-2000,11456
CESDEVENE,506457,P,GDP-HPL/SHPCH,04-MAY-2000,67
CESCORCHR,506460,P,IF-CORPUS,04-MAY-2000,-840
CESDEVENE,506488,P,GDP-AGUADULCE,04-MAY-2000,603
SPINNAKEEXPCO,506497,P,GDP-HPL/SHPCH,04-MAY-2000,1
ASPECTRESLLC,507869,P,IF-HPL/SHPCHAN,04-MAY-2000,1200
HPL-HPLC - IM ,507900,P,IF-HPL/SHPCHAN,04-MAY-2000,1223
HPL-HPLC DESK,507901,P,IF-HPL/SHPCHAN,04-MAY-2000,-1223
HPL-HPLC - IM ,507903,P,IF-HPL/SHPCHAN,04-MAY-2000,1200
HPL-HPLC DESK,507904,P,IF-HPL/SHPCHAN,04-MAY-2000,-1200
ENCINAGASPIP,508197,P,IF-HPL/SHPCHAN,04-MAY-2000,276
MAGNUM,508308,P,IF-HPL/SHPCHAN,04-MAY-2000,72
WILMAR,508311,P,IF-HPL/SHPCHAN,04-MAY-2000,180
FREEMAN-JC,508312,P,IF-HPL/SHPCHAN,04-MAY-2000,73
CDRES,508315,P,IF-HPL/SHPCHAN,04-MAY-2000,5
HILLCORP,508316,P,IF-HPL/SHPCHAN,04-MAY-2000,25
ATASCARES,508317,P,IF-HPL/SHPCHAN,04-MAY-2000,1
ATASCARES,508318,P,IF-HPL/SHPCHAN,04-MAY-2000,613
TEXACOEXP,508320,P,IF-HPL/SHPCHAN,04-MAY-2000,121
HPL-RES,508324,P,FX-PRICE-CASH,04-MAY-2000,-120
AMOCO,510663,P,IF-TEXOMA OFFER,04-MAY-2000,5769
HPLRESLIQDIV,511490,P,IF-HPL/SHPCHAN,04-MAY-2000,-2500
ETOCO,513827,P,IF-HPL/SHPCHAN,04-MAY-2000,2999
ETOCO,513827,P,IF-HPL/SHPCHAN,04-MAY-2000,941
RICHARDSPROII,513990,P,IF-KATY/WOFLEX,04-MAY-2000,6804
MUELLEREXP,514196,P,IF-KATY/WOFLEX,04-MAY-2000,4000
HPL-HPLC - IM ,514970,P,IF-HPL/SHPCHAN,04-MAY-2000,4000
HPL-HPLC DESK,514971,P,IF-HPL/SHPCHAN,04-MAY-2000,-4000
HPL-HPLC - IM ,514972,P,IF-HPL/SHPCHAN,04-MAY-2000,3940
HPL-HPLC DESK,514973,P,IF-HPL/SHPCHAN,04-MAY-2000,-3940
HPL-HPLC - IM ,514974,P,IF-HPL/SHPCHAN,04-MAY-2000,6804
HPL-HPLC DESK,514975,P,IF-HPL/SHPCHAN,04-MAY-2000,-6804
HPL-HPLC - IM ,515681,P,IF-HPL/SHPCHAN,04-MAY-2000,9046
HPL-HPLC DESK,515682,P,IF-HPL/SHPCHAN,04-MAY-2000,-9046
EQUISTARCHEL P,515827,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
GSFENEL L,515847,P,IF-HPL/SHPCHAN,04-MAY-2000,3574
LYNXENECOM,516744,P,IF-KATY/OASIS,04-MAY-2000,536
SHORELINEGAS,517155,P,IF-HPL/SHPCHAN,04-MAY-2000,619
EEXEPCO,517715,P,FX-PRICE-CASH,04-MAY-2000,8
EEXEPCO,517718,P,IF-HPL/SHPCHAN,04-MAY-2000,385
EEXEPCO,517723,P,IF-THOMPSONVILL,04-MAY-2000,2802
HPL-HPLC DESK,518651,P,GDP-HPL/SHPCH,04-MAY-2000,30
ENA-TEXAS DESK,518652,P,GDP-HPL/SHPCH,04-MAY-2000,-30
SOUTHHAMREF,519479,P,IF-TEXOMA OFFER,04-MAY-2000,-1700
MCNICPIPPRO,519511,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
VELSICOL,520648,P,IF-A/S EAST OFF,04-MAY-2000,-300
SHORELINEGAS,520654,P,IF-HPL/SHPCHAN,04-MAY-2000,37
CIMAENELLC,521221,P,IF-AGUA DULCE,04-MAY-2000,559
BURLINGTRESTRA,521373,P,IF-KATY/OASIS,04-MAY-2000,10000
AQUILA,521496,P,IF-KATY/WOFLEX,04-MAY-2000,10000
RELIANTENEENT,522673,P,IF-HPL/SHPCHAN,04-MAY-2000,-6500
RELIANTENEENT,522673,P,IF-HPL/SHPCHAN,04-MAY-2000,-4000
WELHAUSEOPECO,522855,P,IF-HPL/SHPCHAN,04-MAY-2000,23
OILWELBUY,522857,P,IF-HPL/SHPCHAN,04-MAY-2000,1
EOGRES,522874,P,IF-HPL/SHPCHAN,04-MAY-2000,170
SAMSONLONSTA,522876,P,IF-HPL/SHPCHAN,04-MAY-2000,335
KCPIPELINE,522885,P,IF-HPL/SHPCHAN,04-MAY-2000,533
SHORELINEGAS,522933,P,IF-HPL/SHPCHAN,04-MAY-2000,1909
TRIUNIDEV,522935,P,IF-HPL/SHPCHAN,04-MAY-2000,15
SONORAPET,522943,P,IF-HPL/SHPCHAN,04-MAY-2000,95
DANEX,523058,P,IF-HPL/SHPCHAN,04-MAY-2000,16
VASTAR,523069,P,IF-HPL/SHPCHAN,04-MAY-2000,624
SONORAPET,523079,P,IF-HPL/SHPCHAN,04-MAY-2000,191
PETRAOLECOR,523084,P,IF-HPL/SHPCHAN,04-MAY-2000,144
UNIVERSAPETCOR,523085,P,IF-HPL/SHPCHAN,04-MAY-2000,99
DANEX,523099,P,IF-HPL/SHPCHAN,04-MAY-2000,77
DANEX,523100,P,IF-HPL/SHPCHAN,04-MAY-2000,395
PRIZEENERES,523105,P,IF-HPL/SHPCHAN,04-MAY-2000,237
EEXEPCO,523313,P,IF-HPL/SHPCHAN,04-MAY-2000,9
TRIUNIDEV,523777,P,IF-A/S E.BEAUM,04-MAY-2000,467
HPLRESLIQDIV,524010,P,FX-PRICE-CASH,04-MAY-2000,25197
HPLRESLIQDIV,524090,P,FX-PRICE-CASH,04-MAY-2000,-25197
HPL-HPLC - IM ,524491,P,IF-HPL/SHPCHAN,04-MAY-2000,156
HPL-HPLC DESK,524492,P,IF-HPL/SHPCHAN,04-MAY-2000,-156
PIONEERGASPIP,524509,P,IF-KING RANCH,04-MAY-2000,100
PRIZEENERES,524577,P,IF-HPL/SHPCHAN,04-MAY-2000,59
EQUISTARCHEL P,524639,P,IF-HPL/SHPCHAN,04-MAY-2000,-2500
PRIZEENERES,524785,P,IF-HPL/SHPCHAN,04-MAY-2000,150
EAGLEGASMARCOM,525513,P,IF-AGUA DULCE,04-MAY-2000,4483
BELLWEATHER,525663,P,IF-THOMPSONVILL,04-MAY-2000,86
UNIONGASOPE,525673,P,IF-AGUA DULCE,04-MAY-2000,1787
UNIONGASOPE,525682,P,IF-AGUA DULCE,04-MAY-2000,197
RELIANTENEENT,526025,P,IF-HPL/SHPCHAN,04-MAY-2000,-64500
JCENERGYRES,527375,P,IF-WAHA,04-MAY-2000,-5000
LINDHOLMOIL,527734,P,IF-THOMPSONVILL,04-MAY-2000,675
SHORELINEGAS,527818,P,IF-THOMPSONVILL,04-MAY-2000,185
SHORELINEGAS,527819,P,IF-THOMPSONVILL,04-MAY-2000,1830
WILMAR,527847,P,IF-A/S E.BEAUM,04-MAY-2000,121
KLEINERRICK,528452,P,IF-HPL/SHPCHAN,04-MAY-2000,16
PRIZEENERES,528955,P,IF-HPL/SHPCHAN,04-MAY-2000,1865
FREDONIA,530076,P,IF-THOMPSONVILL,04-MAY-2000,82
MODERNEXP,530135,P,IF-AGUA DULCE,04-MAY-2000,628
HPL-HPLC DESK,530791,P,GDC-AGAU DULCE,04-MAY-2000,18208
HPL-HPLC DESK,530792,P,GDC-KING RANCH,04-MAY-2000,-18208
SAXETENELTD,532205,P,IF-THOMPSONVILL,04-MAY-2000,11772
WHIPETCOR,532225,P,IF-KING RANCH,04-MAY-2000,300
COLUMBUSENERGY,532372,P,GDP-HPL/SHPCH,04-MAY-2000,1492
COLUMBUSENERGY,532373,P,GDP-HPL/SHPCH,04-MAY-2000,851
COLUMBUSENERGY,532375,P,GDP-HPL/SHPCH,04-MAY-2000,607
COLUMBUSENERGY,532377,P,GDP-HPL/SHPCH,04-MAY-2000,447
ERAC,532507,P,IF-HPL/SHPCHAN,04-MAY-2000,1265
PRIZEENERES,533634,P,IF-HPL/SHPCHAN,04-MAY-2000,820
SHORELINEGAS,533643,P,IF-AGUA DULCE,04-MAY-2000,46
KENNETHWCOR,533835,P,IF-HPL/SHPCHAN,04-MAY-2000,104
LAMAYCOR,535200,P,IF-HPL/SHPCHAN,04-MAY-2000,57
WAGNEROILCOM,535202,P,IF-HPL/SHPCHAN,04-MAY-2000,82
EXXONCOMUSA,539347,P,IF-HPL/SHPCHAN,04-MAY-2000,819
RELIANTENEHLP,539417,P,IF-HPL/SHPCHAN,04-MAY-2000,-21199
UNOCALENETRA,539461,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
ROYALPRODNCO,541362,P,IF-HPL/SHPCHAN,04-MAY-2000,984
ENCOREACQPAR,543048,P,IF-KATY/OASIS,04-MAY-2000,14159
DECKEROPECOM,543928,P,IF-KING RANCH,04-MAY-2000,499
SAXETENELTD,544339,P,FX-PRICE-CASH,04-MAY-2000,498
AQUILASOUMAR,549156,P,IF-KATY/OASIS,04-MAY-2000,20000
PHILLIPS GSMKTG,552004,P,IF-KATY/WOFLEX,04-MAY-2000,5000
EEXEPCO,552061,P,FX-PRICE-CASH,04-MAY-2000,72
AIRPRODINC,552171,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
ENTEX,552215,P,IF-TEXOMA OFFER,04-MAY-2000,-15000
ENA-TEXAS DESK,552329,P,GDP-HPL/SHPCH,04-MAY-2000,90000
HPL-HPLC DESK,552330,P,GDP-HPL/SHPCH,04-MAY-2000,-90000
CESDEVENE,554244,P,IF-CORPUS,04-MAY-2000,773
KEYPROCOM,554359,P,IF-TEXOMA OFFER,04-MAY-2000,761
SAMSONLONSTA,555058,P,IF-TEXOMA,04-MAY-2000,360
SOUTHERNUNION,555408,P,IF-HPL/SHPCHAN,04-MAY-2000,-1515
SOUTHERNUNION,555413,P,IF-HPL/SHPCHAN,04-MAY-2000,-1241
UNIONGASOPE,555627,P,IF-AGUA DULCE,04-MAY-2000,2400
HENNIGPROCOM,555734,P,IF-KATY/WOFLEX,04-MAY-2000,178
GOLDSTONOILCOR,555791,P,GDP-HPL/SHPCH,04-MAY-2000,30870
KENPETCOR,555976,P,IF-AGUA DULCE,04-MAY-2000,102
LOUISIANAPACOR,557429,P,IF-A/S EAST OFF,04-MAY-2000,-1500
HATOILGAS,557771,P,IF-HPL/SHPCHAN,04-MAY-2000,140
DREYFUS NG,559716,P,IF-HPL/SHPCHAN,04-MAY-2000,6872
DREYFUS NG,559717,P,IF-HPL/SHPCHAN,04-MAY-2000,50000
SWIFT,560925,P,IF-AGUA DULCE,04-MAY-2000,10000
HPL-HPLC - IM ,561141,P,IF-HPL/SHPCHAN,04-MAY-2000,6812
HPL-HPLC DESK,561142,P,IF-HPL/SHPCHAN,04-MAY-2000,-6812
ACOCKENGASS,561279,P,IF-THOMPSONVILL,04-MAY-2000,77
CORNERSTGASGAT,561753,P,IF-TEXOMA,04-MAY-2000,2729
OILGASTIT,561926,P,IF-HPL/SHPCHAN,04-MAY-2000,7
EQUISTARCHEL P,563631,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
EQUISTARCHEL P,563654,P,IF-HPL/SHPCHAN,04-MAY-2000,-5000
EQUISTARCHEL P,563655,P,IF-HPL/SHPCHAN,04-MAY-2000,-5000
EQUISTARCHEL P,564046,P,IF-HPL/SHPCHAN,04-MAY-2000,-2500
EQUISTARCHEL P,564050,P,IF-HPL/SHPCHAN,04-MAY-2000,-2109
EQUISTARCHEL P,564051,P,IF-HPL/SHPCHAN,04-MAY-2000,-2042
PANENERGMARCOM,564146,P,IF-HPL/SHPCHAN,04-MAY-2000,25000
ICCENECOR,565477,P,IF-WAHA,04-MAY-2000,-5000
EOGRESMAR,566217,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
ENA-WEST DESK,566602,P,FX-PRICE-CASH,04-MAY-2000,11260
AIRPRODINC,567828,P,GDP-HPL/SHPCH,04-MAY-2000,-282
HPL-HPLC DESK,567922,P,GDC-KATY,04-MAY-2000,14744
HPL-HPLC DESK,567923,P,GDC-KATY,04-MAY-2000,-14744
SWEPI,567944,P,IF-HPL/SHPCHAN,04-MAY-2000,30000
ENA-TEXAS DESK,567994,P,GDC-KATY,04-MAY-2000,8750
ENA-TEXAS DESK,567995,P,GDP-WAHA,04-MAY-2000,-8750
HPL-HPLC DESK,568002,P,GDC-KATY,04-MAY-2000,12
HPL-HPLC DESK,568003,P,GDP-WAHA,04-MAY-2000,-12
DANEX,568068,P,IF-HPL/SHPCHAN,04-MAY-2000,62
PRIZEENERES,568069,P,IF-HPL/SHPCHAN,04-MAY-2000,2434
PRIZEENERES,568071,P,IF-HPL/SHPCHAN,04-MAY-2000,129
PRIZEENERES,568072,P,IF-HPL/SHPCHAN,04-MAY-2000,4
HPL-HPLC DESK,568984,P,GDC-VALLEY,04-MAY-2000,-15576
HPL-HPLC DESK,568985,P,GDC-FREEPORT,04-MAY-2000,15576
HOUSTON EXPLOR,569239,P,IF-B/M OFFSHORE,04-MAY-2000,2500
HILLCORP,570370,P,IF-FREEPORT,04-MAY-2000,-16665
SANCHEZOILGAS,571304,P,IF-KATY/WOFLEX,04-MAY-2000,1
PETROFINGASPIP,571715,P,IF-A/S EAST OFF,04-MAY-2000,-4952
KNMAR,572875,P,IF-HPL/SHPCHAN,04-MAY-2000,-45
ENGAGEENEUS,574443,P,IF-AGUA DULCE,04-MAY-2000,-50
ENGAGEENEUS,574448,P,IF-TX CITY LOOP,04-MAY-2000,-10
HPL-HPLC DESK,575093,P,GDP-HPL/SHPCH,04-MAY-2000,10000
ENA-TEXAS DESK,575094,P,GDP-HPL/SHPCH,04-MAY-2000,-10000
HPL-HPLC DESK,576268,P,GDC-AGAU DULCE,04-MAY-2000,49091
HPL-HPLC DESK,576269,P,GDC-KING RANCH,04-MAY-2000,-49091
HPL-HPLC DESK,576270,P,GDC-AGAU DULCE,04-MAY-2000,-1
HPL-HPLC DESK,576271,P,GDC-KING RANCH,04-MAY-2000,1
AMERADA,576278,P,IF-HPL/SHPCHAN,04-MAY-2000,13
HPL-HPLC DESK,576284,P,GDC-AGAU DULCE,04-MAY-2000,-47000
HPL-HPLC DESK,576285,P,GDC-KING RANCH,04-MAY-2000,47000
TEXACOEXP,576288,P,IF-THOMPSONVILL,04-MAY-2000,1291
AQUILA,576325,P,IF-HPL/SHPCHAN,04-MAY-2000,15000
KNMAR,576972,P,IF-HPL/SHPCHAN,04-MAY-2000,15000
CORALENERES,577345,P,IF-HPL/SHPCHAN,04-MAY-2000,821
CORALENERES,577350,P,IF-HPL/SHPCHAN,04-MAY-2000,465
DUKEENETRA,577367,P,IF-HPL/SHPCHAN,04-MAY-2000,400
DUKEENETRA,577369,P,IF-HPL/SHPCHAN,04-MAY-2000,47
DUKEENETRA,577372,P,IF-HPL/SHPCHAN,04-MAY-2000,12
EPRI,577373,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
FOREST,577374,P,IF-HPL/SHPCHAN,04-MAY-2000,7804
MIDCOASTMAR,577376,P,IF-HPL/SHPCHAN,04-MAY-2000,300
PGETEXINDENELP,577377,P,GDH-HPL/SHPCH,04-MAY-2000,2000
TRIADENERGY,577378,P,GD-TENN/100,04-MAY-2000,55
TRIADENERGY,577379,P,GD-TENN/100,04-MAY-2000,30
VINTAGE,577380,P,IF-HPL/SHPCHAN,04-MAY-2000,11
WESTERNGASRESO,577382,P,IF-HPL/SHPCHAN,04-MAY-2000,16500
WESTERNGASRESO,577384,P,IF-HPL/SHPCHAN,04-MAY-2000,3500
ENCINAGASPIP,577392,P,IF-HPL/SHPCHAN,04-MAY-2000,35
ENCINAGASPIP,577393,P,IF-HPL/SHPCHAN,04-MAY-2000,51
HURD,577397,P,IF-HPL/SHPCHAN,04-MAY-2000,22
SAMSONLONSTA,577398,P,IF-HPL/SHPCHAN,04-MAY-2000,804
SAMSONLONSTA,577399,P,IF-HPL/SHPCHAN,04-MAY-2000,100
SHORELINEGAS,577401,P,IF-HPL/SHPCHAN,04-MAY-2000,490
WELHAUSEOPECO,577402,P,IF-HPL/SHPCHAN,04-MAY-2000,362
COLOGNE,577629,P,IF-HPL/SHPCHAN,04-MAY-2000,770
COLOGNE,577630,P,IF-HPL/SHPCHAN,04-MAY-2000,292
COKINOS,577631,P,IF-HPL/SHPCHAN,04-MAY-2000,43
PRIZEENERES,577633,P,IF-HPL/SHPCHAN,04-MAY-2000,2203
HPL-HPLC DESK,579037,P,GDP-HPL/SHPCH,04-MAY-2000,18
ENA-TEXAS DESK,579039,P,GDP-HPL/SHPCH,04-MAY-2000,-18
RICHARDSPROII,580859,P,IF-HPL/SHPCHAN,04-MAY-2000,20000
TEXACOGASMKT,581054,P,IF-HPL/SHPCHAN,04-MAY-2000,-15000
AQUILA,581202,P,IF-HPL/SHPCHAN,04-MAY-2000,15000
EPRI,581233,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
RLAC,581277,P,NX1,04-MAY-2000,10000
EQUISTARCHEL P,582233,P,GDP-TXINT+2AFTA,04-MAY-2000,2585
AQUILA,582250,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
EQUISTARCHEL P,582264,P,GDP-TXINT+2AFTA,04-MAY-2000,2400
CHUSEI,582509,P,IF-A/S EAST OFF,04-MAY-2000,-600
DOMINIONCORP,582513,P,IF-KING RANCH,04-MAY-2000,363
SHORELINEGAS,582528,P,IF-AGUA DULCE,04-MAY-2000,535
GASSOLLTD,582582,P,IF-TEXOMA,04-MAY-2000,2500
KOCHMIDSER,582653,P,IF-HPL/SHPCHAN,04-MAY-2000,20492
KOCHMIDSER,582658,P,IF-HPL/SHPCHAN,04-MAY-2000,-20000
ENA-WEST DESK,583536,P,IF-WAHA,04-MAY-2000,-20000
ENA-TEXAS DESK,583646,P,GDP-HPL/SHPCH,04-MAY-2000,-90000
HPL-HPLC DESK,583647,P,GDP-HPL/SHPCH,04-MAY-2000,90000
ENA-TEXAS DESK,583649,P,GDC-KATY,04-MAY-2000,-90000
ENA-TEXAS DESK,583650,P,GDP-WAHA,04-MAY-2000,90000
ENA-TEXAS DESK,583651,P,GDC-KATY,04-MAY-2000,-90000
ENA-TEXAS DESK,583652,P,GDC-KATY,04-MAY-2000,90000
LOWERCOLRIVAUT,583666,P,IF-HPL/SHPCHAN,04-MAY-2000,-8750
SOUTHERNUNIGAS,583737,P,IF-HPL/SHPCHAN,04-MAY-2000,-5031
TITANRESRC,584418,P,IF-HPL/SHPCHAN,04-MAY-2000,242
EPRI,584966,P,IF-HPL/SHPCHAN,04-MAY-2000,25000
SHOREHAMENESER,585035,P,NX1,04-MAY-2000,-4000
CHEVRONCHELLC,585212,P,GDH-HPL/SHPCH,04-MAY-2000,-8000
CHEVRONCHELLC,585212,P,GDH-HPL/SHPCH,04-MAY-2000,-6362
CHEVRONCHELLC,585212,P,IF-HPL/SHPCHAN,04-MAY-2000,-9000
BEAUMONTMETLIM,585225,P,GDP-HPL/SHPCH,04-MAY-2000,1
SYNERGYOILGAS,585279,P,IF-HPL/SHPCHAN,04-MAY-2000,1179
TEXASENETRA,586084,P,IF-HPL/SHPCHAN,04-MAY-2000,5000
TEXASENETRA,586084,P,IF-HPL/SHPCHAN,04-MAY-2000,5000
TEXASENETRA,586084,P,IF-HPL/SHPCHAN,04-MAY-2000,7000
ELPASMER,586313,P,IF-HPL/SHPCHAN,04-MAY-2000,-15000
WILLIAMSENEMAR,586654,P,IF-WAHA,04-MAY-2000,990
DUKEENETRA,586681,P,IF-WAHA,04-MAY-2000,10000
DUKEENETRA,586684,P,IF-WAHA,04-MAY-2000,10000
RELIANTENEHLP,586719,P,IF-HPL/SHPCHAN,04-MAY-2000,-15000
EPRI,586847,P,IF-HPL/SHPCHAN,04-MAY-2000,4000
COASTALOILGAS,586883,P,IF-HPL/SHPCHAN,04-MAY-2000,39723
EXXONMOBCOR,587023,P,IF-KOCH/TX,04-MAY-2000,46
TEXLAENEMAN,587501,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUARIUSGASMAR,587849,P,IF-HPL/SHPCHAN,04-MAY-2000,3000
AQUARIUSGASMAR,587850,P,IF-HPL/SHPCHAN,04-MAY-2000,1300
WESTERNGASRESO,587876,P,IF-HPL/SHPCHAN,04-MAY-2000,12500
ROBERSONOILCOM,587977,P,IF-HPL/SHPCHAN,04-MAY-2000,800
CONOCO,588061,P,IF-WAHA,04-MAY-2000,2058
CONOCO,588062,P,IF-WAHA,04-MAY-2000,2942
PGEENETRAGAS,588068,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
PGEENETRAGAS,588092,P,IF-HPL/SHPCHAN,04-MAY-2000,5000
HPL-HPLC DESK,588130,P,GDP-HPL/SHPCH,04-MAY-2000,-12059
ENA-TEXAS DESK,588131,P,GDP-HPL/SHPCH,04-MAY-2000,12059
EPRI,588155,P,FX-PRICE-CASH,04-MAY-2000,5000
PHILLIPS GSMKTG,588172,P,IF-A/S E.BEAUM,04-MAY-2000,5000
MINERALSMANSER,588219,P,GDP-HPL/SHPCH,04-MAY-2000,9866
MINERALSMANSER,588219,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
MARJORIEMNUG,588306,P,IF-KOCH/TX,04-MAY-2000,9
ELPASMER,588313,P,IF-HPL/SHPCHAN,04-MAY-2000,-20000
KOCHENETRA,588328,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
CENTRALSOUWES,588337,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
EXXONMOBCOR,588338,P,IF-HPL/SHPCHAN,04-MAY-2000,-15196
JCENERGYRES,588341,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
VINTAGEGASINC,588347,P,IF-HPL/SHPCHAN,04-MAY-2000,350
CODYENELLC,588354,P,IF-HPL/SHPCHAN,04-MAY-2000,3200
OXYVINLP1,588380,P,IF-HPL/SHPCHAN,04-MAY-2000,-6043
TITANRESRC,588388,P,IF-HPL/SHPCHAN,04-MAY-2000,1500
VASTAR,588418,P,IF-TX CITY LOOP,04-MAY-2000,6434
TXUGASDIS,588424,P,GD-WAHA,04-MAY-2000,-5000
BETTISBOYSTO,588428,P,IF-HPL/SHPCHAN,04-MAY-2000,113
WAMON,588440,P,IF-NGPLTXOK,04-MAY-2000,499
AMERICANCENENE,588456,P,IF-HPL/SHPCHAN,04-MAY-2000,-11000
CESDOWHYD,588462,P,GDP-HPL/SHPCH,04-MAY-2000,-206
CESDOWHYD,588465,P,IF-HPL/SHPCHAN,04-MAY-2000,-617
MILES,588466,P,IF-HPL/SHPCHAN,04-MAY-2000,-9539
MILES,588467,P,IF-HPL/SHPCHAN,04-MAY-2000,-4475
TXUFUECOM,588673,P,IF-HPL/SHPCHAN,04-MAY-2000,-15000
HIGHLANDENECOM,588701,P,IF-HPL/SHPCHAN,04-MAY-2000,126
COKINOS,588703,P,IF-HPL/SHPCHAN,04-MAY-2000,-7500
EPRI,588706,P,IF-HPL/SHPCHAN,04-MAY-2000,1742
TEXACOGASMKT,588782,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
KOCHENETRA,588830,P,IF-HPL/SHPCHAN,04-MAY-2000,-15000
DUKEENETRA,588834,P,IF-HPL/SHPCHAN,04-MAY-2000,20000
ENGAGEENEUS,588901,P,IF-HPL/SHPCHAN,04-MAY-2000,598
ENGAGEENEUS,588902,P,IF-HPL/SHPCHAN,04-MAY-2000,285
ENGAGEENEUS,588903,P,IF-HPL/SHPCHAN,04-MAY-2000,671
ENGAGEENEUS,588904,P,IF-HPL/SHPCHAN,04-MAY-2000,1157
ELSORDOGAT,588905,P,IF-HPL/SHPCHAN,04-MAY-2000,103
SWIFT,588906,P,IF-HPL/SHPCHAN,04-MAY-2000,21
EEXCORP,588907,P,IF-HPL/SHPCHAN,04-MAY-2000,1778
EEXCORP,588908,P,IF-HPL/SHPCHAN,04-MAY-2000,12445
ASPECTRESLLC,588915,P,IF-HPL/SHPCHAN,04-MAY-2000,1223
GULFENEMARCOM,589072,P,IF-HPL/SHPCHAN,04-MAY-2000,-4624
TEXASNOMLIM,589390,P,IF-AGUA DULCE,04-MAY-2000,500
BRANDYWINE,589434,P,IF-HPL/SHPCHAN,04-MAY-2000,-5000
ROHMHAAS-DP,589444,P,GDP-HPLRAFTA,04-MAY-2000,-1577
ROHMHAAS-DP,589444,P,IF-HPL/SHPCHAN,04-MAY-2000,-6000
ROHMHAAS-DP,589444,P,IF-HPL/SHPCHAN,04-MAY-2000,-12000
PHILLIPS,589575,P,IF-HPL/SHPCHAN,04-MAY-2000,-3000
ENA-WEST DESK,589658,P,IF-WAHA,04-MAY-2000,18000
MITCHELLGASSER,589721,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
MITCHELLGASSER,589721,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
CICOOILGAS,589725,P,IF-THOMPSONVILL,04-MAY-2000,1710
WAGNER&BROWN,589729,P,IF-HPL/SHPCHAN,04-MAY-2000,12293
WAGNER&BROWN,589738,P,IF-HPL/SHPCHAN,04-MAY-2000,8760
PGETEXINDENELP,589803,P,IF-HPL/SHPCHAN,04-MAY-2000,25000
JCENERGYRES,589821,P,IF-HPL/SHPCHAN,04-MAY-2000,-20000
PGETEXINDENELP,589839,P,IF-HPL/SHPCHAN,04-MAY-2000,25000
CONOCO,589954,P,IF-HPL/SHPCHAN,04-MAY-2000,8500
ENA-NORTHEAST ,589977,P,IF-HPL/SHPCHAN,04-MAY-2000,-6000
ENA-NORTHEAST ,589977,P,NX1,04-MAY-2000,-8532
TEXASENETRA,590009,P,GDP-TXINT/KATYT,04-MAY-2000,-10000
