,HSC,HSC,HSC,HSC,WAHA,WAHA,WAHA,PERMIAN,PERMIAN,PERMIAN,,,,,
,2048-04-01 00:00:00,,,,,,,,,,,,,,
,2048-05-01 00:00:00,,,,,,,,,,,,,,
,2048-06-01 00:00:00,,,,,,,,,,,,,,
,2048-07-01 00:00:00,,,,,,,,,,,,,,
,2048-08-01 00:00:00,,,,,,,,,,,,,,
,2048-09-01 00:00:00,,,,,,,,,,,,,,
,2048-10-01 00:00:00,,,,,,,,,,,,,,
,2048-11-01 00:00:00,,,,,,,,,,,,,,
,2048-12-01 00:00:00,,,,,,,,,,,,,,
,2049-01-01 00:00:00,,,,,,,,,,,,,,
,2049-02-01 00:00:00,,,,,,,,,,,,,,
,2049-03-01 00:00:00,,,,,,,,,,,,,,
,2049-04-01 00:00:00,,,,,,,,,,,,,,
,2049-05-01 00:00:00,,,,,,,,,,,,,,
,2049-06-01 00:00:00,,,,,,,,,,,,,,
,2049-07-01 00:00:00,,,,,,,,,,,,,,
,2049-08-01 00:00:00,,,,,,,,,,,,,,
,2049-09-01 00:00:00,,,,,,,,,,,,,,
,2049-10-01 00:00:00,,,,,,,,,,,,,,
,2049-11-01 00:00:00,,,,,,,,,,,,,,
,2049-12-01 00:00:00,,,,,,,,,,,,,,
,2050-01-01 00:00:00,,,,,,,,,,,,,,
,2050-02-01 00:00:00,,,,,,,,,,,,,,
,2050-03-01 00:00:00,,,,,,,,,,,,,,
,2050-04-01 00:00:00,,,,,,,,,,,,,,
,2050-05-01 00:00:00,,,,,,,,,,,,,,
,2050-06-01 00:00:00,,,,,,,,,,,,,,
,2050-07-01 00:00:00,,,,,,,,,,,,,,
,2050-08-01 00:00:00,,,,,,,,,,,,,,
,2050-09-01 00:00:00,,,,,,,,,,,,,,
,2050-10-01 00:00:00,,,,,,,,,,,,,,
,2050-11-01 00:00:00,,,,,,,,,,,,,,
,2050-12-01 00:00:00,,,,,,,,,,,,,,
,2051-01-01 00:00:00,,,,,,,,,,,,,,
,2051-02-01 00:00:00,,,,,,,,,,,,,,
,2051-03-01 00:00:00,,,,,,,,,,,,,,
,2051-04-01 00:00:00,,,,,,,,,,,,,,
,2051-05-01 00:00:00,,,,,,,,,,,,,,
,2051-06-01 00:00:00,,,,,,,,,,,,,,
,2051-07-01 00:00:00,,,,,,,,,,,,,,
,2051-08-01 00:00:00,,,,,,,,,,,,,,
,2051-09-01 00:00:00,,,,,,,,,,,,,,
,2051-10-01 00:00:00,,,,,,,,,,,,,,
,2051-11-01 00:00:00,,,,,,,,,,,,,,
,2051-12-01 00:00:00,,,,,,,,,,,,,,
,2052-01-01 00:00:00,,,,,,,,,,,,,,
,2052-02-01 00:00:00,,,,,,,,,,,,,,
,2052-03-01 00:00:00,,,,,,,,,,,,,,
,2052-04-01 00:00:00,,,,,,,,,,,,,,
,2052-05-01 00:00:00,,,,,,,,,,,,,,
,2052-06-01 00:00:00,,,,,,,,,,,,,,
,2052-07-01 00:00:00,,,,,,,,,,,,,,
,2052-08-01 00:00:00,,,,,,,,,,,,,,
,2052-09-01 00:00:00,,,,,,,,,,,,,,
,2052-10-01 00:00:00,,,,,,,,,,,,,,
,2052-11-01 00:00:00,,,,,,,,,,,,,,
,2052-12-01 00:00:00,,,,,,,,,,,,,,
,2053-01-01 00:00:00,,,,,,,,,,,,,,
,2053-02-01 00:00:00,,,,,,,,,,,,,,
,2053-03-01 00:00:00,,,,,,,,,,,,,,
,2053-04-01 00:00:00,,,,,,,,,,,,,,
,2053-05-01 00:00:00,,,,,,,,,,,,,,
,2053-06-01 00:00:00,,,,,,,,,,,,,,
,2053-07-01 00:00:00,,,,,,,,,,,,,,
,2053-08-01 00:00:00,,,,,,,,,,,,,,
,2053-09-01 00:00:00,,,,,,,,,,,,,,
,2053-10-01 00:00:00,,,,,,,,,,,,,,
,2053-11-01 00:00:00,,,,,,,,,,,,,,
,2053-12-01 00:00:00,,,,,,,,,,,,,,
,2054-01-01 00:00:00,,,,,,,,,,,,,,
,2054-02-01 00:00:00,,,,,,,,,,,,,,
,2054-03-01 00:00:00,,,,,,,,,,,,,,
,2054-04-01 00:00:00,,,,,,,,,,,,,,
,2054-05-01 00:00:00,,,,,,,,,,,,,,
,2054-06-01 00:00:00,,,,,,,,,,,,,,
,2054-07-01 00:00:00,,,,,,,,,,,,,,
,2054-08-01 00:00:00,,,,,,,,,,,,,,
,2054-09-01 00:00:00,,,,,,,,,,,,,,
,2054-10-01 00:00:00,,,,,,,,,,,,,,
,2054-11-01 00:00:00,,,,,,,,,,,,,,
,2054-12-01 00:00:00,,,,,,,,,,,,,,
,2055-01-01 00:00:00,,,,,,,,,,,,,,
,2055-02-01 00:00:00,,,,,,,,,,,,,,
,2055-03-01 00:00:00,,,,,,,,,,,,,,
,2055-04-01 00:00:00,,,,,,,,,,,,,,
,2055-05-01 00:00:00,,,,,,,,,,,,,,
,2055-06-01 00:00:00,,,,,,,,,,,,,,
,2055-07-01 00:00:00,,,,,,,,,,,,,,
,2055-08-01 00:00:00,,,,,,,,,,,,,,
,2055-09-01 00:00:00,,,,,,,,,,,,,,
,2055-10-01 00:00:00,,,,,,,,,,,,,,
,2055-11-01 00:00:00,,,,,,,,,,,,,,
,2055-12-01 00:00:00,,,,,,,,,,,,,,
,2056-01-01 00:00:00,,,,,,,,,,,,,,
,2056-02-01 00:00:00,,,,,,,,,,,,,,
,2056-03-01 00:00:00,,,,,,,,,,,,,,
,2056-04-01 00:00:00,,,,,,,,,,,,,,
,2056-05-01 00:00:00,,,,,,,,,,,,,,
,2056-06-01 00:00:00,,,,,,,,,,,,,,
,2056-07-01 00:00:00,,,,,,,,,,,,,,
,2056-08-01 00:00:00,,,,,,,,,,,,,,
,2056-09-01 00:00:00,,,,,,,,,,,,,,
,2056-10-01 00:00:00,,,,,,,,,,,,,,
,2056-11-01 00:00:00,,,,,,,,,,,,,,
,2056-12-01 00:00:00,,,,,,,,,,,,,,
,2057-01-01 00:00:00,,,,,,,,,,,,,,
,2057-02-01 00:00:00,,,,,,,,,,,,,,
,2057-03-01 00:00:00,,,,,,,,,,,,,,
,2057-04-01 00:00:00,,,,,,,,,,,,,,
,2057-05-01 00:00:00,,,,,,,,,,,,,,
,2057-06-01 00:00:00,,,,,,,,,,,,,,
,2057-07-01 00:00:00,,,,,,,,,,,,,,
,2057-08-01 00:00:00,,,,,,,,,,,,,,
,2057-09-01 00:00:00,,,,,,,,,,,,,,
,2057-10-01 00:00:00,,,,,,,,,,,,,,
,2057-11-01 00:00:00,,,,,,,,,,,,,,
,2057-12-01 00:00:00,,,,,,,,,,,,,,
,2058-01-01 00:00:00,,,,,,,,,,,,,,
,2058-02-01 00:00:00,,,,,,,,,,,,,,
,2058-03-01 00:00:00,,,,,,,,,,,,,,
,2058-04-01 00:00:00,,,,,,,,,,,,,,
,2058-05-01 00:00:00,,,,,,,,,,,,,,
,2058-06-01 00:00:00,,,,,,,,,,,,,,
,2058-07-01 00:00:00,,,,,,,,,,,,,,
,2058-08-01 00:00:00,,,,,,,,,,,,,,
,2058-09-01 00:00:00,,,,,,,,,,,,,,
,2058-10-01 00:00:00,,,,,,,,,,,,,,
,2058-11-01 00:00:00,,,,,,,,,,,,,,
,2058-12-01 00:00:00,,,,,,,,,,,,,,
,2059-01-01 00:00:00,,,,,,,,,,,,,,
,2059-02-01 00:00:00,,,,,,,,,,,,,,
,2059-03-01 00:00:00,,,,,,,,,,,,,,
,2059-04-01 00:00:00,,,,,,,,,,,,,,
,2059-05-01 00:00:00,,,,,,,,,,,,,,
,2059-06-01 00:00:00,,,,,,,,,,,,,,
,2059-07-01 00:00:00,,,,,,,,,,,,,,
,2059-08-01 00:00:00,,,,,,,,,,,,,,
,2059-09-01 00:00:00,,,,,,,,,,,,,,
,2059-10-01 00:00:00,,,,,,,,,,,,,,
,2059-11-01 00:00:00,,,,,,,,,,,,,,
,2059-12-01 00:00:00,,,,,,,,,,,,,,
,2060-01-01 00:00:00,,,,,,,,,,,,,,
,2060-02-01 00:00:00,,,,,,,,,,,,,,
,2060-03-01 00:00:00,,,,,,,,,,,,,,
,2060-04-01 00:00:00,,,,,,,,,,,,,,
,2060-05-01 00:00:00,,,,,,,,,,,,,,
,2060-06-01 00:00:00,,,,,,,,,,,,,,
,2060-07-01 00:00:00,,,,,,,,,,,,,,
,2060-08-01 00:00:00,,,,,,,,,,,,,,
,2060-09-01 00:00:00,,,,,,,,,,,,,,
,2060-10-01 00:00:00,,,,,,,,,,,,,,
,2060-11-01 00:00:00,,,,,,,,,,,,,,
,2060-12-01 00:00:00,,,,,,,,,,,,,,
,2061-01-01 00:00:00,,,,,,,,,,,,,,
,2061-02-01 00:00:00,,,,,,,,,,,,,,
,2061-03-01 00:00:00,,,,,,,,,,,,,,
,2061-04-01 00:00:00,,,,,,,,,,,,,,
,2061-05-01 00:00:00,,,,,,,,,,,,,,
,2061-06-01 00:00:00,,,,,,,,,,,,,,
,2061-07-01 00:00:00,,,,,,,,,,,,,,
,2061-08-01 00:00:00,,,,,,,,,,,,,,
,2061-09-01 00:00:00,,,,,,,,,,,,,,
,2061-10-01 00:00:00,,,,,,,,,,,,,,
,2061-11-01 00:00:00,,,,,,,,,,,,,,
,2061-12-01 00:00:00,,,,,,,,,,,,,,
,2062-01-01 00:00:00,,,,,,,,,,,,,,
,2062-02-01 00:00:00,,,,,,,,,,,,,,
,2062-03-01 00:00:00,,,,,,,,,,,,,,
,2062-04-01 00:00:00,,,,,,,,,,,,,,
,2062-05-01 00:00:00,,,,,,,,,,,,,,
,2062-06-01 00:00:00,,,,,,,,,,,,,,
,2062-07-01 00:00:00,,,,,,,,,,,,,,
,2062-08-01 00:00:00,,,,,,,,,,,,,,
,2062-09-01 00:00:00,,,,,,,,,,,,,,
,2062-10-01 00:00:00,,,,,,,,,,,,,,
,2062-11-01 00:00:00,,,,,,,,,,,,,,
,2062-12-01 00:00:00,,,,,,,,,,,,,,
,2063-01-01 00:00:00,,,,,,,,,,,,,,
,2063-02-01 00:00:00,,,,,,,,,,,,,,
,2063-03-01 00:00:00,,,,,,,,,,,,,,
,2063-04-01 00:00:00,,,,,,,,,,,,,,
,2063-05-01 00:00:00,,,,,,,,,,,,,,
,2063-06-01 00:00:00,,,,,,,,,,,,,,
,2063-07-01 00:00:00,,,,,,,,,,,,,,
,2063-08-01 00:00:00,,,,,,,,,,,,,,
,2063-09-01 00:00:00,,,,,,,,,,,,,,
,2063-10-01 00:00:00,,,,,,,,,,,,,,
,2063-11-01 00:00:00,,,,,,,,,,,,,,
,2063-12-01 00:00:00,,,,,,,,,,,,,,
,2064-01-01 00:00:00,,,,,,,,,,,,,,
,2064-02-01 00:00:00,,,,,,,,,,,,,,
,2064-03-01 00:00:00,,,,,,,,,,,,,,
,2064-04-01 00:00:00,,,,,,,,,,,,,,
,2064-05-01 00:00:00,,,,,,,,,,,,,,
,2064-06-01 00:00:00,,,,,,,,,,,,,,
,2064-07-01 00:00:00,,,,,,,,,,,,,,
,2064-08-01 00:00:00,,,,,,,,,,,,,,
,2064-09-01 00:00:00,,,,,,,,,,,,,,
,2064-10-01 00:00:00,,,,,,,,,,,,,,
,2064-11-01 00:00:00,,,,,,,,,,,,,,
,2064-12-01 00:00:00,,,,,,,,,,,,,,
,2065-01-01 00:00:00,,,,,,,,,,,,,,
,2065-02-01 00:00:00,,,,,,,,,,,,,,
,2065-03-01 00:00:00,,,,,,,,,,,,,,
,2065-04-01 00:00:00,,,,,,,,,,,,,,
,2065-05-01 00:00:00,,,,,,,,,,,,,,
,2065-06-01 00:00:00,,,,,,,,,,,,,,
,2065-07-01 00:00:00,,,,,,,,,,,,,,
,2065-08-01 00:00:00,,,,,,,,,,,,,,
,2065-09-01 00:00:00,,,,,,,,,,,,,,
,2065-10-01 00:00:00,,,,,,,,,,,,,,
,2065-11-01 00:00:00,,,,,,,,,,,,,,
,2065-12-01 00:00:00,,,,,,,,,,,,,,
,2066-01-01 00:00:00,,,,,,,,,,,,,,
,2066-02-01 00:00:00,,,,,,,,,,,,,,
,2066-03-01 00:00:00,,,,,,,,,,,,,,
,2066-04-01 00:00:00,,,,,,,,,,,,,,
,2066-05-01 00:00:00,,,,,,,,,,,,,,
,2066-06-01 00:00:00,,,,,,,,,,,,,,
,2066-07-01 00:00:00,,,,,,,,,,,,,,
,2066-08-01 00:00:00,,,,,,,,,,,,,,
,2066-09-01 00:00:00,,,,,,,,,,,,,,
,2066-10-01 00:00:00,,,,,,,,,,,,,,
,2066-11-01 00:00:00,,,,,,,,,,,,,,
,2066-12-01 00:00:00,,,,,,,,,,,,,,
,2067-01-01 00:00:00,,,,,,,,,,,,,,
,2067-02-01 00:00:00,,,,,,,,,,,,,,
,2067-03-01 00:00:00,,,,,,,,,,,,,,
,2067-04-01 00:00:00,,,,,,,,,,,,,,
,2067-05-01 00:00:00,,,,,,,,,,,,,,
,2067-06-01 00:00:00,,,,,,,,,,,,,,
,2067-07-01 00:00:00,,,,,,,,,,,,,,
,2067-08-01 00:00:00,,,,,,,,,,,,,,
,2067-09-01 00:00:00,,,,,,,,,,,,,,
,2067-10-01 00:00:00,,,,,,,,,,,,,,
,2067-11-01 00:00:00,,,,,,,,,,,,,,
,2067-12-01 00:00:00,,,,,,,,,,,,,,
,2068-01-01 00:00:00,,,,,,,,,,,,,,
,2068-02-01 00:00:00,,,,,,,,,,,,,,
,2068-03-01 00:00:00,,,,,,,,,,,,,,
,2068-04-01 00:00:00,,,,,,,,,,,,,,
,2068-05-01 00:00:00,,,,,,,,,,,,,,
,2068-06-01 00:00:00,,,,,,,,,,,,,,
,2068-07-01 00:00:00,,,,,,,,,,,,,,
,2068-08-01 00:00:00,,,,,,,,,,,,,,
,2068-09-01 00:00:00,,,,,,,,,,,,,,
,2068-10-01 00:00:00,,,,,,,,,,,,,,
,2068-11-01 00:00:00,,,,,,,,,,,,,,
,2068-12-01 00:00:00,,,,,,,,,,,,,,
,2069-01-01 00:00:00,,,,,,,,,,,,,,
,2069-02-01 00:00:00,,,,,,,,,,,,,,
,2069-03-01 00:00:00,,,,,,,,,,,,,,
,2069-04-01 00:00:00,,,,,,,,,,,,,,
,2069-05-01 00:00:00,,,,,,,,,,,,,,
,2069-06-01 00:00:00,,,,,,,,,,,,,,
,2069-07-01 00:00:00,,,,,,,,,,,,,,
,2069-08-01 00:00:00,,,,,,,,,,,,,,
,2069-09-01 00:00:00,,,,,,,,,,,,,,
,2069-10-01 00:00:00,,,,,,,,,,,,,,
,2069-11-01 00:00:00,,,,,,,,,,,,,,
,2069-12-01 00:00:00,,,,,,,,,,,,,,
,2070-01-01 00:00:00,,,,,,,,,,,,,,
,2070-02-01 00:00:00,,,,,,,,,,,,,,
,2070-03-01 00:00:00,,,,,,,,,,,,,,
,2070-04-01 00:00:00,,,,,,,,,,,,,,
,2070-05-01 00:00:00,,,,,,,,,,,,,,
,2070-06-01 00:00:00,,,,,,,,,,,,,,
,2070-07-01 00:00:00,,,,,,,,,,,,,,
,2070-08-01 00:00:00,,,,,,,,,,,,,,
,2070-09-01 00:00:00,,,,,,,,,,,,,,
,2070-10-01 00:00:00,,,,,,,,,,,,,,
,2070-11-01 00:00:00,,,,,,,,,,,,,,
,2070-12-01 00:00:00,,,,,,,,,,,,,,
,2071-01-01 00:00:00,,,,,,,,,,,,,,
,2071-02-01 00:00:00,,,,,,,,,,,,,,
,2071-03-01 00:00:00,,,,,,,,,,,,,,
,2071-04-01 00:00:00,,,,,,,,,,,,,,
,2071-05-01 00:00:00,,,,,,,,,,,,,,
,2071-06-01 00:00:00,,,,,,,,,,,,,,
,2071-07-01 00:00:00,,,,,,,,,,,,,,
,2071-08-01 00:00:00,,,,,,,,,,,,,,
,2071-09-01 00:00:00,,,,,,,,,,,,,,
,2071-10-01 00:00:00,,,,,,,,,,,,,,
,2071-11-01 00:00:00,,,,,,,,,,,,,,
,2071-12-01 00:00:00,,,,,,,,,,,,,,
,2072-01-01 00:00:00,,,,,,,,,,,,,,
,2072-02-01 00:00:00,,,,,,,,,,,,,,
,2072-03-01 00:00:00,,,,,,,,,,,,,,
,2072-04-01 00:00:00,,,,,,,,,,,,,,
,2072-05-01 00:00:00,,,,,,,,,,,,,,
,2072-06-01 00:00:00,,,,,,,,,,,,,,
,2072-07-01 00:00:00,,,,,,,,,,,,,,
,2072-08-01 00:00:00,,,,,,,,,,,,,,
,2072-09-01 00:00:00,,,,,,,,,,,,,,
,2072-10-01 00:00:00,,,,,,,,,,,,,,
,2072-11-01 00:00:00,,,,,,,,,,,,,,
,2072-12-01 00:00:00,,,,,,,,,,,,,,
,2073-01-01 00:00:00,,,,,,,,,,,,,,
,2073-02-01 00:00:00,,,,,,,,,,,,,,
,2073-03-01 00:00:00,,,,,,,,,,,,,,
,2073-04-01 00:00:00,,,,,,,,,,,,,,
,2073-05-01 00:00:00,,,,,,,,,,,,,,
,2073-06-01 00:00:00,,,,,,,,,,,,,,
,2073-07-01 00:00:00,,,,,,,,,,,,,,
,2073-08-01 00:00:00,,,,,,,,,,,,,,
,2073-09-01 00:00:00,,,,,,,,,,,,,,
,2073-10-01 00:00:00,,,,,,,,,,,,,,
,2073-11-01 00:00:00,,,,,,,,,,,,,,
,2073-12-01 00:00:00,,,,,,,,,,,,,,
,2074-01-01 00:00:00,,,,,,,,,,,,,,
,2074-02-01 00:00:00,,,,,,,,,,,,,,
,2074-03-01 00:00:00,,,,,,,,,,,,,,
,2074-04-01 00:00:00,,,,,,,,,,,,,,
,2074-05-01 00:00:00,,,,,,,,,,,,,,
,2074-06-01 00:00:00,,,,,,,,,,,,,,
,2074-07-01 00:00:00,,,,,,,,,,,,,,
,2074-08-01 00:00:00,,,,,,,,,,,,,,
,2074-09-01 00:00:00,,,,,,,,,,,,,,
,2074-10-01 00:00:00,,,,,,,,,,,,,,
,2074-11-01 00:00:00,,,,,,,,,,,,,,
,2074-12-01 00:00:00,,,,,,,,,,,,,,
,2075-01-01 00:00:00,,,,,,,,,,,,,,
,2075-02-01 00:00:00,,,,,,,,,,,,,,
,2075-03-01 00:00:00,,,,,,,,,,,,,,
,2075-04-01 00:00:00,,,,,,,,,,,,,,
,2075-05-01 00:00:00,,,,,,,,,,,,,,
,2075-06-01 00:00:00,,,,,,,,,,,,,,
,2075-07-01 00:00:00,,,,,,,,,,,,,,
,2075-08-01 00:00:00,,,,,,,,,,,,,,
,2075-09-01 00:00:00,,,,,,,,,,,,,,
,2075-10-01 00:00:00,,,,,,,,,,,,,,
,2075-11-01 00:00:00,,,,,,,,,,,,,,
,2075-12-01 00:00:00,,,,,,,,,,,,,,
,2076-01-01 00:00:00,,,,,,,,,,,,,,
,2076-02-01 00:00:00,,,,,,,,,,,,,,
,2076-03-01 00:00:00,,,,,,,,,,,,,,
,2076-04-01 00:00:00,,,,,,,,,,,,,,
,2076-05-01 00:00:00,,,,,,,,,,,,,,
,2076-06-01 00:00:00,,,,,,,,,,,,,,
,2076-07-01 00:00:00,,,,,,,,,,,,,,
,2076-08-01 00:00:00,,,,,,,,,,,,,,
,2076-09-01 00:00:00,,,,,,,,,,,,,,
,2076-10-01 00:00:00,,,,,,,,,,,,,,
,2076-11-01 00:00:00,,,,,,,,,,,,,,
,2076-12-01 00:00:00,,,,,,,,,,,,,,
,2077-01-01 00:00:00,,,,,,,,,,,,,,
,2077-02-01 00:00:00,,,,,,,,,,,,,,
,2077-03-01 00:00:00,,,,,,,,,,,,,,
,2077-04-01 00:00:00,,,,,,,,,,,,,,
,2077-05-01 00:00:00,,,,,,,,,,,,,,
,2077-06-01 00:00:00,,,,,,,,,,,,,,
,2077-07-01 00:00:00,,,,,,,,,,,,,,
,2077-08-01 00:00:00,,,,,,,,,,,,,,
,2077-09-01 00:00:00,,,,,,,,,,,,,,
,2077-10-01 00:00:00,,,,,,,,,,,,,,
,2077-11-01 00:00:00,,,,,,,,,,,,,,
,2077-12-01 00:00:00,,,,,,,,,,,,,,
,2078-01-01 00:00:00,,,,,,,,,,,,,,
,2078-02-01 00:00:00,,,,,,,,,,,,,,
,2078-03-01 00:00:00,,,,,,,,,,,,,,
,2078-04-01 00:00:00,,,,,,,,,,,,,,
,2078-05-01 00:00:00,,,,,,,,,,,,,,
,2078-06-01 00:00:00,,,,,,,,,,,,,,
,2078-07-01 00:00:00,,,,,,,,,,,,,,
,2078-08-01 00:00:00,,,,,,,,,,,,,,
,2078-09-01 00:00:00,,,,,,,,,,,,,,
,2078-10-01 00:00:00,,,,,,,,,,,,,,
,2078-11-01 00:00:00,,,,,,,,,,,,,,
,2078-12-01 00:00:00,,,,,,,,,,,,,,
,2079-01-01 00:00:00,,,,,,,,,,,,,,
,2079-02-01 00:00:00,,,,,,,,,,,,,,
,2079-03-01 00:00:00,,,,,,,,,,,,,,
,2079-04-01 00:00:00,,,,,,,,,,,,,,
,2079-05-01 00:00:00,,,,,,,,,,,,,,
,2079-06-01 00:00:00,,,,,,,,,,,,,,
,2079-07-01 00:00:00,,,,,,,,,,,,,,
,2079-08-01 00:00:00,,,,,,,,,,,,,,
,2079-09-01 00:00:00,,,,,,,,,,,,,,
,2079-10-01 00:00:00,,,,,,,,,,,,,,
,2079-11-01 00:00:00,,,,,,,,,,,,,,
,2079-12-01 00:00:00,,,,,,,,,,,,,,
,2080-01-01 00:00:00,,,,,,,,,,,,,,
,2080-02-01 00:00:00,,,,,,,,,,,,,,
,2080-03-01 00:00:00,,,,,,,,,,,,,,
,2080-04-01 00:00:00,,,,,,,,,,,,,,
,2080-05-01 00:00:00,,,,,,,,,,,,,,
,2080-06-01 00:00:00,,,,,,,,,,,,,,
,2080-07-01 00:00:00,,,,,,,,,,,,,,
,2080-08-01 00:00:00,,,,,,,,,,,,,,
,2080-09-01 00:00:00,,,,,,,,,,,,,,
,2080-10-01 00:00:00,,,,,,,,,,,,,,
,2080-11-01 00:00:00,,,,,,,,,,,,,,
,2080-12-01 00:00:00,,,,,,,,,,,,,,
,2081-01-01 00:00:00,,,,,,,,,,,,,,
,2081-02-01 00:00:00,,,,,,,,,,,,,,
,2081-03-01 00:00:00,,,,,,,,,,,,,,
,2081-04-01 00:00:00,,,,,,,,,,,,,,
,2081-05-01 00:00:00,,,,,,,,,,,,,,
,2081-06-01 00:00:00,,,,,,,,,,,,,,
,2081-07-01 00:00:00,,,,,,,,,,,,,,
,2081-08-01 00:00:00,,,,,,,,,,,,,,
,2081-09-01 00:00:00,,,,,,,,,,,,,,
,2081-10-01 00:00:00,,,,,,,,,,,,,,
,2081-11-01 00:00:00,,,,,,,,,,,,,,
,2081-12-01 00:00:00,,,,,,,,,,,,,,
,2082-01-01 00:00:00,,,,,,,,,,,,,,
,2082-02-01 00:00:00,,,,,,,,,,,,,,
,2082-03-01 00:00:00,,,,,,,,,,,,,,
,2082-04-01 00:00:00,,,,,,,,,,,,,,
,2082-05-01 00:00:00,,,,,,,,,,,,,,
,2082-06-01 00:00:00,,,,,,,,,,,,,,
,2082-07-01 00:00:00,,,,,,,,,,,,,,
,2082-08-01 00:00:00,,,,,,,,,,,,,,
,2082-09-01 00:00:00,,,,,,,,,,,,,,
,2082-10-01 00:00:00,,,,,,,,,,,,,,
,2082-11-01 00:00:00,,,,,,,,,,,,,,
,2082-12-01 00:00:00,,,,,,,,,,,,,,
,2083-01-01 00:00:00,,,,,,,,,,,,,,
,2083-02-01 00:00:00,,,,,,,,,,,,,,
,2083-03-01 00:00:00,,,,,,,,,,,,,,
,2083-04-01 00:00:00,,,,,,,,,,,,,,
,2083-05-01 00:00:00,,,,,,,,,,,,,,
,2083-06-01 00:00:00,,,,,,,,,,,,,,
,2083-07-01 00:00:00,,,,,,,,,,,,,,
,2083-08-01 00:00:00,,,,,,,,,,,,,,
,2083-09-01 00:00:00,,,,,,,,,,,,,,
,2083-10-01 00:00:00,,,,,,,,,,,,,,
,2083-11-01 00:00:00,,,,,,,,,,,,,,
,2083-12-01 00:00:00,,,,,,,,,,,,,,
,2084-01-01 00:00:00,,,,,,,,,,,,,,
,2084-02-01 00:00:00,,,,,,,,,,,,,,
,2084-03-01 00:00:00,,,,,,,,,,,,,,
,2084-04-01 00:00:00,,,,,,,,,,,,,,
,2084-05-01 00:00:00,,,,,,,,,,,,,,
,2084-06-01 00:00:00,,,,,,,,,,,,,,
,2084-07-01 00:00:00,,,,,,,,,,,,,,
,2084-08-01 00:00:00,,,,,,,,,,,,,,
,2084-09-01 00:00:00,,,,,,,,,,,,,,
,2084-10-01 00:00:00,,,,,,,,,,,,,,
,2084-11-01 00:00:00,,,,,,,,,,,,,,
,2084-12-01 00:00:00,,,,,,,,,,,,,,
,2085-01-01 00:00:00,,,,,,,,,,,,,,
,2085-02-01 00:00:00,,,,,,,,,,,,,,
,2085-03-01 00:00:00,,,,,,,,,,,,,,
,2085-04-01 00:00:00,,,,,,,,,,,,,,
,2085-05-01 00:00:00,,,,,,,,,,,,,,
,2085-06-01 00:00:00,,,,,,,,,,,,,,
,2085-07-01 00:00:00,,,,,,,,,,,,,,
,2085-08-01 00:00:00,,,,,,,,,,,,,,
,2085-09-01 00:00:00,,,,,,,,,,,,,,
,2085-10-01 00:00:00,,,,,,,,,,,,,,
,2085-11-01 00:00:00,,,,,,,,,,,,,,
,2085-12-01 00:00:00,,,,,,,,,,,,,,
,2086-01-01 00:00:00,,,,,,,,,,,,,,
,2086-02-01 00:00:00,,,,,,,,,,,,,,
,2086-03-01 00:00:00,,,,,,,,,,,,,,
,2086-04-01 00:00:00,,,,,,,,,,,,,,
,2086-05-01 00:00:00,,,,,,,,,,,,,,
,2086-06-01 00:00:00,,,,,,,,,,,,,,
,2086-07-01 00:00:00,,,,,,,,,,,,,,
,2086-08-01 00:00:00,,,,,,,,,,,,,,
,2086-09-01 00:00:00,,,,,,,,,,,,,,
,2086-10-01 00:00:00,,,,,,,,,,,,,,
,2086-11-01 00:00:00,,,,,,,,,,,,,,
,2086-12-01 00:00:00,,,,,,,,,,,,,,
,2087-01-01 00:00:00,,,,,,,,,,,,,,
,2087-02-01 00:00:00,,,,,,,,,,,,,,
,2087-03-01 00:00:00,,,,,,,,,,,,,,
,2087-04-01 00:00:00,,,,,,,,,,,,,,
,2087-05-01 00:00:00,,,,,,,,,,,,,,
,2087-06-01 00:00:00,,,,,,,,,,,,,,
,2087-07-01 00:00:00,,,,,,,,,,,,,,
,2087-08-01 00:00:00,,,,,,,,,,,,,,
,2087-09-01 00:00:00,,,,,,,,,,,,,,
,2087-10-01 00:00:00,,,,,,,,,,,,,,
,2087-11-01 00:00:00,,,,,,,,,,,,,,
,2087-12-01 00:00:00,,,,,,,,,,,,,,
,2088-01-01 00:00:00,,,,,,,,,,,,,,
,2088-02-01 00:00:00,,,,,,,,,,,,,,
,2088-03-01 00:00:00,,,,,,,,,,,,,,
,2088-04-01 00:00:00,,,,,,,,,,,,,,
,2088-05-01 00:00:00,,,,,,,,,,,,,,
,2088-06-01 00:00:00,,,,,,,,,,,,,,
,2088-07-01 00:00:00,,,,,,,,,,,,,,
,2088-08-01 00:00:00,,,,,,,,,,,,,,
,2088-09-01 00:00:00,,,,,,,,,,,,,,
,2088-10-01 00:00:00,,,,,,,,,,,,,,
,2088-11-01 00:00:00,,,,,,,,,,,,,,
,2088-12-01 00:00:00,,,,,,,,,,,,,,
,2089-01-01 00:00:00,,,,,,,,,,,,,,
,2089-02-01 00:00:00,,,,,,,,,,,,,,
,2089-03-01 00:00:00,,,,,,,,,,,,,,
,2089-04-01 00:00:00,,,,,,,,,,,,,,
,2089-05-01 00:00:00,,,,,,,,,,,,,,
,2089-06-01 00:00:00,,,,,,,,,,,,,,
,2089-07-01 00:00:00,,,,,,,,,,,,,,
,2089-08-01 00:00:00,,,,,,,,,,,,,,
