,,,,,,,,
,,,,,,,,
Group Number,Gas Date,Net Schd,Operational,Role,,,Cycle,Allocations
26,2001-06-20 00:00:00,890932,889974,R,958.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-06-21 00:00:00,890204,889974,R,230.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-06-22 00:00:00,873683,873481,R,202.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-06-23 00:00:00,861180,855464,R,5716.0,Flow rate Calculation,,
26,2001-06-24 00:00:00,817329,800822,R,16507.0,Flow rate Calculation,,
26,2001-06-25 00:00:00,866843,875644,R,-8801.0,,3,Nominations Exceed Capacity
26,2001-06-26 00:00:00,850920,869000,R,-18080.0,,,
26,2001-06-27 00:00:00,871428,872470,R,-1042.0,,4,Nominations Exceed Capacity
26,2001-06-28 00:00:00,863490,874000,R,-10510.0,,,
26,2001-06-29 00:00:00,822784,849660,R,-26876.0,,,
26,2001-06-30 00:00:00,823490,878000,R,-54510.0,,,
26,2001-07-01 00:00:00,800334,878000,R,-77666.0,,,
26,2001-07-02 00:00:00,851197,878000,R,-26803.0,,,
26,2001-07-03 00:00:00,869626,868742,R,884.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-07-04 00:00:00,849792,855262,R,-5470.0,,,
26,2001-07-05 00:00:00,851797,857986,R,-6189.0,,4,Nominations Exceed Capacity
26,2001-07-06 00:00:00,830475,856738,R,-26263.0,,3,Nominations Exceed Capacity
26,2001-07-07 00:00:00,859899,878000,R,-18101.0,,,
26,2001-07-08 00:00:00,842479,852092,R,-9613.0,,,
26,2001-07-09 00:00:00,779328,828000,R,-48672.0,,,
26,2001-07-10 00:00:00,837539,850000,R,-12461.0,,,
26,2001-07-11 00:00:00,819801,859639,R,-39838.0,,,
26,2001-07-12 00:00:00,845354,877980,R,-32626.0,,3,Nominations Exceed Capacity
26,2001-07-13 00:00:00,850543,878000,R,-27457.0,,,
26,2001-07-14 00:00:00,884982,878000,R,6982.0,Flow rate Calculation,,
26,2001-07-15 00:00:00,783078,878000,R,-94922.0,,,
26,2001-07-16 00:00:00,774180,790182,R,-16002.0,,,
26,2001-07-17 00:00:00,846693,854338,R,-7645.0,,,
26,2001-07-18 00:00:00,831960,850000,R,-18040.0,,,
26,2001-07-19 00:00:00,845550,850000,R,-4450.0,,,
26,2001-07-20 00:00:00,794826,878000,R,-83174.0,,,
26,2001-07-21 00:00:00,816124,878000,R,-61876.0,,,
26,2001-07-22 00:00:00,794947,878000,R,-83053.0,,,
26,2001-07-23 00:00:00,848001,860772,R,-12771.0,,,
26,2001-07-24 00:00:00,818890,878000,R,-59110.0,,,
26,2001-07-25 00:00:00,819901,858108,R,-38207.0,,4,Nominations Exceed Capacity
26,2001-07-26 00:00:00,845468,878000,R,-32532.0,,,
26,2001-07-27 00:00:00,886560,878000,R,8560.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-07-28 00:00:00,866436,856000,R,10436.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-07-29 00:00:00,836396,878000,R,-41604.0,,,
26,2001-07-30 00:00:00,834550,878000,R,-43450.0,,,
26,2001-07-31 00:00:00,865999,878000,R,-12001.0,,,
26,2001-08-01 00:00:00,857711,878000,R,-20289.0,,,
26,2001-08-02 00:00:00,809839,878000,R,-68161.0,,,
26,2001-08-03 00:00:00,875222,878000,R,-2778.0,,,
26,2001-08-04 00:00:00,852591,878000,R,-25409.0,,,
26,2001-08-05 00:00:00,847843,878000,R,-30157.0,,,
26,2001-08-06 00:00:00,857216,878000,R,-20784.0,,,
26,2001-08-07 00:00:00,871246,878000,R,-6754.0,,,
26,2001-08-08 00:00:00,878581,878000,R,581.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-08-09 00:00:00,858355,878000,R,-19645.0,,4,Nominations Exceed Capacity
26,2001-08-10 00:00:00,827525,878000,R,-50475.0,,0,Nominations Exceed Capacity
26,2001-08-11 00:00:00,874756,873714,R,1042.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-08-12 00:00:00,877966,878000,R,-34.0,,4,Nominations Exceed Capacity
26,2001-08-13 00:00:00,871339,878000,R,-6661.0,,0,Nominations Exceed Capacity
26,2001-08-14 00:00:00,872972,878000,R,-5028.0,,2,Nominations Exceed Capacity
26,2001-08-15 00:00:00,878128,878000,R,128.0,Flow rate Calculation,3,Pipeline Capacity Constraint at Receipt Location
26,2001-08-16 00:00:00,863303,878000,R,-14697.0,,2,Pipeline Capacity Constraint at Receipt Location
26,2001-08-17 00:00:00,878610,878000,R,610.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-08-18 00:00:00,865204,878000,R,-12796.0,,3,Pipeline Capacity Constraint at Receipt Location
26,2001-08-19 00:00:00,842233,800000,R,42233.0,Flow rate Calculation,4,Force Majeure
26,2001-08-20 00:00:00,746027,800000,R,-53973.0,,4,Force Majeure
26,2001-08-21 00:00:00,799129,800000,R,-871.0,,4,Force Majeure
26,2001-08-22 00:00:00,787795,800000,R,-12205.0,,4,Force Majeure
26,2001-08-23 00:00:00,794284,800000,R,-5716.0,,4,Force Majeure
26,2001-08-24 00:00:00,789103,800000,R,-10897.0,,3,Force Majeure
26,2001-08-25 00:00:00,801405,800000,R,1405.0,Flow rate Calculation,4,Force Majeure
26,2001-08-26 00:00:00,800024,800000,R,24.0,Flow rate Calculation,4,Force Majeure
26,2001-08-27 00:00:00,799472,800000,R,-528.0,,4,Force Majeure
26,2001-08-28 00:00:00,797351,800000,R,-2649.0,,4,Force Majeure
26,2001-08-29 00:00:00,777449,800000,R,-22551.0,,4,Force Majeure
26,2001-08-30 00:00:00,800716,800000,R,716.0,Flow rate Calculation,4,Force Majeure
26,2001-08-31 00:00:00,803876,800000,R,3876.0,Flow rate Calculation,4,Force Majeure
26,2001-09-01 00:00:00,799264,800000,R,-736.0,,4,Force Majeure
26,2001-09-02 00:00:00,809830,800000,R,9830.0,Flow rate Calculation,4,Force Majeure
26,2001-09-03 00:00:00,804552,800000,R,4552.0,Flow rate Calculation,4,Force Majeure
26,2001-09-04 00:00:00,798559,800000,R,-1441.0,,4,Force Majeure
26,2001-09-05 00:00:00,803048,800000,R,3048.0,Flow rate Calculation,4,Force Majeure
26,2001-09-06 00:00:00,763700,800000,R,-36300.0,,4,Force Majeure
26,2001-09-07 00:00:00,786923,800000,R,-13077.0,,4,Force Majeure
26,2001-09-08 00:00:00,800608,800000,R,608.0,Flow rate Calculation,4,Force Majeure
26,2001-09-09 00:00:00,801648,800000,R,1648.0,Flow rate Calculation,4,Force Majeure
26,2001-09-10 00:00:00,811826,800000,R,11826.0,Flow rate Calculation,4,Force Majeure
26,2001-09-11 00:00:00,774813,800000,R,-25187.0,,1,Force Majeure
26,2001-09-12 00:00:00,789133,800000,R,-10867.0,,4,Force Majeure
26,2001-09-13 00:00:00,801372,800000,R,1372.0,Flow rate Calculation,3,Force Majeure
26,2001-09-14 00:00:00,802320,800000,R,2320.0,Flow rate Calculation,4,Force Majeure
26,2001-09-15 00:00:00,800619,800000,R,619.0,Flow rate Calculation,4,Force Majeure
26,2001-09-16 00:00:00,803616,800000,R,3616.0,Flow rate Calculation,4,Force Majeure
26,2001-09-17 00:00:00,806986,800000,R,6986.0,Flow rate Calculation,4,Force Majeure
26,2001-09-18 00:00:00,795762,800000,R,-4238.0,,4,Force Majeure
26,2001-09-19 00:00:00,783486,800000,R,-16514.0,,0,Force Majeure
26,2001-09-20 00:00:00,805370,800000,R,5370.0,Flow rate Calculation,4,Force Majeure
26,2001-09-21 00:00:00,800713,800000,R,713.0,Flow rate Calculation,4,Force Majeure
26,2001-09-22 00:00:00,802693,800000,R,2693.0,Flow rate Calculation,4,Force Majeure
26,2001-09-23 00:00:00,801904,800000,R,1904.0,Flow rate Calculation,4,Force Majeure
26,2001-09-24 00:00:00,851784,890000,R,-38216.0,,,
26,2001-09-25 00:00:00,836888,890000,R,-53112.0,,,
26,2001-09-26 00:00:00,854124,890000,R,-35876.0,,,
26,2001-09-27 00:00:00,866950,890000,R,-23050.0,,,
26,2001-09-28 00:00:00,863997,890000,R,-26003.0,,0,Pipeline Capacity Constraint at Receipt Location
26,2001-09-29 00:00:00,868317,890000,R,-21683.0,,0,Pipeline Capacity Constraint at Receipt Location
26,2001-09-30 00:00:00,857232,890000,R,-32768.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-01 00:00:00,841732,890000,R,-48268.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-02 00:00:00,857952,890000,R,-32048.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-03 00:00:00,875617,890000,R,-14383.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-04 00:00:00,869260,890000,R,-20740.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-05 00:00:00,849403,890000,R,-40597.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-06 00:00:00,867523,890000,R,-22477.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-07 00:00:00,871403,890000,R,-18597.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-08 00:00:00,871747,890000,R,-18253.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-09 00:00:00,867982,890000,R,-22018.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-10 00:00:00,874724,890000,R,-15276.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-11 00:00:00,861367,890000,R,-28633.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-12 00:00:00,871738,890000,R,-18262.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-13 00:00:00,863267,890000,R,-26733.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-14 00:00:00,851607,890000,R,-38393.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-15 00:00:00,876678,890000,R,-13322.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-16 00:00:00,870800,890000,R,-19200.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-17 00:00:00,881828,890000,R,-8172.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-18 00:00:00,873489,890000,R,-16511.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-19 00:00:00,867241,890000,R,-22759.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-20 00:00:00,874160,890000,R,-15840.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-21 00:00:00,878283,890000,R,-11717.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-22 00:00:00,878345,890000,R,-11655.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-23 00:00:00,864075,890000,R,-25925.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-24 00:00:00,864944,890000,R,-25056.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-25 00:00:00,848370,890000,R,-41630.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-26 00:00:00,873630,890000,R,-16370.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-27 00:00:00,833233,890000,R,-56767.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-28 00:00:00,856487,890000,R,-33513.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-29 00:00:00,850182,890000,R,-39818.0,,4,Pipeline Capacity Constraint at Receipt Location
26,2001-10-30 00:00:00,842926,890000,R,-47074.0,,,
,,,,,,,,
,,,,,,,,
28,2000-10-01 00:00:00,381958,750000,R,-368042.0,,,
28,2000-10-02 00:00:00,349870,750000,R,-400130.0,,,
28,2000-10-03 00:00:00,352184,750000,R,-397816.0,,,
28,2000-10-04 00:00:00,328214,750000,R,-421786.0,,,
28,2000-10-05 00:00:00,436851,750000,R,-313149.0,,,
28,2000-10-06 00:00:00,387653,750000,R,-362347.0,,,
28,2000-10-07 00:00:00,432063,750000,R,-317937.0,,,
28,2000-10-08 00:00:00,380994,750000,R,-369006.0,,,
28,2000-10-09 00:00:00,326445,750000,R,-423555.0,,,
28,2000-10-10 00:00:00,243247,750000,R,-506753.0,,,
28,2000-10-11 00:00:00,245912,750000,R,-504088.0,,,
28,2000-10-12 00:00:00,403620,750000,R,-346380.0,,,
28,2000-10-13 00:00:00,391365,750000,R,-358635.0,,,
28,2000-10-14 00:00:00,373308,750000,R,-376692.0,,,
28,2000-10-15 00:00:00,371476,750000,R,-378524.0,,,
28,2000-10-16 00:00:00,391078,750000,R,-358922.0,,,
28,2000-10-17 00:00:00,389538,750000,R,-360462.0,,,
28,2000-10-18 00:00:00,345238,750000,R,-404762.0,,,
28,2000-10-19 00:00:00,277265,750000,R,-472735.0,,,
28,2000-10-20 00:00:00,345571,750000,R,-404429.0,,,
28,2000-10-21 00:00:00,393544,750000,R,-356456.0,,,
28,2000-10-22 00:00:00,390464,750000,R,-359536.0,,,
28,2000-10-23 00:00:00,401857,750000,R,-348143.0,,,
28,2000-10-24 00:00:00,445457,750000,R,-304543.0,,,
28,2000-10-25 00:00:00,456441,750000,R,-293559.0,,,
28,2000-10-26 00:00:00,435155,750000,R,-314845.0,,,
28,2000-10-27 00:00:00,470398,750000,R,-279602.0,,,
28,2000-10-28 00:00:00,433725,750000,R,-316275.0,,,
28,2000-10-29 00:00:00,442162,750000,R,-307838.0,,,
28,2000-10-30 00:00:00,399050,750000,R,-350950.0,,,
28,2000-10-31 00:00:00,401076,750000,R,-348924.0,,,
28,2000-11-01 00:00:00,230524,750000,R,-519476.0,,,
28,2000-11-02 00:00:00,193859,750000,R,-556141.0,,,
28,2000-11-03 00:00:00,258104,750000,R,-491896.0,,,
28,2000-11-04 00:00:00,276890,750000,R,-473110.0,,,
28,2000-11-05 00:00:00,283281,750000,R,-466719.0,,,
28,2000-11-06 00:00:00,233571,750000,R,-516429.0,,,
28,2000-11-07 00:00:00,304454,750000,R,-445546.0,,,
28,2000-11-08 00:00:00,243163,750000,R,-506837.0,,,
28,2000-11-09 00:00:00,297430,750000,R,-452570.0,,,
28,2000-11-10 00:00:00,258239,750000,R,-491761.0,,,
28,2000-11-11 00:00:00,265501,750000,R,-484499.0,,,
28,2000-11-12 00:00:00,264800,750000,R,-485200.0,,,
28,2000-11-13 00:00:00,247613,750000,R,-502387.0,,,
28,2000-11-14 00:00:00,314269,750000,R,-435731.0,,,
28,2000-11-15 00:00:00,131783,750000,R,-618217.0,,,
28,2000-11-16 00:00:00,95107,750000,R,-654893.0,,,
28,2000-11-17 00:00:00,276212,750000,R,-473788.0,,,
28,2000-11-18 00:00:00,253605,750000,R,-496395.0,,,
28,2000-11-19 00:00:00,275581,750000,R,-474419.0,,,
28,2000-11-20 00:00:00,239231,750000,R,-510769.0,,,
28,2000-11-21 00:00:00,318661,750000,R,-431339.0,,,
28,2000-11-22 00:00:00,290971,750000,R,-459029.0,,,
28,2000-11-23 00:00:00,278039,750000,R,-471961.0,,,
28,2000-11-24 00:00:00,268909,750000,R,-481091.0,,,
28,2000-11-25 00:00:00,286224,750000,R,-463776.0,,,
28,2000-11-26 00:00:00,300587,750000,R,-449413.0,,,
28,2000-11-27 00:00:00,281585,750000,R,-468415.0,,,
28,2000-11-28 00:00:00,305881,750000,R,-444119.0,,,
28,2000-11-29 00:00:00,319263,750000,R,-430737.0,,,
28,2000-11-30 00:00:00,312567,750000,R,-437433.0,,,
28,2000-12-01 00:00:00,253295,750000,R,-496705.0,,,
28,2000-12-02 00:00:00,262001,750000,R,-487999.0,,,
28,2000-12-03 00:00:00,270294,750000,R,-479706.0,,,
28,2000-12-04 00:00:00,290374,750000,R,-459626.0,,,
28,2000-12-05 00:00:00,281289,750000,R,-468711.0,,,
28,2000-12-06 00:00:00,295479,750000,R,-454521.0,,,
28,2000-12-07 00:00:00,334437,750000,R,-415563.0,,,
28,2000-12-08 00:00:00,338844,750000,R,-411156.0,,,
28,2000-12-09 00:00:00,333523,750000,R,-416477.0,,,
28,2000-12-10 00:00:00,330827,750000,R,-419173.0,,,
28,2000-12-11 00:00:00,327869,750000,R,-422131.0,,,
28,2000-12-12 00:00:00,315506,750000,R,-434494.0,,,
28,2000-12-13 00:00:00,313606,750000,R,-436394.0,,,
28,2000-12-14 00:00:00,310563,750000,R,-439437.0,,,
28,2000-12-15 00:00:00,318016,750000,R,-431984.0,,,
28,2000-12-16 00:00:00,300866,750000,R,-449134.0,,,
28,2000-12-17 00:00:00,291835,750000,R,-458165.0,,,
28,2000-12-18 00:00:00,327341,750000,R,-422659.0,,,
28,2000-12-19 00:00:00,329951,750000,R,-420049.0,,,
28,2000-12-20 00:00:00,320777,750000,R,-429223.0,,,
28,2000-12-21 00:00:00,321017,750000,R,-428983.0,,,
28,2000-12-22 00:00:00,319896,750000,R,-430104.0,,,
28,2000-12-23 00:00:00,311767,750000,R,-438233.0,,,
28,2000-12-24 00:00:00,305396,750000,R,-444604.0,,,
28,2000-12-25 00:00:00,314279,750000,R,-435721.0,,,
28,2000-12-26 00:00:00,309484,750000,R,-440516.0,,,
28,2000-12-27 00:00:00,309556,750000,R,-440444.0,,,
28,2000-12-28 00:00:00,321658,750000,R,-428342.0,,,
28,2000-12-29 00:00:00,349544,750000,R,-400456.0,,,
28,2000-12-30 00:00:00,375463,750000,R,-374537.0,,,
28,2000-12-31 00:00:00,367495,750000,R,-382505.0,,,
28,2001-01-01 00:00:00,360211,750000,R,-389789.0,,,
28,2001-01-02 00:00:00,370304,750000,R,-379696.0,,,
28,2001-01-03 00:00:00,387221,750000,R,-362779.0,,,
28,2001-01-04 00:00:00,347098,750000,R,-402902.0,,,
28,2001-01-05 00:00:00,386312,750000,R,-363688.0,,,
28,2001-01-06 00:00:00,378284,750000,R,-371716.0,,,
28,2001-01-07 00:00:00,382452,750000,R,-367548.0,,,
28,2001-01-08 00:00:00,384432,750000,R,-365568.0,,,
28,2001-01-09 00:00:00,388210,750000,R,-361790.0,,,
28,2001-01-10 00:00:00,384999,750000,R,-365001.0,,,
28,2001-01-11 00:00:00,383908,750000,R,-366092.0,,,
28,2001-01-12 00:00:00,360728,750000,R,-389272.0,,,
28,2001-01-13 00:00:00,358850,750000,R,-391150.0,,,
28,2001-01-14 00:00:00,358758,750000,R,-391242.0,,,
28,2001-01-15 00:00:00,360241,750000,R,-389759.0,,,
28,2001-01-16 00:00:00,336930,750000,R,-413070.0,,,
28,2001-01-17 00:00:00,387108,750000,R,-362892.0,,,
28,2001-01-18 00:00:00,396491,750000,R,-353509.0,,,
28,2001-01-19 00:00:00,412573,750000,R,-337427.0,,,
28,2001-01-20 00:00:00,391399,750000,R,-358601.0,,,
28,2001-01-21 00:00:00,370254,750000,R,-379746.0,,,
28,2001-01-22 00:00:00,403146,750000,R,-346854.0,,,
28,2001-01-23 00:00:00,389900,750000,R,-360100.0,,,
28,2001-01-24 00:00:00,387246,750000,R,-362754.0,,,
28,2001-01-25 00:00:00,381251,750000,R,-368749.0,,,
28,2001-01-26 00:00:00,369391,750000,R,-380609.0,,,
28,2001-01-27 00:00:00,392060,750000,R,-357940.0,,,
28,2001-01-28 00:00:00,396126,750000,R,-353874.0,,,
28,2001-01-29 00:00:00,387195,750000,R,-362805.0,,,
28,2001-01-30 00:00:00,397768,750000,R,-352232.0,,,
28,2001-01-31 00:00:00,385820,750000,R,-364180.0,,,
28,2001-02-01 00:00:00,383879,750000,R,-366121.0,,,
28,2001-02-02 00:00:00,311784,750000,R,-438216.0,,,
28,2001-02-03 00:00:00,363966,750000,R,-386034.0,,,
28,2001-02-04 00:00:00,342968,750000,R,-407032.0,,,
28,2001-02-05 00:00:00,358886,750000,R,-391114.0,,,
28,2001-02-06 00:00:00,387309,750000,R,-362691.0,,,
28,2001-02-07 00:00:00,362373,750000,R,-387627.0,,,
28,2001-02-08 00:00:00,363634,750000,R,-386366.0,,,
28,2001-02-09 00:00:00,378400,750000,R,-371600.0,,,
28,2001-02-10 00:00:00,371163,750000,R,-378837.0,,,
28,2001-02-11 00:00:00,375138,750000,R,-374862.0,,,
28,2001-02-12 00:00:00,374613,750000,R,-375387.0,,,
28,2001-02-13 00:00:00,378706,750000,R,-371294.0,,,
28,2001-02-14 00:00:00,389302,750000,R,-360698.0,,,
28,2001-02-15 00:00:00,386338,750000,R,-363662.0,,,
28,2001-02-16 00:00:00,405161,750000,R,-344839.0,,,
28,2001-02-17 00:00:00,373585,750000,R,-376415.0,,,
28,2001-02-18 00:00:00,385320,750000,R,-364680.0,,,
28,2001-02-19 00:00:00,364663,750000,R,-385337.0,,,
28,2001-02-20 00:00:00,379691,750000,R,-370309.0,,,
28,2001-02-21 00:00:00,340296,750000,R,-409704.0,,,
28,2001-02-22 00:00:00,325994,750000,R,-424006.0,,,
28,2001-02-23 00:00:00,326488,750000,R,-423512.0,,,
28,2001-02-24 00:00:00,307026,750000,R,-442974.0,,,
28,2001-02-25 00:00:00,316169,750000,R,-433831.0,,,
28,2001-02-26 00:00:00,315339,750000,R,-434661.0,,,
28,2001-02-27 00:00:00,335751,750000,R,-414249.0,,,
28,2001-02-28 00:00:00,339954,750000,R,-410046.0,,,
28,2001-03-01 00:00:00,315260,750000,R,-434740.0,,,
28,2001-03-02 00:00:00,295665,750000,R,-454335.0,,,
28,2001-03-03 00:00:00,295693,750000,R,-454307.0,,,
28,2001-03-04 00:00:00,295335,750000,R,-454665.0,,,
28,2001-03-05 00:00:00,242133,750000,R,-507867.0,,,
28,2001-03-06 00:00:00,15999,750000,R,-734001.0,,,
28,2001-03-07 00:00:00,317018,750000,R,-432982.0,,,
28,2001-03-08 00:00:00,333120,750000,R,-416880.0,,,
28,2001-03-09 00:00:00,333654,750000,R,-416346.0,,,
28,2001-03-10 00:00:00,333554,750000,R,-416446.0,,,
28,2001-03-11 00:00:00,332765,750000,R,-417235.0,,,
28,2001-03-12 00:00:00,333141,750000,R,-416859.0,,,
28,2001-03-13 00:00:00,314830,750000,R,-435170.0,,,
28,2001-03-14 00:00:00,337351,750000,R,-412649.0,,,
28,2001-03-15 00:00:00,320653,750000,R,-429347.0,,,
28,2001-03-16 00:00:00,343965,750000,R,-406035.0,,,
28,2001-03-17 00:00:00,377662,750000,R,-372338.0,,,
28,2001-03-18 00:00:00,332441,750000,R,-417559.0,,,
28,2001-03-19 00:00:00,333402,750000,R,-416598.0,,,
28,2001-03-20 00:00:00,311464,750000,R,-438536.0,,,
28,2001-03-21 00:00:00,317271,750000,R,-432729.0,,,
28,2001-03-22 00:00:00,328991,750000,R,-421009.0,,,
28,2001-03-23 00:00:00,323110,750000,R,-426890.0,,,
28,2001-03-24 00:00:00,303171,750000,R,-446829.0,,,
28,2001-03-25 00:00:00,314308,750000,R,-435692.0,,,
28,2001-03-26 00:00:00,296944,750000,R,-453056.0,,,
28,2001-03-27 00:00:00,323204,750000,R,-426796.0,,,
28,2001-03-28 00:00:00,357003,750000,R,-392997.0,,,
28,2001-03-29 00:00:00,350909,750000,R,-399091.0,,,
28,2001-03-30 00:00:00,368899,750000,R,-381101.0,,,
28,2001-03-31 00:00:00,326215,750000,R,-423785.0,,,
28,2001-04-01 00:00:00,256729,750000,R,-493271.0,,,
28,2001-04-02 00:00:00,6379,750000,R,-743621.0,,,
28,2001-04-03 00:00:00,375,750000,R,-749625.0,,,
28,2001-04-04 00:00:00,199909,750000,R,-550091.0,,,
28,2001-04-05 00:00:00,211121,750000,R,-538879.0,,,
28,2001-04-06 00:00:00,275942,750000,R,-474058.0,,,
28,2001-04-07 00:00:00,281317,750000,R,-468683.0,,,
28,2001-04-08 00:00:00,275559,750000,R,-474441.0,,,
28,2001-04-09 00:00:00,293039,750000,R,-456961.0,,,
28,2001-04-10 00:00:00,319383,750000,R,-430617.0,,,
28,2001-04-11 00:00:00,300692,750000,R,-449308.0,,,
28,2001-04-12 00:00:00,239781,750000,R,-510219.0,,,
28,2001-04-13 00:00:00,228332,750000,R,-521668.0,,,
28,2001-04-14 00:00:00,275177,750000,R,-474823.0,,,
28,2001-04-15 00:00:00,253886,750000,R,-496114.0,,,
28,2001-04-16 00:00:00,295775,750000,R,-454225.0,,,
28,2001-04-17 00:00:00,289171,750000,R,-460829.0,,,
28,2001-04-18 00:00:00,319908,750000,R,-430092.0,,,
28,2001-04-19 00:00:00,291664,750000,R,-458336.0,,,
28,2001-04-20 00:00:00,344045,750000,R,-405955.0,,,
28,2001-04-21 00:00:00,289455,750000,R,-460545.0,,,
28,2001-04-22 00:00:00,304727,750000,R,-445273.0,,,
28,2001-04-23 00:00:00,277091,750000,R,-472909.0,,,
28,2001-04-24 00:00:00,319514,750000,R,-430486.0,,,
28,2001-04-25 00:00:00,328068,750000,R,-421932.0,,,
28,2001-04-26 00:00:00,302724,750000,R,-447276.0,,,
28,2001-04-27 00:00:00,311349,750000,R,-438651.0,,,
28,2001-04-28 00:00:00,328039,750000,R,-421961.0,,,
28,2001-04-29 00:00:00,329069,750000,R,-420931.0,,,
28,2001-04-30 00:00:00,298423,750000,R,-451577.0,,,
28,2001-05-01 00:00:00,404324,750000,R,-345676.0,,,
28,2001-05-02 00:00:00,372363,750000,R,-377637.0,,,
28,2001-05-03 00:00:00,286760,750000,R,-463240.0,,,
28,2001-05-04 00:00:00,303009,750000,R,-446991.0,,,
28,2001-05-05 00:00:00,287942,750000,R,-462058.0,,,
28,2001-05-06 00:00:00,292822,750000,R,-457178.0,,,
28,2001-05-07 00:00:00,281552,750000,R,-468448.0,,,
28,2001-05-08 00:00:00,308718,750000,R,-441282.0,,,
28,2001-05-09 00:00:00,229762,750000,R,-520238.0,,,
28,2001-05-10 00:00:00,227791,750000,R,-522209.0,,,
28,2001-05-11 00:00:00,238963,750000,R,-511037.0,,,
28,2001-05-12 00:00:00,231485,750000,R,-518515.0,,,
28,2001-05-13 00:00:00,301508,750000,R,-448492.0,,,
28,2001-05-14 00:00:00,292214,750000,R,-457786.0,,,
28,2001-05-15 00:00:00,275773,750000,R,-474227.0,,,
28,2001-05-16 00:00:00,274161,750000,R,-475839.0,,,
28,2001-05-17 00:00:00,315779,750000,R,-434221.0,,,
28,2001-05-18 00:00:00,317921,750000,R,-432079.0,,,
28,2001-05-19 00:00:00,316176,750000,R,-433824.0,,,
28,2001-05-20 00:00:00,294726,750000,R,-455274.0,,,
28,2001-05-21 00:00:00,337841,750000,R,-412159.0,,,
28,2001-05-22 00:00:00,302092,750000,R,-447908.0,,,
28,2001-05-23 00:00:00,275534,750000,R,-474466.0,,,
28,2001-05-24 00:00:00,285952,750000,R,-464048.0,,,
28,2001-05-25 00:00:00,307476,750000,R,-442524.0,,,
28,2001-05-26 00:00:00,317467,750000,R,-432533.0,,,
28,2001-05-27 00:00:00,345130,750000,R,-404870.0,,,
28,2001-05-28 00:00:00,326862,750000,R,-423138.0,,,
28,2001-05-29 00:00:00,305607,750000,R,-444393.0,,,
28,2001-05-30 00:00:00,298239,750000,R,-451761.0,,,
28,2001-05-31 00:00:00,314332,750000,R,-435668.0,,,
28,2001-06-01 00:00:00,303438,750000,R,-446562.0,,,
28,2001-06-02 00:00:00,311288,750000,R,-438712.0,,,
28,2001-06-03 00:00:00,307907,750000,R,-442093.0,,,
28,2001-06-04 00:00:00,351978,640666,R,-288688.0,,4,Nominations Exceed Capacity
28,2001-06-05 00:00:00,315798,706000,R,-390202.0,,,
28,2001-06-06 00:00:00,282425,706000,R,-423575.0,,,
28,2001-06-07 00:00:00,276895,708966,R,-432071.0,,,
28,2001-06-08 00:00:00,280068,750000,R,-469932.0,,,
28,2001-06-09 00:00:00,277067,706000,R,-428933.0,,,
28,2001-06-10 00:00:00,303115,706000,R,-402885.0,,,
28,2001-06-11 00:00:00,311692,706000,R,-394308.0,,,
