,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000-06-27 00:00:00,5.2308,90.86100127557717,0,157.262221007769,0,,,,,,,,,1999-06-28 00:00:00,2.7128,121.86627938537555,0,-34.99999543947985,0,,,,,,,,,,1998-06-28 00:00:00,1.9521,0,218.44873394178066,0,129.51825435408176,,,,,,,,,,1997-06-28 00:00:00,1.4972,53.16831024013579,0,-26.73302638874027,0,,,,,,,,,,1996-06-27 00:00:00,1.1123,238.32183376727662,0,-211.55829183521143,0,,,,,,,,,,2000-06-27 00:00:00,5.2308,31.147132323372475,0,53.90945662529309,0,,,,,,,,,2000-06-27 00:00:00,5.2308,0,5.329665452860961,0,-8.98475002043301,,,,,,,,,2000-06-27 00:00:00,5.2308,55.12724937997057,0,95.41424322685309,0,,,,,,,,,2000-06-27 00:00:00,5.2308,0,125.29780036136205,0,-211.2270318491842,,,,,,,,,2000-06-27 00:00:00,5.2308,0,54.10049507219531,0,-91.20261459270687,,,,,,,,,2000-06-27 00:00:00,5.2308,31.484880450930238,0,54.494031084470066,0,,,,,,,,,2000-06-27 00:00:00,5.2308,238.32183376727662,0,412.48742988440245,0,,,,,,,,,2000-06-27 00:00:00,5.2308,53.16831024013579,0,92.02371136362704,0,,,,,,,,,2000-06-27 00:00:00,5.2308,0,218.44873394178066,0,-368.2608756790539,,,,,,,,,2000-06-27 00:00:00,5.2308,121.86627938537555,0,210.92615636020804,0,,,,,,,,,2000-06-27 00:00:00,5.2308,90.86100127557717,0,157.262221007769,0,,,,,,
,2000-06-28 00:00:00,5.2075,90.86100127557717,0,155.14515967804797,0,,,,,,,,,1999-06-29 00:00:00,2.7496,121.86627938537555,0,-30.515316358098033,0,,,,,,,,,,1998-06-29 00:00:00,1.9772,0,218.44873394178066,0,124.03519113214303,,,,,,,,,,1997-06-29 00:00:00,1.4821,53.16831024013579,0,-27.535867873366325,0,,,,,,,,,,1996-06-28 00:00:00,1.0925,238.32183376727662,0,-216.27706414380353,0,,,,,,,,,,2000-06-28 00:00:00,5.2075,31.147132323372475,0,53.18372844215849,0,,,,,,,,,2000-06-28 00:00:00,5.2075,0,5.329665452860961,0,-8.860568815381345,,,,,,,,,2000-06-28 00:00:00,5.2075,55.12724937997057,0,94.12977831629972,0,,,,,,,,,2000-06-28 00:00:00,5.2075,0,125.29780036136205,0,-208.30759310076436,,,,,,,,,2000-06-28 00:00:00,5.2075,0,54.10049507219531,0,-89.94207305752468,,,,,,,,,2000-06-28 00:00:00,5.2075,31.484880450930238,0,53.760433369963366,0,,,,,,,,,2000-06-28 00:00:00,5.2075,238.32183376727662,0,406.93453115762475,0,,,,,,,,,2000-06-28 00:00:00,5.2075,53.16831024013579,0,90.78488973503184,0,,,,,,,,,2000-06-28 00:00:00,5.2075,0,218.44873394178066,0,-363.17102017821026,,,,,,,,,2000-06-28 00:00:00,5.2075,121.86627938537555,0,208.0866720505287,0,,,,,,,,,2000-06-28 00:00:00,5.2075,90.86100127557717,0,155.14515967804797,0,,,,,,
,2000-06-29 00:00:00,5.0295,90.86100127557717,0,138.97190145099523,0,,,,,,,,,1999-06-30 00:00:00,2.7147,121.86627938537555,0,-34.76844950864763,0,,,,,,,,,,1998-06-30 00:00:00,1.9979,0,218.44873394178066,0,119.51330233954818,,,,,,,,,,1997-06-30 00:00:00,1.45,53.16831024013579,0,-29.242570632074685,0,,,,,,,,,,1996-06-29 00:00:00,1.0918,238.32183376727662,0,-216.4438894274406,0,,,,,,,,,,2000-06-29 00:00:00,5.0295,31.147132323372475,0,47.63953888859819,0,,,,,,,,,2000-06-29 00:00:00,5.0295,0,5.329665452860961,0,-7.911888364772095,,,,,,,,,2000-06-29 00:00:00,5.0295,55.12724937997057,0,84.31712792666497,0,,,,,,,,,2000-06-29 00:00:00,5.0295,0,125.29780036136205,0,-186.00458463644193,,,,,,,,,2000-06-29 00:00:00,5.0295,0,54.10049507219531,0,-80.31218493467392,,,,,,,,,2000-06-29 00:00:00,5.0295,31.484880450930238,0,48.15612464969779,0,,,,,,,,,2000-06-29 00:00:00,5.0295,238.32183376727662,0,364.5132447470495,0,,,,,,,,,2000-06-29 00:00:00,5.0295,53.16831024013579,0,81.32093051228767,0,,,,,,,,,2000-06-29 00:00:00,5.0295,0,218.44873394178066,0,-324.28714553657335,,,,,,,,,2000-06-29 00:00:00,5.0295,121.86627938537555,0,186.39447431993185,0,,,,,,,,,2000-06-29 00:00:00,5.0295,90.86100127557717,0,138.97190145099523,0,,,,,,
,2000-06-30 00:00:00,5.0194,90.86100127557717,0,138.05420533811196,0,,,,,,,,,1999-07-01 00:00:00,2.7229,84.23100553161918,0,-23.340411632811666,0,,,,,,,,,,1998-07-01 00:00:00,1.9888,52.48268154119372,0,-26.829146803858237,0,,,,,,,,,,1997-07-01 00:00:00,1.4578,0,38.10136626978613,0,22.373122273618417,,,,,,,,,,1996-06-30 00:00:00,1.0909,238.32183376727662,0,-216.65837907783117,0,,,,,,,,,,2000-06-30 00:00:00,5.0194,31.147132323372475,0,47.32495285213214,0,,,,,,,,,2000-06-30 00:00:00,5.0194,0,5.329665452860961,0,-7.8580587436982015,,,,,,,,,2000-06-30 00:00:00,5.0194,55.12724937997057,0,83.7603427079273,0,,,,,,,,,2000-06-30 00:00:00,5.0194,0,125.29780036136205,0,-184.73907685279224,,,,,,,,,2000-06-30 00:00:00,5.0194,0,54.10049507219531,0,-79.76576993444478,,,,,,,,,2000-06-30 00:00:00,5.0194,31.484880450930238,0,47.83812735714341,0,,,,,,,,,2000-06-30 00:00:00,5.0194,238.32183376727662,0,362.1061942260001,0,,,,,,,,,2000-06-30 00:00:00,5.0194,53.16831024013579,0,80.78393057886232,0,,,,,,,,,2000-06-30 00:00:00,5.0194,0,218.44873394178066,0,-322.08081332376145,,,,,,,,,2000-06-30 00:00:00,5.0194,121.86627938537555,0,185.16362489813963,0,,,,,,,,,2000-06-30 00:00:00,5.0194,90.86100127557717,0,138.05420533811196,0,,,,,,
,2000-07-01 00:00:00,4.9946,68.08664503436025,0,101.76229966835483,0,,,,,,,,,1999-07-02 00:00:00,2.7258,84.23100553161918,0,-23.096141716769978,0,,,,,,,,,,1998-07-02 00:00:00,1.9859,52.48268154119372,0,-26.981346580327692,0,,,,,,,,,,1997-07-02 00:00:00,1.4617,0,38.10136626978613,0,22.22452694516625,,,,,,,,,,1996-07-01 00:00:00,1.1018,24.382037328391622,0,-21.89994592836136,0,,,,,,,,,,2000-07-01 00:00:00,4.9946,0,4.799400892595198,0,-6.957211533906,,,,,,,,,2000-07-01 00:00:00,4.9946,2.360859411628432,0,3.5285404766198547,0,,,,,,,,,2000-07-01 00:00:00,4.9946,0,30.468258586981754,0,-44.16678764768876,,,,,,,,,2000-07-01 00:00:00,4.9946,32.21779388773066,0,48.15271474460224,0,,,,,,,,,2000-07-01 00:00:00,4.9946,11.277409979152193,0,16.85521695484087,0,,,,,,,,,2000-07-01 00:00:00,4.9946,0,36.07487750443979,0,-52.294142430435926,,,,,,,,,2000-07-01 00:00:00,4.9946,24.382037328391622,0,36.44139299101412,0,,,,,,,,,2000-07-01 00:00:00,4.9946,0,38.10136626978613,0,-55.23174054468199,,,,,,,,,2000-07-01 00:00:00,4.9946,52.48268154119372,0,78.44061583146814,0,,,,,,,,,2000-07-01 00:00:00,4.9946,84.23100553161918,0,125.89166086755803,0,,,,,,,,,2000-07-01 00:00:00,4.9946,68.08664503436025,0,101.76229966835483,0,,,,,,
,2000-07-02 00:00:00,5.0472,68.08664503436025,0,105.34365719716217,0,,,,,,,,,1999-07-03 00:00:00,2.7346,84.23100553161918,0,-22.354908868091737,0,,,,,,,,,,1998-07-03 00:00:00,1.9569,52.48268154119372,0,-28.503344345022306,0,,,,,,,,,,1997-07-03 00:00:00,1.4897,0,38.10136626978613,0,21.157688689612236,,,,,,,,,,1996-07-02 00:00:00,1.1146,24.382037328391622,0,-21.58785585055794,0,,,,,,,,,,2000-07-02 00:00:00,5.0472,0,4.799400892595198,0,-7.209660020856507,,,,,,,,,2000-07-02 00:00:00,5.0472,2.360859411628432,0,3.65272168167151,0,,,,,,,,,2000-07-02 00:00:00,5.0472,0,30.468258586981754,0,-45.769418049364,,,,,,,,,2000-07-02 00:00:00,5.0472,32.21779388773066,0,49.84737070309688,0,,,,,,,,,2000-07-02 00:00:00,5.0472,11.277409979152193,0,17.448408719744275,0,,,,,,,,,2000-07-02 00:00:00,5.0472,0,36.07487750443979,0,-54.19168098716946,,,,,,,,,2000-07-02 00:00:00,5.0472,24.382037328391622,0,37.72388815448752,0,,,,,,,,,2000-07-02 00:00:00,5.0472,0,38.10136626978613,0,-57.23587241047274,,,,,,,,,2000-07-02 00:00:00,5.0472,52.48268154119372,0,81.20120488053493,0,,,,,,,,,2000-07-02 00:00:00,5.0472,84.23100553161918,0,130.3222117585212,0,,,,,,,,,2000-07-02 00:00:00,5.0472,68.08664503436025,0,105.34365719716217,0,,,,,,
,2000-07-03 00:00:00,4.9933,68.08664503436025,0,101.67378702981013,0,,,,,,,,,1999-07-04 00:00:00,2.7407,84.23100553161918,0,-21.84109973434886,0,,,,,,,,,,1998-07-04 00:00:00,1.9398,52.48268154119372,0,-29.400798199376723,0,,,,,,,,,,1997-07-04 00:00:00,1.4865,0,38.10136626978613,0,21.279613061675555,,,,,,,,,,1996-07-03 00:00:00,1.1352,24.382037328391622,0,-21.085585881593076,0,,,,,,,,,,2000-07-03 00:00:00,4.9933,0,4.799400892595198,0,-6.950972312745624,,,,,,,,,2000-07-03 00:00:00,4.9933,2.360859411628432,0,3.525471359384736,0,,,,,,,,,2000-07-03 00:00:00,4.9933,0,30.468258586981754,0,-44.12717891152567,,,,,,,,,2000-07-03 00:00:00,4.9933,32.21779388773066,0,48.11083161254818,0,,,,,,,,,2000-07-03 00:00:00,4.9933,11.277409979152193,0,16.840556321867965,0,,,,,,,,,2000-07-03 00:00:00,4.9933,0,36.07487750443979,0,-52.247245089680135,,,,,,,,,2000-07-03 00:00:00,4.9933,24.382037328391622,0,36.4096963424872,0,,,,,,,,,2000-07-03 00:00:00,4.9933,0,38.10136626978613,0,-55.18220876853125,,,,,,,,,2000-07-03 00:00:00,4.9933,52.48268154119372,0,78.37238834546456,0,,,,,,,,,2000-07-03 00:00:00,4.9933,84.23100553161918,0,125.78216056036688,0,,,,,,,,,2000-07-03 00:00:00,4.9933,68.08664503436025,0,101.67378702981013,0,,,,,,
,2000-07-04 00:00:00,4.9724,68.08664503436025,0,100.25077614859205,0,,,,,,,,,1999-07-05 00:00:00,2.7297,84.23100553161918,0,-22.76764079519668,0,,,,,,,,,,1998-07-05 00:00:00,1.9327,52.48268154119372,0,-29.77342523831919,0,,,,,,,,,,1997-07-05 00:00:00,1.4715,0,38.10136626978613,0,21.851133555722345,,,,,,,,,,1996-07-04 00:00:00,1.1291,24.382037328391622,0,-21.234316309296265,0,,,,,,,,,,2000-07-04 00:00:00,4.9724,0,4.799400892595198,0,-6.850664834090388,,,,,,,,,2000-07-04 00:00:00,4.9724,2.360859411628432,0,3.476129397681704,0,,,,,,,,,2000-07-04 00:00:00,4.9724,0,30.468258586981754,0,-43.49039230705777,,,,,,,,,2000-07-04 00:00:00,4.9724,32.21779388773066,0,47.43747972029463,0,,,,,,,,,2000-07-04 00:00:00,4.9724,11.277409979152193,0,16.60485845330369,0,,,,,,,,,2000-07-04 00:00:00,4.9724,0,36.07487750443979,0,-51.493280149837375,,,,,,,,,2000-07-04 00:00:00,4.9724,24.382037328391622,0,35.90011176232383,0,,,,,,,,,2000-07-04 00:00:00,4.9724,0,38.10136626978613,0,-54.38589021349274,,,,,,,,,2000-07-04 00:00:00,4.9724,52.48268154119372,0,77.27550030125366,0,,,,,,,,,2000-07-04 00:00:00,4.9724,84.23100553161918,0,124.0217325447561,0,,,,,,,,,2000-07-04 00:00:00,4.9724,68.08664503436025,0,100.25077614859205,0,,,,,,
,2000-07-05 00:00:00,4.7276,68.08664503436025,0,83.58316544418062,0,,,,,,,,,1999-07-06 00:00:00,2.7171,84.23100553161918,0,-23.828951464895077,0,,,,,,,,,,1998-07-06 00:00:00,1.9408,52.48268154119372,0,-29.348315517835523,0,,,,,,,,,,1997-07-06 00:00:00,1.4686,0,38.10136626978613,0,21.961627517904727,,,,,,,,,,1996-07-05 00:00:00,1.1342,24.382037328391622,0,-21.109967918921463,0,,,,,,,,,,2000-07-05 00:00:00,4.7276,0,4.799400892595198,0,-5.6757714955830805,,,,,,,,,2000-07-05 00:00:00,4.7276,2.360859411628432,0,2.8981910137150626,0,,,,,,,,,2000-07-05 00:00:00,4.7276,0,30.468258586981754,0,-36.03176260496462,,,,,,,,,2000-07-05 00:00:00,4.7276,32.21779388773066,0,39.55056377657815,0,,,,,,,,,2000-07-05 00:00:00,4.7276,11.277409979152193,0,13.84414849040723,0,,,,,,,,,2000-07-05 00:00:00,4.7276,0,36.07487750443979,0,-42.66215013675049,,,,,,,,,2000-07-05 00:00:00,4.7276,24.382037328391622,0,29.93138902433355,0,,,,,,,,,2000-07-05 00:00:00,4.7276,0,38.10136626978613,0,-45.05867575064908,,,,,,,,,2000-07-05 00:00:00,4.7276,52.48268154119372,0,64.4277398599694,0,,,,,,,,,2000-07-05 00:00:00,4.7276,84.23100553161918,0,103.40198239061569,0,,,,,,,,,2000-07-05 00:00:00,4.7276,68.08664503436025,0,83.58316544418062,0,,,,,,
,2000-07-06 00:00:00,4.6475,68.08664503436025,0,78.12942517692838,0,,,,,,,,,1999-07-07 00:00:00,2.7122,84.23100553161918,0,-24.241683391999985,0,,,,,,,,,,1998-07-07 00:00:00,2.032,52.48268154119372,0,-24.56189496127866,0,,,,,,,,,,1997-07-07 00:00:00,1.5088,0,38.10136626978613,0,20.429952593859326,,,,,,,,,,1996-07-06 00:00:00,1.1238,24.382037328391622,0,-21.36354110713674,0,,,,,,,,,,2000-07-06 00:00:00,4.6475,0,4.799400892595198,0,-5.2913394840862065,,,,,,,,,2000-07-06 00:00:00,4.6475,2.360859411628432,0,2.7090861748436255,0,,,,,,,,,2000-07-06 00:00:00,4.6475,0,30.468258586981754,0,-33.591255092147385,,,,,,,,,2000-07-06 00:00:00,4.6475,32.21779388773066,0,36.969918486170926,0,,,,,,,,,2000-07-06 00:00:00,4.6475,11.277409979152193,0,12.940827951077141,0,,,,,,,,,2000-07-06 00:00:00,4.6475,0,36.07487750443979,0,-39.77255244864487,,,,,,,,,2000-07-06 00:00:00,4.6475,24.382037328391622,0,27.978387834329386,0,,,,,,,,,2000-07-06 00:00:00,4.6475,0,38.10136626978613,0,-42.006756312439215,,,,,,,,,2000-07-06 00:00:00,4.6475,52.48268154119372,0,60.22387706851979,0,,,,,,,,,2000-07-06 00:00:00,4.6475,84.23100553161918,0,96.655078847533,0,,,,,,,,,2000-07-06 00:00:00,4.6475,68.08664503436025,0,78.12942517692838,0,,,,,,
,2000-07-07 00:00:00,4.5073,68.08664503436025,0,68.58367754311107,0,,,,,,,,,1999-07-08 00:00:00,2.7212,84.23100553161918,0,-23.483604342215422,0,,,,,,,,,,1998-07-08 00:00:00,2.0681,52.48268154119372,0,-22.66727015764158,0,,,,,,,,,,1997-07-08 00:00:00,1.5485,0,38.10136626978613,0,18.917328352948815,,,,,,,,,,1996-07-07 00:00:00,1.127,24.382037328391622,0,-21.285518587685885,0,,,,,,,,,,2000-07-07 00:00:00,4.5073,0,4.799400892595198,0,-4.618463478944359,,,,,,,,,2000-07-07 00:00:00,4.5073,2.360859411628432,0,2.378093685333319,0,,,,,,,,,2000-07-07 00:00:00,4.5073,0,30.468258586981754,0,-29.31960523825254,,,,,,,,,2000-07-07 00:00:00,4.5073,32.21779388773066,0,32.45298378311109,0,,,,,,,,,2000-07-07 00:00:00,4.5073,11.277409979152193,0,11.359735072000003,0,,,,,,,,,2000-07-07 00:00:00,4.5073,0,36.07487750443979,0,-34.71485462252241,,,,,,,,,2000-07-07 00:00:00,4.5073,24.382037328391622,0,24.560026200888878,0,,,,,,,,,2000-07-07 00:00:00,4.5073,0,38.10136626978613,0,-36.66494476141519,,,,,,,,,2000-07-07 00:00:00,4.5073,52.48268154119372,0,52.86580511644443,0,,,,,,,,,2000-07-07 00:00:00,4.5073,84.23100553161918,0,84.84589187199998,0,,,,,,,,,2000-07-07 00:00:00,4.5073,68.08664503436025,0,68.58367754311107,0,,,,,,
,2000-07-08 00:00:00,4.4244,68.08664503436025,0,62.93929466976263,0,,,,,,,,,1999-07-09 00:00:00,2.692,84.23100553161918,0,-25.94314970373869,0,,,,,,,,,,1998-07-09 00:00:00,2.122,52.48268154119372,0,-19.838453622571233,0,,,,,,,,,,1997-07-09 00:00:00,1.569,0,38.10136626978613,0,18.136250344418197,,,,,,,,,,1996-07-08 00:00:00,1.1345,24.382037328391622,0,-21.102653307722946,0,,,,,,,,,,2000-07-08 00:00:00,4.4244,0,4.799400892595198,0,-4.220593144948219,,,,,,,,,2000-07-08 00:00:00,4.4244,2.360859411628432,0,2.182378440109323,0,,,,,,,,,2000-07-08 00:00:00,4.4244,0,30.468258586981754,0,-26.793786601391766,,,,,,,,,2000-07-08 00:00:00,4.4244,32.21779388773066,0,29.78212866981823,0,,,,,,,,,2000-07-08 00:00:00,4.4244,11.277409979152193,0,10.424837784728291,0,,,,,,,,,2000-07-08 00:00:00,4.4244,0,36.07487750443979,0,-31.724247277404366,,,,,,,,,2000-07-08 00:00:00,4.4244,24.382037328391622,0,22.538755306365225,0,,,,,,,,,2000-07-08 00:00:00,4.4244,0,38.10136626978613,0,-33.50634149764994,,,,,,,,,2000-07-08 00:00:00,4.4244,52.48268154119372,0,48.51499081667949,0,,,,,,,,,2000-07-08 00:00:00,4.4244,84.23100553161918,0,77.86314151342879,0,,,,,,,,,2000-07-08 00:00:00,4.4244,68.08664503436025,0,62.93929466976263,0,,,,,,
,2000-07-09 00:00:00,4.7351,68.08664503436025,0,84.09381528193835,0,,,,,,,,,1999-07-10 00:00:00,2.6904,84.23100553161918,0,-26.077919312589305,0,,,,,,,,,,1998-07-10 00:00:00,2.0116,52.48268154119372,0,-25.63254166471901,0,,,,,,,,,,1997-07-10 00:00:00,1.5776,0,38.10136626978613,0,17.80857859449804,,,,,,,,,,1996-07-09 00:00:00,1.1624,24.382037328391622,0,-20.42239446626082,0,,,,,,,,,,2000-07-09 00:00:00,4.7351,0,4.799400892595198,0,-5.711767002277546,,,,,,,,,2000-07-09 00:00:00,4.7351,2.360859411628432,0,2.9158974593022764,0,,,,,,,,,2000-07-09 00:00:00,4.7351,0,30.468258586981754,0,-36.26027454436699,,,,,,,,,2000-07-09 00:00:00,4.7351,32.21779388773066,0,39.792197230736136,0,,,,,,,,,2000-07-09 00:00:00,4.7351,11.277409979152193,0,13.928729065250874,0,,,,,,,,,2000-07-09 00:00:00,4.7351,0,36.07487750443979,0,-42.9327117180338,,,,,,,,,2000-07-09 00:00:00,4.7351,24.382037328391622,0,30.114254304296495,0,,,,,,,,,2000-07-09 00:00:00,4.7351,0,38.10136626978613,0,-45.344435997672484,,,,,,,,,2000-07-09 00:00:00,4.7351,52.48268154119372,0,64.82135997152837,0,,,,,,,,,2000-07-09 00:00:00,4.7351,84.23100553161918,0,104.03371493210285,0,,,,,,,,,2000-07-09 00:00:00,4.7351,68.08664503436025,0,84.09381528193835,0,,,,,,
,2000-07-10 00:00:00,4.7865,68.08664503436025,0,87.59346883670447,0,,,,,,,,,1999-07-11 00:00:00,2.6784,84.23100553161918,0,-27.088691378968736,0,,,,,,,,,,1998-07-11 00:00:00,1.9451,52.48268154119372,0,-29.122639987208395,0,,,,,,,,,,1997-07-11 00:00:00,1.5867,0,38.10136626978613,0,17.46185616144298,,,,,,,,,,1996-07-10 00:00:00,1.2093,24.382037328391622,0,-19.278876915559255,0,,,,,,,,,,2000-07-10 00:00:00,4.7865,0,4.799400892595198,0,-5.95845620815694,,,,,,,,,2000-07-10 00:00:00,4.7865,2.360859411628432,0,3.037245633059978,0,,,,,,,,,2000-07-10 00:00:00,4.7865,0,30.468258586981754,0,-37.82634303573786,,,,,,,,,2000-07-10 00:00:00,4.7865,32.21779388773066,0,41.4481918365655,0,,,,,,,,,2000-07-10 00:00:00,4.7865,11.277409979152193,0,14.508387938179299,0,,,,,,,,,2000-07-10 00:00:00,4.7865,0,36.07487750443979,0,-44.78696042176201,,,,,,,,,2000-07-10 00:00:00,4.7865,24.382037328391622,0,31.367491022975827,0,,,,,,,,,2000-07-10 00:00:00,4.7865,0,38.10136626978613,0,-47.3028462239395,,,,,,,,,2000-07-10 00:00:00,4.7865,52.48268154119372,0,67.51896980274573,0,,,,,,,,,2000-07-10 00:00:00,4.7865,84.23100553161918,0,108.36318861642809,0,,,,,,,,,2000-07-10 00:00:00,4.7865,68.08664503436025,0,87.59346883670447,0,,,,,,
,2000-07-11 00:00:00,4.6845,68.08664503436025,0,80.6486310431997,0,,,,,,,,,1999-07-12 00:00:00,2.6685,84.23100553161918,0,-27.922578333731767,0,,,,,,,,,,1998-07-12 00:00:00,1.9371,52.48268154119372,0,-29.542501439537943,0,,,,,,,,,,1997-07-12 00:00:00,1.5712,0,38.10136626978613,0,18.05242733862467,,,,,,,,,,1996-07-11 00:00:00,1.1903,24.382037328391622,0,-19.7421356247987,0,,,,,,,,,,2000-07-11 00:00:00,4.6845,0,4.799400892595198,0,-5.468917317112228,,,,,,,,,2000-07-11 00:00:00,4.6845,2.360859411628432,0,2.796437973073877,0,,,,,,,,,2000-07-11 00:00:00,4.6845,0,30.468258586981754,0,-34.71858065986571,,,,,,,,,2000-07-11 00:00:00,4.6845,32.21779388773066,0,38.161976860016956,0,,,,,,,,,2000-07-11 00:00:00,4.6845,11.277409979152193,0,13.358092120305772,0,,,,,,,,,2000-07-11 00:00:00,4.6845,0,36.07487750443979,0,-41.10732291630914,,,,,,,,,2000-07-11 00:00:00,4.6845,24.382037328391622,0,28.880523215479872,0,,,,,,,,,2000-07-11 00:00:00,4.6845,0,38.10136626978613,0,-43.4165068644213,,,,,,,,,2000-07-11 00:00:00,4.6845,52.48268154119372,0,62.16573628554396,0,,,,,,,,,2000-07-11 00:00:00,4.6845,84.23100553161918,0,99.7716260522029,0,,,,,,,,,2000-07-11 00:00:00,4.6845,68.08664503436025,0,80.6486310431997,0,,,,,,
,2000-07-12 00:00:00,4.8236,68.08664503436025,0,90.11948336747922,0,,,,,,,,,1999-07-13 00:00:00,2.7105,84.23100553161918,0,-24.38487610140374,0,,,,,,,,,,1998-07-13 00:00:00,1.8267,52.48268154119372,0,-35.336589481685735,0,,,,,,,,,,1997-07-13 00:00:00,1.5925,0,38.10136626978613,0,17.24086823707822,,,,,,,,,,1996-07-12 00:00:00,1.1998,24.382037328391622,0,-19.510506270178976,0,,,,,,,,,,2000-07-12 00:00:00,4.8236,0,4.799400892595198,0,-6.13651398127222,,,,,,,,,2000-07-12 00:00:00,4.8236,2.360859411628432,0,3.124833517231392,0,,,,,,,,,2000-07-12 00:00:00,4.8236,0,30.468258586981754,0,-38.95671542931487,,,,,,,,,2000-07-12 00:00:00,4.8236,32.21779388773066,0,42.6434719898003,0,,,,,,,,,2000-07-12 00:00:00,4.8236,11.277409979152193,0,14.926779848405841,0,,,,,,,,,2000-07-12 00:00:00,4.8236,0,36.07487750443979,0,-46.12533837717672,,,,,,,,,2000-07-12 00:00:00,4.8236,24.382037328391622,0,32.27206460785915,0,,,,,,,,,2000-07-12 00:00:00,4.8236,0,38.10136626978613,0,-48.71640691254855,,,,,,,,,2000-07-12 00:00:00,4.8236,52.48268154119372,0,69.46607728792401,0,,,,,,,,,2000-07-12 00:00:00,4.8236,84.23100553161918,0,111.48815892165113,0,,,,,,,,,2000-07-12 00:00:00,4.8236,68.08664503436025,0,90.11948336747922,0,,,,,,
,2000-07-13 00:00:00,4.655,68.08664503436025,0,78.6400750146861,0,,,,,,,,,1999-07-14 00:00:00,2.7281,84.23100553161918,0,-22.902410404047256,0,,,,,,,,,,1998-07-14 00:00:00,1.8528,52.48268154119372,0,-33.966791493460576,0,,,,,,,,,,1997-07-14 00:00:00,1.5783,0,38.10136626978613,0,17.781907638109185,,,,,,,,,,1996-07-13 00:00:00,1.2053,24.382037328391622,0,-19.37640506487282,0,,,,,,,,,,2000-07-13 00:00:00,4.655,0,4.799400892595198,0,-5.327334990780671,,,,,,,,,2000-07-13 00:00:00,4.655,2.360859411628432,0,2.7267926204308393,0,,,,,,,,,2000-07-13 00:00:00,4.655,0,30.468258586981754,0,-33.81976703154976,,,,,,,,,2000-07-13 00:00:00,4.655,32.21779388773066,0,37.21155194032892,0,,,,,,,,,2000-07-13 00:00:00,4.655,11.277409979152193,0,13.025408525920785,0,,,,,,,,,2000-07-13 00:00:00,4.655,0,36.07487750443979,0,-40.04311402992818,,,,,,,,,2000-07-13 00:00:00,4.655,24.382037328391622,0,28.16125311429233,0,,,,,,,,,2000-07-13 00:00:00,4.655,0,38.10136626978613,0,-42.29251655946262,,,,,,,,,2000-07-13 00:00:00,4.655,52.48268154119372,0,60.61749718007876,0,,,,,,,,,2000-07-13 00:00:00,4.655,84.23100553161918,0,97.28681138902017,0,,,,,,,,,2000-07-13 00:00:00,4.655,68.08664503436025,0,78.6400750146861,0,,,,,,
,2000-07-14 00:00:00,4.7446,68.08664503436025,0,84.74063840976477,0,,,,,,,,,1999-07-15 00:00:00,2.6779,84.23100553161918,0,-27.13080688173452,0,,,,,,,,,,1998-07-15 00:00:00,1.8958,52.48268154119372,0,-31.71003618718925,0,,,,,,,,,,1997-07-15 00:00:00,1.5391,0,38.10136626978613,0,19.275481195884804,,,,,,,,,,1996-07-14 00:00:00,1.2135,24.382037328391622,0,-19.17647235878001,0,,,,,,,,,,2000-07-14 00:00:00,4.7446,0,4.799400892595198,0,-5.757361310757201,,,,,,,,,2000-07-14 00:00:00,4.7446,2.360859411628432,0,2.9383256237127466,0,,,,,,,,,2000-07-14 00:00:00,4.7446,0,30.468258586981754,0,-36.54972300094332,,,,,,,,,2000-07-14 00:00:00,4.7446,32.21779388773066,0,40.09826627266958,0,,,,,,,,,2000-07-14 00:00:00,4.7446,11.277409979152193,0,14.03586446005282,0,,,,,,,,,2000-07-14 00:00:00,4.7446,0,36.07487750443979,0,-43.275423054325984,,,,,,,,,2000-07-14 00:00:00,4.7446,24.382037328391622,0,30.345883658916215,0,,,,,,,,,2000-07-14 00:00:00,4.7446,0,38.10136626978613,0,-45.70639897723545,,,,,,,,,2000-07-14 00:00:00,4.7446,52.48268154119372,0,65.31994544616971,0,,,,,,,,,2000-07-14 00:00:00,4.7446,84.23100553161918,0,104.83390948465323,0,,,,,,,,,2000-07-14 00:00:00,4.7446,68.08664503436025,0,84.74063840976477,0,,,,,,
