Shipper Name,TSA,Delivery Location,FT1/FT2,Receipt Location,Delv Dths
OneOK Energy Marketing ,982W,DWSTRMID,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,DWSTRMID,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,DWSTRMID,FT1,Puckett,0
OneOK Energy Marketing ,982W,DWSTRMID,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,DWSTRMID,FT1,Waha,3
,,DWSTRMID Total,,,6
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Blanco,5
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Puckett,0
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,DWSTRPAN,FT1,Waha,4
,,DWSTRPAN Total,,,9
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Blanco,227
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Puckett,1
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,DWSTRSJX,FT1,Waha,177
,,DWSTRSJX Total,,,405
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Blanco,31
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Puckett,0
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,DWSTRSNY,FT1,Waha,24
,,DWSTRSNY Total,,,55
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Blanco,130
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Puckett,0
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,DWSTRSUT,FT1,Waha,86
,,DWSTRSUT Total,,,216
OneOK Energy Marketing ,982W,IW41-037,FT1,Blanco,0
OneOK Energy Marketing ,982W,IW41-037,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,IW41-037,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,IW41-037,FT1,Puckett,0
OneOK Energy Marketing ,982W,IW41-037,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,IW41-037,FT1,Waha,0
,,IW41-037 Total,,,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Blanco,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Puckett,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,IW41-039,FT1,Waha,0
,,IW41-039 Total,,,0
OneOK Energy Marketing ,982W,IW41-056,FT1,Blanco,6003
OneOK Energy Marketing ,982W,IW41-056,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,IW41-056,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,IW41-056,FT1,Puckett,16
OneOK Energy Marketing ,982W,IW41-056,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,IW41-056,FT1,Waha,4645
,,IW41-056 Total,,,10664
OneOK Energy Marketing ,982W,IW41-130,FT1,Blanco,2949
OneOK Energy Marketing ,982W,IW41-130,FT1,Bondad Mainline,0
OneOK Energy Marketing ,982W,IW41-130,FT1,Bondad Station,0
OneOK Energy Marketing ,982W,IW41-130,FT1,Puckett,8
OneOK Energy Marketing ,982W,IW41-130,FT1,Rio Vista,0
OneOK Energy Marketing ,982W,IW41-130,FT1,Waha,2282
,,IW41-130 Total,,,5239
,982W Total,,,,30690
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Blanco,28195
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Bondad Mainline,0
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Bondad Station,0
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Puckett,1462
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Rio Vista,0
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Waha,17901
OneOK Energy Marketing ,9DQH,IWESTARW,FT1,Waha,2442
,,IWESTARW Total,,,50000
,9DQH Total,,,,50000
OneOK Energy Marketing ,9KEE,IWTGAMER,FT1,Midkiff,10500
,,IWTGAMER Total,,,10500
,9KEE Total,,,,10500
OneOK Energy Marketing ,9M88,DSCALTOP,FT1,Blanco,4322
OneOK Energy Marketing ,9M88,DSCALTOP,FT1,Bondad Mainline,0
OneOK Energy Marketing ,9M88,DSCALTOP,FT1,Bondad Station,0
OneOK Energy Marketing ,9M88,DSCALTOP,FT1,Midkiff,3342
,,DSCALTOP Total,,,7664
,9M88 Total,,,,7664
OneOK Energy Marketing ,9M89,DSCALEHR,FT1,Midkiff,12796
,,DSCALEHR Total,,,12796
,9M89 Total,,,,12796
Paramount Petroleum Corporation ,9MDW,DSCALEHR,FT1,Waha,2665
,,DSCALEHR Total,,,2665
,9MDW Total,,,,2665
PG&E ,9E4T,IVALEROW,FT1,Blanco,14422
PG&E ,9E4T,IVALEROW,FT1,Bondad Mainline,0
PG&E ,9E4T,IVALEROW,FT1,Bondad Station,0
PG&E ,9E4T,IVALEROW,FT1,Keystone,11153
,,IVALEROW Total,,,25575
,9E4T Total,,,,25575
PG&E Energy Trading-Gas Corporation ,9LVD,DSCALEHR,FT1,Keystone,4866
,,DSCALEHR Total,,,4866
,9LVD Total,,,,4866
PG&E Energy Trading-Gas Corporation ,9LVE,DSCALEHR,FT1,Keystone,15000
,,DSCALEHR Total,,,15000
,9LVE Total,,,,15000
PG&E Energy Trading-Gas Corporation ,9LVF,DPG&ETOP,FT1,Blanco,12406
PG&E Energy Trading-Gas Corporation ,9LVF,DPG&ETOP,FT1,Bondad Mainline,0
PG&E Energy Trading-Gas Corporation ,9LVF,DPG&ETOP,FT1,Bondad Station,0
PG&E Energy Trading-Gas Corporation ,9LVF,DPG&ETOP,FT1,Keystone,9594
,,DPG&ETOP Total,,,22000
,9LVF Total,,,,22000
PG&E Energy Trading-Gas Corporation ,9MBQ,DPG&ETOP,FT1,Keystone,53969
,,DPG&ETOP Total,,,53969
,9MBQ Total,,,,53969
PG&E Energy Trading-Gas Corporation ,9MC3,DSCALTOP,FT1,Keystone,19877
,,DSCALTOP Total,,,19877
,9MC3 Total,,,,19877
PG&E Energy Trading-Gas Corporation ,9MCU,DSCALEHR,FT1,Keystone,57089
,,DSCALEHR Total,,,57089
,9MCU Total,,,,57089
PG&E Energy Trading-Gas Corporation ,9ME6,DPG&ETOP,FT1,Blanco,23189
PG&E Energy Trading-Gas Corporation ,9ME6,DPG&ETOP,FT1,Bondad Mainline,0
PG&E Energy Trading-Gas Corporation ,9ME6,DPG&ETOP,FT1,Bondad Station,0
PG&E Energy Trading-Gas Corporation ,9ME6,DPG&ETOP,FT1,Keystone,17936
,,DPG&ETOP Total,,,41125
,9ME6 Total,,,,41125
PG&E Energy Trading-Gas Corporation ,9MER,DSCALTOP,FT1,Blanco,9621
PG&E Energy Trading-Gas Corporation ,9MER,DSCALTOP,FT1,Bondad Mainline,0
PG&E Energy Trading-Gas Corporation ,9MER,DSCALTOP,FT1,Bondad Station,0
PG&E Energy Trading-Gas Corporation ,9MER,DSCALTOP,FT1,Keystone,7443
,,DSCALTOP Total,,,17064
,9MER Total,,,,17064
Phelps Dodge ,9LGM,Clint,FT1,Blanco,6922
Phelps Dodge ,9LGM,Clint,FT1,Bondad Mainline,0
Phelps Dodge ,9LGM,Clint,FT1,Bondad Station,0
Phelps Dodge ,9LGM,Clint,FT1,Puckett,697
Phelps Dodge ,9LGM,Clint,FT1,Rio Vista,0
Phelps Dodge ,9LGM,Clint,FT1,Waha,3494
Phelps Dodge ,9LGM,Clint,FT1,Waha,801
,,Clint Total,,,11914
,9LGM Total,,,,11914
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Blanco,3263
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Puckett,329
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Waha,1647
Phelps Dodge Corporation,97Z7,DINSPG-M,FT1,Waha,378
,,DINSPG-M Total,,,5617
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Blanco,3771
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Puckett,379
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Waha,1904
Phelps Dodge Corporation,97Z7,DPD AFT,FT1,Waha,437
,,DPD AFT Total,,,6491
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Blanco,6899
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Puckett,695
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Waha,3484
Phelps Dodge Corporation,97Z7,DPD G-M,FT1,Waha,800
,,DPD G-M Total,,,11878
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Blanco,6052
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Puckett,610
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Waha,3056
Phelps Dodge Corporation,97Z7,DPD HUR,FT1,Waha,702
,,DPD HUR Total,,,10420
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Blanco,184
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Puckett,18
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Waha,92
Phelps Dodge Corporation,97Z7,DPD NOG,FT1,Waha,21
,,DPD NOG Total,,,315
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Blanco,1423
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Puckett,143
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Waha,717
Phelps Dodge Corporation,97Z7,DPD SIL,FT1,Waha,165
,,DPD SIL Total,,,2448
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Blanco,299
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Puckett,29
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Waha,150
Phelps Dodge Corporation,97Z7,DPD TUS,FT1,Waha,34
,,DPD TUS Total,,,512
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Blanco,22
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Bondad Mainline,0
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Bondad Station,0
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Puckett,2
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Rio Vista,0
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Waha,10
Phelps Dodge Corporation,97Z7,DPD WIL,FT1,Waha,2
,,DPD WIL Total,,,36
,97Z7 Total,,,,37717
Phillips Petroleum Company ,9JPJ,IPHHUTCH,FT1,Waha,5000
,,IPHHUTCH Total,,,5000
,9JPJ Total,,,,5000
Phillips Petroleum Company ,9LLE,IPHHUTCH,FT1,Waha,25575
,,IPHHUTCH Total,,,25575
,9LLE Total,,,,25575
Pimalco ,9F8B,DPIMALCO,FT1,Waha,409
,,DPIMALCO Total,,,409
,9F8B Total,,,,409
PNM Gas Services,97VW,DGCNMAFT,FT1,Blanco,6606
PNM Gas Services,97VW,DGCNMAFT,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMAFT,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMAFT,FT1,Puckett,237
PNM Gas Services,97VW,DGCNMAFT,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMAFT,FT1,Waha,2302
PNM Gas Services,97VW,DGCNMAFT,FT1,Waha,132
,,DGCNMAFT Total,,,9277
PNM Gas Services,97VW,DGCNMALA,FT1,Blanco,10026
PNM Gas Services,97VW,DGCNMALA,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMALA,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMALA,FT1,Puckett,361
PNM Gas Services,97VW,DGCNMALA,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMALA,FT1,Waha,3494
PNM Gas Services,97VW,DGCNMALA,FT1,Waha,200
,,DGCNMALA Total,,,14081
PNM Gas Services,97VW,DGCNMDUG,FT1,Blanco,1857
PNM Gas Services,97VW,DGCNMDUG,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMDUG,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMDUG,FT1,Puckett,66
PNM Gas Services,97VW,DGCNMDUG,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMDUG,FT1,Waha,646
PNM Gas Services,97VW,DGCNMDUG,FT1,Waha,37
,,DGCNMDUG Total,,,2606
PNM Gas Services,97VW,DGCNMELP,FT1,Blanco,2416
PNM Gas Services,97VW,DGCNMELP,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMELP,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMELP,FT1,Puckett,86
PNM Gas Services,97VW,DGCNMELP,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMELP,FT1,Waha,841
PNM Gas Services,97VW,DGCNMELP,FT1,Waha,48
,,DGCNMELP Total,,,3391
PNM Gas Services,97VW,DGCNMFAR,FT1,Blanco,9048
PNM Gas Services,97VW,DGCNMFAR,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMFAR,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMFAR,FT1,Puckett,870
PNM Gas Services,97VW,DGCNMFAR,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMFAR,FT1,Waha,4832
PNM Gas Services,97VW,DGCNMFAR,FT1,Waha,263
,,DGCNMFAR Total,,,15013
PNM Gas Services,97VW,DGCNMGAL,FT1,Blanco,2381
PNM Gas Services,97VW,DGCNMGAL,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMGAL,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMGAL,FT1,Puckett,161
PNM Gas Services,97VW,DGCNMGAL,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMGAL,FT1,Waha,1011
PNM Gas Services,97VW,DGCNMGAL,FT1,Waha,69
,,DGCNMGAL Total,,,3622
PNM Gas Services,97VW,DGCNMSJT,FT1,Blanco,10036
PNM Gas Services,97VW,DGCNMSJT,FT1,Bondad Mainline,3637
PNM Gas Services,97VW,DGCNMSJT,FT1,Bondad Station,3990
PNM Gas Services,97VW,DGCNMSJT,FT1,Puckett,384
PNM Gas Services,97VW,DGCNMSJT,FT1,Rio Vista,3315
PNM Gas Services,97VW,DGCNMSJT,FT1,Waha,2403
PNM Gas Services,97VW,DGCNMSJT,FT1,Waha,164
,,DGCNMSJT Total,,,23929
PNM Gas Services,97VW,DGCNMSJX,FT1,Blanco,11275
PNM Gas Services,97VW,DGCNMSJX,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGCNMSJX,FT1,Bondad Station,0
PNM Gas Services,97VW,DGCNMSJX,FT1,Puckett,765
PNM Gas Services,97VW,DGCNMSJX,FT1,Rio Vista,0
PNM Gas Services,97VW,DGCNMSJX,FT1,Waha,4788
PNM Gas Services,97VW,DGCNMSJX,FT1,Waha,328
,,DGCNMSJX Total,,,17156
PNM Gas Services,97VW,DGULFSJT,FT1,Blanco,0
PNM Gas Services,97VW,DGULFSJT,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DGULFSJT,FT1,Bondad Station,0
PNM Gas Services,97VW,DGULFSJT,FT1,Puckett,0
PNM Gas Services,97VW,DGULFSJT,FT1,Rio Vista,0
PNM Gas Services,97VW,DGULFSJT,FT1,Waha,0
PNM Gas Services,97VW,DGULFSJT,FT1,Waha,0
,,DGULFSJT Total,,,0
PNM Gas Services,97VW,DINTRAFT,FT1,Blanco,0
PNM Gas Services,97VW,DINTRAFT,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DINTRAFT,FT1,Bondad Station,0
PNM Gas Services,97VW,DINTRAFT,FT1,Puckett,0
PNM Gas Services,97VW,DINTRAFT,FT1,Rio Vista,0
PNM Gas Services,97VW,DINTRAFT,FT1,Waha,0
PNM Gas Services,97VW,DINTRAFT,FT1,Waha,0
,,DINTRAFT Total,,,0
PNM Gas Services,97VW,DPNMTATU,FT1,Blanco,23
PNM Gas Services,97VW,DPNMTATU,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DPNMTATU,FT1,Bondad Station,0
PNM Gas Services,97VW,DPNMTATU,FT1,Puckett,1
PNM Gas Services,97VW,DPNMTATU,FT1,Rio Vista,0
PNM Gas Services,97VW,DPNMTATU,FT1,Waha,10
PNM Gas Services,97VW,DPNMTATU,FT1,Waha,1
,,DPNMTATU Total,,,35
PNM Gas Services,97VW,DWGI ELP,FT1,Blanco,841
PNM Gas Services,97VW,DWGI ELP,FT1,Bondad Mainline,0
PNM Gas Services,97VW,DWGI ELP,FT1,Bondad Station,0
PNM Gas Services,97VW,DWGI ELP,FT1,Puckett,30
PNM Gas Services,97VW,DWGI ELP,FT1,Rio Vista,0
PNM Gas Services,97VW,DWGI ELP,FT1,Waha,292
PNM Gas Services,97VW,DWGI ELP,FT1,Waha,16
,,DWGI ELP Total,,,1179
PNM Gas Services,97VW,IGCNMLSK,FT1,Blanco,13856
PNM Gas Services,97VW,IGCNMLSK,FT1,Bondad Mainline,0
PNM Gas Services,97VW,IGCNMLSK,FT1,Bondad Station,0
PNM Gas Services,97VW,IGCNMLSK,FT1,Puckett,1335
PNM Gas Services,97VW,IGCNMLSK,FT1,Rio Vista,0
PNM Gas Services,97VW,IGCNMLSK,FT1,Waha,7397
PNM Gas Services,97VW,IGCNMLSK,FT1,Waha,403
,,IGCNMLSK Total,,,22991
PNM Gas Services,97VW,IGCNMMON,FT1,Blanco,0
PNM Gas Services,97VW,IGCNMMON,FT1,Bondad Mainline,0
PNM Gas Services,97VW,IGCNMMON,FT1,Bondad Station,0
PNM Gas Services,97VW,IGCNMMON,FT1,Puckett,0
PNM Gas Services,97VW,IGCNMMON,FT1,Rio Vista,0
PNM Gas Services,97VW,IGCNMMON,FT1,Waha,0
PNM Gas Services,97VW,IGCNMMON,FT1,Waha,0
,,IGCNMMON Total,,,0
,97VW Total,,,,113280
PPL Energy Plus ,9MC7,DSCALTOP,FT1,Waha,1832
,,DSCALTOP Total,,,1832
,9MC7 Total,,,,1832
Reliant Energy Services ,9LY5,DSCALEHR,FT1,Blanco,46799
Reliant Energy Services ,9LY5,DSCALEHR,FT1,Bondad Mainline,28195
Reliant Energy Services ,9LY5,DSCALEHR,FT1,Bondad Station,0
Reliant Energy Services ,9LY5,DSCALEHR,FT1,Rio Vista,0
Reliant Energy Services ,9LY5,DSCALEHR,FT1,Waha,57996
,,DSCALEHR Total,,,132990
,9LY5 Total,,,,132990
Rio Grande Natural Gas Association ,9823,DRIOGLAS,FT2,Bondad Mainline,5208
Rio Grande Natural Gas Association ,9823,DRIOGLAS,FT2,Bondad Station,13
,,DRIOGLAS Total,,,5221
,9823 Total,,,,5221
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Blanco,5637
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Bondad Mainline,0
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Bondad Station,0
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Puckett,568
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Rio Vista,0
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Waha,2848
Sacramento Municipal Utility ,9MDY,DPG&ETOP,FT1,Waha,653
,,DPG&ETOP Total,,,9706
,9MDY Total,,,,9706
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Blanco,7216
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Bondad Mainline,0
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Bondad Station,0
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Puckett,726
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Rio Vista,0
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Waha,3643
Saguaro Power Company ,9M7R,DPG&ETOP,FT1,Waha,835
,,DPG&ETOP Total,,,12420
,9M7R Total,,,,12420
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Blanco,4322
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Bondad Mainline,0
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Bondad Station,0
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Puckett,434
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Rio Vista,0
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Waha,2182
Saguaro Power Company ,9M7T,DSCALTOP,FT1,Waha,500
,,DSCALTOP Total,,,7438
,9M7T Total,,,,7438
Salt River Project ,9826,DSRP PHX,FT1,Blanco,37585
Salt River Project ,9826,DSRP PHX,FT1,Bondad Mainline,4589
Salt River Project ,9826,DSRP PHX,FT1,Bondad Station,13995
Salt River Project ,9826,DSRP PHX,FT1,Cornudas,214
Salt River Project ,9826,DSRP PHX,FT1,Eunice,2006
Salt River Project ,9826,DSRP PHX,FT1,Goldsmith,1355
Salt River Project ,9826,DSRP PHX,FT1,Keystone,5112
Salt River Project ,9826,DSRP PHX,FT1,Laguna,2075
Salt River Project ,9826,DSRP PHX,FT1,Midkiff,1565
Salt River Project ,9826,DSRP PHX,FT1,Monument,1930
Salt River Project ,9826,DSRP PHX,FT1,Pecos,6069
Salt River Project ,9826,DSRP PHX,FT1,Plains,6241
Salt River Project ,9826,DSRP PHX,FT1,Puckett,1462
Salt River Project ,9826,DSRP PHX,FT1,Rio Vista,2663
Salt River Project ,9826,DSRP PHX,FT1,Sweetie Peck,4242
Salt River Project ,9826,DSRP PHX,FT1,Waha,15303
,,DSRP PHX Total,,,106406
,9826 Total,,,,106406
San Diego Gas & Electric ,9MDF,DSCALEHR,FT1,Keystone,3690
,,DSCALEHR Total,,,3690
,9MDF Total,,,,3690
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Blanco,5769
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Bondad Mainline,0
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Bondad Station,0
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Puckett,580
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Rio Vista,0
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Waha,2911
San Diego Gas and Electric Company ,9844,DSCALEHR,FT1,Waha,668
,,DSCALEHR Total,,,9928
,9844 Total,,,,9928
Sempra Energy Trading ,9MDP,DSCALEHR,FT1,Waha,3075
,,DSCALEHR Total,,,3075
,9MDP Total,,,,3075
Sempra Energy Trading Corp. ,9MJX,DSCALTOP,FT1,Waha,524
,,DSCALTOP Total,,,524
,9MJX Total,,,,524
Sempra Energy Trading Corp. ,9MJY,DSCALEHR,FT1,Waha,1231
,,DSCALEHR Total,,,1231
,9MJY Total,,,,1231
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Blanco,264
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Bondad Mainline,0
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Bondad Station,0
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Puckett,27
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Rio Vista,0
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Waha,133
Sempra Energy Trading Corp. ,9MJZ,DSCALTOP,FT1,Waha,32
,,DSCALTOP Total,,,456
,9MJZ Total,,,,456
Sempra Energy Trading Corp. ,9MK2,DSCALEHR,FT1,Waha,309
,,DSCALEHR Total,,,309
,9MK2 Total,,,,309
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Blanco,1923
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Bondad Mainline,0
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Bondad Station,0
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Puckett,193
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Rio Vista,0
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Waha,973
Sempra Energy Trading Corp. ,9MMU,DSCALTOP,FT1,Waha,224
,,DSCALTOP Total,,,3313
,9MMU Total,,,,3313
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Blanco,1
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Bondad Mainline,0
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Bondad Station,0
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Puckett,0
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Rio Vista,0
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Waha,0
"Southdown, Inc. ",982Q,DSWPCELP,FT1,Waha,0
,,DSWPCELP Total,,,1
,982Q Total,,,,1
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Blanco,235472
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Bondad Mainline,28751
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Bondad Station,87677
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Keystone,90195
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Pecos,107082
Southern California Gas Company ,9M7L,DSCALEHR,FT1,Sweetie Peck,74853
,,DSCALEHR Total,,,624030
,9M7L Total,,,,624030
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Blanco,60762
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Bondad Mainline,7418
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Bondad Station,22624
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Keystone,23275
