Invoice #,Prod Month,Buyer,Seller,Start Date,End Date,P/L Pt Cd,Point Name,EOL #,SITARA #,PG&E #,P/L,,MMBTU,Price,Enron Sales,,PG&E Vol,PG&E Pr,PG&E Purch,,Vol Diff,Pr Diff,$  Diff,,Comments
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/29/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,34176,6.89,235472.63999999998,,34176,6.89,235472.63999999998,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,11392,7.01,79857.92,,11392,7.01,79857.92,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,TW038,ENRON CAPITAL & TRADE RES TRN,,573443,E17289,TRKL,,11392,7.3,83161.59999999999,,11392,7.3,83161.59999999999,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,11392,7.34,83617.28,,11392,7.34,83617.28,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,TW038,ENRON CAPITAL & TRADE RES TRN,,576518,E17289,TRKL,,26400,7.42,195888,,26400,7.42,195888,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,TW038,ENRON CAPITAL & TRADE RES TRN,,576518,E17289,TRKL,,7776,7.56,58786.56,,7776,7.56,58786.56,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,TW038,ENRON CAPITAL & TRADE RES TRN,,576518,E17289,TRKL,,11392,7.67,87376.64,,11392,7.67,87376.64,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,11392,7.78,88629.76000000001,,11392,7.78,88629.76000000001,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,11392,8.15,92844.8,,11392,8.15,92844.8,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,45568,8.65,394163.2,,45568,8.65,394163.2,,0,0,0,,
,,,,,,,,,,,TRKL Total,,219683,,1642593.3,,219683,,1642593.3,,0,,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/31/01 00:00:00,1/31/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,5.89,57191.899999999994,,9710,5.89,57191.899999999994,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/30/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,6.685,64911.35,,9710,6.685,64911.35,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,6.735,65396.850000000006,,9710,6.735,65396.850000000006,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5300,6.865,36384.5,,5300,6.865,36384.5,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/27/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,6.93,67290.3,,9710,6.93,67290.3,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/28/01 00:00:00,1/28/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,6.93,67290.3,,9710,6.93,67290.3,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/29/01 00:00:00,1/29/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,6.93,67290.3,,9710,6.93,67290.3,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,7.36,71465.6,,9710,7.36,71465.6,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5000,7.61,38050,,5000,7.61,38050,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/20/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5000,7.715,38575,,5000,7.715,38575,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/21/01 00:00:00,1/21/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5000,7.715,38575,,5000,7.715,38575,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/22/01 00:00:00,1/22/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5000,7.715,38575,,5000,7.715,38575,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,7.815,75883.65000000001,,9710,7.815,75883.65000000001,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,5000,7.945,39725,,5000,7.945,39725,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,4687,8.52,39933.24,,4687,8.52,39933.24,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,58646,WEST TEXAS POOL,,549666,E17290,TW,,10000,9.29,92899.99999999999,,10000,9.29,92899.99999999999,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,58646,WEST TEXAS POOL,,556817,E17290,TW,,9710,9.4,91274,,9710,9.4,91274,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,58646,WEST TEXAS POOL,,549666,E17290,TW,,19833,9.95,197338.34999999998,,19833,9.95,197338.34999999998,,0,0,0,,
,,,,,,,,,,,TW Total,,152210,,1188050.3399999999,,152210,,1188050.3399999999,,0,,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,35,DAWN UGL/TCPL,OA732198,553995,E17288,UGL,,5000,9.01,45050,,5000,9.01,45050,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,35,DAWN UGL/TCPL,OA732648,554297,E17288,UGL,,5000,9.18,45900,,5000,9.18,45900,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,35,DAWN UGL/TCPL,OA732822,554396,E17288,UGL,,5000,9.27,46350,,5000,9.27,46350,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA729510,553127,E17288,UGL,,290000,9.38,2720200,,290000,9.38,2720200,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA729557,553156,E17288,UGL,,290000,9.42,2731800,,290000,9.42,2731800,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA638692,509797,E17288,UGL,,310000,10.13,3140300.0000000005,,310000,10.13,3140300.0000000005,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA650591,515304,E17288,UGL,,310000,10.15,3146500,,310000,10.15,3146500,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA652047,516141,E17288,UGL,,310000,10.17,3152700,,310000,10.17,3152700,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA639482,510404,E17288,UGL,,310000,10.175,3154250,,310000,10.175,3154250,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA614153,497943,E17288,UGL,,310000,10.195,3160450,,310000,10.195,3160450,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA212876,280126,E17291,UGL,,155000,10.3175,1599212.5000000002,,155000,10.3175,1599212.5000000002,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA696256,534719,E17288,UGL,,310000,10.38,3217800.0000000005,,310000,10.38,3217800.0000000005,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA701208,536970,E17288,UGL,,155000,10.38,1608900.0000000002,,155000,10.38,1608900.0000000002,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA703418,537947,E17288,UGL,,155000,10.4,1612000,,155000,10.4,1612000,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,35,DAWN UGL/TCPL,OA725317,550402,E17288,UGL,,10000,10.41,104100,,10000,10.41,104100,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,35,DAWN UGL/TCPL,OA725346,550425,E17288,UGL,,10000,10.41,104100,,10000,10.41,104100,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA719329,547105,E17288,UGL,,155000,10.43,1616650,,155000,10.43,1616650,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA719059,546921,E17291,UGL,,155000,10.48,1624400,,155000,10.48,1624400,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA719899,547424,E17291,UGL,,155000,10.48,1624400,,155000,10.48,1624400,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,,547531,E17291,UGL,,50003,10.48,524031.44,,50003,10.48,524031.44,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,,537050,E17288,UGL,,310000,10.53,3264300,,310000,10.53,3264300,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,DAWN UGL/TCPL,OA712204,542689,E17291,UGL,,155000,10.68,1655400,,155000,10.68,1655400,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,35,GST,,,,UGL,,,0.07,2792915.58,,0,0.07,2792915.58,,0,0,0,,
,,,,,,,,,,,UGL Total,,3920003,,42691709.519999996,,3920003,,42691709.519999996,,0,,0,,Volumes here S/B 758
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,991665000,WFSC/NWPL/KERN/CIG OPAL PLANT,OA697331,535060,E17287/392/484,WFSC,,758,8.78,6655.24,,758,8.78,6655.24,,0,0,0,,"Mel sent support, changed in UNIFY"
,,,,,,,,,,,WFSC Total,,758,,6655.24,,758,,6655.24,,0,,0,,on 5/22/01.  Refund Pd PGE on 5/25.
,,,,,,,,,,,Grand Total,,7828934,,80712883.41999999,,7827948,,80681933.88,,986,,30949.540000000015,,Mel has now cut vols to
,,,,,,,,,,UNIFY Control Totals:,,,7828934,,80712883.46,,7827948,,80681933.64999999,,986,,30949.810000002384,,"149,502 dts. E17484 2/28/01"
,,,,,,,,,,,Diff,,0,,-0.040000006556510925,,0,,0.23000000417232513,,0,,-0.27000000236876076,,DN 3/23/01
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Melissa paid $80,708,194.63 on 2/26/2001.",,,,,,,,,
,,,,,,,,,,,,,,,,"Melissa paid ($26,260.98) on 5/25/2001.",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,per UNIFY,,149502,,,,149502,as paid by PGE 2/26/01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,149502,s/b per support - Changed in UNIFY on 5/22/01 and settled with PG&E on 5/25/01.,,,,,,,
