,PEAK LOADS MWavg,,,,,,,,OFF PEAK LOADS MWavg,,,,,
2000-11-09,11538.7963256835,31906.3969726562,6799.78875732421,29631.3125,3315.5875,83191.88205566391,,,9091.37622070312,25550.4379882812,4846.50677490234,22112.375,2423.4625,64024.15848388666
2000-11-10,11295.6581420898,31833.7335205078,6605.22814941406,29056.9375,3173.8625,81965.41981201166,,,9146.84423828125,25987.8649902343,4876.17602539062,22599.75,2393.0125,65003.64775390617
2000-11-11,10894.3946533203,30876.4798583984,5948.15231323242,26004.6875,2637.95625,76361.67057495112,,,9234.99230957031,25624.5107421875,4806.53839111328,21805.875,2320.3375,63792.253942871095
2000-11-12,,,,,,,,,10236.4608968098,28940.9854329427,5450.59659830729,23721.4583333333,2453.654166,70803.15542739308
2000-11-13,12016.1849975585,33033.3781738281,6930.54940795898,29757,3219.33125,84956.44382934559,,,9416.15112304687,25889.5244140625,4819.35675048828,21933.5,2331.3875,64389.919787597646
2000-11-14,11757.2014770507,33075.7503662109,6852.83602905273,29698.25,3201.1875,84585.22537231434,,,9337.58764648437,26466.0021972656,4873.31707763671,22638.25,2391.9625,65707.11942138668
2000-11-15,11904.5309448242,32998.4780273437,6749.18081665039,29625.25,3193.54375,84470.98353881828,,,9423.09338378906,26443.4584960937,4854.27160644531,22990,2399.1625,66109.98598632807
2000-11-16,11894.3716430664,33281.4392089843,6842.95483398437,29738.625,3202,84959.39068603507,,,9371.53259277343,26651.5625,4877.27313232421,23144.75,2401.2125,66446.33072509764
2000-11-17,11662.428161621,32721.7690429687,6576.33996582031,29354.625,3248.23125,83563.39342041001,,,9443.84216308593,26712.8237304687,4854.84985351562,23235.125,2409.175,66655.81574707024
2000-11-18,11152.9366455078,31281.1008300781,5937.9739074707,26302.3125,2706.0375,77380.36138305662,,,9454.15380859375,25960.3078613281,4798.3134765625,22080.375,2330.475,64623.625146484344
2000-11-19,,,,,,,,,10457.6278076171,29363.8698730468,5312.99580891927,23889.125,2582.758333,71606.37682258317
2000-11-20,11841.9321899414,32716.2902832031,6777.79949951171,29413.375,3544.025,84293.42197265622,,,9279.60266113281,25641.0100097656,4713.13763427734,21940.75,2450.7,64025.20030517575
2000-11-21,11512.6201171875,32693.4698486328,6682.79544067382,29804.3125,3458.0125,84151.21040649411,,,9143.34069824218,26160.1154785156,4752.39459228515,22205,2464.725,64725.57576904293
2000-11-22,11470.6950683593,32741.0533447265,6615.86431884765,29005.6875,3312.0625,83145.36273193345,,,9079.68859863281,26237.1701660156,4758.38513183593,22137.25,2418.3125,64630.80639648434
2000-11-23,,,,,,,,,10282.8170369466,28454.8453776041,5215.03469848632,22751.625,2492.933333,69197.25544603702
2000-11-24,11541.8493652343,31457.9708251953,6412.74310302734,25045.6875,3214.55,77672.80079345695,,,9346.20166015625,25681.1062011718,4734.07775878906,20090.375,2400.5375,62252.29812011711
2000-11-25,11049.449645996,30696.5942382812,5821.24401855468,24971.3125,2763.6625,75302.26290283189,,,9366.4296875,25475.2231445312,4703.9873046875,20375.25,2346.2875,62267.1776367187
2000-11-26,,,,,,,,,10252.8310139973,27753.0042317708,5229.84702555338,23564.9166666666,2560.670833,69361.26977098807
2000-11-27,11866.0590820312,32354.6790771484,6661.5578918457,29885.1875,3295.83125,84063.3148010253,,,9298.50903320312,25357.6020507812,4632.3056640625,21427.25,2349.5375,63065.204248046815
2000-11-28,11578.9816284179,33053.8328857421,6689.68402099609,29770.125,3360.58125,84453.2047851561,,,9196.04516601562,26448.46484375,4757.29345703125,22144.125,2426.6125,64972.54096679687
2000-11-29,11514.6372070312,31953.2575683593,6690.62084960937,29760.3125,3300.54375,83219.37187499987,,,9114.47094726562,25605.8671875,4812.1528930664,22254.125,2415.1625,64201.778527832015
2000-11-30,11462.2907104492,31533.4985351562,6620.95193481445,29913.125,3292.225,82822.09118041985,,,9031.09765625,25251.8234863281,4719.0419921875,22528.375,2416.85,63947.188134765594
2000-12-01,11352.4951782226,32883.8712158203,6806.24325561523,29975.875,3290.3,84308.78464965812,,,9680.58972167968,26636.6867675781,5093.77001953125,22723.25,2522.7375,66657.03400878904
2000-12-02,10652.6829223632,32197.0233154296,6296.84466552734,26805.75,2792.95625,78745.25715332014,,,9369.91247558593,26592.3493652343,5131.11785888671,22013.375,2447.5125,65554.26719970694
2000-12-03,,,,,,,,,10031.0968017578,30398.6477050781,5536.3642578125,24548.5416666666,2589.741666,73104.39209731501
2000-12-04,11483.9907836914,33967.761352539,7080.73089599609,30462.8125,3378.7625,86374.05803222649,,,9438.34155273437,26789.0275878906,5068.7681274414,22016.5,2454.5125,65767.14976806637
2000-12-05,11466.1349487304,33901.4522705078,6959.66220092773,29669.75,3475.3,85472.29942016593,,,9652.19091796875,27201.9130859375,5084.74969482421,22470.75,2541.575,66951.17869873047
2000-12-06,11457.6204833984,33729.3797607421,7106.8325805664,30535.25,3449.2125,86278.2953247069,,,9593.05676269531,27011.845703125,5224.63568115234,22601.75,2539.55,66970.83814697266
2000-12-07,11491.6166992187,34580.2349853515,6816.94705200195,29848.0625,3418.35,86155.21123657216,,,9727.86938476562,27751.4155273437,5035.50140380859,22445.5,2533.6,67493.88631591792
2000-12-08,11245.7111206054,34319.3587646484,6799.59521484375,29887.875,3320.75,85573.29010009755,,,9589.53198242187,27799.46484375,5088.79461669921,22611.5,2514.75,67604.04144287108
2000-12-09,11063.1628417968,32993.5089111328,6043.43106079101,26931.4375,2814.225,79845.76531372062,,,9730.96325683593,27250.1870117187,4924.61840820312,21928.375,2444.675,66278.81867675774
2000-12-10,,,,,,,,,10559.2676595052,31140.9400227864,5630.83144124348,24219.7916666666,2593.766666,74144.59745620166
2000-12-11,12028.6585083007,36270.255859375,7388.04428100585,30260.75,3317.90625,89265.61489868155,,,9885.98742675781,28604.9140625,5288.75958251953,22077.25,2470.475,68327.38607177735
2000-12-12,11928.1028442382,35820.8032226562,7382.63540649414,30233.875,3362.46875,88727.88522338854,,,10041.0754394531,28741.9660644531,5393.77526855468,22738.5,2519.5125,69434.82927246088
2000-12-13,12369.2705688476,35851.3986816406,7337.67010498046,30444.625,3345.8125,89348.77685546866,,,10356.3487548828,28711.2443847656,5394.33734130859,23007.625,2542.7125,70012.26798095698
2000-12-14,12102.1470947265,34904.9912109375,7063.20379638671,30155.25,3339.1375,87564.72960205072,,,10244.6948242187,28012.0397949218,5217.40478515625,22621.75,2541.2625,68637.15190429676
2000-12-15,11837.4453735351,34161.2196044921,6782.31878662109,29604.5,3285.675,85671.1587646483,,,10094.1202392578,27671.3684082031,5075.86505126953,22799.625,2527.5875,68168.56619873043
2000-12-16,11456.6745605468,32218.1351318359,6350.99554443359,26833.0625,2863.75,79722.61773681629,,,10077.0892333984,26609.7854003906,5175.24377441406,22195,2454.9375,66512.05590820307
2000-12-17,,,,,,,,,10781.9325764973,30113.3204752604,5565.4121907552,24411.5833333333,2637.7,73509.9485758462
2000-12-18,12533.4300537109,34803.203125,7202.2671508789,30283.25,3429.56875,88251.7190795898,,,10300.8436279296,27447.9074707031,5155.77032470703,22337.875,2470.3625,67712.75892333973
2000-12-19,12450.14453125,34417.278930664,7101.23681640625,30491.4375,3465.8125,87925.91027832025,,,10480.5301513671,27615.8029785156,5188.1845703125,23082.75,2538.4625,68905.73020019519
2000-12-20,12533.997680664,34603.7827148437,7124.23211669921,29795.25,3370.66875,87427.93126220691,,,10494.2689208984,27712.1027832031,5237.42700195312,23118.5,2524.7625,69087.06120605461
2000-12-21,12262.3008422851,33639.0704345703,7243.77856445312,29954.3125,3337.56875,86437.03109130851,,,10380.2681884765,26996.1098632812,5350.79077148437,23012.5,2544.425,68284.09382324207
2000-12-22,11846.0452880859,33020.0397949218,6765.0418395996,28455.5,3280.9625,83367.5894226073,,,10101.4536132812,26746.9865722656,5062.93493652343,22472.25,2536.975,66920.60012207023
2000-12-23,11200.3482055664,31609.5325927734,6211.19766235351,25546.8125,2772.35625,77340.2472106933,,,9851.62902832031,26107.1257324218,5061.32659912109,21602.75,2483.4375,65106.268859863194
2000-12-24,,,,,,,,,10483.3057861328,29212.3008626302,5659.87933349609,23072.8333333333,2585.1375,71013.45681559239
2000-12-25,,,,,,,,,10147.8332519531,28029.2870279947,5329.21094767252,22290.0416666666,2596.258333,68392.63122728693
2000-12-26,11509.072265625,31518.0689697265,6686.17797851562,27294.375,3362.46875,80370.16296386713,,,9688.33532714843,25289.5290527343,4884.94146728515,20461.25,2519.5125,62843.56834716787
2000-12-27,11562.3193359375,31676.997680664,6496.44573974609,28280.625,3384.3125,81400.7002563476,,,9680.71704101562,25368.2158203125,4775.90563964843,21457.75,2523.9125,63806.50100097655
2000-12-28,11484.2603149414,32059.1195068359,6476.40469360351,28302.625,3376.05625,81698.4657653808,,,9721.64221191406,25728.1638183593,4783.95153808593,22083,2525.625,64842.38256835929
2000-12-29,10998.127380371,31902.0615234375,6442.42306518554,27593.3125,3307.09375,80243.01821899404,,,9378.41052246093,25841.3989257812,4821.48815917968,21934,2515.6125,64490.91010742181
2000-12-30,10419.8231201171,30294.8837890625,5794.41452026367,25010.5625,2786.5375,74306.22142944328,,,9165.09301757812,25021.3229980468,4721.70202636718,21067,2450.6625,62425.7805419921
2000-12-31,,,,,,,,,10025.1133219401,27965.6804199218,5275.47141520182,22893.0833333333,2584.933333,68744.281823397
2001-01-01,,,,,,,,,9997.36326090494,28771.3597005208,5369.19469197591,22654.25,2555.745833,69347.91348640164
2001-01-02,11908.4374389648,33207.9122314453,6971.06262207031,28969.2666666666,3329.18125,84385.86020914701,,,9820.2216796875,26632.2416992187,5094.45166015625,21158.875,2439.1875,65144.97753906245
2001-01-03,11830.8147583007,33599.7076416015,6860.06958007812,29577.3125,3327.65625,85195.56072998032,,,9742.45068359375,27126.5854492187,5013.62316894531,21872,2444.1375,66198.79680175777
2001-01-04,11751.7321777343,32304.3634033203,6721.59808349609,29724.5625,3330.0125,83832.26866455069,,,9794.84436035156,25895.5305175781,4914.02600097656,22170.125,2446.75,65221.27587890622
2001-01-05,11331.4990844726,31857.2498779296,6651.56887817382,29163.1875,3273.50625,82277.01159057603,,,9563.09240722656,25841.80078125,4942.77294921875,22081.25,2444.0875,64873.003637695314
2001-01-06,10785.7236938476,31456.4168701171,5916.58474731445,25655.125,2766.775,76580.62531127915,,,9360.90209960937,25995.7216796875,4813.44580078125,20992.625,2371.875,63534.56958007812
2001-01-07,,,,,,,,,10091.5537109375,28469.7396647135,5442.84958902994,23168.8333333333,2578.0375,69751.01379801425
2001-01-08,11404.4545288085,33450.9105224609,6873.22146606445,29445.5,3378.11875,84552.20526733385,,,9293.70715332031,26451.0954589843,4962.84576416015,20943.125,2447.275,64098.04837646476
2001-01-09,12268.3340454101,33884.3334960937,6977.75625610351,29111.0625,3364.80625,85606.2925476073,,,10117.0080566406,27174.7216796875,5099.3433227539,21523.75,2473.3625,66388.18555908199
2001-01-10,12205.935546875,33279.0760498046,6911.55081176757,29839.125,3405.93125,85641.61865844717,,,10051.3558349609,26867.724609375,5051.24774169921,21590.625,2519.4875,66080.44068603512
2001-01-11,12060.2766723632,32970.8796386718,6997.15991210937,28888.0625,3404.7,84321.07872314437,,,10052.0102539062,26429.8173828125,5115.48364257812,21587.25,2527.8875,65712.44877929681
2001-01-12,12460.4338989257,33043.08203125,6873.66189575195,28609.1875,3380.4625,84366.82782592764,,,10515.8439941406,26803.7182617187,5107.80993652343,21582.875,2546.6875,66556.93469238273
2001-01-13,11766.4481811523,32199.2941894531,6202.38925170898,24977.5,2875.9875,78021.61912231437,,,10212.0705566406,26609.6389160156,5045.96234130859,20699.875,2476.6,65044.146813964784
2001-01-14,,,,,,,,,10995.1600748697,30555.892985026,5589.84615071614,22788.875,2650.829166,72580.60337661183
2001-01-15,12727.8954467773,36176.9963378906,7224.44692993164,28654.625,3415.99375,88199.95746459955,,,10372.2044677734,28606.7302246093,5216.4497680664,21109.125,2483.6125,67788.12196044909
2001-01-16,13093.4827880859,36861.7016601562,7365.396484375,28256.9375,3443.26875,89020.7871826171,,,10797.4620361328,29562.5256347656,5382.630859375,22040,2548.575,70331.1935302734
2001-01-17,13120.4719238281,36619.3029785156,7067.59872436523,27304.125,3435.63125,87547.12987670893,,,10804.458984375,29564.4440917968,5165.2939453125,21951.625,2548,70033.8220214843
2001-01-18,13061.1222534179,34832.3361816406,7295.12518310546,26969.6875,3427.4,85585.67111816397,,,10886.1959228515,27921.9814453125,5333.32012939453,21422,2549.7125,68113.20999755853
2001-01-19,12548.7888183593,33863.2299804687,7221.19039916992,26831.0625,3342.6,83806.87169799794,,,10590.4102783203,27469.0014648437,5366.05804443359,21078.125,2510.35,67013.94478759759
2001-01-20,11351.458618164,32773.2846679687,6367.0408630371,24521.75,2792.95,77806.4841491698,,,9851.90209960937,27083.9873046875,5179.91485595703,20293.625,2396.9875,64806.4167602539
2001-01-21,,,,,,,,,10345.6278483072,30098.8319498697,5655.25486246744,22390.4583333333,2573.966666,71064.13965997763
2001-01-22,11622.5491943359,34190.4262695312,7006.21057128906,27624.375,3353.1375,83796.69853515616,,,9471.43688964843,27035.8625488281,5058.87115478515,20092.625,2423.35,64082.14559326168
2001-01-23,12092.0658569335,33502.9757080078,7192.82125854492,28299.0625,3405.38125,84492.30657348622,,,9971.64953613281,26868.8784179687,5256.51275634765,21013.625,2512.25,65622.91571044916
2001-01-24,11923.8292846679,34291.5350341796,7156.42498779296,28582.5,3405.93125,85360.22055664044,,,9819.04663085937,27685.1301269531,5230.21209716796,21470.375,2519.4875,66724.25135498043
2001-01-25,12334.2680664062,34388.5493164062,7114.39959716796,28661.0625,3452.8125,85951.09197998035,,,10280.3768310546,27566.2370605468,5201.1953125,21484.75,2574.05,67106.6092041014
2001-01-26,12394.3041992187,33652.3674316406,6989.74020385742,27610.4375,3406.75625,84053.60558471673,,,10460.0349121093,27297.9541015625,5194.06768798828,21397.25,2571.9125,66921.21920166009
2001-01-27,11730.6276245117,33430.0637207031,6350.44583129882,24933,2902.26875,79346.40592651362,,,10180.982055664,27626.7529296875,5166.4140625,20461.625,2501.825,65937.5990478515
2001-01-28,,,,,,,,,11185.5077311197,31208.984781901,5645.8740641276,22123.5416666666,2675.829166,72839.73740981489
2001-01-29,12559.0479736328,34588.9693603515,7072.705078125,27923.6875,3424.4375,85568.84741210929,,,10234.607421875,27351.0078125,5106.88372802734,20276.625,2491.75,65460.873962402344
2001-01-30,12616.3365478515,34732.2249755859,7139.7583618164,28283,3419.625,86190.94488525379,,,10403.9860839843,27854.7172851562,5217.73455810546,21379.25,2525.9375,67381.62542724596
2001-01-31,12859.416809082,34303.2044677734,7290.06607055664,28307.9375,3380.96875,86141.59359741205,,,10589.4851074218,27694.5510253906,5327.88250732421,21717.75,2495.525,67825.19364013661
2001-02-01,12250.094543457,32902.703125,7068.24429321289,28079.5,3333.21875,83633.7607116699,,,10113.3411865234,27061.2883300781,5236.00561523437,21570.625,2488.0875,66469.34763183586
2001-02-02,11864.181640625,31796.3666992187,6829.93487548828,27533.8125,3292.34375,81316.63946533197,,,9777.23608398437,26229.0554199218,5149.68469238281,21212.875,2456.3125,64825.16369628898
2001-02-03,10946.8952026367,30361.2778320312,5859.00164794921,24062.1875,2867.6625,74097.0246826171,,,9464.44189453125,25660.4091796875,4863.0991821289,19979.875,2407.2625,62375.087756347646
2001-02-04,,,,,,,,,9882.07543945312,27227.7247721354,5399.02943929036,22059.7916666666,2676.854166,67245.47548354548
2001-02-05,11652.6043701171,32088.8135986328,6623.25820922851,27831.625,3423.2125,81619.5136779784,,,9280.53491210937,25821.04296875,4746.37475585937,19938.375,2420.1625,62206.490136718734
2001-02-06,11712.8286743164,33817.8704833984,6876.265625,27595.625,3345.6875,83348.2772827148,,,9487.65856933593,27510.22265625,5042.07275390625,20562.25,2463.2,65065.40397949218
2001-02-07,11578.0662231445,35187.7991943359,6756.69985961914,28050.5,3347.21875,84920.28402709955,,,9531.03259277343,28646.1735839843,4981.9873046875,21372.875,2512.6375,67044.70598144522
2001-02-08,12583.3917846679,35244.8841552734,7120.34115600585,28068.4375,3341.0375,86358.09209594716,,,10388.5021972656,28987.6479492187,5274.59777832031,21871.75,2519.7,69042.19792480461
2001-02-09,12540.8884887695,33356.9067382812,6792.90158081054,27973.1875,3288.46875,83952.35305786124,,,10334.9080810546,27516.3559570312,5121.76202392578,21682.875,2514.5375,67170.43856201158
2001-02-10,11421.3978881835,31989.6549072265,6168.91876220703,24967.0625,2779.9125,77326.94655761703,,,9874.68640136718,27036.6628417968,5120.33721923828,20665.75,2428.325,65125.76146240225
2001-02-11,,,,,,,,,10608.0784098307,29049.7271321614,5365.03572591145,22999.0833333333,2601.120833,70623.04543423685
2001-02-12,12161.8600463867,34421.1188964843,6878.53771972656,28337.9375,3317.78125,85117.23541259757,,,9686.12353515625,27697.7893066406,4929.31365966796,21049.25,2435.3125,65797.78900146481
2001-02-13,12384.0366821289,34473.2307128906,6876.265625,28095.1333333333,3359.66875,85188.3351033528,,,10031.3525390625,28043.3464355468,5042.07275390625,21704.625,2535.075,67356.47172851555
2001-02-14,12815.392578125,34255.9338378906,7077.123046875,27349.25,3357.01875,84854.7182128906,,,10549.5961914062,27887.5471191406,5218.24816894531,21605.75,2535.7875,67796.92897949212
2001-02-15,12685.8643188476,33832.2801513671,6949.1669921875,27665.8125,3348.83125,84481.9552124022,,,10473.1007080078,27825.8315429687,5147.79565429687,21719.5,2537.5,67703.72790527336
2001-02-16,12332.3850097656,34336.5209960937,6911.408203125,26751.5,3278.4125,83610.22670898431,,,10163.0809326171,28324.447265625,5211.11456298828,21156,2473.9125,67328.55526123039
2001-02-17,11342.9824829101,31305.9544677734,5995.94174194335,23780.3125,2784.6625,75209.85369262686,,,9806.89038085937,26458.8205566406,4976.76251220703,19852.75,2388.1375,63483.360949707
2001-02-18,,,,,,,,,10142.1086425781,28675.3443196614,5303.84739176432,21503.1666666666,2579.233333,68203.70035367041
2001-02-19,11873.4819335937,32841.958984375,6758.40600585937,25856.125,3314.1125,80644.08442382807,,,9456.44946289062,26427.0798339843,4843.22467041015,19293.375,2407.7125,62427.84146728507
2001-02-20,11939.5845947265,32901.3656005859,6861.34225463867,27258.625,3341.60625,82302.52369995107,,,9671.33605957031,26764.6633300781,5031.13000488281,20270.875,2486.775,64224.77939453122
2001-02-21,11927.3709716796,32496.4189453125,6972.7996520996,27287.875,3341.40625,82025.87081909171,,,9818.57934570312,26455.1364746093,5141.32635498046,20744.75,2486.375,64646.16717529288
2001-02-22,11804.7747192382,32818.1451416015,6867.3010559082,27455.25,3333.26875,82278.7396667479,,,9745.69750976562,26991.7424316406,5087.15100097656,20832.5,2484.725,65141.81594238278
2001-02-23,12038.5491333007,33065.892211914,6741.05505371093,27120.9375,3286.16875,82252.60264892563,,,9920.93176269531,27276.2961425781,5082.67059326171,21065.5,2508.875,65854.27349853513
2001-02-24,11715.9869384765,30939.1599121093,5988.73455810546,25081.375,2791.41875,76516.67515869126,,,10129.3814697265,26148.8173828125,4970.78033447265,20088.5,2456.5625,63794.04168701165
2001-02-25,,,,,,,,,10636.1455891927,29271.2392578125,5412.6269938151,22341.875,2594.408333,70256.29517382031
2001-02-26,12246.5904541015,33830.9500732421,6908.57037353515,27197.6875,3314.1125,83497.91090087876,,,9753.60571289062,27222.8955078125,4950.83575439453,20235.5,2407.7125,64570.54947509765
2001-02-27,12456.1232299804,33789.593383789,7174.7421875,27353,3341.075,84114.5338012694,,,10089.744140625,27487.2204589843,5260.93292236328,20571.125,2482.8625,65891.88502197259
2001-02-28,12931.9604492187,33884.5174560546,7144.18881225585,27395.8125,3347.21875,84703.69796752915,,,10645.5545654296,27585.1796875,5267.69854736328,20789,2512.6375,66800.07030029288
2001-03-01,11940.474243164,32538.5963134765,6547.64956665039,27203.6875,3250.50625,81480.9138732909,,,9397.8974609375,26753.2766113281,4866.29901123046,21055.125,2429.1125,64501.71058349606
2001-03-02,11401.2106933593,32066.0808105468,6458.64822387695,26952.125,3206.43125,80084.49597778305,,,9147.328125,26631.6003417968,4861.11706542968,20975.125,2414.6,64029.77053222648
2001-03-03,10652.526184082,30668.0198974609,5697.89108276367,23765.875,2752.50625,73536.81841430659,,,8972.34118652343,26207.150390625,4694.27380371093,19995.75,2340.5,62210.01538085936
2001-03-04,,,,,,,,,9738.54638671875,27849.7277832031,5177.46720377604,22281.9583333333,2547.225,67594.92470703118
2001-03-05,11420.1094970703,31065.4233398437,6487.02383422851,27227.125,3295.48125,79495.1629211425,,,8924.06994628906,24836.3947753906,4717.09844970703,20038.625,2347.9875,60864.17567138669
2001-03-06,11277.3487548828,30905.6099853515,6471.13119506835,26965.625,3330.56875,78950.28368530265,,,8934.4892578125,25197.2536621093,4811.18389892578,20378,2413.875,61734.80181884758
2001-03-07,11371.9603881835,30288.4249267578,6414.67401123046,26325.25,3323.06875,77723.37807617176,,,8959.64624023437,24759.7827148437,4775.51934814453,20106,2420.25,61021.1983032226
2001-03-08,11365.3155517578,30700.5443115234,6464.33422851562,26860.75,3292.49375,78683.43784179681,,,8945.21179199218,25242.0285644531,4804.37786865234,20152.625,2421.1,61565.343225097626
2001-03-09,11229.3097534179,31111.2039794921,6328.63107299804,26705.4375,3237.88125,78612.46355590803,,,9009.40991210937,25838.5541992187,4763.2593383789,20556.125,2410.2625,62577.61094970696
2001-03-10,10696.6469726562,30098.8682861328,5669.70233154296,23337.375,2706.3875,72508.98009033197,,,9009.50305175781,25720.7863769531,4671.05029296875,19921.25,2344.525,61667.11472167966
2001-03-11,,,,,,,,,10094.4786783854,27651.0057779947,5290.53757731119,21377.4166666666,2524.883333,66938.3220333579
2001-03-12,11559.0994262695,31500.7332763671,6613.07696533203,26882.0625,3303.53125,79858.50341796863,,,9032.68139648437,25184.4187011718,4808.75909423828,19944.625,2348.85,61319.33419189445
2001-03-13,11328.2097167968,30731.3422851562,6442.10214233398,26824,3314.7375,78640.39164428698,,,8974.78381347656,25055.1740722656,4789.60137939453,20408.875,2412.4875,61640.92176513669
2001-03-14,11123.4021606445,31216.0284423828,6407.19284057617,26884.3125,3348.125,78979.06094360347,,,8763.81433105468,25518.0681152343,4769.94982910156,20197,2423.625,61672.45727539054
2001-03-15,11265.3425292968,31362.0709228515,6520.5715637207,26734.5,3307.13125,79189.616265869,,,8866.52673339843,25785.9360351562,4846.17425537109,20210,2421.3875,62130.02452392572
2001-03-16,11188.3598632812,31414.5662841796,6417.4849243164,26310.6875,3252.5375,78583.6360717772,,,8976.55517578125,26090.5029296875,4830.13549804687,20295.625,2410.575,62603.393603515615
2001-03-17,10505.3097534179,29193.0583496093,5730.4133605957,23195.25,2745.0375,71369.0689636229,,,8848.34460449218,24946.7321777343,4721.06774902343,19350.25,2340.1875,60206.582031249905
2001-03-18,,,,,,,,,9766.15063476562,26207.4545898437,5144.201171875,21655.5833333333,2623.054166,65396.44389581762
2001-03-19,11524.9911499023,30596.5264892578,6377.32943725585,27636.5625,3423.2125,79558.62207641595,,,9006.02783203125,24461.5178222656,4637.33319091796,19824.125,2381.2875,60310.291345214806
2001-03-20,11573.249633789,30640.5825195312,6288.04367065429,27690.6875,3330.56875,79523.1320739745,,,9168.9169921875,24981.1772460937,4675.06121826171,20307.125,2413.875,61546.15545654291
2001-03-21,11426.0480957031,30473.0205078125,6235.07077026367,27477.9375,3315.29375,78927.37062377926,,,9002.26049804687,24910.6833496093,4641.81036376953,20207.25,2419.6875,61181.6917114257
2001-03-22,11570.2931518554,29934.9044189453,6348.03527832031,27092.125,3331.30625,78276.664099121,,,9106.54174804687,24612.517578125,4717.94311523437,20658.5,2423.9125,61519.414941406234
2001-03-23,11329.4559936523,29180.8403320312,6214.51260375976,26675,3252.5375,76652.34642944326,,,9089.75842285156,24235.3435058593,4677.36791992187,20640.125,2410.575,61053.16984863272
2001-03-24,10698.1006469726,27238.4300537109,5644.43981933593,23748.8125,2752.50625,70082.28927001944,,,9010.72729492187,23276.41796875,4650.2373046875,19617,2340.5,58894.88256835937
2001-03-25,,,,,,,,,9941.54561360677,25034.8978678385,5102.56628417968,21437.0833333333,2606.525,64122.61809895825
2001-03-26,11518.2432250976,30080.6146240234,6434.34741210937,26973.9375,3320.55,78327.69276123037,,,9000.75500488281,24049.052734375,4678.79431152343,19401.375,2351.3875,59481.36455078124
2001-03-27,11383.0983276367,30482.2462158203,6326.14413452148,27378.875,3347.5875,78917.95117797848,,,9018.26965332031,24852.0864257812,4703.38830566406,20427.75,2416.425,61417.91938476558
2001-03-28,11504.1938476562,29738.3104248046,6314.48321533203,27591.4375,3366.29375,78514.71873779282,,,9063.82922363281,24310.0825195312,4700.93035888671,20541.25,2427.3125,61043.40460205072
2001-03-29,11178.6806030273,29720.859008789,6344.79046630859,27465.8125,3377.5,78087.6425781249,,,8798.318359375,24436.5295410156,4715.53137207031,20619.25,2433.8625,61003.49177246091
2001-03-30,11107.3574829101,29487.5084228515,6225.84915161132,27404.125,3333.01875,77557.85880737293,,,8911.56591796875,24490.0385742187,4685.900390625,20491.125,2425.875,61004.50488281245
2001-03-31,10412.9260253906,28024.6458740234,5500.68206787109,23738.125,2984.30625,70660.68521728509,,,8770.53234863281,23948.2734375,4531.80084228515,19420.25,2350.4125,59021.26912841796
