,,                 HA/DA,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000-11-03 00:00:00,1,II2,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,7.06001,2.05,-27.85,-5,-5,-7.01,-3.01,-2.57,1.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LA1,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,MX,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,NV3,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,7.06001,2.05,-26.85,-4,-4,-7.01,-2.01,-1.57,2.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,7.06001,2.05,-26.85,-4,-4,-7.01,-2.01,-1.57,2.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LA2,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LC3,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LC2,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LC1,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LA4,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,II2,LA3,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA1,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA2,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA3,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
