EOLTRAN,DATE,TIME,COMBINED,DAY,USERNM,USER#,COUNTERPTY,ENRON,BEGDATE,ENDDATE,TENOR,QUAN,VOLUME,MEA,P,PRICEINDEX,QUOTED,INDEX,TRDPR,DISC,US000,TRADE,SETTL
987936,2001-03-13 00:00:00,07:58:00,2001-03-13 07:58:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.87,     ,27.87,    ,696,     ,     
992979,2001-03-13 00:00:00,18:35:00,2001-03-13 18:35:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.37,     ,27.37,    ,684,     ,     
992980,2001-03-13 00:00:00,18:36:00,2001-03-13 18:36:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.39,     ,27.38,    ,684,     ,     
1032337,2001-03-23 00:00:00,07:29:00,2001-03-23 07:29:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,26.9,     ,26.9,    ,1345,     ,     
1032388,2001-03-23 00:00:00,07:35:00,2001-03-23 07:35:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,L,NXC2      ,26.92,     ,26.92,    ,1346,     ,     
1107289,2001-04-10 00:00:00,06:55:00,2001-04-10 06:55:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.8,     ,27.79,    ,1390,     ,     
1119337,2001-04-12 00:00:00,07:34:00,2001-04-12 07:34:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,28.52,     ,28.52,    ,1426,     ,     
1134464,2001-04-18 00:00:00,06:55:00,2001-04-18 06:55:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.76,     ,27.76,    ,1388,     ,     
1140188,2001-04-18 00:00:00,19:26:00,2001-04-18 19:26:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,27.86,     ,27.86,    ,1393,     ,     
1140189,2001-04-18 00:00:00,19:30:00,2001-04-18 19:30:00,MON,ROB FU,26678,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,27.9,     ,27.9,    ,1395,     ,     
1140191,2001-04-18 00:00:00,20:44:00,2001-04-18 20:44:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC2      ,27.88,     ,27.87,    ,1394,     ,     
1140192,2001-04-18 00:00:00,20:44:00,2001-04-18 20:44:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC2      ,27.84,     ,27.84,    ,1392,     ,     
1140776,2001-04-19 00:00:00,07:14:00,2001-04-19 07:14:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.76,     ,27.76,    ,1388,     ,     
1140877,2001-04-19 00:00:00,07:37:00,2001-04-19 07:37:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,27.78,     ,27.78,    ,1389,     ,     
1146651,2001-04-20 00:00:00,07:54:00,2001-04-20 07:54:00,MON,PAT DA,85134,PHYSICAL O,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,27.82,     ,27.82,    ,1391,     ,     
726903,2001-01-02 00:00:00,07:41:00,2001-01-02 07:41:00,MON,DOUG F,51278,PLASTICS-P,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,S,NXC2      ,27.29,     ,27.29,5.94,270,27.2,0.109
746466,2001-01-08 00:00:00,06:30:00,2001-01-08 06:30:00,MON,DOUG F,51278,PLASTICS-P,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,S,NXC2      ,28.16,     ,28.16,5.3,420,27.32,27.63
746604,2001-01-08 00:00:00,07:08:00,2001-01-08 07:08:00,MON,DOUG F,51278,PLASTICS-P,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,S,NXC2      ,28.2,     ,28.2,5.3,280,27.32,0.108
751778,2001-01-09 00:00:00,07:38:00,2001-01-09 07:38:00,MON,DOUG F,51278,PLASTICS-P,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.5,     ,27.5,5.32,683,27.63,0.108
775771,2001-01-17 00:00:00,07:56:00,2001-01-17 07:56:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,L,NXC2      ,30.08,     ,30.08,    ,300,     ,     
799862,2001-01-24 00:00:00,07:00:00,2001-01-24 07:00:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29,     ,29,    ,725,     ,     
828413,2001-01-31 00:00:00,04:41:00,2001-01-31 04:41:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC1      ,29.34,     ,29.34,    ,733,     ,     
841865,2001-02-02 00:00:00,07:42:00,2001-02-02 07:42:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,29.7,     ,29.7,    ,742,     ,     
841894,2001-02-02 00:00:00,07:44:00,2001-02-02 07:44:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,29.72,     ,29.71,    ,743,     ,     
886965,2001-02-14 00:00:00,07:18:00,2001-02-14 07:18:00,MON,DOUG F,79902,PLASTICS-W,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,30.16,     ,30.16,    ,754,     ,     
923906,2001-02-25 00:00:00,19:27:00,2001-02-25 19:27:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,29.04,     ,29.04,    ,726,     ,     
952955,2001-03-03 00:00:00,19:31:00,2001-03-03 19:31:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,27.86,     ,27.86,    ,696,     ,     
952956,2001-03-03 00:00:00,19:42:00,2001-03-03 19:42:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,27.88,     ,27.87,    ,697,     ,     
969504,2001-03-07 00:00:00,20:04:00,2001-03-07 20:04:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,10000,   ,L,NXC1      ,28.95,     ,28.95,    ,289,     ,     
1037106,2001-03-26 00:00:00,06:12:00,2001-03-26 06:12:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC1      ,27.5,     ,27.5,    ,1375,     ,     
1042740,2001-03-27 00:00:00,06:27:00,2001-03-27 06:27:00,MON,MARIO ,87658,PROD-OPT-W,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,20000,   ,S,NXC2      ,27.5,     ,27.5,    ,550,     ,     
942970,2001-03-01 00:00:00,07:28:00,2001-03-01 07:28:00,MON,TKNITT,65268,RELIANT EN,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.46,     ,27.45,    ,686,     ,     
948543,2001-03-02 00:00:00,07:37:00,2001-03-02 07:37:00,MON,TKNITT,65268,RELIANT EN,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,27.8,     ,27.79,    ,695,     ,     
1037391,2001-03-26 00:00:00,07:37:00,2001-03-26 07:37:00,MON,TKNITT,65268,RELIANT EN,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,L,NXC2      ,27.4,     ,27.4,    ,1370,     ,     
765108,2001-01-11 00:00:00,21:13:00,2001-01-11 21:13:00,MON,MARIO ,26694,RESID     ,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.44,     ,29.44,    ,736,     ,     
765109,2001-01-11 00:00:00,21:14:00,2001-01-11 21:14:00,MON,MARIO ,26694,RESID     ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.21,     ,28.2,    ,705,     ,     
765111,2001-01-11 00:00:00,21:19:00,2001-01-11 21:19:00,MON,MARIO ,26694,RESID     ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.25,     ,28.25,    ,706,     ,     
765114,2001-01-11 00:00:00,21:48:00,2001-01-11 21:48:00,MON,MARIO ,26694,RESID     ,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.31,     ,28.3,    ,707,     ,     
936814,2001-02-28 00:00:00,07:19:00,2001-02-28 07:19:00,MON,SARAH ,91196,RESID FINA,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,15000,   ,L,NXC2      ,28.32,     ,28.32,    ,424,     ,     
726299,2001-01-01 00:00:00,18:05:00,2001-01-01 18:05:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,26.99,     ,26.99,6,669,26.79,27.63
726300,2001-01-01 00:00:00,18:05:00,2001-01-01 18:05:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.01,     ,27.01,6,670,26.79,27.63
726301,2001-01-01 00:00:00,18:05:00,2001-01-01 18:05:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.03,     ,27.03,6,670,26.79,27.63
726302,2001-01-01 00:00:00,18:05:00,2001-01-01 18:05:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.05,     ,27.04,6,671,26.79,27.63
726304,2001-01-01 00:00:00,18:19:00,2001-01-01 18:19:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.09,     ,27.09,6,672,26.79,27.63
731802,2001-01-03 00:00:00,07:43:00,2001-01-03 07:43:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.35,     ,27.35,5.79,679,28,0.104
731804,2001-01-03 00:00:00,07:43:00,2001-01-03 07:43:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.32,     ,27.32,5.79,678,28,27.63
731836,2001-01-03 00:00:00,07:49:00,2001-01-03 07:49:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.29,     ,27.29,5.79,677,28,0.104
731837,2001-01-03 00:00:00,07:49:00,2001-01-03 07:49:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.26,     ,27.26,5.79,676,28,27.63
731853,2001-01-03 00:00:00,07:51:00,2001-01-03 07:51:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.23,     ,27.23,5.79,676,28,0.104
731858,2001-01-03 00:00:00,07:52:00,2001-01-03 07:52:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.24,     ,27.24,5.79,676,28,0.104
736873,2001-01-04 00:00:00,07:41:00,2001-01-04 07:41:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.8,     ,27.79,5.55,690,28.13,0.109
756625,2001-01-10 00:00:00,07:57:00,2001-01-10 07:57:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.7,     ,27.7,    ,692,     ,     
761728,2001-01-11 00:00:00,07:41:00,2001-01-11 07:41:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,29.42,     ,29.42,    ,735,     ,     
790463,2001-01-21 00:00:00,18:46:00,2001-01-21 18:46:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,30.24,     ,30.24,    ,756,     ,     
790464,2001-01-21 00:00:00,18:46:00,2001-01-21 18:46:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,30.3,     ,30.29,    ,757,     ,     
791164,2001-01-22 00:00:00,07:47:00,2001-01-22 07:47:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,30.04,     ,30.04,    ,751,     ,     
800076,2001-01-24 00:00:00,07:38:00,2001-01-24 07:38:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,28.98,     ,28.98,    ,724,     ,     
800118,2001-01-24 00:00:00,07:46:00,2001-01-24 07:46:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,28.94,     ,28.94,    ,723,     ,     
800123,2001-01-24 00:00:00,07:47:00,2001-01-24 07:47:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.96,     ,28.95,    ,724,     ,     
847947,2001-02-05 00:00:00,07:54:00,2001-02-05 07:54:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,31.08,     ,31.08,    ,777,     ,     
859458,2001-02-07 00:00:00,07:44:00,2001-02-07 07:44:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,30.32,     ,30.32,    ,758,     ,     
864761,2001-02-07 00:00:00,22:18:00,2001-02-07 22:18:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,30.88,     ,30.87,    ,772,     ,     
864764,2001-02-07 00:00:00,22:22:00,2001-02-07 22:22:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,30.82,     ,30.82,    ,770,     ,     
892370,2001-02-14 00:00:00,20:25:00,2001-02-14 20:25:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,29.34,     ,29.34,    ,733,     ,     
892371,2001-02-14 00:00:00,20:26:00,2001-02-14 20:26:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,29.32,     ,29.32,    ,733,     ,     
913047,2001-02-21 00:00:00,20:28:00,2001-02-21 20:28:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,28.9,     ,28.9,    ,722,     ,     
913048,2001-02-21 00:00:00,21:07:00,2001-02-21 21:07:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,28.9,     ,28.9,    ,722,     ,     
913987,2001-02-22 00:00:00,07:52:00,2001-02-22 07:52:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,28.86,     ,28.86,    ,721,     ,     
924510,2001-02-26 00:00:00,07:31:00,2001-02-26 07:31:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,28.88,     ,28.87,    ,722,     ,     
929820,2001-02-26 00:00:00,19:45:00,2001-02-26 19:45:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,15000,   ,S,NXC2      ,28.12,     ,28.12,    ,421,     ,     
929821,2001-02-26 00:00:00,19:45:00,2001-02-26 19:45:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,28.14,     ,28.13,    ,703,     ,     
936213,2001-02-27 00:00:00,18:03:00,2001-02-27 18:03:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,10000,   ,L,NXC2      ,28.22,     ,28.21,    ,282,     ,     
942204,2001-02-28 00:00:00,18:38:00,2001-02-28 18:38:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,27.38,     ,27.37,    ,684,     ,     
947940,2001-03-01 00:00:00,20:17:00,2001-03-01 20:17:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.86,     ,27.86,    ,696,     ,     
947942,2001-03-01 00:00:00,20:18:00,2001-03-01 20:18:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.86,     ,27.86,    ,696,     ,     
947944,2001-03-01 00:00:00,20:18:00,2001-03-01 20:18:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.86,     ,27.86,    ,696,     ,     
947946,2001-03-01 00:00:00,20:23:00,2001-03-01 20:23:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,5000,   ,S,NXC2      ,27.86,     ,27.86,    ,139,     ,     
947947,2001-03-01 00:00:00,20:29:00,2001-03-01 20:29:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,20000,   ,S,NXC2      ,27.86,     ,27.86,    ,557,     ,     
947948,2001-03-01 00:00:00,20:32:00,2001-03-01 20:32:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,10000,   ,S,NXC2      ,27.88,     ,27.87,    ,278,     ,     
947949,2001-03-01 00:00:00,20:43:00,2001-03-01 20:43:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,15000,   ,S,NXC2      ,27.88,     ,27.87,    ,418,     ,     
953025,2001-03-04 00:00:00,18:05:00,2001-03-04 18:05:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,27.94,     ,27.94,    ,698,     ,     
958004,2001-03-05 00:00:00,19:48:00,2001-03-05 19:48:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.59,     ,28.59,    ,714,     ,     
970234,2001-03-08 00:00:00,06:35:00,2001-03-08 06:35:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.85,     ,28.85,    ,721,     ,     
970498,2001-03-08 00:00:00,07:25:00,2001-03-08 07:25:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,28.85,     ,28.85,    ,721,     ,     
976505,2001-03-09 00:00:00,08:00:00,2001-03-09 08:00:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,28.27,     ,28.27,    ,706,     ,     
1004997,2001-03-16 00:00:00,06:56:00,2001-03-16 06:56:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,10000,   ,S,NXC2      ,26.83,     ,26.83,    ,268,     ,     
1005090,2001-03-16 00:00:00,07:13:00,2001-03-16 07:13:00,MON,OILDER,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC2      ,26.81,     ,26.8,    ,670,     ,     
1005265,2001-03-16 00:00:00,07:41:00,2001-03-16 07:41:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC2      ,26.91,     ,26.91,    ,672,     ,     
1015152,2001-03-20 00:00:00,06:57:00,2001-03-20 06:57:00,MON,MARTIN,66881,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,15000,   ,S,NXC1      ,26.26,     ,26.26,    ,393,     ,     
1015155,2001-03-20 00:00:00,06:58:00,2001-03-20 06:58:00,MON,MARTIN,66881,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,15000,   ,L,NXC1      ,26.26,     ,26.26,    ,393,     ,     
1015564,2001-03-20 00:00:00,07:59:00,2001-03-20 07:59:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,26.22,     ,26.21,    ,655,     ,     
1037487,2001-03-26 00:00:00,07:48:00,2001-03-26 07:48:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,27.42,     ,27.42,    ,1371,     ,     
1050088,2001-03-28 00:00:00,07:42:00,2001-03-28 07:42:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC2      ,27.46,     ,27.45,    ,1373,     ,     
1056711,2001-03-28 00:00:00,21:10:00,2001-03-28 21:10:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC1      ,26.48,     ,26.48,    ,1324,     ,     
1057461,2001-03-29 00:00:00,07:04:00,2001-03-29 07:04:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,L,NXC1      ,26.5,     ,26.5,    ,1325,     ,     
1064120,2001-03-30 00:00:00,07:57:00,2001-03-30 07:57:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,35000,   ,S,NXC2      ,26.48,     ,26.48,    ,926,     ,     
1069137,2001-04-01 00:00:00,18:04:00,2001-04-01 18:04:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,26.44,     ,26.44,    ,1322,     ,     
1069502,2001-04-02 00:00:00,07:00:00,2001-04-02 07:00:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,25000,   ,L,NXC1      ,26.34,     ,26.34,    ,658,     ,     
1069561,2001-04-02 00:00:00,07:15:00,2001-04-02 07:15:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,26.3,     ,26.29,    ,1315,     ,     
1069666,2001-04-02 00:00:00,07:35:00,2001-04-02 07:35:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,26.32,     ,26.32,    ,1316,     ,     
1094774,2001-04-05 00:00:00,20:02:00,2001-04-05 20:02:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.22,     ,27.21,    ,1361,     ,     
1094775,2001-04-05 00:00:00,20:02:00,2001-04-05 20:02:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC1      ,27.18,     ,27.18,    ,1359,     ,     
1107736,2001-04-10 00:00:00,07:46:00,2001-04-10 07:46:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,L,NXC2      ,27.92,     ,27.92,    ,1396,     ,     
1118689,2001-04-11 00:00:00,20:47:00,2001-04-11 20:47:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,25000,   ,L,NXC1      ,28.36,     ,28.36,    ,709,     ,     
1119306,2001-04-12 00:00:00,07:30:00,2001-04-12 07:30:00,MON,DOMEST,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,28.54,     ,28.54,    ,1427,     ,     
1124297,2001-04-15 00:00:00,18:12:00,2001-04-15 18:12:00,MON,SEMPRA,57508,SEMPRA ENE,N,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,25000,   ,S,NXC1      ,28.14,     ,28.13,    ,703,     ,     
755828,2001-01-09 00:00:00,23:29:00,2001-01-09 23:29:00,MON,HANS W,85021,SINGAPORE-,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,21000,   ,S,NXC1      ,27.7,     ,27.7,5.32,578,27.63,27.63
755937,2001-01-10 00:00:00,02:28:00,2001-01-10 02:28:00,MON,HANS W,85021,SINGAPORE-,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,4000,   ,S,NXC1      ,27.7,     ,27.7,    ,110,     ,     
760897,2001-01-10 00:00:00,21:43:00,2001-01-10 21:43:00,MON,HANS W,85021,SINGAPORE-,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.6,     ,29.6,    ,740,     ,     
761107,2001-01-11 00:00:00,03:39:00,2001-01-11 03:39:00,MON,HANS W,85021,SINGAPORE-,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,29.58,     ,29.58,    ,739,     ,     
