NEW GAS FIRED PLANT ADDITIONS (1999 THROUGH 2005),,,,,,,,,,,,,,,,,,,
NERC REGION,YEAR,Plant Description,Pipeline,State,Probability,Type,Month,Operational?,Plant Capacity,Merchant Capacity,Machine Type,Tot Plant Capacity High,Tot Plant Capacity Medium,Tot Plant Capacity Low,Tot Gas Usage High,Tot Gas Usage Medium,Tot Gas Usage Low,Summer Only,ID
NPCCC,2000,Enron Canada - Moore Power Plant,TCPL/Union,ON,Low,CT,December,N,166,166,,0,0,166,0,0,30544,0,146
NPCCC,2000,Tractabel/NB Power,,NB,Low,CC,December,N,350,350,,0,0,350,0,0,63000,0,162
NPCCC,2001,Tractebel/NB Power,,NB,Low,CC,December,N,280,280,,0,0,280,0,0,50400,0,317
NPCCC,2001,Westcoast Power - Bayside Power,,NB,Low,CC,September,N,265,265,,0,0,265,0,0,47700,0,764
NPCCC,2001,Boralex - Senneterre,,PQ,High,CT,June,N,32,32,,32,0,0,5888,0,0,5888,765
NPCCC,2001,New Bunswick Power - Bayside Conv (Courtney Bay),MNE,NB,High,CC,,N,265,265,,265,0,0,47700,0,0,0,303
NPCCC,2001,Toronto Hydro - Cascades,,ON,Med,CC,January,N,112,0,,0,112,0,0,20160,0,0,319
NPCCC,2001,Northland Power,,ON,Low,Cogen,,N,250,250,,0,0,250,0,0,39000,0,304
NPCCC,2001,TransAlta - Sarnia,,ON,High,Cogen,January,N,520,520,,520,0,0,81120,0,0,0,318
NPCCC,2002,CUPIL - Lakeview,,ON,Low,CC,September,N,550,550,,0,0,550,0,0,99000,0,492
NPCCC,2002,Sithe - Southdown Station (Mississauga),TCPL,ON,Med,CC,October,N,800,800,,0,800,0,0,144000,0,0,763
NPCCC,2002,Sithe - Goreway (Brampton),TCPL,ON,Med,CC,October,N,800,800,,0,800,0,0,144000,0,0,505
NPCCC,2002,Dofasco,,ON,Low,Cogen,July,N,500,500,,0,0,500,0,0,78000,0,493
NPCCC,2002,New Bunswick Power - Bayside Conv (Courtney Bay),MNE,NB,High,CC,June,N,260,260,,260,0,0,46800,0,0,0,501
NPCCC,2003,JD Irving Oil - New Brunswick,MNE,NB,High,CC,,N,95,95,,95,0,0,17100,0,0,0,743
,,,,,,,,,5245,5133,0,1172,1712,2361,198608,308160,407644,,
PJM,1999,Williams - Hazelton (Repowering),Transco Z6,PA,Low,CC,June,N,120,120,,0,0,120,0,0,21600,0,53
PJM,1999,PP&L Global - Martins Creek (to 2002),,PA,Low,CC,,N,0,0,,0,0,0,0,0,0,0,52
PJM,2000,Calpine - Ontelaunee Energy (2001),TETCO,PA,Low,CC,,N,0,0,,0,0,0,0,0,0,0,93
PJM,2000,PSEG - Burlington,,NJ,High,CT,June,Y,186,186,0,186,0,0,34224,0,0,34224,685
PJM,2000,Trigen-Cinergy - Sweetheart Cups,,MD,High,Cogen,December,N,15,0,,15,0,0,2340,0,0,0,96
PJM,2000,Motiva - Delaware City,,DE,High,CT,May,Y,156.4,156.4,,156.4,0,0,28777.6,0,0,28777.6,95
PJM,2000,Commonwealth-Chesapeake - TM Power,,VA,High,CT,July,Y,135,135,,135,0,0,24840,0,0,24840,94
PJM,2001,Statoil - Kraft Foods,,DE,Med,Cogen,,N,88,88,,0,88,0,0,13728,0,0,276
PJM,2001,Connectiv - New Castle Co (Wilmington),,DE,Med,CT,June,N,335,335,,0,335,0,0,61640,0,15410,275
PJM,2001,Calpine - Ontelaunee Energy Center,TETCO,PA,Med,CC,November,N,545,545,,0,545,0,0,98100,0,0,272
PJM,2001,PEI/Cayuga - Scranton,,PA,Med,CT,July,N,45,45,,0,45,0,0,8280,0,2070,663
PJM,2001,Columbia Electric - Kelson Ridge (2003?),,PA,Med,CC,,N,550,550,,0,550,0,0,99000,0,0,273
PJM,2001,Chesapeake - Seaford Expanson,,DE,High,CT,July,,10,0,,10,0,0,1840,0,0,1840,274
PJM,2001,Old Dominion (old AES) - Ironwood,TETCO,PA,High,CC,July,N,720,200,,720,0,0,129600,0,0,0,271
PJM,2002,PG&E -West Deptford (Mantua Creek),,NJ,Med,CC,,N,800,800,,0,800,0,0,144000,0,0,441
PJM,2002,AES - Redoak (Sayreville),,NJ,High,CC,March,N,830,830,,830,0,0,149400,0,0,0,434
PJM,2002,Columbia Electric - Liberty Power,TETCO,PA,High,Cogen,1Q,N,500,500,,500,0,0,78000,0,0,0,435
PJM,2002,Connectiv - New Castle Co (Wilmington),,DE,Med,CC,,N,165,0,,0,165,0,0,29700,0,0,436
PJM,2002,Old Dominion - Armstrong (Cecil Co),CNG,MD,Med,CC,,N,1020,1020,,0,1020,0,0,183600,0,0,438
PJM,2002,Connectiv - Northampton (Bethlehem),,PA,Med,CC,,,500,500,,0,500,0,0,90000,0,0,720
PJM,2002,FPL/Sunoco - Marcus Hook Refinery,,PA,Med,CC,March,N,725,725,,0,725,0,0,130500,0,0,437
PJM,2002,PG&E - Linden (Liberty Project),,NJ,High,CC,,N,1100,1100,,1100,0,0,198000,0,0,0,440
PJM,2002,PP&L Global - Martins Creek (N End),,PA,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,442
PJM,2002,PP&L - Upper Hanover,TETCO,PA,High,CT,,N,90,90,,90,0,0,16560,0,0,16560,443
PJM,2002,PP&L - Hatfield,TETCO,PA,High,CT,,N,90,90,,90,0,0,16560,0,0,16560,444
PJM,2002,PP&L - West Earl Township,Columbia Gas,PA,High,CT,,N,450,450,,450,0,0,82800,0,0,82800,445
PJM,2002,PP&L - West Hempfield,TETCO,PA,High,CT,,N,180,180,,180,0,0,33120,0,0,33120,446
PJM,2002,PP&L - Eden,Transco,PA,High,CT,,N,90,90,,90,0,0,16560,0,0,16560,447
PJM,2002,PSEG Power - Bergen Stn,,PA,Med,CC,,N,500,500,,0,500,0,0,90000,0,0,448
PJM,2002,Panda - Upper Hanover (Perkiomen),,PA,Med,CC,,N,1000,1000,,0,1000,0,0,180000,0,0,439
PJM,2003,Orion (formerly Columbia Electric) - Kelson Ridge,Columbia Gas,MD,Med,CC,January,N,1650,1650,,0,1650,0,0,297000,0,0,580
PJM,2003,"Allegheny Energy Unites 3,4,5",,PA,Med,CC,,N,540,540,,0,540,0,0,97200,0,0,578
PJM,2003,PSEG - Linden,,NJ,Med,CC,May,N,1186,1186,,0,1186,0,0,213480,0,0,579
,,,,,,,,,14921.4,14211.4,0,4552.4,10249,120,812621.6,1844228,21600,272761.6,12544
SERC,1999,ENA - Brownsville,ANR,TN,High,CT,June,Y,475,475,,475,0,0,87400,0,0,87400,64
SERC,1999,ENA - Caledonia,Tenn,MS,High,CT,June,Y,475,475,,475,0,0,87400,0,0,87400,65
SERC,1999,ENA - New Albany,Col Gulf,MS,High,CT,June,N,390,390,,390,0,0,71760,0,0,71760,66
SERC,1999,Olgethrope Power - Smarr Energy,,AL,High,CT,June,Y,217.4,0,,217.4,0,0,40001.6,0,0,40001.6,63
SERC,1999,Alabama Power - Burkville Cogen,,AL,High,CC,July,Y,97,0,,97,0,0,17460,0,0,0,62
SERC,1999,OG&E - Magee,Destin,MS,High,CT,June,N,100,100,,100,0,0,18400,0,0,18400,70
SERC,1999,Entergy,Columbia Gulf,AR,High,CT,February,Y,306,0,,306,0,0,56304,0,0,56304,67
SERC,1999,Entergy,Columbia Gulf,LA,High,CT,February,Y,281.1,0,,281.1,0,0,51722.4,0,0,51722.4,68
SERC,1999,Morgan Stanley - Lee County,SoNat,GA,High,CC,,N,100,100,,100,0,0,18000,0,0,0,69
SERC,1999,CP&L - Asheville,,NC,High,CT,June,Y,165,0,,165,0,0,30360,0,0,30360,59
SERC,1999,Alabama Power - Washington #1,,AL,High,CT,February,Y,109,0,,109,0,0,20056,0,0,20056,61
SERC,2000,CP&L - Monroe Walton Co.,Transco,GA,High,CT,January,Y,136,0,,136,0,0,25024,0,0,25024,60
SERC,2000,ENA - Gleason,ANR,TN,High,CT,May,Y,462.4,462.4,,462.4,0,0,85081.6,0,0,85081.6,172
SERC,2000,TVA Gallatin Plant  (Wilson County),Columbia Gulf,TN,High,CT,July,Y,300,300,,300,0,0,55200,0,0,55200,183
SERC,2000,Dynegy - Rockingham,Transco Z5,NC,High,CT,June,Y,800,200,,800,0,0,147200,0,0,147200,170
SERC,2000,Walton EMC - Doyle,Transco Z4,GA,High,CT,May,Y,263.5,0,,263.5,0,0,48484,0,0,48484,186
SERC,2000,Dynegy - Lake Charles (Calcasieu),Koch/Sabine,LA,High,CT,June,Y,155,155,,155,0,0,28520,0,0,28520,169
SERC,2000,Entergy - Louisiana 2  (Baton Rouge),,LA,High,CT,July,Y,140,0,,140,0,0,25760,0,0,25760,173
SERC,2000,CP&L - Wayne Co,NCNG,NC,High,CT,May,Y,720,0,,720,0,0,132480,0,0,132480,167
SERC,2000,ENA - Calvert City,TGT,KY,Low,CT,June,N,0,0,,0,0,0,0,0,0,0,171
SERC,2000,CP&L - Asheville 4,,NC,High,CT,March,Y,180,0,,180,0,0,33120,0,0,33120,166
SERC,2000,Calpine - Cataula,,GA,High,CT,June,Y,680,680,,680,0,0,125120,0,0,125120,165
SERC,2000,Alabama Power (SOCO) - Barry,Koch,AL,High,CC,May,Y,457.5,0,,457.5,0,0,82350,0,0,0,164
SERC,2000,NRG - Sterlington,,LA,High,CT,June,N,132,132,0,132,0,0,24288,0,0,24288,682
SERC,2000,FPL - Kinetic,,AL,Med,CT,,N,628,628,0,0,628,0,0,115552,0,28888,681
SERC,2000,Baconton (Cornerstone),,GA,High,CT,June,Y,188,188,LM 6000,188,0,0,34592,0,0,34592,680
SERC,2000,Dominion - VA Power (Caroline Co) - 2001?,,VA,Med,CT,June,N,320,0,,0,320,0,0,58880,0,14720,168
SERC,2000,Oglethorpe - Polk County,,GA,High,CT,June,Y,500,0,,500,0,0,92000,0,0,92000,178
SERC,2000,Cogentrix - Southaven,,NC,High,CT,March,Y,680.9,680.9,0,680.9,0,0,125285.6,0,0,125285.6,690
SERC,2000,VEPCO (Virginia Power) - Fauquier City (Remington),,VA,High,CT,June,Y,616,0,,616,0,0,113344,0,0,113344,185
SERC,2000,TVA Johnsonville,,TN,High,CT,July,Y,300,300,,300,0,0,55200,0,0,55200,184
SERC,2000,Georgia Power (SOCO) - Dahlberg,Transco Z4,GA,High,CT,June,Y,640,0,,640,0,0,117760,0,0,117760,174
SERC,2000,PG&E(US Gen) - Georgia,,GA,Low,1,,N,440,440,,0,0,440,0,0,80960,0,180
SERC,2000,Sonat Energy - Upson County (Thomaston) - West Georgia Gen,SoNat,GA,High,CT,June,Y,680,115,,680,0,0,125120,0,0,125120,182
SERC,2000,Old Dominion CO-OP (Remington),,VA,Low,1,,N,0,0,,0,0,0,0,0,0,0,179
SERC,2000,Skygen - Broad River Energy center,,SC,High,CT,July,Y,453,453,,453,0,0,83352,0,0,83352,181
SERC,2000,Morgan Stanley - Decatur,,GA,Med,CT,,N,80,80,,0,80,0,0,14720,0,3680,177
SERC,2000,LS Power/Cogentrix - Batesville,ANR/Tenn/Trkl/Col Gulf,MS,High,CC,March,Y,837,837,,837,0,0,150660,0,0,0,176
SERC,2000,LG&E - Clarke County,Transco Z4,GA,Med,CT,June,N,325,0,,0,325,0,0,59800,0,14950,175
SERC,2000,Duke - Calvert City (Marshall Co) I,,KY,High,CT,June,Y,68,68,7EA,68,0,0,12512,0,0,12512,458
SERC,2001,Skygen/InterGen - Pine Bluff Energy Center,Reliant,AR,High,CC,,N,220,220,,220,0,0,39600,0,0,0,340
SERC,2001,Skygen/InterGen - Mobile (Hog Bayou Energy Center),,AL,High,CC,,N,250,230,,250,0,0,45000,0,0,0,339
SERC,2001,SMEPA - Duke - (Hinds Energy),TETCO,MS,High,CC,June,N,500,500,,500,0,0,90000,0,0,0,341
SERC,2001,Constellation Power - Bristol (Wolf Hills Energy),,VA,High,CT,,N,250,250,,250,0,0,46000,0,0,46000,342
SERC,2001,Mississippi Power - Victor Daniel,Destin,MS,High,CC,January,N,1000,1000,,1000,0,0,180000,0,0,0,338
SERC,2001,PG&E - Ballard,,KY,Med,CT,June,N,180,180,,0,180,0,0,33120,0,8280,768
SERC,2001,Duke - Attala Energy (Kosciusko),TETCO,MS,High,CC,June,N,510,510,,510,0,0,91800,0,0,0,344
SERC,2001,TVA Gallatin Plant (Wilson Co) & Johnsonville?,Col Gulf,TN,High,CT,June,N,600,0,,600,0,0,110400,0,0,110400,346
SERC,2001,Duke - Murray Energy Facility,,GA,Med,CC,June,N,1200,1200,,0,1200,0,0,216000,0,0,776
SERC,2001,PG&E - Metcalf,,KY,Med,CT,June,N,180,180,,0,180,0,0,33120,0,8280,775
SERC,2001,Tenaska - Autauga Co II,,AL,Med,CC,,N,900,900,0,0,900,0,0,162000,0,0,686
SERC,2001,"Dynegy - Heard Co., GA",Transco Z4,GA,High,CT,June,N,500,500,,500,0,0,92000,0,0,92000,332
SERC,2001,Dynegy - Lake Charles (Calcasieu),Koch/Sabine,LA,High,CT,July,N,165,165,,165,0,0,30360,0,0,30360,333
SERC,2001,"LG&E - Monroe, GA",Transco Z4,GA,High,CT,June,N,450,450,,450,0,0,82800,0,0,82800,337
SERC,2001,Entergy (EWO) - Vicksburg,,MS,Med,1,Spring,N,300,300,,0,300,0,0,55200,0,13800,334
SERC,2001,ENA - St. Charles,Bridgeline,LA,Low,CT,June,N,325,325,,0,0,325,0,0,59800,0,335
SERC,2001,FPL - Doswell,CNG PL1,VA,High,CT,June,N,171,171,,171,0,0,31464,0,0,31464,336
SERC,2001,Georgia Power (SOCO) - Dahlberg,Transco Z4,GA,High,CT,June,N,160,0,,160,0,0,29440,0,0,29440,343
SERC,2001,CP&L - Hamlet,,NC,High,CT,June,N,620,0,,620,0,0,114080,0,0,114080,331
SERC,2001,CP&L - Monroe Walton Co.,Transco,GA,Med,CT,,N,300,0,,0,300,0,0,55200,0,13800,330
SERC,2001,NRG - Sterlington,,LA,High,CT,,,67,67,,67,0,0,12328,0,0,12328,285
SERC,2001,CP&L - Rowan County,Transco Z5,NC,High,CT,June,N,465,0,,465,0,0,85560,0,0,85560,329
SERC,2001,Cogentrix - Bogalusa (Washington Co),,LA,Low,CC,,N,800,800,,0,0,800,0,0,144000,0,328
SERC,2001,Alabama Power (SOCO) - Barry II,Koch,AL,High,CC,June,N,537,0,,537,0,0,96660,0,0,0,327
SERC,2001,Alabama Power - Theodore Cogen,Mobile Gas,AL,High,Cogen,June,N,207,0,,207,0,0,32292,0,0,0,326
SERC,2001,AEC (McWilliams),FGT,AL,High,CC,November,N,500,250,,500,0,0,90000,0,0,0,325
SERC,2002,Acadia Power Partners - Eunice,,LA,Med,CC,,N,1000,1000,,0,1000,0,0,180000,0,0,449
SERC,2002,Duke - Buffalo Creek,,GA,Med,CC,June,N,620,620,,0,620,0,0,111600,0,0,770
SERC,2002,CP&L - Richmond County (Hamlet),Transco Z5,NC,Med,CC,June,N,625,0,,0,625,0,0,112500,0,0,457
SERC,2002,TVA,,MS,Low,CT,,N,340,0,,0,0,340,0,0,62560,0,474
SERC,2002,Calpine/Solutia - Decatur Energy - Phase I,Midcoast,AL,High,Cogen,June,N,440,440,,440,0,0,68640,0,0,0,452
SERC,2002,Georgia Power - Savannah,,GA,Med,1,Summer,N,1600,0,,0,1600,0,0,294400,0,73600,464
SERC,2002,Georgia Power - Plant Wansley,Transco Z4,GA,High,CC,June,N,1132,0,,1132,0,0,203760,0,0,0,463
SERC,2002,Georgia Power - Goat Rock,,AL,Med,CC,Early,N,500,500,,0,500,0,0,90000,0,0,462
SERC,2002,GenPower - Lonoke (Keo),,AR,Low,CC,4Q,N,640,640,GE 7FA,0,0,640,0,0,115200,0,461
SERC,2002,Entergy/PPG Industries (Westlake),,LA,Med,Cogen,,N,448,448,,0,448,0,0,69888,0,0,460
SERC,2002,Georgia Power (SOCO) - Dahlberg,Transco Z4,GA,High,CT,June,N,400,0,,400,0,0,73600,0,0,73600,465
SERC,2002,Duke - Sandersville Station (Washington Co),,GA,Med,CT,June,N,640,640,,0,640,0,0,117760,0,29440,779
SERC,2002,Alabama Power (SOCO) - Barry II,Koch,AL,High,CC,May,N,233,0,,233,0,0,41940,0,0,0,451
SERC,2002,AEP - Dow Plaquemine (Baton Rouge),,LA,Med,Cogen,,N,900,900,,0,900,0,0,140400,0,0,450
SERC,2002,Tenaska - Lindsay Hill (Billingsley),,AL,High,CC,,N,846,846,,846,0,0,152280,0,0,0,475
SERC,2002,Entergy (EWO) - Lake Charles,,LA,Med,Cogen,,N,500,100,,0,500,0,0,78000,0,0,459
SERC,2002,TVA Brownsville,,TN,Low,CT,,N,680,0,,0,0,680,0,0,125120,0,473
SERC,2002,Calpine - Morgan Energy Center,,AL,High,Cogen,,N,440,440,,440,0,0,68640,0,0,0,453
SERC,2002,Cogentrix - Caledonia (Lowdes Co?),Tennessee,MS,High,1,,N,0,0,,0,0,0,0,0,0,0,454
SERC,2002,Cogentrix - Southaven,TGT,MS,High,CT,June,N,800,800,,800,0,0,147200,0,0,147200,455
SERC,2002,SCE&G - Aiken Co,,SC,Med,CC,June,N,450,0,,0,450,0,0,81000,0,0,471
SERC,2002,Cogentrix - Sterlington,,LA,Low,CC,,N,800,800,,0,0,800,0,0,144000,0,456
SERC,2002,Skygen - St. Francisville,,LA,Med,Cogen,June,,520,520,,0,520,0,0,81120,0,0,724
SERC,2002,Oglethorpe - Talbot Co.,,GA,Med,CT,June,,434,0,,0,434,0,0,79856,0,19964,723
SERC,2002,CP&L - Effingham Co,,GA,Med,CT,July,N,525,0,,0,525,0,0,96600,0,24150,721
SERC,2002,Kinder Morgan/SEI - Little Rock (Wrightsville),NGPL,AR,Low,CT,April,N,550,550,,0,0,550,0,0,101200,0,466
SERC,2002,Duke - Calvert City (Marshall Co) II,,KY,Med,CT,June,N,570,570,7EA,0,570,0,0,104880,0,26220,693
SERC,2002,Tenaska - Heard County,,GA,High,CT,,N,950,950,,950,0,0,174800,0,0,174800,345
SERC,2002,GenPower - Sallis (Attala Co),,MS,Low,CC,June,,640,640,,0,0,640,0,0,115200,0,722
SERC,2002,Nation Energy - Chalmette (to 2002),,LA,Med,Cogen,,N,110,110,,0,110,0,0,17160,0,0,467
SERC,2002,Santee Cooper - Anderson Co (Rainey Plant),Transco Z4,SC,High,CC,January,N,650,0,,650,0,0,117000,0,0,0,469
SERC,2002,Duke - Hot Spring Energy I (Malvern),,AR,Med,CC,June,N,620,620,,0,620,0,0,111600,0,0,757
SERC,2002,Old Dominion CO-OP (Boswells Tavern),,VA,Med,CT,,N,570,0,,0,570,0,0,104880,0,26220,468
SERC,2002,Santee Cooper - Anderson Co (Rainey Plant),Transco Z4,SC,High,CT,January,N,490,0,,490,0,0,90160,0,0,90160,470
SERC,2002,SOCO - Plant Smith (Gulf Power),FGT,FL,High,CC,,N,574,0,,574,0,0,103320,0,0,0,472
SERC,2003,SkyGen - Calhoun Co (Eastman),,SC,Med,CC,,,500,500,,0,500,0,0,90000,0,0,707
SERC,2003,Oglethorpe - Talbot Co,,GA,Med,CT,June,,218,0,,0,218,0,0,40112,0,10028,706
SERC,2003,AES - Cyprus,,AR,Med,CT,,N,540,540,,0,540,0,0,99360,0,24840,767
SERC,2003,Cogentrix - Henry County,TGT,VA,Med,CC,,N,1100,1100,,0,1100,0,0,198000,0,0,670
SERC,2003,Cogentrix - Blount,,AL,Low,CC,,,800,800,,0,0,800,0,0,144000,0,560
SERC,2003,Alabama Power (SOCO) - Autaugaville,,AL,High,CC,,,1260,0,,1260,0,0,226800,0,0,0,588
SERC,2003,Panda - Union County (El Dorado) 2002??,Panda Int PL fed by Tennessee/Gulf States PL,AR,Med,CC,March,N,2720,2720,,0,2720,0,0,489600,0,0,587
SERC,2003,Duke - Southaven,,MS,Low,1,,N,640,640,,0,0,640,0,0,117760,0,586
SERC,2003,GenPower - Quinton,,AL,Low,CC,,N,600,600,,0,0,600,0,0,108000,0,584
SERC,2003,LG&E - Tiger Creek,,GA,Med,CT,,N,850,850,,0,850,0,0,156400,0,39100,782
SERC,2003,Calpine - Haywood Energy Center,,TN,Med,CC,,,770,770,,0,770,0,0,138600,0,0,649
SERC,2003,NRG - Big Cajun I,,LA,Med,CT,,N,240,240,,0,240,0,0,44160,0,11040,769
SERC,2003,Tenaska - Lonoke,,AR,Med,CC,May,,1700,1700,,0,1700,0,0,306000,0,0,708
SERC,2003,Calpine - Lowndes Co (Lone Oak),Tennessee,MS,High,CT,Early,N,800,800,,800,0,0,147200,0,0,147200,581
SERC,2003,CP&L - Rowan County,Transco Z5,NC,Med,CC,June,N,470,0,,0,470,0,0,84600,0,0,583
SERC,2003,Calpine - Tallapoosa Co (Hillabee Energy),Midcoast,AL,Med,CC,,N,700,700,,0,700,0,0,126000,0,0,582
SERC,2003,Oglethorpe - Wansley,,GA,Med,CC,January,N,520,520,,0,520,0,0,93600,0,0,785
SERC,2003,SCANA - Greene/Martin/Onslow Co,,NC,Med,Cogen,Late,N,200,200,,0,200,0,0,31200,0,0,585
SERC,2004,Santee Cooper - (Northern SC),Transco,SC,Med,CC,,N,500,0,,0,500,0,0,90000,0,0,647
SERC,2004,Tenaska - Fluvanna Plant,Transco,VA,Low,CC,,,900,900,,0,0,900,0,0,162000,0,87
SERC,2004,Georgia Power - Goat Rock II (Autaugaville Power??),,AL,Low,CC,,N,1710,0,,0,0,1710,0,0,307800,0,648
SERC,2004,CPV - Cunningham Creek (Fluvanna Co),Transco,VA,Low,CC,,,520,520,,0,0,520,0,0,93600,0,731
SERC,2004,CLECO - Perryville,,LA,Med,CT,,N,1000,1000,,0,1000,0,0,184000,0,46000,677
SERC,2004,Tractabel Power - Loundon,,VA,Low,CC,,,1400,1400,,0,0,1400,0,0,252000,0,253
SERC,2004,Oxy - Convent Plant,,LA,Low,CC,,N,835,835,,0,0,835,0,0,150300,0,652
SERC,2004,Calpine - Haywood Energy Center,,TN,Med,CC,,N,770,770,,0,770,0,0,138600,0,0,651
SERC,2004,CPV - Cunnigham Creek (Fluvanna Co),Transco,VA,Low,CC,,,520,520,,0,0,520,0,0,93600,0,197
SERC,2004,Tenaska - Coosa,,AL,Low,CT,,,510,510,,0,0,510,0,0,93840,0,732
SERC,2004,Calpine - Morgan Energy Center II,,AL,High,Cogen,,N,220,220,,220,0,0,34320,0,0,0,650
SERC,2004,Scana/Fayetteville PWC - Fayetteville,SCANA Energy,NC,Dead,CC,June,,0,0,,0,0,0,0,0,0,0,734
SERC,2004,Duke - Hot Spring Energy II (Malvern),,AR,Low,CC,,N,620,620,GE 7FA,0,0,620,0,0,111600,0,774
SERC,2004,South Carolina PSA,,SC,Med,CC,,N,500,0,,0,500,0,0,90000,0,0,653
,,,,,,,,,71124.8,47566.3,0,28511.8,28343,14270,5170761.2,5075468,2582540,3657239.2,56431
SPP,1999,Air Liquide - Geismar,Koch ?,LA,High,Cogen,,N,80,15,,80,0,0,12480,0,0,0,22
SPP,1999,AEC - Essex Power,TETCO,MO,High,CT,June,Y,112.6,0,,112.6,0,0,20718.4,0,0,20718.4,20
SPP,1999,LS Power/Golden Spread - Mustang Station,NNG,TX,High,CC,June,Y,488,488,F7FA,488,0,0,87840,0,0,0,713
SPP,1999,Exxon - Baton Rouge,,LA,Low,1,,N,0,0,,0,0,0,0,0,0,0,23
SPP,1999,AEC/Duke - St. Francis Power Plant,TETCO,MO,High,CC,July,Y,260,125,,260,0,0,46800,0,0,0,21
SPP,2000,CLECO - Evangeline,,LA,High,CC,May,Y,918.5,0,,918.5,0,0,165330,0,0,0,200
SPP,2000,"Iola, City of",,KS,High,CT,June,Y,4.9,4.9,,4.9,0,0,901.6,0,0,901.6,696
SPP,2000,Koch-Sterlington,,LA,High,CT,July,Y,170,170,,170,0,0,31280,0,0,31280,201
SPP,2000,OG&E - Mustang & Horseshoe,,OK,High,CT,May,N,210,0,,210,0,0,38640,0,0,38640,202
SPP,2000,AEC/KAMO Power - Chouteau,,OK,High,CC,June,Y,530,130,,530,0,0,95400,0,0,0,199
SPP,2000,KCP&L - Hawthorn,,MO,High,CC,May,Y,304,0,,304,0,0,54720,0,0,0,203
SPP,2000,Western Resouces - Sedgwick Co. (Gordon Evans),Willaims Central,KS,High,CT,June,Y,147,0,,147,0,0,27048,0,0,27048,204
SPP,2001,Reliant - Sabine Cogen,,TX,Med,Cogen,,N,100,100,,0,100,0,0,15600,0,0,355
SPP,2001,Arkansas Elec Coop - Fulton (Hempstead),NGPL,AR,High,CT,June,N,153,118,,153,0,0,28152,0,0,28152,357
SPP,2001,MEP(Calpine)/UtiliCorp - Pleasant Hill (Aries),Williams,MO,High,CT,June,N,372,372,,372,0,0,68448,0,0,68448,348
SPP,2001,Empire District Co/WRI - Joplin (State Line),Williams,MO,High,CC,Summer,N,500,500,,500,0,0,90000,0,0,0,349
SPP,2001,ONEOK - West Edmond (Logan Co),,OK,Med,CT,June,N,300,225,,0,300,0,0,55200,0,13800,350
SPP,2001,Skygen,,LA,Low,Cogen,June,N,640,640,,0,0,640,0,0,99840,0,351
SPP,2001,AEC/Duke - St Francis Power Plant II,TETCO,MO,High,CC,July,N,260,0,,260,0,0,46800,0,0,0,352
SPP,2001,Cogentrix/Power Resources(Green Country) - Jenks,,OK,Low,CC,,N,0,0,,0,0,0,0,0,0,0,347
SPP,2001,Arkansas Elec Coop - Ozark Repowering,,AR,Med,CT,,N,110,110,,0,110,0,0,20240,0,5060,356
SPP,2001,"Duke/OMPA - McClain Energy (Newcastle, OK)",ONG,OK,High,CC,June,N,500,0,,500,0,0,90000,0,0,0,353
SPP,2001,Western Resouces - Sedgwick Co. (Gordon Evans),Willaims Cent,KS,High,CT,June,N,150,0,,150,0,0,27600,0,0,27600,354
SPP,2002,Calpine/Panda Oneta Plant (Coweta),,OK,Med +,CT,Spring,N,1000,1000,,0,1000,0,0,184000,0,46000,516
SPP,2002,CLECO/Calpine - Eunice (Acadia),,LA,Med,CC,June,N,1000,1000,,0,1000,0,0,180000,0,0,512
SPP,2002,Cogentrix/Power Resources(Green Country) - Jenks,TransOk,OK,High,CC,March,N,850,850,,850,0,0,153000,0,0,0,513
SPP,2002,MEP(Calpine)/UtiliCorp - Pleasant Hill (Aries),Williams,MO,High,CT,January,,600,600,,600,0,0,110400,0,0,110400,514
SPP,2002,OMPA - Ponca City Reporter,,OK,Med,CT,,N,39,0,,0,39,0,0,7176,0,1794,515
SPP,2002,MEP (Calpine)/UtiliCorp - Pleasant Hill (Aries),Williams,MO,High,CT,January,,600,600,,600,0,0,110400,0,0,110400,729
SPP,2002,Power Resource (Kiowa) - McAlister (Kiamichi),,OK,Low,CC,,N,1200,1200,,0,0,1200,0,0,216000,0,517
SPP,2003,Duke - Newcastle (2001),,OK,Low,CC,,N,0,0,,0,0,0,0,0,0,0,606
SPP,2003,Adair - Indian Res Plant,,KS,Low,1,,N,500,500,,0,0,500,0,0,92000,0,607
SPP,2004,Energentix - Arcadia,,OK,,1,,,825,825,,0,0,0,0,0,0,0,7
SPP,2004,Kinder Morgan - Pittsburg,,OK,Low,CC,,N,453,453,,0,0,453,0,0,81540,0,679
,,,,,,,,,13377,10025.9,0,7210,2549,2793,1305958,462216,489380,530242,12291
WSCC,1999,Deming/Garland Loman/Rosal,,NM,Dead,1,,N,0,0,,0,0,0,0,0,0,0,9
WSCC,1999,City of Colorado Springs - Nixon Plant,CIG,CO,High,CT,July,Y,63,0,,63,0,0,11592,0,0,11592,8
WSCC,1999,PSCO - Fort St. Vrain #3,CIG,CO,High,CC,January,Y,241,0,,241,0,0,43380,0,0,0,11
WSCC,1999,PSCO - Valmont,CIG,CO,High,CT,October,N,40,0,,40,0,0,7360,0,0,7360,10
WSCC,2000,Dynegy - Santa Teresa,El Paso,NM,Med,CC,,N,500,500,,0,500,0,0,90000,0,0,193
