,Forward curve as of,,Date,Nymex promt hist.
,,,1998-05-21 00:00:00,2.067
,,,1998-05-22 00:00:00,2.094
,,,1998-05-26 00:00:00,2.095
,,,1998-05-27 00:00:00,2.017
,,,1998-05-28 00:00:00,2.071
,,,1998-05-29 00:00:00,2.17
,,,1998-06-01 00:00:00,2.191
,,,1998-06-02 00:00:00,2.156
,,,1998-06-03 00:00:00,2.106
,,,1998-06-04 00:00:00,2.02
,,,1998-06-05 00:00:00,2.027
,,,1998-06-08 00:00:00,1.976
,,,1998-06-09 00:00:00,1.938
,,,1998-06-10 00:00:00,1.93
,,,1998-06-11 00:00:00,1.97
,,,1998-06-12 00:00:00,2.035
,,,1998-06-15 00:00:00,2.1
,,,1998-06-16 00:00:00,1.989
,,,1998-06-17 00:00:00,2.174
,,,1998-06-18 00:00:00,2.144
,,,1998-06-19 00:00:00,2.284
,,,1998-06-22 00:00:00,2.362
,,,1998-06-23 00:00:00,2.391
,,,1998-06-24 00:00:00,2.336
,,,1998-06-25 00:00:00,2.364
,,,1998-06-26 00:00:00,2.358
,,,1998-06-29 00:00:00,2.389
,,,1998-06-30 00:00:00,2.469
,,,1998-07-01 00:00:00,2.45
,,,1998-07-02 00:00:00,2.439
,,,1998-07-06 00:00:00,2.365
,,,1998-07-07 00:00:00,2.365
,,,1998-07-08 00:00:00,2.366
,,,1998-07-09 00:00:00,2.349
,,,1998-07-10 00:00:00,2.309
,,,1998-07-13 00:00:00,2.249
,,,1998-07-14 00:00:00,2.266
,,,1998-07-15 00:00:00,2.231
,,,1998-07-16 00:00:00,2.132
,,,1998-07-17 00:00:00,2.165
,,,1998-07-20 00:00:00,2.095
,,,1998-07-21 00:00:00,1.951
,,,1998-07-22 00:00:00,1.934
,,,1998-07-23 00:00:00,1.948
,,,1998-07-24 00:00:00,2.031
,,,1998-07-27 00:00:00,1.965
,,,1998-07-28 00:00:00,1.952
,,,1998-07-29 00:00:00,1.942
,,,1998-07-30 00:00:00,1.906
,,,1998-07-31 00:00:00,1.844
,,,1998-08-03 00:00:00,1.869
,,,1998-08-04 00:00:00,1.895
,,,1998-08-05 00:00:00,1.873
,,,1998-08-06 00:00:00,1.831
,,,1998-08-07 00:00:00,1.833
,,,1998-08-10 00:00:00,1.895
,,,1998-08-11 00:00:00,1.812
,,,1998-08-12 00:00:00,1.819
,,,1998-08-13 00:00:00,1.817
,,,1998-08-14 00:00:00,1.877
,,,1998-08-17 00:00:00,2.041
,,,1998-08-18 00:00:00,1.983
,,,1998-08-19 00:00:00,1.917
,,,1998-08-20 00:00:00,1.953
,,,1998-08-21 00:00:00,1.947
,,,1998-08-24 00:00:00,1.926
,,,1998-08-25 00:00:00,1.828
,,,1998-08-26 00:00:00,1.762
,,,1998-08-27 00:00:00,1.672
,,,1998-08-28 00:00:00,1.664
,,,1998-08-31 00:00:00,1.752
,,,1998-09-01 00:00:00,1.786
,,,1998-09-02 00:00:00,1.652
,,,1998-09-03 00:00:00,1.712
,,,1998-09-04 00:00:00,1.783
,,,1998-09-08 00:00:00,1.874
,,,1998-09-09 00:00:00,1.833
,,,1998-09-10 00:00:00,1.958
,,,1998-09-11 00:00:00,1.878
,,,1998-09-14 00:00:00,1.945
,,,1998-09-15 00:00:00,2.123
,,,1998-09-16 00:00:00,2.241
,,,1998-09-17 00:00:00,2.138
,,,1998-09-18 00:00:00,2.26
,,,1998-09-21 00:00:00,2.187
,,,1998-09-22 00:00:00,2.186
,,,1998-09-23 00:00:00,2.131
,,,1998-09-24 00:00:00,2.179
,,,1998-09-25 00:00:00,2.181
,,,1998-09-28 00:00:00,2.031
,,,1998-09-29 00:00:00,2.347
,,,1998-09-30 00:00:00,2.433
,,,1998-10-01 00:00:00,2.414
,,,1998-10-02 00:00:00,2.432
,,,1998-10-05 00:00:00,2.393
,,,1998-10-06 00:00:00,2.346
,,,1998-10-07 00:00:00,2.393
,,,1998-10-08 00:00:00,2.254
,,,1998-10-09 00:00:00,2.191
,,,1998-10-12 00:00:00,2.089
,,,1998-10-13 00:00:00,2.084
,,,1998-10-14 00:00:00,2.041
,,,1998-10-15 00:00:00,2.095
,,,1998-10-16 00:00:00,2.109
,,,1998-10-19 00:00:00,2.143
,,,1998-10-20 00:00:00,2.202
,,,1998-10-21 00:00:00,2.18
,,,1998-10-22 00:00:00,2.176
,,,1998-10-23 00:00:00,2.164
,,,1998-10-26 00:00:00,2.298
,,,1998-10-27 00:00:00,2.108
,,,1998-10-28 00:00:00,1.972
,,,1998-10-29 00:00:00,2.348
,,,1998-10-30 00:00:00,2.275
,,,1998-11-02 00:00:00,2.387
,,,1998-11-03 00:00:00,2.436
,,,1998-11-04 00:00:00,2.395
,,,1998-11-05 00:00:00,2.553
,,,1998-11-06 00:00:00,2.553
,,,1998-11-09 00:00:00,2.442
,,,1998-11-10 00:00:00,2.478
,,,1998-11-11 00:00:00,2.432
,,,1998-11-12 00:00:00,2.394
,,,1998-11-13 00:00:00,2.459
,,,1998-11-16 00:00:00,2.305
,,,1998-11-17 00:00:00,2.279
,,,1998-11-18 00:00:00,2.204
,,,1998-11-19 00:00:00,2.213
,,,1998-11-20 00:00:00,2.163
,,,1998-11-23 00:00:00,2.097
,,,1998-11-24 00:00:00,2.149
,,,1998-11-25 00:00:00,2.196
,,,1998-11-30 00:00:00,1.976
,,,1998-12-01 00:00:00,1.958
,,,1998-12-02 00:00:00,1.886
,,,1998-12-03 00:00:00,1.959
,,,1998-12-04 00:00:00,1.978
,,,1998-12-07 00:00:00,2.101
,,,1998-12-08 00:00:00,1.913
,,,1998-12-09 00:00:00,1.847
,,,1998-12-10 00:00:00,1.84
,,,1998-12-11 00:00:00,1.858
,,,1998-12-14 00:00:00,1.952
,,,1998-12-15 00:00:00,1.952
,,,1998-12-16 00:00:00,1.99
,,,1998-12-17 00:00:00,2.064
,,,1998-12-18 00:00:00,2.074
,,,1998-12-21 00:00:00,1.947
,,,1998-12-22 00:00:00,1.925
,,,1998-12-23 00:00:00,1.906
,,,1998-12-24 00:00:00,1.881
,,,1998-12-28 00:00:00,1.788
,,,1998-12-29 00:00:00,1.765
,,,1998-12-30 00:00:00,1.886
,,,1998-12-31 00:00:00,1.945
,,,1999-01-04 00:00:00,2.071
,,,1999-01-05 00:00:00,1.975
,,,1999-01-06 00:00:00,1.931
,,,1999-01-07 00:00:00,1.836
,,,1999-01-08 00:00:00,1.83
,,,1999-01-11 00:00:00,1.779
,,,1999-01-12 00:00:00,1.821
,,,1999-01-13 00:00:00,1.77
,,,1999-01-14 00:00:00,1.809
,,,1999-01-15 00:00:00,1.796
,,,1999-01-18 00:00:00,1.805
,,,1999-01-19 00:00:00,1.817
,,,1999-01-20 00:00:00,1.827
,,,1999-01-21 00:00:00,1.892
,,,1999-01-22 00:00:00,1.778
,,,1999-01-25 00:00:00,1.714
,,,1999-01-26 00:00:00,1.714
,,,1999-01-27 00:00:00,1.81
,,,1999-01-28 00:00:00,1.86
,,,1999-01-29 00:00:00,1.777
,,,1999-02-01 00:00:00,1.744
,,,1999-02-02 00:00:00,1.818
,,,1999-02-03 00:00:00,1.765
,,,1999-02-04 00:00:00,1.829
,,,1999-02-05 00:00:00,1.8
,,,1999-02-08 00:00:00,1.818
,,,1999-02-09 00:00:00,1.838
,,,1999-02-10 00:00:00,1.775
,,,1999-02-11 00:00:00,1.837
,,,1999-02-12 00:00:00,1.807
,,,1999-02-16 00:00:00,1.795
,,,1999-02-17 00:00:00,1.776
,,,1999-02-18 00:00:00,1.746
,,,1999-02-19 00:00:00,1.745
,,,1999-02-22 00:00:00,1.704
,,,1999-02-23 00:00:00,1.71
,,,1999-02-24 00:00:00,1.666
,,,1999-02-25 00:00:00,1.659
,,,1999-02-26 00:00:00,1.628
,,,1999-03-01 00:00:00,1.701
,,,1999-03-02 00:00:00,1.696
,,,1999-03-03 00:00:00,1.723
,,,1999-03-04 00:00:00,1.762
,,,1999-03-05 00:00:00,1.853
,,,1999-03-08 00:00:00,1.859
,,,1999-03-09 00:00:00,1.928
,,,1999-03-10 00:00:00,1.941
,,,1999-03-11 00:00:00,1.82
,,,1999-03-12 00:00:00,1.759
,,,1999-03-15 00:00:00,1.717
,,,1999-03-16 00:00:00,1.717
,,,1999-03-17 00:00:00,1.748
,,,1999-03-18 00:00:00,1.687
,,,1999-03-19 00:00:00,1.699
,,,1999-03-22 00:00:00,1.769
,,,1999-03-23 00:00:00,1.754
,,,1999-03-24 00:00:00,1.759
,,,1999-03-25 00:00:00,1.835
,,,1999-03-26 00:00:00,1.854
,,,1999-03-29 00:00:00,1.852
,,,1999-03-30 00:00:00,1.978
,,,1999-03-31 00:00:00,2.013
,,,1999-04-01 00:00:00,2.038
,,,1999-04-05 00:00:00,2.03
,,,1999-04-06 00:00:00,2.013
,,,1999-04-07 00:00:00,2.024
,,,1999-04-08 00:00:00,2.069
,,,1999-04-09 00:00:00,2.096
,,,1999-04-12 00:00:00,2.128
,,,1999-04-13 00:00:00,2.136
,,,1999-04-14 00:00:00,2.096
,,,1999-04-15 00:00:00,2.137
,,,1999-04-16 00:00:00,2.124
,,,1999-04-19 00:00:00,2.169
,,,1999-04-20 00:00:00,2.144
,,,1999-04-21 00:00:00,2.174
,,,1999-04-22 00:00:00,2.225
,,,1999-04-23 00:00:00,2.226
,,,1999-04-26 00:00:00,2.299
,,,1999-04-27 00:00:00,2.331
,,,1999-04-28 00:00:00,2.348
,,,1999-04-29 00:00:00,2.339
,,,1999-04-30 00:00:00,2.253
,,,1999-05-03 00:00:00,2.311
,,,1999-05-04 00:00:00,2.359
,,,1999-05-05 00:00:00,2.359
,,,1999-05-06 00:00:00,2.295
,,,1999-05-07 00:00:00,2.273
,,,1999-05-10 00:00:00,2.302
,,,1999-05-11 00:00:00,2.236
,,,1999-05-12 00:00:00,2.191
,,,1999-05-13 00:00:00,2.282
,,,1999-05-14 00:00:00,2.288
,,,1999-05-17 00:00:00,2.343
,,,1999-05-18 00:00:00,2.262
,,,1999-05-19 00:00:00,2.254
,,,1999-05-20 00:00:00,2.218
,,,1999-05-21 00:00:00,2.225
,,,1999-05-24 00:00:00,2.176
,,,1999-05-25 00:00:00,2.2
,,,1999-05-26 00:00:00,2.226
,,,1999-05-27 00:00:00,2.282
,,,1999-05-28 00:00:00,2.358
,,,1999-06-01 00:00:00,2.343
,,,1999-06-02 00:00:00,2.407
,,,1999-06-03 00:00:00,2.397
,,,1999-06-04 00:00:00,2.437
,,,1999-06-07 00:00:00,2.442
,,,1999-06-08 00:00:00,2.393
,,,1999-06-09 00:00:00,2.46
,,,1999-06-10 00:00:00,2.355
,,,1999-06-11 00:00:00,2.378
,,,1999-06-14 00:00:00,2.372
,,,1999-06-15 00:00:00,2.367
,,,1999-06-16 00:00:00,2.327
,,,1999-06-17 00:00:00,2.285
,,,1999-06-18 00:00:00,2.308
,,,1999-06-21 00:00:00,2.237
,,,1999-06-22 00:00:00,2.238
,,,1999-06-23 00:00:00,2.264
,,,1999-06-24 00:00:00,2.295
,,,1999-06-25 00:00:00,2.258
,,,1999-06-28 00:00:00,2.262
,,,1999-06-29 00:00:00,2.4
,,,1999-06-30 00:00:00,2.394
,,,1999-07-01 00:00:00,2.309
,,,1999-07-02 00:00:00,2.287
,,,1999-07-06 00:00:00,2.191
,,,1999-07-07 00:00:00,2.141
,,,1999-07-08 00:00:00,2.162
,,,1999-07-09 00:00:00,2.163
,,,1999-07-12 00:00:00,2.144
,,,1999-07-13 00:00:00,2.176
,,,1999-07-14 00:00:00,2.146
,,,1999-07-15 00:00:00,2.179
,,,1999-07-16 00:00:00,2.187
,,,1999-07-19 00:00:00,2.207
,,,1999-07-20 00:00:00,2.198
,,,1999-07-21 00:00:00,2.253
,,,1999-07-22 00:00:00,2.395
,,,1999-07-23 00:00:00,2.528
,,,1999-07-26 00:00:00,2.542
,,,1999-07-27 00:00:00,2.574
,,,1999-07-28 00:00:00,2.601
,,,1999-07-29 00:00:00,2.569
,,,1999-07-30 00:00:00,2.543
,,,1999-08-02 00:00:00,2.575
,,,1999-08-03 00:00:00,2.598
,,,1999-08-04 00:00:00,2.642
,,,1999-08-05 00:00:00,2.647
,,,1999-08-06 00:00:00,2.698
,,,1999-08-09 00:00:00,2.721
,,,1999-08-10 00:00:00,2.748
,,,1999-08-11 00:00:00,2.704
,,,1999-08-12 00:00:00,2.723
,,,1999-08-13 00:00:00,2.745
,,,1999-08-16 00:00:00,2.7
,,,1999-08-17 00:00:00,2.708
,,,1999-08-18 00:00:00,2.792
,,,1999-08-19 00:00:00,2.898
,,,1999-08-20 00:00:00,2.938
,,,1999-08-23 00:00:00,3.064
,,,1999-08-24 00:00:00,3.059
,,,1999-08-25 00:00:00,3.03
,,,1999-08-26 00:00:00,2.948
,,,1999-08-27 00:00:00,2.912
,,,1999-08-30 00:00:00,2.969
,,,1999-08-31 00:00:00,2.825
,,,1999-09-01 00:00:00,2.737
,,,1999-09-02 00:00:00,2.471
,,,1999-09-03 00:00:00,2.561
,,,1999-09-07 00:00:00,2.677
,,,1999-09-08 00:00:00,2.612
,,,1999-09-09 00:00:00,2.851
,,,1999-09-10 00:00:00,2.801
,,,1999-09-13 00:00:00,2.781
,,,1999-09-14 00:00:00,2.636
,,,1999-09-15 00:00:00,2.628
,,,1999-09-16 00:00:00,2.546
,,,1999-09-17 00:00:00,2.608
,,,1999-09-20 00:00:00,2.519
,,,1999-09-21 00:00:00,2.427
,,,1999-09-22 00:00:00,2.426
,,,1999-09-23 00:00:00,2.697
,,,1999-09-24 00:00:00,2.63
,,,1999-09-27 00:00:00,2.632
,,,1999-09-28 00:00:00,2.56
,,,1999-09-29 00:00:00,2.824
,,,1999-09-30 00:00:00,2.744
,,,1999-10-01 00:00:00,2.793
,,,1999-10-04 00:00:00,2.625
,,,1999-10-05 00:00:00,2.586
,,,1999-10-06 00:00:00,2.601
,,,1999-10-07 00:00:00,2.642
,,,1999-10-08 00:00:00,2.692
,,,1999-10-11 00:00:00,2.825
,,,1999-10-12 00:00:00,2.927
,,,1999-10-13 00:00:00,2.97
,,,1999-10-14 00:00:00,2.834
,,,1999-10-15 00:00:00,2.975
,,,1999-10-18 00:00:00,2.92
,,,1999-10-19 00:00:00,3.007
,,,1999-10-20 00:00:00,2.978
,,,1999-10-21 00:00:00,3.064
,,,1999-10-22 00:00:00,3.072
,,,1999-10-25 00:00:00,3.016
,,,1999-10-26 00:00:00,3.011
,,,1999-10-27 00:00:00,3.092
,,,1999-10-28 00:00:00,2.965
,,,1999-10-29 00:00:00,2.961
,,,1999-11-01 00:00:00,2.914
,,,1999-11-02 00:00:00,2.837
,,,1999-11-03 00:00:00,2.873
,,,1999-11-04 00:00:00,2.826
,,,1999-11-05 00:00:00,2.884
,,,1999-11-08 00:00:00,2.665
,,,1999-11-09 00:00:00,2.643
,,,1999-11-10 00:00:00,2.657
,,,1999-11-11 00:00:00,2.522
,,,1999-11-12 00:00:00,2.649
,,,1999-11-15 00:00:00,2.524
,,,1999-11-16 00:00:00,2.451
,,,1999-11-17 00:00:00,2.456
,,,1999-11-18 00:00:00,2.496
,,,1999-11-19 00:00:00,2.434
,,,1999-11-22 00:00:00,2.197
,,,1999-11-23 00:00:00,2.189
,,,1999-11-24 00:00:00,2.12
,,,1999-11-29 00:00:00,2.352
,,,1999-11-30 00:00:00,2.304
,,,1999-12-01 00:00:00,2.393
,,,1999-12-02 00:00:00,2.461
,,,1999-12-03 00:00:00,2.331
,,,1999-12-06 00:00:00,2.224
,,,1999-12-07 00:00:00,2.271
,,,1999-12-08 00:00:00,2.288
,,,1999-12-09 00:00:00,2.285
,,,1999-12-10 00:00:00,2.446
,,,1999-12-13 00:00:00,2.509
,,,1999-12-14 00:00:00,2.585
,,,1999-12-15 00:00:00,2.486
,,,1999-12-16 00:00:00,2.636
,,,1999-12-17 00:00:00,2.655
,,,1999-12-20 00:00:00,2.629
,,,1999-12-21 00:00:00,2.522
,,,1999-12-22 00:00:00,2.444
,,,1999-12-23 00:00:00,2.399
,,,1999-12-27 00:00:00,2.271
,,,1999-12-28 00:00:00,2.344
,,,1999-12-29 00:00:00,2.394
,,,1999-12-30 00:00:00,2.329
,,,1999-12-31 00:00:00,2.25
,,,2000-01-04 00:00:00,2.176
,,,2000-01-05 00:00:00,2.168
,,,2000-01-06 00:00:00,2.196
,,,2000-01-07 00:00:00,2.173
,,,2000-01-10 00:00:00,2.216
,,,2000-01-11 00:00:00,2.26
,,,2000-01-12 00:00:00,2.244
,,,2000-01-13 00:00:00,2.252
,,,2000-01-14 00:00:00,2.322
,,,2000-01-18 00:00:00,2.383
,,,2000-01-19 00:00:00,2.417
,,,2000-01-20 00:00:00,2.559
,,,2000-01-21 00:00:00,2.485
,,,2000-01-24 00:00:00,2.528
,,,2000-01-25 00:00:00,2.616
,,,2000-01-26 00:00:00,2.523
,,,2000-01-27 00:00:00,2.61
,,,2000-01-28 00:00:00,2.532
,,,2000-01-31 00:00:00,2.662
,,,2000-02-01 00:00:00,2.699
,,,2000-02-02 00:00:00,2.759
,,,2000-02-03 00:00:00,2.659
,,,2000-02-04 00:00:00,2.742
,,,2000-02-07 00:00:00,2.562
,,,2000-02-08 00:00:00,2.495
,,,2000-02-09 00:00:00,2.54
,,,2000-02-10 00:00:00,2.592
,,,2000-02-11 00:00:00,2.57
,,,2000-02-14 00:00:00,2.541
,,,2000-02-15 00:00:00,2.618
,,,2000-02-16 00:00:00,2.564
,,,2000-02-17 00:00:00,2.667
,,,2000-02-18 00:00:00,2.633
,,,2000-02-22 00:00:00,2.515
,,,2000-02-23 00:00:00,2.53
,,,2000-02-24 00:00:00,2.549
,,,2000-02-25 00:00:00,2.603
,,,2000-02-28 00:00:00,2.686
,,,2000-02-29 00:00:00,2.761
,,,2000-03-01 00:00:00,2.815
,,,2000-03-02 00:00:00,2.783
,,,2000-03-03 00:00:00,2.825
,,,2000-03-06 00:00:00,2.85
,,,2000-03-07 00:00:00,2.799
,,,2000-03-08 00:00:00,2.71
,,,2000-03-09 00:00:00,2.786
,,,2000-03-10 00:00:00,2.774
,,,2000-03-13 00:00:00,2.86
,,,2000-03-14 00:00:00,2.809
,,,2000-03-15 00:00:00,2.866
,,,2000-03-16 00:00:00,2.851
,,,2000-03-17 00:00:00,2.785
,,,2000-03-20 00:00:00,2.714
,,,2000-03-21 00:00:00,2.751
,,,2000-03-22 00:00:00,2.794
,,,2000-03-23 00:00:00,2.847
,,,2000-03-24 00:00:00,2.836
,,,2000-03-27 00:00:00,2.914
,,,2000-03-28 00:00:00,2.963
,,,2000-03-29 00:00:00,2.9
,,,2000-03-30 00:00:00,2.873
,,,2000-03-31 00:00:00,2.945
,,,2000-04-03 00:00:00,2.889
,,,2000-04-04 00:00:00,2.822
,,,2000-04-05 00:00:00,2.888
,,,2000-04-06 00:00:00,2.956
,,,2000-04-07 00:00:00,2.971
,,,2000-04-10 00:00:00,2.971
,,,2000-04-11 00:00:00,2.949
,,,2000-04-12 00:00:00,3.021
,,,2000-04-13 00:00:00,3.087
,,,2000-04-14 00:00:00,3.078
,,,2000-04-17 00:00:00,3.158
,,,2000-04-18 00:00:00,3.098
,,,2000-04-19 00:00:00,3.055
,,,2000-04-20 00:00:00,3.073
,,,2000-04-24 00:00:00,3.137
,,,2000-04-25 00:00:00,3.11
,,,2000-04-26 00:00:00,3.089
,,,2000-04-27 00:00:00,3.055
,,,2000-04-28 00:00:00,3.141
,,,2000-04-30 00:00:00,3.18
,,,2000-05-01 00:00:00,3.216
,,,2000-05-02 00:00:00,3.217
,,,2000-05-03 00:00:00,3.126
,,,2000-05-04 00:00:00,3.107
,,,2000-05-05 00:00:00,3.025
,,,2000-05-08 00:00:00,3.17
,,,2000-05-09 00:00:00,3.183
,,,2000-05-10 00:00:00,3.317
,,,2000-05-11 00:00:00,3.352
,,,2000-05-12 00:00:00,3.354
,,,2000-05-15 00:00:00,3.396
,,,2000-05-16 00:00:00,3.448
,,,2000-05-17 00:00:00,3.689
,,,2000-05-18 00:00:00,3.71
,,,2000-05-19 00:00:00,3.825
,,,2000-05-22 00:00:00,3.747
,,,2000-05-23 00:00:00,3.814
,,,2000-05-24 00:00:00,4.073
,,,2000-05-25 00:00:00,4.236
,,,2000-05-26 00:00:00,4.406
,,,2000-05-30 00:00:00,4.354
,,,2000-05-31 00:00:00,4.356
,,,2000-06-01 00:00:00,4.064
,,,2000-06-02 00:00:00,4.043
,,,2000-06-05 00:00:00,4.398
,,,2000-06-06 00:00:00,4.294
,,,2000-06-07 00:00:00,3.945
,,,2000-06-08 00:00:00,4.133
,,,2000-06-09 00:00:00,4.16
,,,2000-06-12 00:00:00,4.212
,,,2000-06-13 00:00:00,4.158
,,,2000-06-14 00:00:00,4.256
,,,2000-06-15 00:00:00,4.463
,,,2000-06-16 00:00:00,4.488
,,,2000-06-19 00:00:00,4.063
,,,2000-06-20 00:00:00,4.107
,,,2000-06-21 00:00:00,4.378
,,,2000-06-22 00:00:00,4.551
,,,2000-06-23 00:00:00,4.448
,,,2000-06-26 00:00:00,4.56
,,,2000-06-27 00:00:00,4.686
,,,2000-06-28 00:00:00,4.369
,,,2000-06-29 00:00:00,4.423
,,,2000-06-30 00:00:00,4.476
,,,2000-07-03 00:00:00,4.25
,,,2000-07-05 00:00:00,4.109
,,,2000-07-06 00:00:00,4.066
,,,2000-07-07 00:00:00,4.262
,,,2000-07-10 00:00:00,4.228
,,,2000-07-11 00:00:00,4.257
,,,2000-07-12 00:00:00,4.031
,,,2000-07-13 00:00:00,4.166
,,,2000-07-14 00:00:00,4.15
,,,2000-07-17 00:00:00,4.002
,,,2000-07-18 00:00:00,4.044
,,,2000-07-19 00:00:00,3.884
,,,2000-07-20 00:00:00,3.86
,,,2000-07-21 00:00:00,3.834
,,,2000-07-24 00:00:00,3.715
,,,2000-07-25 00:00:00,3.66
,,,2000-07-26 00:00:00,3.763
,,,2000-07-27 00:00:00,3.82
,,,2000-07-28 00:00:00,3.845
,,,2000-07-31 00:00:00,3.774
,,,2000-08-01 00:00:00,3.987
,,,2000-08-02 00:00:00,4.214
,,,2000-08-03 00:00:00,4.25
,,,2000-08-04 00:00:00,4.296
,,,2000-08-07 00:00:00,4.348
,,,2000-08-08 00:00:00,4.409
,,,2000-08-09 00:00:00,4.419
,,,2000-08-10 00:00:00,4.468
,,,2000-08-11 00:00:00,4.475
,,,2000-08-14 00:00:00,4.318
,,,2000-08-15 00:00:00,4.234
,,,2000-08-16 00:00:00,4.413
,,,2000-08-17 00:00:00,4.406
,,,2000-08-18 00:00:00,4.436
,,,2000-08-21 00:00:00,4.747
,,,2000-08-22 00:00:00,4.52
,,,2000-08-23 00:00:00,4.605
,,,2000-08-24 00:00:00,4.54
,,,2000-08-25 00:00:00,4.628
,,,2000-08-28 00:00:00,4.685
,,,2000-08-29 00:00:00,4.618
,,,2000-08-30 00:00:00,4.801
,,,2000-08-31 00:00:00,4.782
,,,2000-09-01 00:00:00,4.835
,,,2000-09-05 00:00:00,4.95
,,,2000-09-06 00:00:00,5.071
,,,2000-09-07 00:00:00,4.998
,,,2000-09-08 00:00:00,4.88
,,,2000-09-11 00:00:00,5.011
,,,2000-09-12 00:00:00,5.008
,,,2000-09-13 00:00:00,5.055
,,,2000-09-14 00:00:00,5.195
,,,2000-09-15 00:00:00,5.206
,,,2000-09-18 00:00:00,5.295
,,,2000-09-19 00:00:00,5.363
,,,2000-09-20 00:00:00,5.318
,,,2000-09-21 00:00:00,5.287
,,,2000-09-22 00:00:00,5.131
,,,2000-09-25 00:00:00,5.276
,,,2000-09-26 00:00:00,5.324
,,,2000-09-27 00:00:00,5.312
,,,2000-09-28 00:00:00,5.124
,,,2000-09-29 00:00:00,5.186
,,,2000-09-30 00:00:00,5.25
,,,2000-10-02 00:00:00,5.352
,,,2000-10-03 00:00:00,5.348
,,,2000-10-04 00:00:00,5.29
,,,2000-10-05 00:00:00,5.152
,,,2000-10-06 00:00:00,5.008
,,,2000-10-09 00:00:00,5.15
,,,2000-10-10 00:00:00,5.134
,,,2000-10-11 00:00:00,5.508
,,,2000-10-12 00:00:00,5.63
,,,2000-10-13 00:00:00,5.537
,,,2000-10-16 00:00:00,5.364
,,,2000-10-17 00:00:00,5.439
,,,2000-10-18 00:00:00,5.228
,,,2000-10-19 00:00:00,4.951
,,,2000-10-20 00:00:00,4.937
,,,2000-10-23 00:00:00,5.072
,,,2000-10-24 00:00:00,4.82
,,,2000-10-25 00:00:00,4.659
,,,2000-10-26 00:00:00,4.664
,,,2000-10-27 00:00:00,4.541
,,,2000-10-30 00:00:00,4.485
,,,2000-10-31 00:00:00,4.49
,,,2000-11-01 00:00:00,4.686
,,,2000-11-02 00:00:00,4.76
,,,2000-11-03 00:00:00,4.931
,,,2000-11-06 00:00:00,4.849
,,,2000-11-07 00:00:00,5.081
,,,2000-11-08 00:00:00,5.338
,,,2000-11-09 00:00:00,5.445
,,,2000-11-10 00:00:00,5.456
,,,2000-11-13 00:00:00,5.698
,,,2000-11-14 00:00:00,6.016
,,,2000-11-15 00:00:00,6.265
,,,2000-11-16 00:00:00,5.798
,,,2000-11-17 00:00:00,6.1
,,,2000-11-20 00:00:00,6.249
,,,2000-11-21 00:00:00,6.408
,,,2000-11-22 00:00:00,6.577
,,,2000-11-27 00:00:00,6.368
,,,2000-11-28 00:00:00,6.016
,,,2000-11-29 00:00:00,6.181
,,,2000-11-30 00:00:00,6.589
,,,2000-12-01 00:00:00,6.673
,,,2000-12-04 00:00:00,7.433
,,,2000-12-05 00:00:00,7.384
,,,2000-12-06 00:00:00,8.485
,,,2000-12-07 00:00:00,8.373
,,,2000-12-08 00:00:00,8.584
,,,2000-12-11 00:00:00,9.413
,,,2000-12-12 00:00:00,8.145
,,,2000-12-13 00:00:00,7.537
,,,2000-12-14 00:00:00,7.413
,,,2000-12-15 00:00:00,8.396
,,,2000-12-18 00:00:00,8.527
,,,2000-12-19 00:00:00,9.102
,,,2000-12-20 00:00:00,9.326
,,,2000-12-21 00:00:00,9.83
,,,2000-12-22 00:00:00,9.579
,,,2000-12-26 00:00:00,9.805
,,,2000-12-27 00:00:00,9.98
,,,2000-12-28 00:00:00,9.263
,,,2000-12-29 00:00:00,9.775
,,,2001-01-02 00:00:00,8.364
,,,2001-01-03 00:00:00,8.189
,,,2001-01-04 00:00:00,8.966
,,,2001-01-05 00:00:00,9.261
,,,2001-01-08 00:00:00,9.689
,,,2001-01-09 00:00:00,9.819
,,,2001-01-10 00:00:00,9.128
,,,2001-01-11 00:00:00,8.708
,,,2001-01-12 00:00:00,8.472
,,,2001-01-16 00:00:00,8.103
,,,2001-01-17 00:00:00,6.909
,,,2001-01-18 00:00:00,7.136
,,,2001-01-19 00:00:00,7.459
,,,2001-01-22 00:00:00,7.457
,,,2001-01-23 00:00:00,6.946
,,,2001-01-24 00:00:00,7.115
,,,2001-01-25 00:00:00,7.27
,,,2001-01-26 00:00:00,7.256
,,,2001-01-29 00:00:00,6.293
,,,2001-01-30 00:00:00,6.097
,,,2001-01-31 00:00:00,5.707
,,,2001-02-01 00:00:00,6.38
,,,2001-02-02 00:00:00,6.743
,,,2001-02-05 00:00:00,5.706
,,,2001-02-06 00:00:00,5.764
,,,2001-02-07 00:00:00,6.235
,,,2001-02-08 00:00:00,6.158
,,,2001-02-09 00:00:00,6.21
,,,2001-02-12 00:00:00,5.821
,,,2001-02-13 00:00:00,6.019
,,,2001-02-14 00:00:00,5.518
,,,2001-02-15 00:00:00,5.594
,,,2001-02-16 00:00:00,5.568
,,,2001-02-20 00:00:00,5.278
,,,2001-02-21 00:00:00,5.146
,,,2001-02-22 00:00:00,5.142
,,,2001-02-23 00:00:00,5.131
,,,2001-02-26 00:00:00,4.998
,,,2001-02-27 00:00:00,5.279
