---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,,
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-132,231,-152,114,-12,1,-1,-74,113,,-389,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-127,231,-149,111,-12,1,-1,-74,109,,-389,26.999999999999957,82.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-138,230,-158,120,-13,1,-1,-74,119,,-389,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-126,230,-147,109,-12,1,-1,-74,108,,-389,24.24999999999997,83.75000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-111,229,-134,96,-11,1,-1,-74,95,,-386,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-104,227,-129,91,-11,1,-1,-73,90,,-384,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-107,228,-131,93,-11,1,-1,-73,92,,-385,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-153,229,-170,132,-13,1,-1,-74,131,,-386,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-154,229,-171,133,-13,1,-1,-74,132,,-386,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-141,230,-160,123,-13,1,-1,-74,121,,-389,47.000000000000064,73.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-06 00:00:00,2003-01-07 00:00:00,2100,2200,P,25,25,CALL,35.24,36.5,0,73,35.24,0.5542,0.4512,0.022,12,0,1,-91,223,-116,79,-10,1,-1,-72,78,,-376,0,78
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,600,700,P,25,25,CALL,27.5,36.5,0,73,27.5,0.5542,0.4512,0.022,4,0,1,-18,113,-35,15,-3,0,-1,-36,15,,-190,0,15
Enron Power Tra,ding & Tra,nsmission,,,,,,,,,,Post I,D:,14208,,,,,,,,,,,,,Page:,88,,,,0,0
Option Detail R,eport,,,,,,,,,,,Report,Date:,11/06/,1,,,,,,,,,,,,,,,,,0,0
Desk: EPMI-LT-S,"W, Region:",R7A,,,,,,,,,,Run Da,te:,11/06/,1,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,Run Ti,me:,15:56:00,48,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,700,800,P,25,25,CALL,33.95,36.5,0,73,33.95,0.5542,0.4512,0.022,11,0,1,-74,213,-100,64,-8,1,-1,-68,63,,-359,0,63
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,800,900,P,25,25,CALL,34.55,36.5,0,73,34.55,0.5542,0.4512,0.022,11,0,1,-82,218,-107,71,-9,1,-1,-70,70,,-368,0,70
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,900,1000,P,25,25,CALL,37.63,36.5,0,73,37.63,0.5542,0.4512,0.022,15,0,1,-129,231,-149,111,-12,1,-1,-74,110,,-389,28.250000000000064,81.74999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1000,1100,P,25,25,CALL,38.54,36.5,0,73,38.54,0.5542,0.4512,0.022,15,0,1,-145,230,-163,125,-13,1,-1,-74,124,,-389,50.99999999999998,73.00000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-132,231,-152,115,-12,1,-1,-74,113,,-390,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-128,231,-149,111,-12,1,-1,-74,109,,-389,26.999999999999957,82.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-139,231,-158,120,-13,1,-1,-74,119,,-389,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-126,231,-147,109,-12,1,-1,-74,108,,-389,24.24999999999997,83.75000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-111,229,-134,96,-11,1,-1,-74,95,,-386,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-105,228,-129,91,-11,1,-1,-73,90,,-384,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-107,228,-131,93,-11,1,-1,-73,92,,-385,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-153,229,-170,133,-13,1,-1,-74,131,,-387,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-154,229,-171,134,-13,1,-1,-74,132,,-387,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-142,230,-160,123,-13,1,-1,-74,121,,-389,47.000000000000064,73.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-07 00:00:00,2003-01-08 00:00:00,2100,2200,P,25,25,CALL,35.24,36.5,0,73,35.24,0.5542,0.4512,0.022,12,0,1,-91,223,-116,79,-10,1,-1,-72,78,,-376,0,78
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,600,700,P,25,25,CALL,27.5,36.5,0,73,27.5,0.5542,0.4512,0.022,4,0,1,-18,113,-35,15,-3,0,-1,-36,15,,-191,0,15
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,700,800,P,25,25,CALL,33.95,36.5,0,73,33.95,0.5542,0.4512,0.022,11,0,1,-74,213,-100,64,-8,1,-1,-68,63,,-359,0,63
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,800,900,P,25,25,CALL,34.55,36.5,0,73,34.55,0.5542,0.4512,0.022,11,0,1,-82,218,-107,71,-9,1,-1,-70,70,,-368,0,70
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,900,1000,P,25,25,CALL,37.63,36.5,0,73,37.63,0.5542,0.4512,0.022,15,0,1,-129,231,-149,111,-12,1,-1,-74,110,,-390,28.250000000000064,81.74999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1000,1100,P,25,25,CALL,38.54,36.5,0,73,38.54,0.5542,0.4512,0.022,15,0,1,-145,231,-163,125,-13,1,-1,-74,124,,-389,50.99999999999998,73.00000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-133,231,-153,115,-12,1,-1,-74,113,,-390,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-128,231,-149,111,-12,1,-1,-74,109,,-390,26.999999999999957,82.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-139,231,-158,120,-13,1,-1,-74,119,,-390,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-126,231,-147,109,-12,1,-1,-74,108,,-390,24.24999999999997,83.75000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-111,229,-134,96,-11,1,-1,-74,95,,-387,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-105,228,-129,91,-11,1,-1,-73,90,,-384,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-107,228,-131,93,-11,1,-1,-73,92,,-385,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-154,230,-170,133,-13,1,-1,-74,131,,-387,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-155,229,-171,134,-13,1,-1,-74,132,,-387,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-142,231,-161,123,-13,1,-1,-74,121,,-389,47.000000000000064,73.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-08 00:00:00,2003-01-09 00:00:00,2100,2200,P,25,25,CALL,35.24,36.5,0,73,35.24,0.5542,0.4512,0.022,12,0,1,-92,223,-116,79,-10,1,-1,-72,78,,-377,0,78
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,600,700,P,25,25,CALL,27.5,36.5,0,73,27.5,0.5542,0.4512,0.022,4,0,1,-18,113,-35,15,-3,0,-1,-36,15,,-191,0,15
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,700,800,P,25,25,CALL,33.95,36.5,0,73,33.95,0.5542,0.4512,0.022,11,0,1,-74,213,-100,64,-8,1,-1,-68,63,,-360,0,63
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,800,900,P,25,25,CALL,34.55,36.5,0,73,34.55,0.5542,0.4512,0.022,11,0,1,-82,218,-107,71,-9,1,-1,-70,70,,-369,0,70
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,900,1000,P,25,25,CALL,37.63,36.5,0,73,37.63,0.5542,0.4512,0.022,15,0,1,-129,231,-149,112,-12,1,-1,-74,110,,-390,28.250000000000064,81.74999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1000,1100,P,25,25,CALL,38.54,36.5,0,73,38.54,0.5542,0.4512,0.022,15,0,1,-145,231,-163,125,-13,1,-1,-74,124,,-389,50.99999999999998,73.00000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-133,231,-153,115,-12,1,-1,-74,113,,-390,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-129,231,-149,111,-12,1,-1,-74,109,,-390,26.999999999999957,82.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-140,231,-158,120,-13,1,-1,-74,119,,-390,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-127,231,-147,109,-12,1,-1,-74,108,,-390,24.24999999999997,83.75000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-112,229,-134,96,-11,1,-1,-74,95,,-387,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-105,228,-129,91,-11,1,-1,-73,90,,-385,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-108,229,-131,93,-11,1,-1,-73,92,,-386,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-154,230,-170,133,-13,1,-1,-74,131,,-388,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-155,230,-171,134,-13,1,-1,-74,132,,-388,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-143,231,-161,123,-13,1,-1,-74,121,,-390,47.000000000000064,73.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-09 00:00:00,2003-01-10 00:00:00,2100,2200,P,25,25,CALL,35.24,36.5,0,73,35.24,0.5542,0.4512,0.022,12,0,1,-92,223,-116,79,-10,1,-1,-72,78,,-377,0,78
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,600,700,P,25,25,CALL,27.5,36.5,0,73,27.5,0.5542,0.4512,0.022,4,0,1,-18,114,-35,15,-3,0,-1,-37,15,,-192,0,15
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,700,800,P,25,25,CALL,33.95,36.5,0,73,33.95,0.5542,0.4512,0.022,11,0,1,-75,213,-100,64,-8,1,-1,-69,63,,-360,0,63
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,800,900,P,25,25,CALL,34.55,36.5,0,73,34.55,0.5542,0.4512,0.022,11,0,1,-83,219,-107,71,-9,1,-1,-70,70,,-369,0,70
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,900,1000,P,25,25,CALL,37.63,36.5,0,73,37.63,0.5542,0.4512,0.022,15,0,1,-130,232,-150,112,-12,1,-1,-74,110,,-391,28.250000000000064,81.74999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1000,1100,P,25,25,CALL,38.54,36.5,0,73,38.54,0.5542,0.4512,0.022,15,0,1,-146,231,-163,125,-13,1,-1,-74,124,,-390,50.99999999999998,73.00000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-134,232,-153,115,-12,1,-1,-74,113,,-391,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-129,232,-149,111,-12,1,-1,-74,110,,-391,26.999999999999957,83.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-140,231,-158,120,-13,1,-1,-74,119,,-391,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-127,231,-147,109,-12,1,-1,-74,108,,-391,24.24999999999997,83.75000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-112,230,-134,97,-11,1,-1,-74,95,,-388,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-106,228,-129,91,-11,1,-1,-73,90,,-385,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-108,229,-131,93,-11,1,-1,-74,92,,-386,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-155,230,-170,133,-13,1,-1,-74,131,,-388,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-156,230,-171,134,-13,1,-1,-74,132,,-388,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-143,231,-161,123,-13,1,-1,-74,122,,-390,47.000000000000064,74.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-11 00:00:00,2100,2200,P,25,25,CALL,35.24,36.5,0,73,35.24,0.5542,0.4512,0.022,12,0,1,-92,224,-116,79,-10,1,-1,-72,78,,-377,0,78
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,600,700,P,25,25,CALL,27.5,36.5,0,73,27.5,0.5542,0.4512,0.022,4,0,1,-18,114,-35,15,-3,0,-1,-37,15,,-192,0,15
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,700,800,P,25,25,CALL,33.95,36.5,0,73,33.95,0.5542,0.4512,0.022,11,0,1,-75,213,-100,64,-8,1,-1,-69,63,,-360,0,63
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,800,900,P,25,25,CALL,34.55,36.5,0,73,34.55,0.5542,0.4512,0.022,11,0,1,-83,219,-107,71,-9,1,-1,-70,70,,-369,0,70
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,900,1000,P,25,25,CALL,37.63,36.5,0,73,37.63,0.5542,0.4512,0.022,15,0,1,-130,232,-150,112,-12,1,-1,-74,110,,-391,28.250000000000064,81.74999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1000,1100,P,25,25,CALL,38.54,36.5,0,73,38.54,0.5542,0.4512,0.022,15,0,1,-146,231,-163,125,-13,1,-1,-74,124,,-390,50.99999999999998,73.00000000000003
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1100,1200,P,25,25,CALL,37.84,36.5,0,73,37.84,0.5542,0.4512,0.022,15,0,1,-134,232,-153,115,-12,1,-1,-74,113,,-391,33.500000000000085,79.49999999999991
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1200,1300,P,25,25,CALL,37.58,36.5,0,73,37.58,0.5542,0.4512,0.022,15,0,1,-129,232,-149,111,-12,1,-1,-74,110,,-391,26.999999999999957,83.00000000000004
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1300,1400,P,25,25,CALL,38.21,36.5,0,73,38.21,0.5542,0.4512,0.022,15,0,1,-140,231,-158,120,-13,1,-1,-74,119,,-391,42.75000000000002,76.24999999999997
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1400,1500,P,25,25,CALL,37.47,36.5,0,73,37.47,0.5542,0.4512,0.022,14,0,1,-127,231,-147,109,-12,1,-1,-74,108,,-391,24.24999999999997,83.75000000000003
Enron Power Tra,ding & Tra,nsmission,,,,,,,,,,Post I,D:,14208,,,,,,,,,,,,,Page:,89,,,,0,0
Option Detail R,eport,,,,,,,,,,,Report,Date:,11/06/,1,,,,,,,,,,,,,,,,,0,0
Desk: EPMI-LT-S,"W, Region:",R7A,,,,,,,,,,Run Da,te:,11/06/,1,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,Run Ti,me:,15:56:00,48,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1500,1600,P,25,25,CALL,36.56,36.5,0,73,36.56,0.5542,0.4512,0.022,14,0,1,-112,230,-134,97,-11,1,-1,-74,95,,-388,1.5000000000000568,93.49999999999994
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1600,1700,P,25,25,CALL,36.16,36.5,0,73,36.16,0.5542,0.4512,0.022,13,0,1,-106,228,-129,91,-11,1,-1,-73,90,,-385,0,90
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1700,1800,P,25,25,CALL,36.31,36.5,0,73,36.31,0.5542,0.4512,0.022,13,0,1,-108,229,-131,93,-11,1,-1,-74,92,,-386,0,92
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1800,1900,P,25,25,CALL,39.01,36.5,0,73,39.01,0.5542,0.4512,0.022,16,0,1,-155,230,-170,133,-13,1,-1,-74,131,,-388,62.74999999999995,68.25000000000006
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,1900,2000,P,25,25,CALL,39.07,36.5,0,73,39.07,0.5542,0.4512,0.022,16,0,1,-156,230,-171,134,-13,1,-1,-74,132,,-388,64.25,67.75
UTAHASSMUNPOWSY,804470.01,2003-01-10 00:00:00,2003-01-13 00:00:00,2000,2100,P,25,25,CALL,38.38,36.5,0,73,38.38,0.5542,0.4512,0.022,15,0,1,-143,231,-161,123,-13,1,-1,-74,122,,-390,47.000000000000064,74.99999999999994
