,ENT,SOCO,TVA,VACAR,HHUB
2000-10-18,47.58,42.54,36.96,,5.27
2000-10-19,45.38,40.63,35.11,,5.38
2000-10-20,43.18,40,33.01,,5.04
2000-10-21,,31.42,,,4.845
2000-10-22,,31.42,,,4.845
2000-10-23,44.24,39,34.49,,4.845
2000-10-24,47.88,43,40.45,,4.815
2000-10-25,51.2,48.5,47.29,,4.845
2000-10-26,49.6,46.53,46.25,,4.655
2000-10-27,42.3,41.33,34.3,,4.61
2000-10-28,,32,,,4.5
2000-10-29,,32,,,4.5
2000-10-30,40.32,40.5,35.01,,4.5
2000-10-31,43.28,39.92,37.41,,4.55
2000-11-01,43.46,45.67,37.62,,4.38
2000-11-02,40.93,45.6,42.61,,4.39
2000-11-03,39.92,43.8,39.05,,4.47
2000-11-04,32.5,28.5,24,,4.63
2000-11-05,32.5,28.5,24,,4.63
2000-11-06,41.1,42.5,38.64,,4.63
2000-11-07,38.8,35.86,31.96,,4.6
2000-11-08,40.69,37.38,36.41,,4.675
2000-11-09,41.12,40.39,40.11,,4.92
2000-11-10,42.46,40.97,40.24,,5.36
2000-11-11,29,32,27,,5.245
2000-11-12,,32,,,5.245
2000-11-13,49.3,46.33,46.12,,5.245
2000-11-14,46.38,46.3,46,,5.595
2000-11-15,46.57,42,37.93,,5.795
2000-11-16,49.5,48.94,49.66,50,5.94
2000-11-17,48.93,45.98,45.56,,5.88
2000-11-18,,35.74,33.07,35.5,5.635
2000-11-19,,,33.07,,5.635
2000-11-20,52.13,49.57,47.49,,5.635
2000-11-21,62.7,70,63.23,80,6.235
2000-11-22,62.78,65,64.23,,6.34
2000-11-23,32,30.5,23,33,6.315
2000-11-24,32.25,30.56,25.38,36,6.315
2000-11-25,32,29.67,,29,6.315
2000-11-26,32,29.67,,29,6.315
2000-11-27,44.25,35.83,36.38,,6.315
2000-11-28,42.27,37.83,34.78,35,6.245
2000-11-29,53.79,52,53.35,50.8,5.925
2000-11-30,51.91,50.29,53.05,51,5.95
2000-12-01,49.27,48.13,47.56,,6.31
2000-12-02,38,39,33.5,36.6,6.595
2000-12-03,38,39,33.5,36.6,6.595
2000-12-04,55.2,51,50.45,56,6.595
2000-12-05,76.58,77.43,71.92,,7.485
2000-12-06,79.14,93.17,76.16,,8.015
2000-12-07,80.31,84.33,76.89,,8.855
2000-12-08,65.17,69.25,65.9,,8.615
2000-12-09,,32,,,8.065
2000-12-10,,32,,,8.065
2000-12-11,67.4,45,43.92,46,8.065
2000-12-12,92.48,80.9,79.36,,9.935
2000-12-13,109.25,89,89.4,104.56,8.72
2000-12-14,78.7,55,64.07,67.5,7.695
2000-12-15,51.75,41.17,40.8,41.38,7.52
2000-12-16,,31,,26.5,7.83
2000-12-17,,31,,26.5,7.83
2000-12-18,56.34,50,47.66,47.8,7.83
2000-12-19,105.57,101.02,106.69,107.1,9.28
2000-12-20,105.69,98.32,94.79,93,9.12
2000-12-21,107.95,108.44,106.8,,9.91
2000-12-22,103.88,131,106.16,105,10.48
2000-12-23,,81.67,,,10.495
2000-12-24,,81.67,,,10.495
2000-12-25,,83.57,,,10.495
2000-12-26,100.45,114.17,107.33,117.21,10.495
2000-12-27,74.31,75.25,63,,10.12
2000-12-28,57,48.75,48.18,51.36,9.595
2000-12-29,59.05,47.65,44.32,,9.23
2000-12-30,52.5,51.21,,46,9.52
2000-12-31,52.5,51.93,,46,9.52
2001-01-01,52.5,51.21,,46,10.53
2001-01-02,101.77,102.2,97.11,105,10.53
2001-01-03,86.53,83.69,77.65,77.5,9.76
2001-01-04,95.95,90,76.26,76,9.665
2001-01-05,78.89,73.5,62.77,,9.405
2001-01-06,,,,,9.825
2001-01-07,,,,,9.825
2001-01-08,71.73,74,70.46,70,9.825
2001-01-09,57.66,62,60.03,,10.34
2001-01-10,58.18,61.33,55,58,9.945
2001-01-11,68.85,65.33,54.31,48,9.9
2001-01-12,66.77,54.2,50.59,55,8.975
2001-01-13,,33.17,,,8.76
2001-01-14,,33.17,,,8.76
2001-01-15,50.96,39.75,41.18,,8.76
2001-01-16,45.82,38,33.22,,8.76
2001-01-17,47.56,39,37.71,,8.19
2001-01-18,51.63,38,39.48,,7.86
2001-01-19,49.14,42.25,41.93,,7.065
2001-01-20,,40,,,7.575
2001-01-21,,40,,,7.575
2001-01-22,60.82,62,51.55,,7.575
2001-01-23,60.63,59.83,49.32,,7.675
2001-01-24,56.96,56.3,46.54,,7.065
2001-01-25,51.97,61,51.21,,6.91
2001-01-26,53.56,63.2,50.95,,7.295
2001-01-27,,32.5,,,7.035
2001-01-28,,32.5,,,7.035
2001-01-29,44.39,42,38.07,,7.035
2001-01-30,35.14,27,27.69,21.5,6.6
2001-01-31,33.44,28.25,25.82,,5.87
2001-02-01,37.87,31,31.5,,5.895
2001-02-02,53.07,49,46.93,,5.84
2001-02-03,42,33,,,6.605
2001-02-04,42,33,,,6.605
2001-02-05,57.76,53,50.4,,6.605
2001-02-06,47.56,36,35.82,,5.765
2001-02-07,44.52,34.83,32.78,36.5,5.58
2001-02-08,42.13,38.25,30.41,,5.67
2001-02-09,37.15,31.67,27.94,,6.245
2001-02-10,,,,,6.08
2001-02-11,,,,,6.08
2001-02-12,41.17,42,33.08,40,6.08
2001-02-13,37.64,38.61,32.59,39,5.63
2001-02-14,33.36,29,24.09,28.8,5.61
2001-02-15,35.94,27,23.85,,5.875
2001-02-16,35.31,28,25.21,,5.385
2001-02-17,,35,,,5.47
2001-02-18,,35,,,5.47
2001-02-19,,,,,5.47
2001-02-20,44.54,47,,,5.47
2001-02-21,44.7,38.5,41.58,42,5.205
2001-02-22,43.73,,39.99,45,5.2
2001-02-23,44.84,40,35.46,42,5.11
2001-02-24,,31.25,,,5.045
2001-02-25,,27,,,5.045
2001-02-26,46.51,37.75,38.13,,5.045
2001-02-27,45.01,39.25,39.19,42,5.06
2001-02-28,47.53,44.25,45.17,,5.095
2001-03-01,44.9,43.67,42.15,48,5.165
2001-03-02,41.82,38.75,36.9,42,5.085
2001-03-03,,34,,,5.09
2001-03-04,,34,,,5.09
2001-03-05,47.72,54,39.27,42.5,5.09
2001-03-06,53.07,55,50.92,51,5.315
2001-03-07,55.55,63,54.77,56.5,5.26
2001-03-08,45.91,48,43.15,,5.225
2001-03-09,44.94,42.25,40.65,,5.245
2001-03-10,,39,31.5,,5.125
2001-03-11,,,31.5,,5.125
2001-03-12,40.17,35.75,34.25,,5.125
2001-03-13,38.28,32.67,30.35,33.63,4.98
2001-03-14,39.33,31.83,29.85,33,5.075
2001-03-15,35.53,,27.83,32,4.99
2001-03-16,34.31,29.33,27.24,30,4.915
2001-03-17,,29.2,,,4.98
2001-03-18,,29.2,,,4.98
2001-03-19,40.74,,33.78,38,4.98
2001-03-20,44.17,43.67,41.95,,5.065
2001-03-21,43.91,45.43,38.91,,5.08
2001-03-22,44.45,40.25,39.25,,5.175
2001-03-23,44.09,41.75,41.84,43,5.025
2001-03-24,,,,35,5.21
2001-03-25,,,,35,5.21
2001-03-26,49.67,50,50.3,,5.21
2001-03-27,52.3,51.83,51.29,54.5,5.205
2001-03-28,47.9,45.79,46.22,48.5,5.395
2001-03-29,44.45,38.17,38.89,,5.59
2001-03-30,43.86,35.11,33.92,35,5.33
2001-03-31,,32,,32,5.275
2001-04-01,,32.25,,32,5.32
2001-04-02,47.76,44,41.32,,5.32
2001-04-03,47.45,41.33,38.21,42.5,5.03
2001-04-04,49.28,41.83,42.74,42,5.235
2001-04-05,51.48,48,48.94,51,5.225
2001-04-06,51.29,47.8,48.38,50.5,5.235
2001-04-07,,,,,5.355
2001-04-08,,,,,5.355
2001-04-09,58.81,57,54.63,55.5,5.355
2001-04-10,70.22,64.2,62.81,61,5.47
2001-04-11,69.75,68,62.66,59.5,5.545
2001-04-12,62.26,65.75,55.48,55.19,5.47
2001-04-13,50.73,46,43.22,,5.345
2001-04-14,,,,,5.345
2001-04-15,,,,,5.345
2001-04-16,54.92,47.5,48.75,,5.345
2001-04-17,50.51,52.3,45.73,50,5.48
2001-04-18,56.52,55,52.44,56,5.375
2001-04-19,53.7,47.75,46.04,49.5,5.155
2001-04-20,46.84,42,39.32,40.83,5.07
2001-04-21,,42,,,5.01
2001-04-22,,42,,,5.01
2001-04-23,62.04,63,59.65,68,5.01
2001-04-24,52.71,49.2,42.8,,5.07
2001-04-25,43.68,40.2,34.69,40.5,5.12
2001-04-26,51.41,,34.86,,4.995
2001-04-27,58.07,45.05,42.45,47,4.925
2001-04-28,,45,37.5,45,4.82
2001-04-29,,45,37.5,45,4.82
2001-04-30,70.38,,62.63,,4.82
2001-05-01,57.3,66.11,60.81,64.75,4.73
2001-05-02,48.8,65.08,51.31,,4.55
2001-05-03,47.65,53.33,49.66,62.67,4.53
2001-05-04,45.86,47,44.68,52.75,4.445
2001-05-05,,38.91,,,4.485
2001-05-06,,38.91,,,4.485
2001-05-07,41.92,45,36.97,,4.485
2001-05-08,36.42,33,27.25,29,4.315
2001-05-09,38.01,34.96,31.3,32,4.23
2001-05-10,42.2,41.06,39.29,,4.145
2001-05-11,44.64,42.57,41.33,43.8,4.165
2001-05-12,,31.33,,30.5,4.25
2001-05-13,,31.33,,30.5,4.25
2001-05-14,40.73,35.17,32.4,,4.25
2001-05-15,42.06,38,34.66,37,4.275
2001-05-16,48.23,48.67,44.48,46.25,4.455
2001-05-17,49.36,49,45.75,47.38,4.47
2001-05-18,47.74,48,41.27,43,4.18
2001-05-19,,32.6,,,4.15
2001-05-20,,32.23,,,4.15
2001-05-21,36.95,36.2,28.33,35,4.15
2001-05-22,31.28,29.88,23.77,26.86,4.15
2001-05-23,28.51,29.67,21.83,29,4.035
2001-05-24,27.7,25.86,20.77,,4.095
2001-05-25,26.47,26,19.84,25,4.125
2001-05-26,,23,,,3.84
2001-05-27,,23,,,3.84
2001-05-28,,23,,,3.84
2001-05-29,36.15,31.7,22.61,27,3.84
2001-05-30,34.91,27.22,19.68,25,3.86
2001-05-31,27.24,28.87,17.74,25,3.67
2001-06-01,26.76,29.67,20.75,,3.73
2001-06-02,,26.5,,,3.705
2001-06-03,,26.5,,,3.705
2001-06-04,28.14,30.94,21.9,,3.705
2001-06-05,31.02,41,24.31,28,3.945
2001-06-06,33.54,45.15,24.59,30,3.985
2001-06-07,33.81,41.19,27.86,28,3.75
2001-06-08,36.68,39.4,32.09,,3.68
2001-06-09,,,,,3.625
2001-06-10,,,,,3.625
2001-06-11,45.66,45.28,42.31,,3.625
2001-06-12,51.85,48.33,49.72,51,3.86
2001-06-13,55.89,56.67,58.68,60,3.995
2001-06-14,51.98,53.67,52.28,,4.135
2001-06-15,46.95,48.92,45.31,45,3.94
2001-06-16,30,34.9,,,3.87
2001-06-17,30,34.9,,,3.87
2001-06-18,48.17,50,45.27,46,3.87
2001-06-19,50.22,51.42,51.08,,3.895
2001-06-20,40.28,44.31,39.02,38.5,3.935
2001-06-21,32.66,37.72,26.06,29.2,3.82
2001-06-22,29.93,34.59,21.18,24,3.685
2001-06-23,,31.57,,,3.685
2001-06-24,,,,,3.685
2001-06-25,38.09,44.33,35.65,,3.685
2001-06-26,39.12,37.8,35.81,39.5,3.555
2001-06-27,42.68,40.87,37.07,48.25,3.445
2001-06-28,47.66,45.36,44.47,,3.385
2001-06-29,41.71,39.33,38.58,45,3.215
2001-06-30,27,33.5,30,28,3.215
2001-07-01,27,33.5,30,28,2.995
2001-07-02,38.99,40,29.38,36.5,2.995
2001-07-03,31.98,33.7,24.13,23,2.93
2001-07-04,,28.38,,,3
2001-07-05,28.44,34.25,24.9,22,3
2001-07-06,32.79,35.9,27.36,27.25,3.1
2001-07-07,,47.13,39.64,,2.995
2001-07-08,,35.75,,,2.995
2001-07-09,42.97,49.5,39.64,,2.995
2001-07-10,49.32,50.32,46.65,51.25,3.1
2001-07-11,47.67,45.05,42.14,43,3.18
2001-07-12,40.01,42.34,33.08,36,3.205
2001-07-13,36.43,38.95,28.38,37,3.3
2001-07-14,,32.86,,31,3.155
2001-07-15,,32.86,,,3.155
2001-07-16,44.7,45.66,42.14,,3.155
2001-07-17,45.24,44.59,42.22,42.5,3.075
2001-07-18,48.27,45.67,44.61,42,3.12
2001-07-19,49.59,46.57,47.43,46.5,3.145
2001-07-20,47.2,45.29,45.34,45,3.025
2001-07-21,36,38.5,,,2.95
2001-07-22,36,38.5,,,2.95
2001-07-23,51.34,47.06,51,53.5,2.95
2001-07-24,56.39,50.92,56.62,60.38,3.01
2001-07-25,45.39,44.89,48.28,56.4,3.01
2001-07-26,39.35,37.69,36.92,38.5,3.06
2001-07-27,36.94,37.2,33.58,,3.265
2001-07-28,34.25,35,,,3.065
2001-07-29,34.25,35,,,3.065
2001-07-30,43.82,44.45,44.92,,3.065
2001-07-31,50.24,52.44,55.21,57,3.27
2001-08-01,53.24,53.23,57.04,,3.32
2001-08-02,48.79,47.19,52.7,61,3.26
2001-08-03,43.17,41.62,43.3,46,3.15
2001-08-04,,33,,,3.055
2001-08-05,,33,,,3.055
2001-08-06,42.65,41.29,45.13,,3.055
2001-08-07,53.98,53.28,66.92,95,3.055
2001-08-08,54.62,106.93,123.18,160,3.135
2001-08-09,49.2,89.66,74.85,130,3.09
2001-08-10,42.7,51.22,45.23,58.5,3.09
2001-08-11,34.5,36.47,,,2.98
2001-08-12,34.5,36.47,,,2.98
2001-08-13,38.08,44.1,40.11,,2.98
2001-08-14,33.78,37.48,29.62,,2.995
2001-08-15,35.01,36.43,30.92,36,3.03
2001-08-16,33.23,37.06,30.11,38,3.145
2001-08-17,32.43,39.4,25.68,40,3.44
2001-08-18,,30,,,3.23
2001-08-19,,30,,,3.23
2001-08-20,34.64,42.52,30.54,34,3.23
2001-08-21,33.5,41.41,29.61,37.25,3.16
2001-08-22,36.89,44.21,35.18,,3.165
2001-08-23,40.12,44.35,38.03,44.5,3.19
2001-08-24,38.96,42.34,35.32,40,2.86
2001-08-25,,,25,,2.77
2001-08-26,,,25,,2.77
2001-08-27,34.75,39.99,30.23,,2.77
2001-08-28,32.69,38.11,30.03,35,2.59
2001-08-29,34.96,39.35,33.89,35.75,2.555
2001-08-30,33.08,37.77,35.2,39.5,2.445
2001-08-31,28.72,34.88,29.72,,2.46
2001-09-01,,32,,,2.15
2001-09-02,,32,,,2.15
2001-09-03,,,,,2.15
2001-09-04,24.77,30.66,27.51,,2.15
2001-09-05,22.35,25.2,24.58,,2.2
2001-09-06,20.78,27.16,25.79,,2.335
2001-09-07,22.8,29.71,26.45,31,2.4
2001-09-08,19.33,,,,2.345
2001-09-09,19.33,,,,2.345
2001-09-10,22.09,27.75,23.42,,2.345
2001-09-11,21.06,27.75,22.02,,2.385
2001-09-12,21.16,28.71,21.78,25,2.44
2001-09-13,21.98,29.35,21.87,,2.445
2001-09-14,20.21,28.43,20.55,25,2.39
2001-09-15,22,,,,2.405
2001-09-16,22,,,,2.405
2001-09-17,21.16,28.35,20.78,,2.405
2001-09-18,21.14,25.06,20.16,25,2.345
2001-09-19,21.38,23.53,19.1,24.33,2.18
2001-09-20,21.27,24.65,19.22,,2.125
2001-09-21,20.28,25.03,19.54,25.63,2.07
2001-09-22,,,,,2.04
2001-09-23,,,,,2.04
2001-09-24,20.01,25.41,19.19,27,2.04
2001-09-25,17.89,23.17,17.95,,1.99
2001-09-26,16.96,23.17,17.31,,1.945
2001-09-27,16.4,21.82,17.22,,1.895
2001-09-28,16.66,22.28,17.35,,1.895
2001-09-29,,23,,,1.895
2001-09-30,,23,,,1.895
2001-10-01,17.09,23.63,17.89,,1.835
2001-10-02,18.18,25.15,20.36,25,1.77
2001-10-03,16.96,24.26,19.77,23,1.82
2001-10-04,17.39,24.34,20.4,25.5,1.975
2001-10-05,18.02,25.9,21.91,28,2.13
2001-10-06,,,,,2.115
2001-10-07,,,,,2.115
2001-10-08,19.27,26.65,22.17,,2.115
2001-10-09,19.06,25.94,20.64,28,2.035
2001-10-10,18.56,26.25,19.49,25.5,2.115
2001-10-11,19.3,26.53,19.19,22.5,2.23
2001-10-12,20.11,26.66,19.83,25.75,2.405
2001-10-13,18,,,,2.305
2001-10-14,18,,,,2.305
2001-10-15,20.04,27.19,21.03,27,2.305
2001-10-16,18.77,27.69,20.61,25.5,2.26
2001-10-17,19.28,27.27,21.17,26,2.505
2001-10-18,21.22,26.92,22.71,28.13,2.65
2001-10-19,20.46,26.75,22.53,27.33,2.4
2001-10-20,,22.5,19,,2.335
2001-10-21,,22.5,19,,2.335
2001-10-22,20.64,27.05,21.12,,2.335
2001-10-23,21.92,30.77,20.44,26.25,2.63
2001-10-24,24.29,33.85,26.42,,2.83
2001-10-25,23.32,31.09,25.59,28.33,2.68
2001-10-26,26.12,30.43,30.84,28,3.145
2001-10-27,23,29.25,,29,3.055
2001-10-28,23,29.25,,29,3.055
2001-10-29,26.33,33.28,32.07,31.5,3.055
2001-10-30,27.32,31.31,26.94,28,3.21
2001-10-31,27.63,28.33,25.25,27,3.105
2001-11-01,26.91,26.3,23.67,26.17,3.07
2001-11-02,25.53,25.3,21.1,25.5,3.005
2001-11-03,23,22.8,,,2.96
2001-11-04,23,22.8,,,2.96
2001-11-05,26.06,25.58,24.93,27,2.96
2001-11-06,24.71,24.31,23.63,28,2.885
2001-11-07,25.19,23.61,23.3,24.67,2.75
2001-11-08,25.48,24.22,23.28,,2.735
2001-11-09,25.64,23.77,23.99,,2.725
2001-11-10,,,,,2.625
2001-11-11,,,,,2.625
2001-11-12,27.55,23.9,25.65,30,2.625
2001-11-13,24.93,24.3,23.91,,2.455
2001-11-14,22.63,23.91,23.96,,2.395
2001-11-15,21.56,23.51,22.45,26,2.295
2001-11-16,20.42,22.46,21.88,25,2.03
2001-11-17,,,,,1.74
2001-11-18,,,,,1.74
2001-11-19,19.65,22.73,22.18,25,1.74
2001-11-20,17.78,22.7,21.83,23,2.125
2001-11-21,20.03,22.03,21.23,23,2.625
2001-11-22,,,,,1.93
2001-11-23,16.97,19.11,15.58,,1.93
2001-11-24,15.63,,,,1.93
2001-11-25,15.63,,,,1.93
2001-11-26,18.81,21.46,18.86,20,1.93
2001-11-27,17.79,20.1,18.47,22.1,1.835
2001-11-28,17.42,19.74,17.74,,1.885
2001-11-29,20.2,20.57,18.67,,2.335
2001-11-30,19.87,21.87,19.38,22,2.185
2001-12-01,16.58,,,22,1.75
2001-12-02,16.58,,,22,1.75
2001-12-03,16.53,22.9,17.86,20,1.75
2001-12-04,17.25,21.58,18.2,20,2.1
2001-12-05,17.4,20.15,19.46,20,1.99
2001-12-06,17.21,19.64,18.97,19,1.89
2001-12-07,16.41,19.25,17.98,,1.835
2001-12-08,16.5,19.33,,,2.11
2001-12-09,16,19.33,,,2.11
2001-12-10,18.47,21.06,19.14,20.67,2.11
2001-12-11,19.32,20.46,19.27,21,2.32
2001-12-12,21.01,20.98,19.62,,2.545
2001-12-13,20.14,20.52,18.62,,2.49
2001-12-14,19.36,19.78,17.3,22,2.41
2001-12-15,17.5,18,,,2.415
2001-12-16,17.5,18,,,2.415
2001-12-17,19.39,20.49,17.88,20,2.415
2001-12-18,20.3,20.5,18.46,19.67,2.55
2001-12-19,20.47,20.41,19.01,,2.545
2001-12-20,21.55,20.42,20.84,,2.62
2001-12-21,22.29,21.39,21.72,,2.595
2001-12-22,16.25,,,,2.635
2001-12-23,16.25,,,,2.635
2001-12-24,19.97,20,16.49,,2.635
2001-12-25,,,,,2.635
2001-12-26,23.94,22.75,,,2.635
2001-12-27,24.51,23.21,23.65,25.75,2.95
2001-12-28,22.24,22.75,19.54,23.75,2.635
2001-12-29,17.5,21.75,,,2.65
2001-12-30,17.5,21.75,,,2.65
2001-12-31,21.73,22.14,18.97,20.83,2.65
2002-01-01,20,,,22,2.735
2002-01-02,22.98,26.22,22.84,24.83,2.735
2002-01-03,24.15,29.34,25.77,26.64,2.565
2002-01-04,26.22,36.56,29.22,37.83,2.5
2002-01-05,,25,,22,2.36
2002-01-06,,25,,22,2.36
2002-01-07,20.65,35.5,24.42,25.67,2.36
2002-01-08,19.76,29.79,21.15,27.39,2.305
2002-01-09,19.59,32.05,21.09,25,2.385
2002-01-10,19.26,22.67,19.79,26,2.315
2002-01-11,18.15,21.78,18.01,20.5,2.32
2002-01-12,,,,,2.3
2002-01-13,16.5,20,,,2.3
2002-01-14,18.25,22.84,18.63,19,2.3
2002-01-15,18.81,22.71,18.95,21.33,2.32
2002-01-16,20.12,25.02,20.95,23.67,2.365
2002-01-17,20.9,24.36,20.5,22.67,2.395
2002-01-18,21,23.19,21.4,25.75,2.41
2002-01-19,16.75,21.23,20.25,21,2.29
2002-01-20,16.75,21.23,20.25,21,2.29
2002-01-21,19.17,23.24,19.76,23,2.29
2002-01-22,18.09,22.28,18.47,20.1,2.29
2002-01-23,17.92,20.99,18.04,21,2.19
2002-01-24,17.59,20.28,17.06,19.58,2.11
2002-01-25,17.41,19.41,16.83,19.25,2.125
2002-01-26,16.5,19,,19.5,2.03
2002-01-27,16.5,19,,19.5,2.03
2002-01-28,17.47,20.79,16.82,20,2.03
2002-01-29,17.61,20.37,16.99,17,2.02
2002-01-30,16.64,19.22,16.71,19,1.98
2002-01-31,16.83,18.86,17.2,19.5,2.08
