,,,,,
Entity,Entity,Entity,Attribute,Attribute,Attribute
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,STREET_ADDRESS_1,"1st row of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,STREET_ADDRESS_2,"2nd row of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,CITY,"The city of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,COUNTY,"The county of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,STATE_KEY,"The state of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,ZIP_5,"The 5 digit zip code of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,ZIP_4,"The 4 digit zip code suffix of the ""bill to"" address",
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,JOB_KEY,The job that created the row,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,UPDATE_JOB_KEY,The job that updated the row,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",JOB_KEY,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",JOB_NAME,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",DATA_START_DATE,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",DATA_END_DATE,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",JOB_START_DATE,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",JOB_END_DATE,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",RUN_STATUS,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",SOURCE_SYSTEM_KEY,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",UPDATE_JOB_KEY,,
JOB_TABLE,"This table contains the master list of all data warehouse extract, transformation and load processes (ETLs)- JOB_NAME.  A JOB_KEY represents one execution of an ETL job.    By planting the JOB_KEY on each data warehouse table, allows for quick identification of which job created or updated any row in the data warehouse.   Every row in each data warehouse table will reference the job that created it by the JOB_KEY column.  Rows that can be upadated will reference the updating Job by the an UPDATE_JOB_KEY column.","When the team starts to load persistent data into the data warehouse (e.g. when the ETL is enhanced to load incremental data instead of a full-refresh in all cases), a RUN table will need to be added to the model.    A RUN will represent a grouping of JOBs run for the business in order to load data from specific SOURCE_SYSTEMs and subject areas over a time period. (e.g. LodeStar and STAT AR and AP data for the month of January 2002). The RUN will be the mechanism used to communicate to the business users what data has been loaded and when.  It will also be the mechanism used by the validation team to validated all data belonging to specific RUNS.",JOB_PARAMETERS,,
MASTER_SERVICE,"The MASTER_SERVICE entity contains the list of commodity and non-commodity based services, which Enron offers its customer.  e.g. gas, power, sewage, garbage disposal, boiler maintenance, etc.",,MASTER_SERVICE_KEY,The data warehouse's unique identifier of a MASTER_SERVICE,
MASTER_SERVICE,"The MASTER_SERVICE entity contains the list of commodity and non-commodity based services, which Enron offers its customer.  e.g. gas, power, sewage, garbage disposal, boiler maintenance, etc.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
MASTER_SERVICE,"The MASTER_SERVICE entity contains the list of commodity and non-commodity based services, which Enron offers its customer.  e.g. gas, power, sewage, garbage disposal, boiler maintenance, etc.",,MASTER_SERVICE_NAME,The name of the MASTER_SERVICE,
MASTER_SERVICE,"The MASTER_SERVICE entity contains the list of commodity and non-commodity based services, which Enron offers its customer.  e.g. gas, power, sewage, garbage disposal, boiler maintenance, etc.",,JOB_KEY,The job which created the row,
MASTER_SERVICE,"The MASTER_SERVICE entity contains the list of commodity and non-commodity based services, which Enron offers its customer.  e.g. gas, power, sewage, garbage disposal, boiler maintenance, etc.",,UPDATE_JOB_KEY,The job which update the row,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,MSAP_ACCOUNT_ACTIVITY_KEY,The data warehouse's unique identifier of the account activity row,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM that creates and/or updates the row,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,GL_MONTH,The month on which the activity was posted in the AR subledger,This field will be loaded from the GL_PERIOD column in the source file.  It must be stored as a date datatype
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,OF_ACCOUNT_KEY,The subledger's financial account against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,SUPPLIER_KEY,The SUPPLIER against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,CUSTOMER_TYPE_KEY,The CUSTOMER_TYPE against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,STATE_KEY,The STATE against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,OF_LONG_ACCOUNT,"The full OF ACCOUNT against which the activity was posted (includes seg1, seg2, seg3, seg4, seg5 and seg6)",This column is NOT yet supplied in the SOURCE_SYSTEM.  It has been requested in time for V6
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_NUM,MSAP's unique identifier for the SUPPLIER,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,PROFIT_CENTER,?,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_NAME,The name of the SUPPLIER,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_ADDRESS_LINE1,1st row of the SUPPLIER's address,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_ADDRESS_LINE2,1st row of the SUPPLIER's address,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_CITY,The city at which the SUPPLIER is located,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_STATE,The state at which the SUPPLIER is located,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VENDOR_ZIP_CODE,The zip code at which the SUPPLIER is located,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,DUE_DATE,The date by which the dollars must be paid by Enron to the SUPPLIER,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,FROMDATE,The first date on which the MASTER_SERVICE was consumed/realized (or first date of the bill-cycle).,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,TODATE,The last date on which the MASTER_SERVICE was consumed/realized (or last date of the bill-cycle).,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,VOLUME,The number of units of MASTER_SERVICE that was realized/consumed between the FROMDATE and TODATE,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,GAS_PURCHASE_VOLUME,?,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,GP_UNIT_OF_MEASURE,?,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,UNIT_OF_MEASURE,The unit of measure in which VOLUME is associated,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,PAY_AMOUNT,The total dollars owed by Enron to the SUPPLIER for consumption of a MASTER_SERVICE between the FROMDATE and TODATE.,
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,SAP_GL_ACCOUNT,Holds the SAP GL account against which the activity in the row was posted,This column will be populated from the GL_ACCOUNT column in the MSAP file
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,DESCRIPTION,,The description of the SAP_GL_ACCOUNT
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,COMPANY,,The SOURCE_SYSTEM from which the activity was sourced  Possible Values: '087C' = LodeStar '0890' = STAT
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,MSAP_IMPORT_DATE,,The date on which MSAP imported the data from the billing system's extract file
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,REQUEST_DATE,,The date on which the paper Payment Request  was received by the MSAP administrator  All payments to SUPPLIERs are submitted via extract files to MSAP and are submitted in a paper request form   The MSAP administrator must individually approve each utility file by comparing the paper requests to the data received.
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,SAP_UPLOAD_DATE,,The date on which the data was loaded into SAP AP
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,STAT_ORDER,,?
MSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an MSAP GL_ACCOUNT (from MSAP's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AP Subledger.",,ESTIMATED_SETTLEMENT_DATE,,Estimated date on which Enron will pay the SUPPLIER
MSAPSTATE_TO_RANGERSTATE,This table is used to translate MSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,MSAP_COMPANY,,
MSAPSTATE_TO_RANGERSTATE,This table is used to translate MSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,MSAP_VENDOR_STATE,,
MSAPSTATE_TO_RANGERSTATE,This table is used to translate MSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_STATE_KEY,,
MSAPSTATE_TO_RANGERSTATE,This table is used to translate MSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_STATE_NAME,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,MSAP_COMPANY,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,MSAP_VENDOR_NUM,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,MSAP_VENDOR_NAME,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SOURCE_SYSTEM_KEY,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SUPPLIER_SOURCE_SYSTEM_ID,,
MSAPUDC_TO_RANGERUDC,This table is used to translate MSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SUPPLIER_NAME,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SOURCE_SYSTEM,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG1,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG5,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG5DESC,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_MASTER_SERVICE_KEY,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_CUSTTYPE_SYSTEM_KEY,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_CUSTTYPE_SOURCE_SYSTEM_ID,,
OFCUSTTYPE_TO_RANGERRCUSTTYPE,This table is used to translate OFSAP's identification of a CUSTOMER_TYPE to Ranger's CUSTOMER_TYPE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_CUSTOMER_TYPE_NAME,,
OFMARKET_TO_SOURCE_SYSTEM,This table is used to associate an OFSAP_ACCOUNT_ACTIVITY_FACT to a RANGER SOURCE_SYSTEM_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG1,,
OFMARKET_TO_SOURCE_SYSTEM,This table is used to associate an OFSAP_ACCOUNT_ACTIVITY_FACT to a RANGER SOURCE_SYSTEM_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG4,,
OFMARKET_TO_SOURCE_SYSTEM,This table is used to associate an OFSAP_ACCOUNT_ACTIVITY_FACT to a RANGER SOURCE_SYSTEM_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_OFSEG3,,
OFMARKET_TO_SOURCE_SYSTEM,This table is used to associate an OFSAP_ACCOUNT_ACTIVITY_FACT to a RANGER SOURCE_SYSTEM_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SOURCE_SYSTEM_KEY,,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,OFSAP_ACCOUNT_ACTIVITY_KEY,The data warehouse's unique identifier of the account activity row,
