Shipper,Ctrc,Type,Expire,Vol
"PG&E TEXAS GAS PARTNERS, L.P.",20314,IT,1991-05-31 00:00:00,0
"PG&E TEXAS GAS PARTNERS, L.P.",20314,IT,1991-05-31 00:00:00,10000
"PG&E TEXAS GAS PARTNERS, L.P.",20316,IT,1991-05-31 00:00:00,10000
"PG&E TEXAS GAS PARTNERS, L.P.",20317,IT,1991-05-31 00:00:00,10000
"PG&E TEXAS PIPELINE, L.P.",105568,IT,1999-06-30 00:00:00,999999999
PHILLIPS NATURAL GAS COMPANY,76233,IT,1992-03-27 00:00:00,0
PHILLIPS NATURAL GAS COMPANY,76233,IT,1992-03-27 00:00:00,40000
PINNACLE NATURAL GAS COMPANY,22923,IT,1993-11-30 00:00:00,0
PINNACLE NATURAL GAS COMPANY,22923,IT,1993-11-30 00:00:00,999999999
"PIONEER GAS PIPELINE, INC.",103253,IT,1998-06-30 00:00:00,999999999
"PIONEER NATURAL RESOURCES USA, INC.",77959,IT,1996-05-22 00:00:00,0
"PIONEER NATURAL RESOURCES USA, INC.",77959,IT,1996-05-22 00:00:00,999999999
PNM GAS SERVICES,106251,ID,2000-01-31 00:00:00,100000
PNM GAS SERVICES,106252,IT,2000-01-31 00:00:00,100000
PNM GAS SERVICES,107508,IT,2001-02-28 00:00:00,5000
"POST ROCK GAS, INC.",104759,FT,2003-10-31 00:00:00,106
POWER-TEX JOINT VENTURE,22951,IT,1993-11-30 00:00:00,0
POWER-TEX JOINT VENTURE,22951,IT,1993-11-30 00:00:00,999999999
POWER-TEX JOINT VENTURE,102393,ID,1997-12-16 00:00:00,50000
POWER-TEX JOINT VENTURE,103220,IT,1998-06-05 00:00:00,30000
"PRO-CORN, LLC",105203,FT,2009-10-31 00:00:00,1500
QUICKTRADE L.L.C.,103112,IT,1998-05-13 00:00:00,150000
QUICKTRADE L.L.C.,104873,ID,1999-11-02 00:00:00,100000
QUICKTRADE L.L.C.,105803,IT,2000-10-31 00:00:00,999999999
RAPTOR NATURAL PIPELINE  LLC,5843,IT,1990-12-31 00:00:00,0
RAPTOR NATURAL PIPELINE  LLC,5843,IT,1990-12-31 00:00:00,1
RELIANT ENERGY MINNEGASCO,21349,FT,2007-10-31 00:00:00,4760
RELIANT ENERGY MINNEGASCO,59499,IT,1996-09-30 00:00:00,800000
RELIANT ENERGY MINNEGASCO,100745,ID,1996-09-30 00:00:00,4500000
RELIANT ENERGY MINNEGASCO,100796,FT,2007-10-31 00:00:00,720000
RELIANT ENERGY MINNEGASCO,105544,IT,2000-05-31 00:00:00,999999999
RELIANT ENERGY MINNEGASCO,105688,FT,2007-10-31 00:00:00,50000
RELIANT ENERGY MINNEGASCO,105919,IT,2000-10-31 00:00:00,999999999
"RELIANT ENERGY RETAIL, INC.",103104,FT,2007-10-31 00:00:00,50000
"RELIANT ENERGY SERVICES, INC.",22089,IT,1994-03-24 00:00:00,100000
"RELIANT ENERGY SERVICES, INC.",22359,ID,1993-06-14 00:00:00,0
"RELIANT ENERGY SERVICES, INC.",22359,ID,1993-06-14 00:00:00,1240000
"RELIANT ENERGY SERVICES, INC.",105510,IT,2000-05-26 00:00:00,999999999
"RELIANT ENERGY SERVICES, INC.",105858,IT,2001-09-30 00:00:00,100000
"RELIANT ENERGY SERVICES, INC.",105916,IT,2000-10-31 00:00:00,999999999
"RELIANT ENERGY SERVICES, INC.",106870,ID,1993-06-14 00:00:00,300000
"RELIANT ENERGY SERVICES, INC.",106951,IT,2001-09-07 00:00:00,999999999
"RELIANT ENERGY SERVICES, INC.",107030,ID,1993-06-14 00:00:00,400000
"RELIANT ENERGY SERVICES, INC.",107031,ID,1993-06-14 00:00:00,400000
"RELIANT ENERGY SERVICES, INC.",107032,ID,1993-06-14 00:00:00,400000
"RELIANT ENERGY SERVICES, INC.",107247,IT,2001-11-01 00:00:00,999999999
"RELIANT ENERGY SERVICES, INC.",107342,ID,1993-06-14 00:00:00,240000
"RELIANT ENERGY SERVICES, INC.",107352,ID,1993-06-14 00:00:00,1000000
"RELIANT ENERGY SERVICES, INC.",107356,IT,2001-01-11 00:00:00,30000
"RELIANT ENERGY SERVICES, INC.",107447,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",107448,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",107460,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",107461,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",107649,ID,1993-06-14 00:00:00,1000000
"RELIANT ENERGY SERVICES, INC.",107828,ID,1993-06-14 00:00:00,180000
"RELIANT ENERGY SERVICES, INC.",107842,ID,2002-04-24 00:00:00,1000000
"RELIANT ENERGY SERVICES, INC.",107866,ID,1993-06-14 00:00:00,50000
"RELIANT ENERGY SERVICES, INC.",107874,ID,1993-06-14 00:00:00,300000
"RELIANT ENERGY SERVICES, INC.",107879,ID,1993-06-14 00:00:00,310000
"RELIANT ENERGY SERVICES, INC.",107925,ID,1993-06-14 00:00:00,390000
"RELIANT ENERGY SERVICES, INC.",107928,FT,2001-10-31 00:00:00,20000
"RELIANT ENERGY SERVICES, INC.",107952,ID,1993-06-14 00:00:00,250000
"RELIANT ENERGY SERVICES, INC.",107955,ID,1993-06-14 00:00:00,250000
"RELIANT ENERGY SERVICES, INC.",107956,ID,1993-06-14 00:00:00,250000
"RELIANT ENERGY SERVICES, INC.",107957,ID,1993-06-14 00:00:00,250000
"RELIANT ENERGY SERVICES, INC.",108021,SD,2002-01-31 00:00:00,80646
"RELIANT ENERGY SERVICES, INC.",108046,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",108089,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",108091,ID,1993-06-14 00:00:00,500000
"RELIANT ENERGY SERVICES, INC.",108092,IT,2002-06-30 00:00:00,999999999
"RELIANT ENERGY SERVICES, INC.",108096,ID,1993-06-14 00:00:00,83654
"RELIANT ENERGY SERVICES, INC.",108118,ID,1993-06-14 00:00:00,1000000
"RELIANT ENERGY SERVICES, INC.",108132,ID,1993-06-14 00:00:00,400000
"RELIANT ENERGY SERVICES, INC.",108311,ID,1993-06-14 00:00:00,100000
"RELIANT ENERGY SERVICES, INC.",108330,ID,1993-06-14 00:00:00,30000
"RENAISSANCE ENERGY (U.S.), INC.",104409,ID,1999-06-11 00:00:00,50000
RICHARDSON PRODUCTS COMPANY,101873,IT,1997-07-31 00:00:00,100000
RICHARDSON PRODUCTS COMPANY,104425,ID,1999-06-11 00:00:00,5000
RICHARDSON PRODUCTS COMPANY,105930,IT,2000-10-31 00:00:00,999999999
RICHARDSON PRODUCTS COMPANY,108352,FT,2001-10-31 00:00:00,20000
RICHARDSON PRODUCTS COMPANY,108353,FT,2001-10-31 00:00:00,30000
RICHFIELD GAS STORAGE SYSTEM,23066,IT,1993-12-31 00:00:00,0
RICHFIELD GAS STORAGE SYSTEM,23066,IT,1993-12-31 00:00:00,999999999
ROCK RAPIDS MUNICIPAL UTILITIES,21592,FT,2003-10-31 00:00:00,750
ROCK RAPIDS MUNICIPAL UTILITIES,22735,FT,2003-10-31 00:00:00,150
"ROYSTER-CLARK NITROGEN, INC.",22529,ID,1998-06-22 00:00:00,0
"ROYSTER-CLARK NITROGEN, INC.",22529,ID,1998-06-22 00:00:00,35000
SEAGULL MARKETING SERVICES INC,20655,FT,2001-12-31 00:00:00,4000
SEMCO ENERGY GAS COMPANY,21304,FT,2003-10-31 00:00:00,4600
SEMCO ENERGY GAS COMPANY,22305,FD,2003-05-31 00:00:00,17345
SEMCO ENERGY GAS COMPANY,22305,FD,2003-05-31 00:00:00,1000000
SEMCO ENERGY GAS COMPANY,23216,ID,1999-03-30 00:00:00,0
SEMCO ENERGY GAS COMPANY,23216,ID,1999-03-30 00:00:00,50000
SEMINOLE ENERGY SERVICES L.L.C.,107190,IT,2001-10-31 00:00:00,5000
SEMPRA ENERGY TRADING CORP.,22366,IT,1994-06-15 00:00:00,500000
SEMPRA ENERGY TRADING CORP.,100492,ID,1996-07-31 00:00:00,400000
SEMPRA ENERGY TRADING CORP.,106030,IT,2000-10-31 00:00:00,999999999
SEMPRA ENERGY TRADING CORP.,108025,ID,1996-07-31 00:00:00,310000
SHEEHAN'S GAS COMPANY,21559,FT,2005-10-15 00:00:00,0
SID RICHARDSON GASOLINE CO.,102500,IT,1996-08-31 00:00:00,999999999
SIOUX CENTER,21312,FT,2003-10-31 00:00:00,0
SIOUX CENTER,22301,FD,2003-05-31 00:00:00,239
SIOUX CENTER,22301,FD,2003-05-31 00:00:00,13777
SIOUX CENTER,108051,FT,2011-10-31 00:00:00,1600
SOUTHERN NATURAL GAS COMPANY,5961,IT,1991-04-30 00:00:00,0
SOUTHERN NATURAL GAS COMPANY,5961,IT,1991-04-30 00:00:00,60000
SOUTHERN UNION GAS COMPANY,22820,FT,2002-12-31 00:00:00,3900
SOUTHERN UNION GAS COMPANY,107367,ID,2001-12-31 00:00:00,100000
SOUTHWESTERN PUBLIC SERVICE CO,102801,IT,2002-03-31 00:00:00,400000
SOUTHWESTERN PUBLIC SERVICE CO,102802,ID,2002-03-31 00:00:00,30000
SPRAGUE ENERGY CORP,107129,IT,2001-10-31 00:00:00,10000
ST CROIX VALLEY NATURAL GAS,21336,FT,2003-10-31 00:00:00,6600
SUPERIOR NATURAL GAS CORPORATION,72523,IT,1991-05-11 00:00:00,0
SUPERIOR NATURAL GAS CORPORATION,72523,IT,1991-05-11 00:00:00,20000
"SUPERIOR WATER, LIGHT & POWER COMPANY",21352,FT,2007-10-31 00:00:00,0
"SUPERIOR WATER, LIGHT & POWER COMPANY",22312,FD,2003-05-31 00:00:00,8672
"SUPERIOR WATER, LIGHT & POWER COMPANY",22312,FD,2003-05-31 00:00:00,500000
TEJAS GAS PIPELINE LP,105129,IT,1999-03-31 00:00:00,999999999
"TENASKA GAS STORAGE, LLC",21229,ID,1993-06-30 00:00:00,0
"TENASKA GAS STORAGE, LLC",21229,ID,1993-06-30 00:00:00,100000
"TENASKA GAS STORAGE, LLC",107407,IT,2001-12-31 00:00:00,999999999
"TENASKA GAS STORAGE, LLC",107408,IT,2001-12-31 00:00:00,999999999
"TENASKA GAS STORAGE, LLC",107465,FD,2003-05-31 00:00:00,8867
"TENASKA GAS STORAGE, LLC",107465,FD,2003-05-31 00:00:00,500000
"TENASKA GAS STORAGE, LLC",107947,ID,1993-06-30 00:00:00,101400
"TENASKA GAS STORAGE, LLC",108038,ID,1993-06-30 00:00:00,30000
"TENASKA GAS STORAGE, LLC",108075,ID,1993-06-30 00:00:00,30000
"TENASKA GAS STORAGE, LLC",108205,ID,1993-06-30 00:00:00,335268
"TENASKA GAS STORAGE, LLC",108305,ID,1993-06-30 00:00:00,230000
"TENASKA GAS STORAGE, LLC",108334,ID,1993-06-30 00:00:00,40000
TENASKA MARKETING VENTURES,21344,IT,1994-06-30 00:00:00,250000
TENASKA MARKETING VENTURES,105480,IT,1999-06-13 00:00:00,50000
TENASKA MARKETING VENTURES,105517,IT,2000-05-31 00:00:00,999999999
TENASKA MARKETING VENTURES,105903,IT,2000-10-31 00:00:00,999999999
TENASKA MARKETING VENTURES,106170,IT,2000-11-30 00:00:00,999999999
TENASKA MARKETING VENTURES,106171,IT,2000-11-30 00:00:00,999999999
TENASKA MARKETING VENTURES,107011,IT,2001-10-31 00:00:00,10000
TENASKA MARKETING VENTURES,107015,IT,2001-10-31 00:00:00,30000
TENASKA MARKETING VENTURES,107018,SD,2001-10-31 00:00:00,10000
TENASKA MARKETING VENTURES,107022,SD,2001-10-31 00:00:00,30000
TENASKA MARKETING VENTURES,107168,FT,2002-03-31 00:00:00,7000
TENASKA MARKETING VENTURES,107485,IT,2002-01-22 00:00:00,999999999
TENASKA MARKETING VENTURES,107865,FT,2001-10-31 00:00:00,10000
TENASKA MARKETING VENTURES,107989,SD,2002-03-31 00:00:00,3400000
TERRA NITROGEN CORPORATION,104684,FT,2003-10-31 00:00:00,39000
"TEXACO NATURAL GAS, INC.",6327,FT,2002-09-30 00:00:00,15310
"TEXACO NATURAL GAS, INC.",21359,ID,1993-06-30 00:00:00,0
"TEXACO NATURAL GAS, INC.",21359,ID,1993-06-30 00:00:00,20000
"TEXACO NATURAL GAS, INC.",67841,IT,1991-10-24 00:00:00,0
"TEXACO NATURAL GAS, INC.",67841,IT,1991-10-24 00:00:00,50000
"TEXACO NATURAL GAS, INC.",78306,IT,1992-12-14 00:00:00,100000
"TEXACO NATURAL GAS, INC.",104782,IT,2000-11-30 00:00:00,999999999
"TEXACO NATURAL GAS, INC.",105969,IT,2000-10-31 00:00:00,999999999
"TEXACO NATURAL GAS, INC.",106421,IT,2001-03-31 00:00:00,999999999
"TEXACO NATURAL GAS, INC.",107013,IT,2001-10-31 00:00:00,30000
"TEXACO NATURAL GAS, INC.",107019,SD,2001-10-31 00:00:00,30000
"TEXACO NATURAL GAS, INC.",107694,FT,2001-10-31 00:00:00,10000
"TEXACO NATURAL GAS, INC.",107816,FT,2002-04-30 00:00:00,4500
"TEXACO NATURAL GAS, INC.",107840,ID,1993-06-30 00:00:00,310000
"TEXACO NATURAL GAS, INC.",107958,ID,1993-06-30 00:00:00,310000
"TEXACO NATURAL GAS, INC.",107959,ID,1993-06-30 00:00:00,310000
"TEXACO NATURAL GAS, INC.",107961,ID,1993-06-30 00:00:00,310000
"THE ENERGY AUTHORITY, INC.",107269,IT,2001-11-30 00:00:00,30000
"THE ENERGY AUTHORITY, INC.",107270,ID,2001-11-30 00:00:00,30000
TORCH ENERGY MARKETING INC,107491,FT,2001-12-31 00:00:00,10000
"TORCH ENERGY TM, INC.",106050,IT,1999-11-30 00:00:00,50000
"TORCH ENERGY TM, INC.",106161,IT,2000-11-30 00:00:00,15000
TOWN OF BROOKLYN,21570,FT,2003-10-31 00:00:00,500
TOWN OF BROOKLYN,22332,FD,2003-05-31 00:00:00,260
TOWN OF BROOKLYN,22332,FD,2003-05-31 00:00:00,15000
TOWN OF SABULA,21557,FT,2003-10-31 00:00:00,368
TOWN OF WAUKEE,21562,FT,2003-10-31 00:00:00,700
TOWN OF WAUKEE,103319,FT,2012-03-31 00:00:00,1195
TRAILBLAZER PIPELINE COMPANY,23067,IT,1993-09-30 00:00:00,0
TRAILBLAZER PIPELINE COMPANY,23067,IT,1993-09-30 00:00:00,999999999
TRANSCANADA ENERGY MARKETING USA INC.,21228,ID,1997-07-28 00:00:00,50000
TRANSCANADA ENERGY MARKETING USA INC.,61000,IT,1991-11-30 00:00:00,50000
TRANSCANADA ENERGY MARKETING USA INC.,77031,IT,1992-05-31 00:00:00,100000
TRANSCANADA ENERGY MARKETING USA INC.,102831,FD,2004-05-31 00:00:00,71380
TRANSCANADA ENERGY MARKETING USA INC.,102831,FD,2004-05-31 00:00:00,4115381
TRANSCANADA ENERGY MARKETING USA INC.,104830,IT,1999-10-31 00:00:00,999999999
TRANSCANADA ENERGY MARKETING USA INC.,105589,IT,2000-06-23 00:00:00,999999999
TRANSCANADA ENERGY MARKETING USA INC.,105914,IT,2000-10-31 00:00:00,999999999
TRANSCANADA ENERGY MARKETING USA INC.,106059,IT,2000-10-31 00:00:00,999999999
TRANSCANADA ENERGY MARKETING USA INC.,106736,SD,2003-05-31 00:00:00,12200000
TRANSCANADA ENERGY MARKETING USA INC.,106737,IT,2003-05-31 00:00:00,200000
TRANSCANADA ENERGY MARKETING USA INC.,106788,ID,1997-07-28 00:00:00,948000
TRANSCANADA ENERGY MARKETING USA INC.,106789,ID,1997-07-28 00:00:00,948000
TRANSCANADA ENERGY MARKETING USA INC.,106805,FT,2001-10-31 00:00:00,30000
TRANSCANADA ENERGY MARKETING USA INC.,106888,ID,1997-07-28 00:00:00,500000
TRANSCANADA ENERGY MARKETING USA INC.,106889,ID,1997-07-28 00:00:00,500000
TRANSCANADA ENERGY MARKETING USA INC.,107637,ID,1997-07-28 00:00:00,500000
TRANSCANADA ENERGY MARKETING USA INC.,107638,ID,1997-07-28 00:00:00,500000
TRANSCANADA ENERGY MARKETING USA INC.,107639,ID,1997-07-28 00:00:00,500000
TRANSCANADA ENERGY MARKETING USA INC.,107821,ID,1997-07-28 00:00:00,20000
TRANSCANADA ENERGY MARKETING USA INC.,107923,ID,1997-07-28 00:00:00,270000
TRANSCANADA ENERGY MARKETING USA INC.,108045,ID,1997-07-28 00:00:00,84629
TRANSCANADA ENERGY MARKETING USA INC.,108314,ID,1997-07-28 00:00:00,135000
"TRANSCANADA GAS SERVICES, INC.",107009,IT,2001-10-31 00:00:00,25000
"TRANSCANADA GAS SERVICES, INC.",107017,SW,2001-10-31 00:00:00,25000
TRANSCONTINENTAL GAS PIPE LINE CORP,74038,FT,2002-04-30 00:00:00,40000
TRANSCONTINENTAL GAS PIPE LINE CORP,105472,ID,2000-05-10 00:00:00,40000
TRANSOK GAS GATHERING COMPANY,23130,IT,1993-12-31 00:00:00,0
TRANSOK GAS GATHERING COMPANY,23130,IT,1993-12-31 00:00:00,999999999
TRANSOK GAS TRANSMISSION CO.,5939,IT,1991-02-28 00:00:00,0
TRANSOK GAS TRANSMISSION CO.,5939,IT,1991-02-28 00:00:00,10000
"TRANSOK, INC.",6273,IT,1992-05-20 00:00:00,0
"TRANSOK, INC.",6273,IT,1992-05-20 00:00:00,10000
"TRANSOK, INC.",100246,IT,1995-05-31 00:00:00,999999999
TRANSWESTERN PIPELINE COMPANY,23259,IT,1994-03-04 00:00:00,0
TRANSWESTERN PIPELINE COMPANY,23259,IT,1994-03-04 00:00:00,999999999
TRISTAR GAS COMPANY,21450,IT,2007-07-26 00:00:00,50000
TRISTAR GAS COMPANY,22256,ID,1994-04-19 00:00:00,0
TRISTAR GAS COMPANY,22256,ID,1994-04-19 00:00:00,50000
TRISTAR GAS MARKETING COMPANY,104781,IT,1999-10-31 00:00:00,999999999
TRISTAR GAS MARKETING COMPANY,108074,FT,2001-10-31 00:00:00,800
"TWISTER GAS SERVICES, L.L.C.",21632,ID,1993-03-31 00:00:00,0
"TWISTER GAS SERVICES, L.L.C.",21632,ID,1993-03-31 00:00:00,600000
"TWISTER GAS SERVICES, L.L.C.",104861,IT,1999-10-31 00:00:00,999999999
TXU ENERGY TRADING COMPANY,103422,IT,1998-08-31 00:00:00,300000
TXU ENERGY TRADING COMPANY,104995,IT,1999-11-30 00:00:00,999999999
TXU ENERGY TRADING COMPANY,105368,ID,2000-04-19 00:00:00,1000000
TXU ENERGY TRADING COMPANY,106048,IT,2000-10-31 00:00:00,999999999
TXU FUEL COMPANY,107504,IT,2002-01-31 00:00:00,100000
TXU FUEL COMPANY,107505,ID,2002-01-31 00:00:00,100000
TXU FUEL COMPANY,107506,IT,2002-01-31 00:00:00,999999999
TXU FUEL COMPANY,107521,IT,2002-01-31 00:00:00,999999999
"U S GAS TRANSPORTATION, INC.",22810,IT,1994-12-15 00:00:00,20000
"U S GAS TRANSPORTATION, INC.",23536,ID,1994-10-15 00:00:00,0
"U S GAS TRANSPORTATION, INC.",23536,ID,1994-10-15 00:00:00,11000
"U S GAS TRANSPORTATION, INC.",105492,IT,2000-05-31 00:00:00,999999999
"U S GAS TRANSPORTATION, INC.",107705,FT,2001-10-31 00:00:00,30000
"U S GAS TRANSPORTATION, INC.",108362,FT,2001-10-31 00:00:00,50000
U.S. ENERGY SERVICES,101506,FT,2003-10-31 00:00:00,2425
U.S. ENERGY SERVICES,102094,ID,1997-09-30 00:00:00,10000
U.S. ENERGY SERVICES,103665,FD,2003-05-31 00:00:00,9209
U.S. ENERGY SERVICES,103665,FD,2003-05-31 00:00:00,530910
U.S. ENERGY SERVICES,105918,IT,2000-10-31 00:00:00,999999999
ULTRAMAR DIAMOND SHAMROCK CORPORATION,23110,IT,1993-11-30 00:00:00,0
ULTRAMAR DIAMOND SHAMROCK CORPORATION,23110,IT,1993-11-30 00:00:00,999999999
UNIMARK L.L.C.,107813,IT,2002-03-15 00:00:00,5000
UNITED STATES GYPSUM COMPANY,103034,FT,2004-10-31 00:00:00,4400
"UTILICORP UNITED, INC.",6164,FT,2003-10-31 00:00:00,1098
"UTILICORP UNITED, INC.",21771,FT,2003-10-31 00:00:00,0
"UTILICORP UNITED, INC.",23613,FD,2004-05-31 00:00:00,256146
"UTILICORP UNITED, INC.",23613,FD,2004-05-31 00:00:00,14768160
"UTILICORP UNITED, INC.",23614,FT,2003-10-31 00:00:00,16390
"UTILICORP UNITED, INC.",23705,IT,1995-11-30 00:00:00,0
"UTILICORP UNITED, INC.",23705,IT,1995-11-30 00:00:00,25000
"UTILICORP UNITED, INC.",23777,FT,2005-02-28 00:00:00,11500
"UTILICORP UNITED, INC.",64522,ID,1989-01-01 00:00:00,0
"UTILICORP UNITED, INC.",64522,ID,1989-01-01 00:00:00,999999999
"UTILICORP UNITED, INC.",78732,FT,2003-10-31 00:00:00,8248
"UTILICORP UNITED, INC.",81073,FT,2003-10-31 00:00:00,7754
"UTILICORP UNITED, INC.",104817,FT,2003-03-31 00:00:00,25000
"UTILICORP UNITED, INC.",105913,IT,2000-10-31 00:00:00,999999999
"UTILICORP UNITED, INC.",107008,IT,2001-10-31 00:00:00,25000
"UTILICORP UNITED, INC.",107016,SW,2001-10-31 00:00:00,20000
"VERSADO GAS PROCESSORS, L.L.C.",104538,IT,1998-08-31 00:00:00,10000
"VERSADO GAS PROCESSORS, L.L.C.",104552,IT,2001-02-28 00:00:00,999999999
VIKING GAS TRANSMISSION CO.,21420,IT,1993-01-31 00:00:00,0
VIKING GAS TRANSMISSION CO.,21420,IT,1993-01-31 00:00:00,10000
"VINTAGE GAS, INC.",22318,IT,1994-09-01 00:00:00,20000
"VIRGINIA POWER ENERGY MARKETING, INC.",107559,FT,2001-10-31 00:00:00,9300
"VIRGINIA POWER ENERGY MARKETING, INC.",107706,IT,2002-03-31 00:00:00,999999999
"VIRGINIA POWER ENERGY MARKETING, INC.",107707,IT,2002-03-31 00:00:00,999999999
"VIRGINIA POWER ENERGY MARKETING, INC.",107727,ID,2002-03-31 00:00:00,25000
"VIRGINIA POWER ENERGY MARKETING, INC.",108202,IT,2002-07-31 00:00:00,100000
"VIRGINIA POWER ENERGY MARKETING, INC.",108255,ID,2002-03-31 00:00:00,40000
VIROQUA GAS COMPANY,104809,ID,1999-10-29 00:00:00,100000
WALL LAKE MUNICIPAL GAS,105493,FT,2014-07-31 00:00:00,300
WARWINK GATHERING & TREATING CO,105152,IT,1999-03-31 00:00:00,999999999
"WEST TEXAS GAS, INC.",20103,IT,1992-08-02 00:00:00,10000
"WEST TEXAS GAS, INC.",20104,IT,1992-08-02 00:00:00,10000
"WEST TEXAS GAS, INC.",100993,IT,1996-01-31 00:00:00,999999999
"WEST TEXAS GAS, INC.",104982,IT,1998-11-30 00:00:00,999999999
"WEST TEXAS GAS, INC.",105141,IT,1999-03-31 00:00:00,999999999
"WEST TEXAS GAS, INC.",105142,IT,1999-03-31 00:00:00,999999999
"WEST TEXAS GAS, INC.",105143,IT,1999-03-31 00:00:00,999999999
"WEST TEXAS GAS, INC.",107600,FT,2002-08-31 00:00:00,11020
WEST TEXAS UTILITIES COMPANY,22152,IT,1993-02-28 00:00:00,0
WEST TEXAS UTILITIES COMPANY,22152,IT,1993-02-28 00:00:00,999999999
WEST TEXAS UTILITIES COMPANY,105957,FT,2001-12-31 00:00:00,5000
WESTBROOK LIGHT AND POWER,21625,FT,2003-10-31 00:00:00,450
WESTERN GAS INTERSTATE,105140,IT,1999-03-31 00:00:00,999999999
WESTERN GAS RESOURCES INC,6274,IT,1992-03-31 00:00:00,0
WESTERN GAS RESOURCES INC,6274,IT,1992-03-31 00:00:00,10000
WESTERN GAS RESOURCES INC,20842,IT,1994-02-15 00:00:00,50000
WESTERN GAS RESOURCES INC,100157,ID,1996-05-19 00:00:00,100000
WESTERN GAS RESOURCES INC,107434,IT,2001-01-31 00:00:00,100000
WESTERN GAS RESOURCES INC,107632,FT,2002-03-31 00:00:00,60000
WESTERN GAS RESOURCES INC,107942,IT,2002-05-09 00:00:00,999999999
WESTERN GAS RESOURCES INC,107985,IT,2002-05-30 00:00:00,999999999
WICOR ENERGY SERVICES COMPANY,106470,FT,2003-10-31 00:00:00,21958
WICOR ENERGY SERVICES COMPANY,107056,IT,2001-09-30 00:00:00,25000
WICOR ENERGY SERVICES COMPANY,107224,ID,2001-10-31 00:00:00,50000
WILLIAMS ENERGY MARKETING & TRADING CO.,69835,IT,1991-03-31 00:00:00,50000
WILLIAMS ENERGY MARKETING & TRADING CO.,100648,ID,1996-09-13 00:00:00,304000
WILLIAMS ENERGY MARKETING & TRADING CO.,103938,FD,2004-05-31 00:00:00,39026
WILLIAMS ENERGY MARKETING & TRADING CO.,103938,FD,2004-05-31 00:00:00,2250000
WILLIAMS ENERGY MARKETING & TRADING CO.,105530,IT,2000-05-31 00:00:00,999999999
WILLIAMS ENERGY MARKETING & TRADING CO.,107306,IT,2001-11-30 00:00:00,999999999
WILLIAMS ENERGY MARKETING & TRADING CO.,107537,FT,2002-03-31 00:00:00,41618
WILLIAMS ENERGY MARKETING & TRADING CO.,107553,ID,1996-09-13 00:00:00,500000
WILLIAMS ENERGY MARKETING & TRADING CO.,107745,ID,1996-09-13 00:00:00,500000
WILLIAMS ENERGY MARKETING & TRADING CO.,107815,ID,1996-09-13 00:00:00,250000
WILLIAMS ENERGY MARKETING & TRADING CO.,107910,ID,1996-09-13 00:00:00,450000
"WILLIAMS GAS PIPELINES CENTRAL, INC.",77956,IT,1991-07-31 00:00:00,0
"WILLIAMS GAS PIPELINES CENTRAL, INC.",77956,IT,1991-07-31 00:00:00,999999999
WILLISTON BASIN INTERSTATE PIPELINE CO,105394,IT,1999-05-31 00:00:00,999999999
WISCONSIN ELECTRIC POWER COMPANY,22344,FD,2003-05-31 00:00:00,867
WISCONSIN ELECTRIC POWER COMPANY,22344,FD,2003-05-31 00:00:00,50000
WISCONSIN ELECTRIC POWER COMPANY,105794,FT,2002-03-31 00:00:00,0
WISCONSIN ELECTRIC POWER COMPANY,108274,IT,2002-08-31 00:00:00,999999999
WISCONSIN ELECTRIC POWER COMPANY,108278,IT,2002-08-31 00:00:00,999999999
WISCONSIN GAS COMPANY,105200,FT,2003-03-31 00:00:00,3455
WISCONSIN GAS COMPANY,105909,ID,2000-09-30 00:00:00,50000
WISCONSIN GAS COMPANY,106115,IT,2000-10-31 00:00:00,999999999
WISCONSIN GAS COMPANY,106116,IT,2000-10-31 00:00:00,999999999
WISCONSIN POWER AND LIGHT COMPANY,22342,FD,2004-05-31 00:00:00,8672
WISCONSIN POWER AND LIGHT COMPANY,22342,FD,2004-05-31 00:00:00,500000
WISCONSIN POWER AND LIGHT COMPANY,23212,ID,1995-03-31 00:00:00,0
WISCONSIN POWER AND LIGHT COMPANY,23212,ID,1995-03-31 00:00:00,2000000
WISCONSIN POWER AND LIGHT COMPANY,23478,FT,2010-11-01 00:00:00,10000
WISCONSIN POWER AND LIGHT COMPANY,106744,IT,2001-06-30 00:00:00,999999999
WISCONSIN POWER AND LIGHT COMPANY,106809,IT,2001-06-30 00:00:00,999999999
WOODBINE MUNICIPAL NATURAL GAS SYSTEMS,21569,FT,2003-10-31 00:00:00,300
WOODBINE MUNICIPAL NATURAL GAS SYSTEMS,22736,FT,2003-10-31 00:00:00,523
"WPS ENERGY SERVICES, INC.",104206,FT,2003-10-31 00:00:00,1100
"WPS ENERGY SERVICES, INC.",105835,FT,2004-10-31 00:00:00,6100
"WPS ENERGY SERVICES, INC.",106046,IT,2000-10-31 00:00:00,999999999
"WPS ENERGY SERVICES, INC.",106084,ID,2000-10-31 00:00:00,100000
"WPS ENERGY SERVICES, INC.",106854,IT,2001-08-01 00:00:00,10000
