TransCanada PipeLines Limited,,,,,,,,,,,,,,,5518.380903660595,,0.03902936327414898
Updated to,2001-03-31 00:00:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Shipper,Execution Date,Start Date,End Date,Service,Contract Demand (GJ/D),Operating Demand (GJ/D),Receipt Point,Delivery Area,Execution,Start,End,Iden,Fuel,100% Western (w/fuel),Volume (MMcf/d),Fuel Volume (GJ),Fuel Volume (MMc/fd)
TRANSCANADA ENERGY LIMITED,20000401,20000401,20061031,FT,0,0,Empress,Iroq/ Wadd,2000-04-01 00:00:00,2000-04-01 00:00:00,2006-10-31 00:00:00,1,0.0508,0,0,0,0
TRANSCANADA ENERGY LIMITED,20000318,20000401,20061031,FT,1358,1358,Empress,Iroq/ Wadd,2000-03-18 00:00:00,2000-04-01 00:00:00,2006-10-31 00:00:00,1,0.0508,1426.9864,1.336739306353649,68.9864,0.06462348378641547
TRANSCANADA ENERGY LIMITED,20000320,20000401,20061031,FT,7447,7447,Empress,Philipsburg,2000-03-20 00:00:00,2000-04-01 00:00:00,2006-10-31 00:00:00,1,0.0496,7816.3712000000005,7.322039380396786,369.3712,0.34601100730533585
TRANSCANADA GAS SERVICES LIMITED,19931101,19931101,20061031,FT,60415,60415,Empress,Emerson 1,1993-11-01 00:00:00,1993-11-01 00:00:00,2006-10-31 00:00:00,1,0.0168,61429.971999999994,57.544947983109076,1014.972,0.9507819887059721
TRANSCANADA GAS SERVICES LIMITED,19960401,19960401,20061031,FT,338692,338692,Empress,Iroq/ Wadd,1996-04-01 00:00:00,1996-04-01 00:00:00,2006-10-31 00:00:00,1,0.0508,355897.5536,333.389476544573,17205.5536,16.117420449623435
TRANSCANADA GAS SERVICES LIMITED,20001101,20001101,20061031,FT,1977,1977,Empress,Iroq/ Wadd,2000-11-01 00:00:00,2000-11-01 00:00:00,2006-10-31 00:00:00,1,0.0508,2077.4316,1.9460483127107246,100.43159999999999,0.09407999075533384
TRANSCANADA GAS SERVICES LIMITED,19870701,19870701,20061031,FT,11858,11858,Empress,Philipsburg,1987-07-01 00:00:00,1987-07-01 00:00:00,2006-10-31 00:00:00,1,0.0496,12446.1568,11.659022824324571,588.1568,0.5509599200519233
USGEN NEW ENGLAND INC.,19990501,19990501,20061031,FT,53904,0,Empress,Iroq/ Wadd,1999-05-01 00:00:00,1999-05-01 00:00:00,2006-10-31 00:00:00,1,0.0508,56642.3232,53.06008510286237,2738.3232,2.5651430559815456
"EL PASO MERCHANT ENERGY, L. P.",20001001,20001001,20061031,FT,29183,0,St. Clair,Chippawa,2000-10-01 00:00:00,2000-10-01 00:00:00,2006-10-31 00:00:00,0,0.0506,0,0,0,0
SIMPLOT CANADA LIMITED,19881209,19881223,20061031,FT,6002,6002,Welwyn,MDA,1988-12-09 00:00:00,1988-12-23 00:00:00,2006-10-31 00:00:00,1,0.0139,6085.4278,5.917656325515315,83.42779999999999,0.08112774723805392
ENRON CANADA CORP.,19980101,19980101,20070331,FT,37643,0,Empress,Iroq/ Wadd,1998-01-01 00:00:00,1998-01-01 00:00:00,2007-03-31 00:00:00,1,0.0508,39555.2644,37.05366547059677,1912.2644,1.7913268042503956
DUKE ENERGY MARKETING LIMITED PARTNERSHIP,19980701,19980701,20070430,FT,5489,5489,Empress,Niagara,1998-07-01 00:00:00,1998-07-01 00:00:00,2007-04-30 00:00:00,1,0.0467,5745.3363,5.381983220323922,256.3363,0.2401247887543013
CENTRA GAS ONTARIO INC.,19961002,19971101,20071031,FT,3616,3616,Empress,EDA,1996-10-02 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,3779.0815999999995,3.540080631909202,163.0816,0.15276780834284281
PANCANADIAN PETROLEUM LIMITED,19971020,19971101,20071031,FT,8862,0,Empress,SSMDA,1997-10-20 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0357,9178.3734,8.597904291288819,316.3734,0.2963649543294495
SIMPLOT CANADA LIMITED,19971008,19971101,20071031,FT,21033,3344,Empress,MDA,1997-10-08 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0139,21325.3587,19.976676159198682,292.3587,0.2738690192453513
THE CONSUMERS' GAS COMPANY LTD.,19961220,19971101,20071031,FT,26952,26952,Empress,EDA,1996-12-20 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,28167.5352,26.386131966597574,1215.5352,1.1386609431571626
COMMERCIAL ALCOHOLS INC.,19961002,19971101,20071031,FT,6850,0,Empress,CDA,1996-10-02 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,7158.9349999999995,6.706181506797023,308.935,0.2893969820653964
"TOYOTA MOTOR MANUFACTURING, NORTH AMERICA",19971008,19971101,20071031,FT,1309,532,Empress,CDA,1997-10-08 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,1368.0358999999999,1.2815170207879274,59.0359,0.05530228460198597
UNION GAS LIMITED,19961002,19971101,20071031,FT,10770,5495,Empress,CDA,1996-10-02 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,11255.726999999999,10.543879536964079,485.72700000000003,0.45500810172909767
UNION GAS LIMITED,19961220,19971101,20071031,FT,43122,35745,Empress,CDA,1996-12-20 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0451,45066.8022,42.21663634103668,1944.8022,1.8218068117699304
ALCOA INC.,19991201,19991201,20071031,FT,1294,1294,Empress,Cornwall,1999-12-01 00:00:00,1999-12-01 00:00:00,2007-10-31 00:00:00,1,0.047,1354.818,1.2691350622230444,60.818,0.056971679010967606
ANDERSON EXPLORATION LIMITED,20011027,20010301,20071031,FT,5303,5303,Empress,Chippawa,2001-10-27 00:00:00,2001-03-01 00:00:00,2007-10-31 00:00:00,1,0.0506,5571.3318,5.218983310421198,268.3318,0.251361655727501
BURLINGTON RESOURCES CANADA ENERGY LTD.,19970507,19971101,20071031,FT,0,0,Empress,Niagara,1997-05-07 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,0,0,0,0
CANADIAN NATURAL RESOURCES,19970115,19971101,20071031,FT,0,0,Empress,Niagara,1997-01-15 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,0,0,0,0
CANADIAN NATURAL RESOURCES,19970918,19971101,20071031,FT,15826,0,Empress,Chippawa,1997-09-18 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0506,16626.7956,15.575264919993563,800.7956,0.7501507757011939
CONOCO CANADA LIMITED,20000324,20000401,20071031,FT,5396,5396,Empress,Iroq/ Wadd,2000-03-24 00:00:00,2000-04-01 00:00:00,2007-10-31 00:00:00,1,0.0508,5670.1168,5.311520837322746,274.1168,0.25678079419108824
"CORNERSTONE GAS MARKETING, LLC",19970121,19971101,20071031,FT,8623,8623,Empress,Emerson 2,1997-01-21 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0168,8767.866399999999,8.213359040939327,144.8664,0.13570459469687324
DUKE ENERGY MARKETING LIMITED PARTNERSHIP,19970115,19971101,20071031,FT,5323,5323,Empress,Niagara,1997-01-15 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,5571.5841,5.219219654178217,248.58409999999998,0.2328628621860349
"HUNT OIL COMPANY OF CANADA, INC.",19980227,19980301,20071031,FT,5299,5299,Empress,Niagara,1998-02-27 00:00:00,1998-03-01 00:00:00,2007-10-31 00:00:00,1,0.0467,5546.463299999999,5.195687572325826,247.4633,0.23181294509182776
HUSKY OIL OPERATIONS LIMITED,19970115,19971101,20071031,FT,10751,10751,Empress,Niagara,1997-01-15 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,11253.0717,10.541392166460646,502.07169999999996,0.47031911165922624
HUSKY OIL OPERATIONS LIMITED,19961213,19971101,20071031,FT,5519,5519,Empress,Emerson 2,1996-12-13 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0168,5611.7192,5.256816484627642,92.7192,0.08685534711029148
HUSKY OIL OPERATIONS LIMITED,19970618,19971101,20071031,FT,3452,3452,Empress,Emerson 2,1997-06-18 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0168,3509.9936,3.2880106006404453,57.993599999999994,0.054325902921675336
HUSKY OIL OPERATIONS LIMITED,19981101,19981101,20071031,FT,0,0,Empress,Niagara,1998-11-01 00:00:00,1998-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,0,0,0,0
HUSKY OIL OPERATIONS LIMITED,19981101,19981101,20071031,FT,3983,3983,Empress,Niagara,1998-11-01 00:00:00,1998-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,4169.0061,3.9053450840863873,186.0061,0.17424249109280052
HUSKY OIL OPERATIONS LIMITED,19990519,19981101,20071031,FT,21355,21355,Empress,Iroq/ Wadd,1999-05-19 00:00:00,1998-11-01 00:00:00,2007-10-31 00:00:00,1,0.0508,22439.834,21.020668547262275,1084.834,1.0162256968033154
HUSKY OIL OPERATIONS LIMITED,19910619,19921101,20071031,FT,0,0,Empress,Cornwall,1991-06-19 00:00:00,1992-11-01 00:00:00,2007-10-31 00:00:00,1,0.047,0,0,0,0
ISH ENERGY LTD.,19990604,19990604,20071031,FT,4220,4220,Empress,Chippawa,1999-06-04 00:00:00,1999-06-04 00:00:00,2007-10-31 00:00:00,1,0.0506,4433.532,4.153141536861673,213.53199999999998,0.20002756688102097
NORTHSTAR ENERGY,19970122,19970401,20071031,FT,7577,7577,Empress,Emerson 1,1997-01-22 00:00:00,1997-04-01 00:00:00,2007-10-31 00:00:00,1,0.0168,7704.293599999999,7.217049919192541,127.2936,0.11924315366093108
"PETRO- CANADA OIL AND GAS, A GENERAL PARTNERSHIP",19970127,19970401,20071031,FT,11793,0,Empress,Emerson 1,1997-01-27 00:00:00,1997-04-01 00:00:00,2007-10-31 00:00:00,1,0.0168,11991.122399999998,11.232766226347847,198.1224,0.18559251829528312
PRIMEWEST ROYALTY CORP.,19970908,19971101,20071031,FT,4220,4220,Empress,Iroq/ Wadd,1997-09-08 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0508,4434.376,4.153932159655669,214.376,0.20081818967501713
PROGAS LIMITED,19931130,19931201,20071031,FT,12963,12833,Empress,Niagara,1993-11-30 00:00:00,1993-12-01 00:00:00,2007-10-31 00:00:00,1,0.0467,13568.372099999999,12.710265710522682,605.3720999999999,0.5670864705086549
PROGAS LIMITED,19951101,19951101,20071031,FT,6850,0,Empress,Iroq/ Wadd,1995-11-01 00:00:00,1995-11-01 00:00:00,2007-10-31 00:00:00,1,0.0508,7197.98,6.742757178587993,347.97999999999996,0.3259726538563666
PROGAS LIMITED,19970110,19971101,20071031,FT,6089,6089,Empress,Emerson 1,1997-01-10 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0168,6191.2952,5.799738281373022,102.2952,0.09582573084880681
PROGAS LIMITED,19970110,19971101,20071031,FT,11798,0,Empress,Iroq/ Wadd,1997-01-10 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0508,12397.338399999999,11.61329185298995,599.3384,0.5614343606127611
RIO ALTO EXPLORATION LTD.,19970918,19971101,20071031,FT,0,0,Empress,Chippawa,1997-09-18 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0506,0,0,0,0
RIO ALTO EXPLORATION LTD.,19970908,19971101,20071031,FT,5396,5396,Empress,Iroq/ Wadd,1997-09-08 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0508,5670.1168,5.311520837322746,274.1168,0.25678079419108824
TALISMAN ENERGY INC.,19970915,19971101,20071031,FT,5341,5341,Empress,Chippawa,1997-09-15 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0506,5611.2546,5.256381267388199,270.2546,0.25316285182737747
TRANSCANADA GAS SERVICES LIMITED,19910808,19921101,20071031,FT,10802,10802,Empress,Niagara,1991-08-08 00:00:00,1992-11-01 00:00:00,2007-10-31 00:00:00,1,0.0467,11306.4534,10.591397840396978,504.4534,0.4725501854844166
UNITED STATES GYPSUM COMPANY,19970115,19971101,20071031,FT,14550,14550,Empress,Emerson 2,1997-01-15 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0168,14794.439999999999,13.858793232711031,244.44,0.22898084806210203
SIMPLOT CANADA LIMITED,19971008,19971101,20071031,FT,5652,5652,Welwyn,MDA,1997-10-08 00:00:00,1997-11-01 00:00:00,2007-10-31 00:00:00,1,0.0139,5730.5628,5.572574733724185,78.5628,0.07639687227415543
CENTRA GAS ONTARIO INC.,19980420,19981101,20081031,FT,1944,1944,Empress,WDA,1998-04-20 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0232,1989.1008000000002,1.8633038294264672,45.1008,0.042248484013579
DOMTAR INC.,19981201,19981201,20081031,FT,3391,3391,Empress,WDA,1998-12-01 00:00:00,1998-12-01 00:00:00,2008-10-31 00:00:00,1,0.0232,3469.6712,3.250238315630221,78.6712,0.07369578667183456
LAKE SUPERIOR POWER LIMITED PARTNERSHIP,19930209,19931101,20081031,FT,22437,22437,Empress,SSMDA,1993-02-09 00:00:00,1993-11-01 00:00:00,2008-10-31 00:00:00,1,0.0357,23238.000900000003,21.768356870192648,801.0009,0.7503430918855628
SIMPLOT CANADA LIMITED,19980115,19981101,20081031,FT,1884,0,Empress,MDA,1998-01-15 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0139,1910.1876,1.7893813475933207,26.1876,0.024531414075892256
"PETRO- CANADA OIL AND GAS, A GENERAL PARTNERSHIP",19980109,19981101,20081031,FT,113,113,Empress,CDA,1998-01-09 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0451,118.09629999999999,0.11062751974716256,5.0963,0.004773994010713838
"PETRO- CANADA OIL AND GAS, A GENERAL PARTNERSHIP",19980109,19981101,20081031,FT,2304,2304,Empress,CDA,1998-01-09 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0451,2407.9103999999998,2.2556265973226775,103.91040000000001,0.0973387805370326
APACHE CANADA LTD.,19980112,19981101,20081031,FT,5599,5599,Empress,Emerson 2,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5693.0632,5.333016035048046,94.0632,0.08811434833674978
CANADIAN NATURAL RESOURCES,19980112,19981101,20081031,FT,5434,5434,Empress,Emerson 1,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5525.2912,5.175854462305963,91.29119999999999,0.08551765830717954
CANADIAN NATURAL RESOURCES,19980112,19981101,20081031,FT,5480,5480,Empress,Emerson 1,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5572.063999999999,5.219669203797694,92.064,0.08624158401239307
CANADIAN NATURAL RESOURCES,19980112,19981101,20081031,FT,21334,0,Empress,St. Clair,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0394,22174.5596,20.772170931973598,840.5595999999999,0.7873999756780447
CANADIAN NATURAL RESOURCES,20000330,20000401,20081031,FT,9695,0,Empress,Niagara,2000-03-30 00:00:00,2000-04-01 00:00:00,2008-10-31 00:00:00,1,0.0467,10147.7565,9.505980564955443,452.75649999999996,0.42412275951411016
CANADIAN NATURAL RESOURCES,20000330,20000401,20081031,FT,16637,0,Empress,Emerson 2,2000-03-30 00:00:00,2000-04-01 00:00:00,2008-10-31 00:00:00,1,0.0168,16916.5016,15.846649004303329,279.5016,0.26182504255733274
CONOCO CANADA LIMITED,20000407,20000407,20081031,FT,5426,5426,Empress,Emerson 1,2000-04-07 00:00:00,2000-04-07 00:00:00,2008-10-31 00:00:00,1,0.0168,5517.1568,5.1682345072639215,91.15679999999999,0.0853917581845337
DUKE ENERGY MARKETING LIMITED PARTNERSHIP,19981101,19981101,20081031,FT,0,0,Empress,Iroq/ Wadd,1998-11-01 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0508,0,0,0,0
"EL PASO MERCHANT ENERGY, L. P.",20001001,20001001,20081031,FT,8705,0,Empress,Chippawa,2000-10-01 00:00:00,2000-10-01 00:00:00,2008-10-31 00:00:00,1,0.0506,9145.473,8.567084615730062,440.473,0.41261610656381226
ENERMARK INC.,19980112,19981101,20081031,FT,5426,5426,Empress,Emerson 1,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5517.1568,5.1682345072639215,91.15679999999999,0.0853917581845337
ENRON CANADA CORP.,19980112,19981101,20081031,FT,5978,0,Empress,Emerson 2,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,6078.430399999999,5.69401140516471,100.43039999999999,0.09407886664709594
GEORGIA- PACIFIC CORPORATION,19931012,19931101,20081031,FT,1601,0,Empress,Napierville,1993-10-12 00:00:00,1993-11-01 00:00:00,2008-10-31 00:00:00,1,0.0493,1679.9292999999998,1.5736853043625159,78.9293,0.07393756361867153
HUSKY OIL OPERATIONS LIMITED,19980701,19980701,20081031,FT,7061,7061,Empress,Iroq/ Wadd,1998-07-01 00:00:00,1998-07-01 00:00:00,2008-10-31 00:00:00,1,0.0508,7419.6988,6.950453786570777,358.6988,0.3360135633401175
HUSKY OIL OPERATIONS LIMITED,19980422,19981101,20081031,FT,21202,21202,Empress,Niagara,1998-04-22 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0467,22192.1334,20.788633309766404,990.1333999999999,0.9275142596408628
HUSKY OIL OPERATIONS LIMITED,19980112,19981101,20081031,FT,5334,5334,Empress,St. Clair,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0394,5544.159600000001,5.193529565536101,210.15959999999998,0.19686844802975018
HUSKY OIL OPERATIONS LIMITED,19981101,19981101,20081031,FT,5605,5605,Empress,Emerson 2,1998-11-01 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5699.164,5.338731001329576,94.16399999999999,0.08820877342873415
J. R. SIMPLOT COMPANY,19980610,19981101,20081031,FT,3768,3768,Empress,Emerson 1,1998-06-10 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,3831.3023999999996,3.5889988248010423,63.3024,0.059298957766185593
MARATHON CANADA LIMITED,19980112,19981101,20081031,FT,10668,10668,Empress,St. Clair,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0394,11088.319200000002,10.387059131072203,420.31919999999997,0.39373689605950035
MARATHON CANADA LIMITED,20000629,20000701,20081031,FT,5426,5426,Empress,Emerson 1,2000-06-29 00:00:00,2000-07-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5517.1568,5.1682345072639215,91.15679999999999,0.0853917581845337
MURPHY CANADA EXPLORATION LTD.,19980112,19981101,20081031,FT,5655,5655,Empress,Emerson 2,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5750.004,5.386355720342329,95.00399999999999,0.08899564919527057
MURPHY CANADA EXPLORATION LTD.,20000510,20000601,20081031,FT,5546,0,Empress,Emerson 2,2000-05-10 00:00:00,2000-06-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5639.172799999999,5.2825338328945275,93.1728,0.08728026002422115
NEW YORK STATE ELECTRIC AND GAS CORPORATION,19940302,19941101,20081031,FT,10593,10593,Empress,Chippawa,1994-03-02 00:00:00,1994-11-01 00:00:00,2008-10-31 00:00:00,1,0.0506,11129.005799999999,10.42517258293263,536.0058,0.5021071127892548
"PETRO- CANADA OIL AND GAS, A GENERAL PARTNERSHIP",19980501,19981101,20081031,FT,10668,10668,Empress,St. Clair,1998-05-01 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0394,11088.319200000002,10.387059131072203,420.31919999999997,0.39373689605950035
PETROMET RESOURCES LIMITED,19970118,19970101,20081031,FT,8546,8546,Empress,Chippawa,1997-01-18 00:00:00,1997-01-01 00:00:00,2008-10-31 00:00:00,1,0.0506,8978.427599999999,8.410603690526031,432.4276,0.4050795228827501
PROGAS LIMITED,19980108,19981101,20081031,FT,0,0,Empress,Emerson 2,1998-01-08 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,0,0,0,0
RDO FOODS CO.,19981001,19981101,20081031,FT,1519,1519,Empress,Emerson 1,1998-10-01 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,1544.5192,1.4468389636074266,25.519199999999998,0.023905285787376836
RIO ALTO EXPLORATION LTD.,19980112,19981101,20081031,FT,5480,5480,Empress,Emerson 1,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,5572.063999999999,5.219669203797694,92.064,0.08624158401239307
RIO ALTO EXPLORATION LTD.,19980112,19981101,20081031,FT,5334,5334,Empress,St. Clair,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0394,5544.159600000001,5.193529565536101,210.15959999999998,0.19686844802975018
TALISMAN ENERGY INC.,19980112,19981101,20081031,FT,11310,11310,Empress,Emerson 2,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,11500.008,10.772711440684658,190.00799999999998,0.17799129839054115
TRANSCANADA ENERGY LIMITED,20000320,20000401,20081031,FT,19441,11159,Empress,Niagara,2000-03-20 00:00:00,2000-04-01 00:00:00,2008-10-31 00:00:00,1,0.0467,20348.8947,19.061966803847216,907.8947,0.8504765928534107
UNION GAS LIMITED,19980112,19981101,20081031,FT,2490,2490,Empress,Emerson 2,1998-01-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0168,2531.832,2.371711006835084,41.832,0.039186413173514366
UNITED STATES GYPSUM COMPANY,19980108,19981101,20081031,FT,7698,7698,Empress,Niagara,1998-01-08 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0467,8057.4965999999995,7.547915254154409,359.4966,0.3367609079669541
UNITED STATES GYPSUM COMPANY,19980304,19981101,20081031,FT,3715,3715,Empress,Niagara,1998-03-04 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0467,3888.4905,3.6425701700680215,173.4905,0.16251841687415364
UNITED STATES GYPSUM COMPANY,19980108,19981101,20081031,FT,3200,3200,Empress,Chippawa,1998-01-08 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0506,3361.92,3.1493016393263873,161.92,0.15167967156854673
HUSKY OIL OPERATIONS LIMITED,19980101,19980101,20081031,FT,21420,21420,St. Clair,Chippawa,1998-01-01 00:00:00,1998-01-01 00:00:00,2008-10-31 00:00:00,0,0.0506,0,0,0,0
ROCHESTER GAS & ELECTRIC CORPORATION,19930604,19931101,20081031,FT,107541,107541,St. Clair,Chippawa,1993-06-04 00:00:00,1993-11-01 00:00:00,2008-10-31 00:00:00,0,0.0506,0,0,0,0
ROCHESTER GAS & ELECTRIC CORPORATION,19930604,19931101,20081031,FT,37262,37262,St. Clair,Chippawa,1993-06-04 00:00:00,1993-11-01 00:00:00,2008-10-31 00:00:00,0,0.0506,0,0,0,0
ROCK- TENN COMPANY,19980612,19981101,20081031,FT,2306,0,Steelman,Philipsburg,1998-06-12 00:00:00,1998-11-01 00:00:00,2008-10-31 00:00:00,1,0.0496,2420.3776000000003,2.353649289007353,114.3776,0.11122428042565234
"VERMONT GAS SYSTEMS, INC.",19980402,19981210,20081130,FT,8538,8538,Empress,Philipsburg,1998-04-02 00:00:00,1998-12-10 00:00:00,2008-11-30 00:00:00,1,0.0496,8961.4848,8.394732406314994,423.4848,0.39670229359110487
"GAZ METROPOLITAIN AND COMPANY, LIMITED PARTNERSHIP",19980115,19981210,20081209,FT,44523,44523,Empress,EDA,1998-01-15 00:00:00,1998-12-10 00:00:00,2008-12-09 00:00:00,1,0.0451,46530.98729999999,43.588221784981585,2007.9873,1.8809958879558601
COENERGY TRADING COMPANY INC.,19980407,19990310,20090309,FT,16014,16014,Empress,East Hereford,1998-04-07 00:00:00,1999-03-10 00:00:00,2009-03-09 00:00:00,1,0.0524,16853.1336,15.787288595286807,839.1336,0.7860641603886627
TRANSCANADA ENERGY LIMITED,20000318,20000401,20090309,FT,16203,16203,Empress,East Hereford,2000-03-18 00:00:00,2000-04-01 00:00:00,2009-03-09 00:00:00,1,0.0524,17052.0372,15.973612908044966,849.0372,0.7953414256761272
COENERGY TRADING COMPANY INC.,19980407,19990310,20090309,FT,69399,69399,St. Clair,East Hereford,1998-04-07 00:00:00,1999-03-10 00:00:00,2009-03-09 00:00:00,0,0.0524,0,0,0,0
HUSKY OIL OPERATIONS LIMITED,19990301,19990311,20090310,FT,1279,1279,Empress,East Hereford,1999-03-01 00:00:00,1999-03-11 00:00:00,2009-03-10 00:00:00,1,0.0524,1346.0196,1.2608931006226942,67.0196,0.0627810703844823
MARKETING D'ENERGIE HQ INC.,19990501,19990501,20090310,FT,15826,15826,Empress,East Hereford,1999-05-01 00:00:00,1999-05-01 00:00:00,2009-03-10 00:00:00,1,0.0524,16655.2824,15.601950125453289,829.2824,0.7768359811609202
HUSKY OIL OPERATIONS LIMITED,19991001,19991001,20090331,FT,3581,3581,Empress,East Hereford,1999-10-01 00:00:00,1999-10-01 00:00:00,2009-03-31 00:00:00,1,0.0524,3768.6444,3.5303035131586147,187.64440000000002,0.17577717986460606
CORAL ENERGY CANADA INC.,19970530,19970531,20090620,FT,54992,54992,Empress,Napierville,1997-05-30 00:00:00,1997-05-31 00:00:00,2009-06-20 00:00:00,1,0.0493,57703.105599999995,54.053780298253265,2711.1056,2.5396467823347812
CENTRA GAS ONTARIO INC.,19980916,19991101,20091031,FT,5878,5878,Empress,EDA,1998-09-16 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0451,6143.0978,5.754589036051518,265.0978,0.24833218402633575
CENTRA GAS ONTARIO INC.,19980916,19991101,20091031,FT,6594,6594,Empress,NDA,1998-09-16 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0357,6829.4058,6.397492766504003,235.40580000000003,0.22051799919300272
CENTRA GAS ONTARIO INC.,19980916,19991101,20091031,FT,2564,2564,Empress,SSMDA,1998-09-16 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0357,2655.5348000000004,2.487590453945445,91.5348,0.08574585227947512
ONTARIO POWER GENERATION INC.,19990610,19991101,20091031,FT,10666,0,Empress,EDA,1999-06-10 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0451,11147.0366,10.442063058612707,481.0366,0.4506143373298566
WEYERHAEUSER CANADA LTD.,19990920,19991101,20091031,FT,4898,4898,Empress,WDA,1999-09-20 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0232,5011.6336,4.694682179285409,113.63359999999999,0.10644705488606478
"GAZ METROPOLITAIN AND COMPANY, LIMITED PARTNERSHIP",19980916,19991101,20091031,FT,24235,24235,Empress,EDA,1998-09-16 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0451,25327.998499999998,23.726176469668008,1092.9985,1.0238738482269898
"TOYOTA MOTOR MANUFACTURING, NORTH AMERICA",19981021,19991101,20091031,FT,2948,2948,Empress,CDA,1998-10-21 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0451,3080.9548,2.8861055594215514,132.9548,0.12454632162464067
