"ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)"
2014,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5093,MONUMENT CHARTER ACADEMY,E,22,59,21,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5093,MONUMENT CHARTER ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5093,MONUMENT CHARTER ACADEMY,A,26,55,24,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5096,LEWIS-PALMER ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5096,LEWIS-PALMER ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5098,LEWIS-PALMER MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5098,LEWIS-PALMER MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5100,LEWIS-PALMER HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5100,LEWIS-PALMER HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5114,JEFFERSON INTERMEDIATE SCHOOL,E,25,27,25,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5114,JEFFERSON INTERMEDIATE SCHOOL,A,25,27,25,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5119,LIBERTY ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5119,LIBERTY ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5120,LIBERTY COMMON CHARTER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5120,LIBERTY COMMON CHARTER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5120,LIBERTY COMMON CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5126,LIBERTY HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5126,LIBERTY HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5132,LIMON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5132,LIMON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5145,LINCOLN CHARTER ACADEMY,E,24,50.5,23,13,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5145,LINCOLN CHARTER ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5145,LINCOLN CHARTER ACADEMY,A,30,49,29,18,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5154,LINCOLN ELEMENTARY SCHOOL,E,46,68.5,46,32,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5154,LINCOLN ELEMENTARY SCHOOL,A,46,68.5,46,32,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5158,LINCOLN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5158,LINCOLN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5166,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5168,LINCOLN MIDDLE SCHOOL,M,72,58.5,72,58.5,n<20,-,n<20,-,20,0.5,43,0.535,n<20,-
2014,5168,LINCOLN MIDDLE SCHOOL,A,72,58.5,72,58.5,n<20,-,n<20,-,20,0.5,43,0.535,n<20,-
2014,5170,LINCOLN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5170,LINCOLN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5180,LINCOLN HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5180,LINCOLN HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5181,RED HAWK ELEMENTARY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5181,RED HAWK ELEMENTARY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5196,LINTON ELEMENTARY SCHOOL,E,64,51,64,29,n<20,-,n<20,-,25,0.52,n<20,-,n<20,-
2014,5196,LINTON ELEMENTARY SCHOOL,A,64,51,64,29,n<20,-,n<20,-,25,0.52,n<20,-,n<20,-
2014,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5222,LITTLE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5222,LITTLE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5224,LITTLETON HIGH SCHOOL,H,58,53,55,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5224,LITTLETON HIGH SCHOOL,A,58,53,55,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5229,LITTLETON ACADEMY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5229,LITTLETON ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5233,LITTLETON PREP CHARTER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5233,LITTLETON PREP CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5235,LOVELAND CLASSICAL SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5235,LOVELAND CLASSICAL SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5235,LOVELAND CLASSICAL SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5235,LOVELAND CLASSICAL SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5236,LOIS LENSKI ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5236,LOIS LENSKI ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5238,LONE STAR MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5238,LONE STAR MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5244,LOMA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5244,LOMA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5254,LONE STAR ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5254,LONE STAR ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5255,LAKE INTERNATIONAL SCHOOL,M,113,49,113,57,n<20,-,n<20,-,39,0.385,56,0.429,n<20,-
2014,5255,LAKE INTERNATIONAL SCHOOL,A,113,49,113,57,n<20,-,n<20,-,39,0.385,56,0.429,n<20,-
2014,5259,STEM MIDDLE & HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5259,STEM MIDDLE & HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5259,STEM MIDDLE & HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5268,LONGFELLOW ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5268,LONGFELLOW ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5282,LONGMONT HIGH SCHOOL,H,72,45.5,70,30.5,n<20,-,n<20,-,n<20,-,35,0.629,n<20,-
2014,5282,LONGMONT HIGH SCHOOL,A,72,45.5,70,30.5,n<20,-,n<20,-,n<20,-,35,0.629,n<20,-
2014,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5286,SUNSET MIDDLE SCHOOL,M,136,67.5,135,59,n<20,-,n<20,-,45,0.556,64,0.672,n<20,-
2014,5286,SUNSET MIDDLE SCHOOL,A,136,67.5,135,59,n<20,-,n<20,-,45,0.556,64,0.672,n<20,-
2014,5288,LONGS PEAK MIDDLE SCHOOL,M,115,45,114,56,n<20,-,n<20,-,27,0.37,59,0.525,25,0.6
2014,5288,LONGS PEAK MIDDLE SCHOOL,A,115,45,114,56,n<20,-,n<20,-,27,0.37,59,0.525,25,0.6
2014,5292,LOPEZ ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5292,LOPEZ ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5298,LOTUS SCHOOL FOR EXCELLENCE,E,145,61,142,21.5,n<20,-,n<20,-,35,0.629,39,0.718,39,1
2014,5298,LOTUS SCHOOL FOR EXCELLENCE,M,80,67,80,55,n<20,-,n<20,-,n<20,-,40,0.65,20,0.55
2014,5298,LOTUS SCHOOL FOR EXCELLENCE,H,47,59,45,29,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5298,LOTUS SCHOOL FOR EXCELLENCE,A,272,62,267,32,n<20,-,23,0.87,58,0.621,95,0.695,74,0.865
2014,5302,LOUISVILLE ELEMENTARY SCHOOL,E,22,26,22,22,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5302,LOUISVILLE ELEMENTARY SCHOOL,A,22,26,22,22,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5306,LOUISVILLE MIDDLE SCHOOL,M,20,38.5,20,57,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5306,LOUISVILLE MIDDLE SCHOOL,A,20,38.5,20,57,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5312,BILL REED MIDDLE SCHOOL,M,28,43.5,28,61,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5312,BILL REED MIDDLE SCHOOL,A,28,43.5,28,61,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5316,LOVELAND HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5316,LOVELAND HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5335,LUCILE ERWIN MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5335,LUCILE ERWIN MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5342,LOWRY ELEMENTARY SCHOOL,E,42,68.5,42,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5342,LOWRY ELEMENTARY SCHOOL,A,42,68.5,42,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5350,LUKAS ELEMENTARY SCHOOL,E,20,64,19,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5350,LUKAS ELEMENTARY SCHOOL,A,20,64,19,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5354,LUMBERG ELEMENTARY SCHOOL,E,167,49,164,29.5,21,0.857,23,0.696,47,0.681,50,0.58,23,0.87
2014,5354,LUMBERG ELEMENTARY SCHOOL,A,167,49,164,29.5,21,0.857,23,0.696,47,0.681,50,0.58,23,0.87
2014,5361,LYN KNOLL ELEMENTARY SCHOOL,E,130,42.5,125,16,26,0.923,n<20,-,34,0.471,24,0.417,35,0.857
2014,5361,LYN KNOLL ELEMENTARY SCHOOL,A,130,42.5,125,16,26,0.923,n<20,-,34,0.471,24,0.417,35,0.857
2014,5364,LYONS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5364,LYONS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,M,232,48,231,56,n<20,-,n<20,-,60,0.3,109,0.477,41,0.61
2014,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,A,232,48,231,56,n<20,-,n<20,-,60,0.3,109,0.477,41,0.61
2014,5404,MADISON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5404,MADISON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5405,EDCSD: COLORADO CYBER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5405,EDCSD: COLORADO CYBER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5405,EDCSD: COLORADO CYBER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5412,MADISON ELEMENTARY SCHOOL,E,163,36,163,29,26,1,20,0.75,57,0.404,52,0.327,n<20,-
2014,5412,MADISON ELEMENTARY SCHOOL,A,163,36,163,29,26,1,20,0.75,57,0.404,52,0.327,n<20,-
2014,5418,MALLEY DRIVE ELEMENTARY SCHOOL,E,60,38,60,20.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5418,MALLEY DRIVE ELEMENTARY SCHOOL,A,60,38,60,20.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5436,MANAUGH ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5436,MANAUGH ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5446,MANCOS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5446,MANCOS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5448,MANUAL HIGH SCHOOL,H,30,29,29,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5448,MANUAL HIGH SCHOOL,A,30,29,29,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5450,MANCOS MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5450,MANCOS MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5452,MANCOS HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5452,MANCOS HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5453,MOUNTAIN MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5453,MOUNTAIN MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5454,MANDALAY MIDDLE SCHOOL,M,27,55,27,50,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5454,MANDALAY MIDDLE SCHOOL,A,27,55,27,50,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5464,MANITOU SPRINGS MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5464,MANITOU SPRINGS MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5468,MANITOU SPRINGS HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5468,MANITOU SPRINGS HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5472,MANNING OPTIONS SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5472,MANNING OPTIONS SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5498,MANZANOLA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5498,MANZANOLA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5524,MAPLE GROVE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5524,MAPLE GROVE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5572,HOPKINS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5572,HOPKINS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5574,TWAIN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5574,TWAIN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5576,TWAIN ELEMENTARY SCHOOL,E,26,68,26,31,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5576,TWAIN ELEMENTARY SCHOOL,A,26,68,26,31,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5578,MARRAMA ELEMENTARY SCHOOL,E,162,62.5,157,25,n<20,-,n<20,-,51,0.745,45,0.844,28,0.893
2014,5578,MARRAMA ELEMENTARY SCHOOL,A,162,62.5,157,25,n<20,-,n<20,-,51,0.745,45,0.844,28,0.893
2014,5579,MARSH ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5579,MARSH ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5580,MARSHDALE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5580,MARSHDALE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5604,KING ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5604,KING ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,M,135,38,134,53.5,n<20,-,n<20,-,39,0.231,63,0.413,n<20,-
2014,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,H,141,59,140,37,n<20,-,n<20,-,35,0.829,72,0.597,22,0.818
2014,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,A,276,48,274,43,n<20,-,24,0.542,74,0.514,135,0.511,39,0.744
2014,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,E,56,47.5,56,37,n<20,-,n<20,-,33,0.485,n<20,-,n<20,-
2014,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,A,56,47.5,56,37,n<20,-,n<20,-,33,0.485,n<20,-,n<20,-
2014,5607,SAGE CANYON ELEMENTARY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5607,SAGE CANYON ELEMENTARY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,E,178,59,175,32,41,0.878,33,0.727,59,0.661,36,0.75,n<20,-
2014,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,A,178,59,175,32,41,0.878,33,0.727,59,0.661,36,0.75,n<20,-
2014,5610,MARTINEZ ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5610,MARTINEZ ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5615,MARY E PENNOCK ELEMENTARY SCHOOL,E,77,70,75,25,n<20,-,n<20,-,26,0.769,23,0.739,n<20,-
2014,5615,MARY E PENNOCK ELEMENTARY SCHOOL,A,77,70,75,25,n<20,-,n<20,-,26,0.769,23,0.739,n<20,-
2014,5620,MAPLEWOOD ELEMENTARY SCHOOL,E,188,33,188,25,37,0.946,22,0.727,63,0.429,53,0.453,n<20,-
2014,5620,MAPLEWOOD ELEMENTARY SCHOOL,A,188,33,188,25,37,0.946,22,0.727,63,0.429,53,0.453,n<20,-
2014,5621,MONARCH MONTESSORI,E,48,48,48,25,n<20,-,n<20,-,23,0.478,n<20,-,n<20,-
2014,5621,MONARCH MONTESSORI,A,48,48,48,25,n<20,-,n<20,-,23,0.478,n<20,-,n<20,-
2014,5644,MAXWELL ELEMENTARY SCHOOL,E,186,67,186,27,36,0.917,33,0.758,55,0.727,41,0.854,21,0.952
2014,5644,MAXWELL ELEMENTARY SCHOOL,A,186,67,186,27,36,0.917,33,0.758,55,0.727,41,0.854,21,0.952
2014,5660,MCAULIFFE ELEMENTARY SCHOOL,E,31,63,31,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5660,MCAULIFFE ELEMENTARY SCHOOL,A,31,63,31,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5666,MC CLAVE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,5666,MC CLAVE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
