College,Campus,CIP,State Title,Award Type,Number of Terms,Credit Hours,Number of Weeks,ITSO,Local Name
06,,4805070200,TOOL AND DIE TECHNOLOGY,AAS,4,75,64,03 02 11 03,MACHINE TOOL TECHNOLOGY (MVTLD)
06,,4805070200,TOOL AND DIE TECHNOLOGY,Dipl1,2,42,32,03 02 11 03,MACHINE TOOL TECHNOLOGY TRADES PRACTITIONER (MVMCH)
06,,4805080100,WELDING TECHNICIAN,Cert1,2,21,32,03 02 11 03,Manufacturing Welding Certificate (MVWEM)
06,,4805080100,WELDING TECHNICIAN,Dipl,2,35,32,03 02 11 03,Manufacturing Welding Practitioner (MVWEL)
06,,5005020200,TECHNICAL THEATRE/THEATRE DESIGN AND TECHNOLOGY,AAS,4.5,67,72,03 02 11 03,ENTERTAINMENT DESIGN TECHNOLOGY (MVEDT)
06,,5106010100,DENTAL ASSISTANT,Dipl,2.5,48,40,03 02 11 03,DENTAL ASSISTING (MVDNT)
06,,5108010100,MEDICAL ASSISTANT,Dipl,2.5,43,40,03 02 11 03,MEDICAL ASSISTANT (E/MVMED)
06,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,6.5,86,104,03 12 11 03,ASSOCIATE DEGREE NURSING (E/MVADN)
06,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,2,39.5,32,03 02 11 03,PRACTICAL NURSING (E/MVLPN)
06,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4,64,64,03 06 11 03,BUSINESS ADMINISTRATION (Transfer Track) (E/MCBSM)
06,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert3,1,15,16,03 06 11 03,BUSINESS ADMINISTRATION (Entrepreneurship Certificate) (MVENT)
06,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Dipl1,2,33,32,03 06 11 03,BUSINESS ADMINISTRATION (Small Business Practitioner Track) (E/MVBSM)
06,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Dipl2,2,33,32,03 06 11 03,BUSINESS ADMINSTRATION (Entrepreneurship Diploma) (MVENP)
06,,5203010200,ACCOUNTING MANAGEMENT,ASCO,4,64,64,03 06 11 03,ACCOUNTING (E/MCACT)
06,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,64,64,03 02 11 03,COMPUTER APPLICATIONS IN BUSINESS (E\MVCBU)
06,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert3,1,15,16,03 02 11 03,MICROSOFT OFFICE SPECIALIST CERTIFICATE (MVMOS)
06,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl1,2,35,32,03 02 11 03,COMPUTER APPLICATIONS IN BUSINESS (E\MVCBP)
06,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl2,2,39,32,03 02 11 03,MEDICAL OFFICE PRACTITIONER (E\MVMDP)
06,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",AAS,4,69,64,03 02 11 03,MERCHANDISING & RETAIL MANAGEMENT (EVRTM)
06,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",ASCO,4,64,64,03 06 11 03,MARKETING (E/MCRTM)
06,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,AAS,4,69,64,03 02 11 03,APPAREL MERCHANDISING (EVFSH)
07,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,AAS,4,69,64,03 02 11 03,AG BUSINESS MANAGEMENT
07,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,Dipl1,2,24,32,03 02 11 03,General Agricultural
07,,0102040200,AGRICULTURAL POWER TECHNOLOGY,AAS,4,68,64,03 02 11 03,AG POWER TECHNOLOGY
07,,0103020200,ANIMAL PRODUCTION TECHNOLOGY,AAS,4,60,64,03 02 11 03,ANIMAL SCIENCE
07,,0103020200,ANIMAL PRODUCTION TECHNOLOGY,Dipl1,2,38,32,03 02 11 03,General Agricultural
07,,0103020200,ANIMAL PRODUCTION TECHNOLOGY,Dipl2,3,41,48,03 02 11 03,Vet Assisting
07,,0106010200,HORTICULTURAL TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,HORTICULTURE SCIENCE
07,,0106010200,HORTICULTURAL TECHNOLOGY,AAS1,4.5,72,72,03 02 11 03,HORTICULTURE SCIENCE-Park & Turf Mgt Option
07,,0106010200,HORTICULTURAL TECHNOLOGY,AAS2,4.5,70,72,03 02 11 03,HORTICULTURE SCIENCE-Landscape Option
07,,0106010200,HORTICULTURAL TECHNOLOGY,AAS3,4.5,70,72,03 02 11 03,HORTICULTURE SCIENCE-Turf Option
07,,0106010200,HORTICULTURAL TECHNOLOGY,Dipl4,2,35,32,03 02 11 03,HORTICULTURE SCIENCE-Diploma
07,,0302010200,NATURAL RESOURCES TECHNOLOGY,AAS,5,66,80,03 02 11 03,NATURAL RESOURCES MANAGEMENT
07,,0302010200,NATURAL RESOURCES TECHNOLOGY,AAS1,4,66,64,03 02 11 03,NATURAL RESOURCES MANAGEMENT-TRANSFER OPTION
07,,0302010200,NATURAL RESOURCES TECHNOLOGY,Cert3,1,13,16,03 02 11 03,NATURAL RESOURCES MANAGEMENT-CERTIFICATE OPTION
07,,0302010200,NATURAL RESOURCES TECHNOLOGY,DIPL2,2,31,32,03 02 11 03,NATURAL RESOURCES MANAGEMENT-DIPLOMA OPTION
07,,1003010200,GRAPHIC COMMUNICATIONS TECHNOLOGY,AAA,4,68,64,03 02 11 03,GRAPHIC COMMUNICATIONS
07,,1108010200,WEB PAGE/DIG./MULTIMEDI INFO. RESP. DESIGN TECHNO,AAS,4,62,64,03 02 11 03,WEB DESIGN & DEVELOPMENT
07,,1109010100,COMPUTER SYSTEMS NETWORKING & TELECOM. TEC HNI,DIPL,2,31,32,03 02 11 03,COMPUTER NETWORKING TECHNICIAN
07,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,AAS,4,62,64,03 02 11 03,NETWORK ADMINISTRATION & ENGINEERING
07,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,Dipl1,2,31,32,03 02 11 03,COMPUTER NETWORK TECHNICIAN
07,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,AAS,4,62,64,03 02 11 03,INFORMATION SYSTEMS MANAGEMENT
07,,1502010200,CIVIL ENGINEERING TECHNOLOGY,AAS,4,72,64,03 02 11 03,CIVIL AND CONSTRUCTION ENGINEERING TECHNOLOGY
07,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,5,84,80,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
07,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS1,5,84,80,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
07,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,Cert3,1,24,16,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
07,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,Dipl2,3,45,48,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
07,,1505030200,ENERGY MANGEMENT AND SYSTEMS TECHNOLOGY,AAS,4,67,64,03 02 11 03,ALTERNATIVE ENERGY TECHNOLOGY
07,,1506130200,MANUFACTURING TECHNOLOGY,AAS,4.5,79,72,03 12 11 03,INDUSTRIAL AUTOMATION TECHNOLOGY
07,,1506130200,MANUFACTURING TECHNOLOGY,CERT2,2,19,32,03 12 11 03,INDUSTRIAL AUTOMATION TECHNOLOGY CERTIFICATE
07,,1506130200,MANUFACTURING TECHNOLOGY,CERT2,2,19,32,03 12 11 03,INDUSTRIAL AUTOMATION TECHNOLOGY CERTIFICATE 2
07,,1506130200,MANUFACTURING TECHNOLOGY,CERT3,2,21,32,03 12 11 03,INDUSTRIAL AUTOMATION TECHNOLOGY CERTIFICATE 2
07,,1506130200,MANUFACTURING TECHNOLOGY,DIPL1,2.5,43,40,03 12 11 03,INDUSTRIAL AUTOMATION TECHNOLOGY DIPLOMA
07,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,4,66,64,03 02 11 03,ARCHITECTURAL TECHNOLOGY
07,,1907090200,CHILD CARE MANAGEMENT,AAS,4,63,64,03 02 11 03,Early Childhood Education
07,,1907090200,CHILD CARE MANAGEMENT,Dipl1,2,33,32,03 02 11 03,Early Childhood Education
07,,3099990200,MULTIINTERDISCIPLINARY OCCUPATIONS,AAS,4,62,64,03 02 11 03,INTERDISICIPLINARY STUDIES
07,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,AAS,5,78,80,03 02 11 03,POLICE SCIENCE
07,,4702010100,HEATING/AC/VENTILATION/REFRIG. MAINTEN. TECHNI.,Dipl,2.5,44,40,03 02 11 03,HEATING AND AIR CONDITIONING
07,,4703030100,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNICIAN,Cert1,2,19,32,03 02 11 03,INDUSTRIAL MAINTENANCE MECHANIC
07,,4703030100,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNICIAN,Cert2,2,21,32,03 02 11 03,INDUSTRIAL MAINTENANCE MECHANIC (FOR INDUSTRY)
07,,4703030100,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNICIAN,Dipl,3,43,48,03 02 11 03,ELECTROMECHANICAL MAINTENANCE TECHNOLOGY
07,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,COLLISION REPAIR AND REFINISHING
07,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,Dipl1,2.5,42,40,03 02 11 03,COLLISION REPAIR AND REFINISHING
07,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,AUTOMOTIVE TECHNOLOGY
07,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS1,4.5,71,72,03 02 11 03,AUTOMOTIVE TECHNOLOGY
07,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,6,68,96,03 02 11 03,DIESEL TRUCK TECHNOLOGY
07,,4805010200,MACHINE TOOL TECHNOLOGY,AAS,4.5,74,72,03 02 11 03,CNC Machining and Tool Technology
07,,4805010200,MACHINE TOOL TECHNOLOGY,Cert2,1,18,16,03 02 11 03,CNC Machining and Tool Technology Certificate
07,,4805010200,MACHINE TOOL TECHNOLOGY,Cert3,2,36,32,03 02 11 03,CNC Machining and Tool Technology Certificate
07,,4805010200,MACHINE TOOL TECHNOLOGY,Dipl1,2.5,45,40,03 02 11 03,CNC Machining and Tool Technology Diploma
07,,4805070200,TOOL AND DIE TECHNOLOGY,AAS,5,76,80,03 02 11 03,TOOL AND DIE/MOLDMAKING
07,,4805080100,WELDING TECHNICIAN,Cert2,1,16,16,03 02 11 03,WELDING
07,,4805080100,WELDING TECHNICIAN,Dipl,3,43,48,03 02 11 03,ADVANCED WELDING
07,,4805080100,WELDING TECHNICIAN,Dipl1,2,29,32,03 02 11 03,WELDING
07,,4902051000,TRUCK AND COMMERCIAL VEHICLE OPERATION,Cert,1,19,16,03 03 11 03,TRUCK DRIVING AND TRANSPORTATION TRAINING-CREDIT
07,,4902051000,TRUCK AND COMMERCIAL VEHICLE OPERATION,Cert1,1,10,16,03 03 11 03,TRUCK DRIVING AND TRANSPORTATION TRAINING-CREDIT
07,,5004060200,COMMERCIAL PHOTOGRAPHY TECHNOLOGY,AAA,4,72,64,03 02 11 03,PROFESSIONAL PHOTOGRAPHY
07,,5004080200,INTERIOR DESIGN MANAGEMENT,AAA,4,72,64,03 02 11 03,INTERIOR DESIGN
07,,5106010100,DENTAL ASSISTANT,Dipl,3,44,48,03 02 11 03,DENTAL ASSISTING
07,,5106020200,DENTAL HYGIENE,AAS,5,65,80,03 02 11 03,DENTAL HYGIENE
07,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,AAS,4,62,64,03 02 11 03,MEDICAL ADMINISTRATIVE ASSISTANT
07,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,Dipl1,3,46,48,03 02 11 03,MEDICAL SECRETARY
07,,5108030200,OCCUPATIONAL THERAPIST ASSISTANT,AAS,5,82,80,03 02 11 03,Occupational Therapy Assistant
07,,5108060200,PHYSICAL THERAPIST ASSISTANT,AAS,4.5,80,72,03 02 11 03,Associate in Applied Science in Physical Therapist Assistant
07,,5109080200,RESPIRATORY CARE THERAPY,AAS,5.5,75,88,03 02 11 03,RESPIRATORY CARE
07,,5109090200,SURGICAL TECHNOLOGY,AAS,5,62,80,03 32 11 03,SURGICAL TECHNOLOGY PREP
07,,5110040200,CLINICAL/MEDICAL LABORATORY TECHNOLOGY,AAS,6,80,96,03 32 11 03,MEDICAL LABORATORY TECHNOLOGY
07,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,3,44,48,03 12 11 03,ASSOCIATE DEGREE NURSING
07,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,3,42,48,03 02 11 03,PRACTICAL NURSING
07,,5203010200,ACCOUNTING MANAGEMENT,AAS,4,64,64,03 02 11 03,ACCOUNTING
07,,5203010200,ACCOUNTING MANAGEMENT,Dipl1,2,33,32,03 02 11 03,ACCOUNTING TECHNICIAN
07,,5204010100,ADMINISTRATIVE ASSISTANT  SPECIALIST,DIPL,2.5,38,40,03 02 11 03,ADMINISTRATIVE ASSISTANT
07,,5204020200,EXECUTIVE SPECIALIST MANAGEMENT,AAS,4,64,64,03 02 11 03,EXECUTIVE ASSISTANT
07,,5204020200,EXECUTIVE SPECIALIST MANAGEMENT,AAS1,4,63,64,03 02 11 03,LEGAL OFFICE ASSISTANT
07,,5204020200,EXECUTIVE SPECIALIST MANAGEMENT,CERT3,3,30,48,03 02 11 03,OFFICE ASSISTANT
07,,5204020200,EXECUTIVE SPECIALIST MANAGEMENT,DIPL2,2.5,41,40,03 02 11 03,ADMINISTRATIVE ASSISTANT
07,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,Cert1,2,23,32,03 02 11 03,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST CERt1
07,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,Dipl,2,38,32,03 02 11 03,OFFICE SPECIALIST
07,,5210010200,HUMAN RESOURCES MANAGEMENT,AAS,4,64,64,03 02 11 03,Human Resource Management
07,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",AAS,4,65,64,03 02 11 03,MARKETING MANAGEMENT
09,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,AAS,4.5,72.75,72,03 02 11 03,Feed and Fertilizer Marketing
09,,0103010200,AGRICULTURAL PRODUCTION TECHNOLOGY,AAS,4.5,73.5,72,03 02 11 03,Farm Management - Swine
09,,0103010200,AGRICULTURAL PRODUCTION TECHNOLOGY,AAS2,4.5,73.75,72,03 02 11 03,Farm Management - No Swine Option
09,,0103070200,EQUINE SCIENCE TECHNOLOGY,AAS,4,70,64,03 02 35 03,Horse Science Technology
09,,0103070200,EQUINE SCIENCE TECHNOLOGY,AAS2,4,70,64,03 02 35 03,Equestrian Science
09,,0103070200,EQUINE SCIENCE TECHNOLOGY,Cert1,2,30,32,03 02 35 03,Horse Science Technology Certificate
09,,0106010200,HORTICULTURAL TECHNOLOGY,AAS,4.5,71.75,72,03 02 11 03,Horticulture
09,,0301010200,NATURAL RESOURCES/CONSERVATION TECHNOLOGY,ASCO,4.5,62,72,03 06 11 03,Conservation
09,,1003010200,GRAPHIC COMMUNICATIONS TECHNOLOGY,AAS,4,64,64,03 02 11 03,Graphic Arts & Printing Technology
09,,1003010200,GRAPHIC COMMUNICATIONS TECHNOLOGY,Dipl1,2,33,32,03 02 11 03,Graphic Arts & Printing Technology
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS,4,62,64,03 02 11 03,Information Technology-Software Development Concentration
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS1,4,62,64,03 02 11 03,Information Technology-Networking Concentration
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS2,6,63,96,03 02 11 03,Information Technology-Game Development Concentration
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert10,2,27,32,03 02 11 03,Web Game Development Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert3,2,20,32,03 02 11 03,CISCO Networking-CCNA Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert4,2,20,32,03 02 11 03,CISCO Networking Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert5,2,24,32,03 02 11 03,Web Design Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert6,2,19,32,03 02 11 03,A+ Preparation Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert7,2,22,32,03 02 11 03,Network+ Preparation Certificate
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert8,2,24,32,03 02 11 03,Computer Repair and Help Desk Support
09,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert9,2,21,32,03 02 11 03,Wireless LAN Certification
09,,1205030200,CULINARY ARTS MANAGEMENT,AAS,7.5,70.5,120,03 02 04 03,Culinary Arts Apprenticeship
09,,1205030200,CULINARY ARTS MANAGEMENT,Cert1,3,19.5,48,03 02 04 03,Culinary Arts Assistant Certificate
09,,1205030200,CULINARY ARTS MANAGEMENT,Cert2,4,24,64,03 02 04 03,Baking Certificate
09,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,4,65,64,03 02 11 03,Mechatronics Technology
09,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,Dipl1,2,29,32,03 02 11 03,Mechatronics Technology Diploma
09,,1504030200,Electro-Mechanical Technology/Electro-Mechanical Engineering Technology,AAS,4,66.5,64,03 02 11 03,Electromechanical Studies
09,,1504030200,Electro-Mechanical Technology/Electro-Mechanical Engineering Technology,Cert2,2,17.5,32,03 02 11 03,Applied Electricity Certificate
09,,1504030200,Electro-Mechanical Technology/Electro-Mechanical Engineering Technology,Cert3,2,15,32,03 02 11 03,Electrical Systems Certificate
09,,1504030200,Electro-Mechanical Technology/Electro-Mechanical Engineering Technology,Cert4,2,17,32,03 02 11 03,Hydraulics/Pneumatics Systems Certificate
09,,1504030200,Electro-Mechanical Technology/Electro-Mechanical Engineering Technology,Dipl1,2,31,32,03 02 11 03,Electromechanical Studies Diploma
09,,1505030200,ENERGY MANAGEMENT AND SYSTEMS TECHNOLOGY/TECHNICIAN,AAS,4,66.5,64,03 02 11 03,Renewable Energy Systems Specialist
09,,1505070200,ENVIRONMENTAL ENGINEERING TECHNOLOGY,AAS,4,65,64,03 02 11 03,"Health, Safety and Environmental Technology"
09,,1505070200,ENVIRONMENTAL ENGINEERING TECHNOLOGY,Cert1,2,18,32,03 02 11 03,"Health, Safety and Environmental Technology Certificate-Safety Emphasis (18 Hrs. Required)"
09,,1505070200,ENVIRONMENTAL ENGINEERING TECHNOLOGY,Cert2,2,18,32,03 02 11 03,"Health, Safety and Environmental Technology Certificate-Environmental Emphasis (18 Hrs. Required)"
09,,1506130200,MANUFACTURING TECHNOLOGY,AAS,4,65,64,03 02 11 03,Manufacturing Technology
09,,1506130200,MANUFACTURING TECHNOLOGY,Cert1,2,29,32,03 02 11 03,Process Control Certificate
09,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,4.5,66,72,03 02 11 03,Technical Drafting and Computer-Aided Design (CAD)
09,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,Cert1,2,12,32,03 02 11 03,Geographic Information Systems Certificate
09,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,5,68,80,03 02 11 03,Mechanical Design Technology CAD/Pro Engineer
09,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Cert2,2,32,32,03 02 11 03,CAD/Pro Engineer Certificate
09,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Cert3,2,20,32,03 02 11 03,Pro Engineer/Solid Modeling Certificate
09,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Dipl1,2.5,39,40,03 02 11 03,CAD/Pro Engineer Diploma
09,,1616030200,SIGN LANGUAGE INTERPRETATION/TRANSLATION TECHNO.,AAS,4.5,57,72,03 02 11 03,Interpreter Training Program
09,,1907090200,CHILD CARE MANAGEMENT,AAS,4.5,66,72,03 02 11 03,Early Childhood Education
09,,1907090200,CHILD CARE MANAGEMENT,Cert2,1,18,16,03 02 11 03,Early Childhood Education
09,,1907090200,CHILD CARE MANAGEMENT,Dipl1,2,33,32,03 02 11 03,Early Childhood Education
09,,3099991200,Multi-interdisciplinary Technical Studies,AAS,1,64,16,03 02 11 03,Technical Studies
09,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,AAS,4,60,64,03 02 35 03,Law Enforcement
09,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,Cert1,2,30,32,03 02 35 03,Law Enforcement Certificate
09,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,Cert2,2,30,32,03 02 35 03,Private Security Certificate
09,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,AAS,4,64,64,03 02 35 03,Fire Service Officer
09,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,AAS,4.5,71,72,03 02 11 03,"Heating, Ventilation and Air Conditioning"
09,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,Cert2,2,22,32,03 02 11 03,"Heating, Ventilation and Air Conditioning Certificate"
09,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,Dipl1,2.5,37,40,03 02 11 03,"Heating, Ventilation and Air Conditioning Diploma"
09,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,Dipl1,2.5,37,40,03 02 11 03,"Heating, Ventilation and Air Conditioning"
09,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS,4,70,64,03 02 11 03,Manufacturing Maintenance
09,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,Cert1,2,29,32,03 02 11 03,Manufacturing Maintenance Certificate
09,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,Auto Collision Repair Technology - Fall Start
09,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS1,5,70,80,03 02 11 03,Auto Collision Repair Technology - Spring Start
09,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,Dipl2,2.5,40,40,03 02 11 03,Auto Collision Repair Technology - Diploma
09,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,4.5,65,72,03 02 11 03,Automotive Technology-Fall Start
09,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS1,5,65,80,03 02 11 03,Automotive Technology-Spring Start
09,,4706040200,AUTOMOTIVE TECHNOLOGY,Cert3,2.5,18,40,03 02 11 03,Automotive Technology Basic Service Certificate Fall Start
09,,4706040200,AUTOMOTIVE TECHNOLOGY,Cert4,1.5,18,24,03 02 11 03,Automotive Technology Basic Service Certificate Spring Start
09,,4706040200,AUTOMOTIVE TECHNOLOGY,Cert5,2.5,36,40,03 02 11 03,Automotive Technology General Service Certificate
09,,4706040200,AUTOMOTIVE TECHNOLOGY,Dipl2,2.5,39,40,03 02 11 03,Automotive Technology Diploma
09,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,4.5,68,72,03 02 11 03,Diesel Technology Fall Start
09,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS1,4.5,68,72,03 02 11 03,Diesel Technology Spring Start
09,,4805010200,MACHINE TOOL TECHNOLOGY,AAS,4.5,64.75,72,03 02 11 03,CNC Machining
09,,4805010200,MACHINE TOOL TECHNOLOGY,Cert1,2,25,32,03 02 11 03,CNC Programming Certificate
09,,4805010200,MACHINE TOOL TECHNOLOGY,Cert2,2,31.25,32,03 02 11 03,Manual Machining Certificate
09,,4805080200,WELDING TECHNOLOGY,AAS,5,62.25,80,03 02 11 03,Welding
09,,4805080200,WELDING TECHNOLOGY,Cert2,1.5,18.25,24,03 02 11 03,Basic Welding Certificate
09,,4805080200,WELDING TECHNOLOGY,Cert3,1.5,18.5,24,03 02 11 03,Production Welding Certificate
09,,4805080200,WELDING TECHNOLOGY,Cert4,1.5,26,24,03 02 11 03,Structural Welding Certificate
09,,4805080200,WELDING TECHNOLOGY,Cert5,4.5,28.25,72,03 02 11 03,General Maintenance Welding Certificate
09,,4805080200,WELDING TECHNOLOGY,Dipl1,3,43,48,03 02 11 03,Welding Diploma
09,,4902051000,TRUCK AND COMMERCIAL VEHICLE OPERATION,Cert,0.5,10,8,03 03 11 03,TRUCK DRIVING AND TRANSPORTATION TRAINING-CREDIT DAY
09,,4902051000,TRUCK AND COMMERCIAL VEHICLE OPERATION,Cert1,0.5,7.5,8,03 03 11 03,TRUCK DRIVING AND TRANSPORTATION TRAINING-CREDIT NIGHT
09,,5004080200,INTERIOR DESIGN MANAGEMENT,AAS,4.5,72,72,03 02 11 03,INTERIOR DESIGN
09,,5004080200,INTERIOR DESIGN MANAGEMENT,Cert2,2,19,32,03 02 11 03,Apparel Merchandising Certificate
09,,5004080200,INTERIOR DESIGN MANAGEMENT,Dipl1,2.5,35,40,03 02 11 03,Apparel Merchandising Diploma
09,,5106010100,DENTAL ASSISTANT,Dipl,2,40,32,03 02 11 03,Dental Assisting Fall Start-33 weeks
09,,5106010100,DENTAL ASSISTANT,Dipl1,2.5,40,40,03 02 11 03,Dental Assisting Spring Start-43 weeks
09,,5106020200,DENTAL HYGIENE,AAS,5,68,80,03 32 11 03,Dental Hygiene
09,,5107070200,HEALTH INFORMATION TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,HEALTH INFORMATION TECHNOLOGY
09,,5107070200,HEALTH INFORMATION TECHNOLOGY,Dipl1,2.5,39,40,03 02 11 03,Health Information Technology Diploma
09,,5107071200,CANCER INFORMATION TECHNOLOGY,AAS,4.5,72,72,03 02 11 03,Cancer Information Management
09,,5107071200,CANCER INFORMATION TECHNOLOGY,Dipl1,2.5,46,40,03 02 11 03,Cancer Information Management Diploma
09,,5108060200,PHYSICAL THERAPIST ASSISTANT,AAS,5,72,80,03 02 35 03,PHYSICAL THERAPY ASSISTANT
09,,5108080200,VETERINARY/ANIMAL HEALTH ASSISTANT TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,Veterinary Technician
09,,5109030200,ELECTRONEUROENCEPHALOGRAPH TECHNOLOGY,AAS,5,71,80,03 02 11 03,Electroneurodiagnostic Technology
09,,5109040200,Advanced EMT,AAS,4,62.5,64,03 02 11 03,Emergency Medical Services
09,,5109041000,ADVANCED EMT,Cert,2,24.5,32,03 07 11 03,Advanced Emergency Medical Technician
09,,5109042000,EMERGENCY MEDICAL TECHNICIAN (EMT),Cert,1,9.5,16,03 07 11 03,Emergency Medical Technician
09,,5109043000,EMERGENCY MEDICAL TECHNICIAN - INTER - CERTIFICATE,Cert,2,24.5,32,03 07 11 03,Advanced Emergency Medical Technician
