U.S. Energy Information Administration,,,,,,,,,,,,,
September 2014 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
Note: Information about data precision and revisions.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: September 25, 2014",,,,,,,,,,,,,
"Next Update: October 28, 2014",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 7.2a Electricity Net Generation: Total (All Sectors),,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,"Electricity Net Generation From Coal, All Sectors","Electricity Net Generation From Petroleum, All Sectors","Electricity Net Generation From Natural Gas, All Sectors","Electricity Net Generation From Other Gases, All Sectors","Electricity Net Generation From Nuclear Electric Power, All Sectors","Electricity Net Generation From Hydroelectric Pumped Storage, All Sectors","Electricity Net Generation From Conventional Hydroelectric Power, All Sectors","Electricity Net Generation From Wood, All Sectors","Electricity Net Generation From Waste, All Sectors","Electricity Net Generation From Geothermal, All Sectors","Electricity Net Generation From Solar/PV, All Sectors","Electricity Net Generation From Wind, All Sectors","Electricity Net Generation Total, All Sectors"
38749,158616.189,4923.427,47408.989,1113.774,62615.654,-446.518,24761.683,3051.36,1270.35,1110.817,19.533,1921.958,307333.43
38777,161325.115,4013.464,54921.742,1233.513,63720.849,-435.173,24624.609,3201.388,1344.34,1261.29,33.404,2358.632,318729.8
38808,141426.234,4690.155,56090.856,1180.022,57567.204,-587.331,28555.683,2980.116,1226.903,1129.089,52.074,2471.762,297858.078
38838,157009.755,4419.887,65585.605,1295.444,62775.701,-444.378,30818.443,3039.296,1371.355,1095.602,70.735,2458.683,330615.57
38869,169693.478,5766.446,81060.21,1167.067,68391.472,-423.163,29757.284,3133.77,1328.039,1199.177,69.702,2051.766,364259.798
38899,187820.872,7002.078,108093.514,1267.284,72186.494,-637.767,25439.392,3444.309,1399.065,1261.352,61.656,1955.064,410420.793
38930,189454.93,8359.695,106591.666,1291.592,72016.095,-694.881,21728.354,3477.913,1388.888,1288.959,82.993,1655.187,407762.536
38961,161590.354,4645.373,72673.348,1152.884,66642.327,-628.94,17201.461,3260.169,1307.632,1219.458,53.99,1879.144,332055.321
38991,161389.659,4892.61,70640.039,1185.392,57509.306,-506.995,17055.177,3212.569,1332.484,1275.227,32.283,2442.13,321567.091
39022,159439.517,4746.863,53439.693,1064.601,61392.321,-552.544,20271.723,3181.931,1358.822,1207.438,15.686,2540.489,309158.826
39052,173508.951,4570.461,56128.186,1068.348,70489.681,-667.323,21595.951,3357.661,1382.411,1290.052,2.713,2471.69,336283.246
39083,175739.438,5994.168,61474.532,1154.119,74006.184,-571.563,26044.711,3536.108,1370.712,1295.617,12.842,2452.315,353531.095
39114,163602.813,8883.674,57622.071,981.405,65224.794,-446.964,18566.633,3015.127,1200.214,1122.49,19.244,2519.793,323230.395
39142,159811.074,5415.643,56203.821,1233.891,64305.153,-458.17,24163.456,3105.695,1373.07,1204.13,48.488,3047.092,320471.243
39173,146249.541,5080.29,60152.848,1163.092,57301.424,-373.845,23890.583,3055.239,1253.621,1157.975,54.464,3171.703,303129.064
39203,157513.281,4873.443,66469.701,1174.573,65024.555,-546.955,26046.976,3081.027,1348.72,1154.708,84.192,2952.341,330202.758
39234,173512.884,5777.045,81511.451,1153.691,68923.074,-522.707,22816.608,3213.441,1392.436,1238.178,84.458,2620.416,362754.877
39264,185053.788,5493.795,97482.676,1154.127,72738.535,-594.694,22477.761,3433.635,1443.056,1250.382,85.793,2158.372,393226.432
39295,190134.816,7186.621,121338.427,1131.65,72750.91,-650.678,19940.551,3426.035,1439.539,1254.578,75.163,2699.365,421796.659
39326,169391.273,4935.786,88531.615,1119.735,67578.578,-743.432,14742.534,3289.762,1400.205,1217.726,68.212,2866.722,355393.912
39356,162234.356,4746.874,78358.024,1133.549,61689.542,-760.235,14796.434,3245.601,1425.648,1264.546,49.233,3376.54,332615.416
39387,159382.455,3136.467,60636.799,1031.212,64899.278,-661.727,15682.053,3273.318,1425.131,1210.973,24.302,3095.036,314102.543
39417,173829.866,4215.171,66807.828,1022.31,71982.726,-565.382,18341.675,3339.037,1452.203,1265.909,5.402,3490.232,346290.331
39448,182875.504,4497.816,72599.901,1063.171,70734.57,-745.514,20779.131,3337.739,1406.708,1208.838,16.289,4273.185,362998.429
39479,166666.355,3669.344,60042.012,972.332,65130.385,-451.129,18788.886,3010.026,1364.461,1086.683,35.842,3851.749,325105.597
39508,160743.243,3151.5,62170.58,1049.452,64716.468,-552.974,21668.938,3123.216,1472.452,1250.801,74.6,4782.02,324629.85
39539,146983.024,3400.463,63046.098,1021.23,57332.716,-131.7,22233.932,2929.938,1503.519,1218.121,94.141,5225.282,305865.031
39569,154915.901,3397.928,62270.447,1043.991,64825.901,-586.857,27221.147,2926.978,1474.908,1258.915,98.744,5340.284,325244.802
39600,171043.279,4961.967,84619.977,1132.189,70319.366,-371.618,29177.427,3114.106,1501.889,1260.302,128.164,5140.376,373109.027
39630,186733.456,4156.6,100320.878,1174.4,74318.27,-799.08,25555.086,3326.752,1608.425,1278.754,110.878,4008.401,402900.336
39661,180576.493,3810.829,99673.493,1146.944,72617.066,-647.864,21229.277,3342.45,1529.496,1272.715,105.282,3264.406,388986.719
39692,161356.347,4170.995,79136.03,822.953,67053.867,-517.254,16178.192,3059.171,1426.644,1233.687,92.597,3111.452,338056.13
39722,151840.715,3286.13,73283.339,806.078,62820.353,-496.943,15469.942,3063.953,1489.617,1276.855,60.243,4756.401,318547.343
39753,154281.198,3345.161,61454.199,720.951,63408.145,-489.183,15667.934,3077.395,1449.293,1233.292,28.848,4993.646,310046.241
39783,167785.73,4393.879,64363.646,753.185,72931.328,-497.946,20861.491,2988.131,1506.347,1261.013,18.687,6615.899,343898.254
39814,171925.15,6103.606,66390.113,806.743,74102.489,-501.48,23490.296,3030.141,1462.399,1288.81,7.19,5950.825,354992.636
39845,140915.785,3317.74,62138.853,783.979,64227.211,-413.424,17812.032,2822.827,1357.453,1167.779,30.444,5852.175,300887.398
39873,135530.328,3349.302,68202.743,834.474,67240.567,-314.985,21827.454,2918.935,1553.092,1300.335,78.107,7099.063,310602.964
39904,125934.973,2806.622,61158.674,757.875,59408.407,-272.198,25769.807,2664.371,1542.336,1222.104,99.416,7457.696,289537.255
39934,131673.058,3208.707,68145.647,772.676,65395.452,-348.823,29559.655,2734.677,1522.219,1235.186,110.425,6261.961,311305.872
39965,148086.771,3243.032,84205.182,875.787,69734.736,-226.41,29233.395,2997.452,1558.397,1208.799,103.413,5599.422,347658.241
39995,158233.869,3357.822,101893.833,966.258,72948.979,-491.31,23384.748,3227.118,1628.483,1255.4,121.188,4954.941,372542.226
40026,163260.483,3641.995,109239.554,1011.646,72244.597,-612.532,19580.417,3355.135,1603.78,1251.219,116.291,5464.474,381221.417
40057,137144.648,2853.031,92126.618,1022.27,65751.794,-348.039,17358.714,3060.667,1501.263,1216.783,94.994,4650.708,327400.612
40087,139955.577,2560.113,72602.726,959.788,58020.927,-385.127,19691.068,3032.086,1533.186,1221.079,68.101,6813.626,307040.341
40118,136809.575,2072.284,63285.132,910.432,59069.208,-329.53,21007.701,3048.911,1572.312,1273.265,40.402,6875.183,296634.67
40148,166434.036,2422.261,71589.607,930.179,70710.218,-383.487,24729.808,3157.818,1607.676,1367.9,21.209,6906.058,350507.295
40179,173320.161,4348.2,74172.736,909.391,72569.341,-564.946,22383.072,3126.163,1502.763,1311.84,9.866,6854.337,360957.167
40210,153044.159,2373.098,66198.08,825.156,65245.37,-350.643,20589.83,2894.564,1382.241,1159.038,32.824,5431.858,319734.727
40238,144405.633,2470.212,63430.66,1009.675,64634.721,-324.588,20885.663,3090.278,1591.67,1306.596,75.999,8589.077,312167.64
40269,126951.885,2286.351,64644.025,942.625,57611.073,-335.277,19096.663,2932.095,1558.147,1240.251,112.279,9764.456,287800.227
40299,143272.494,2994.02,73665.438,1017.214,66658.365,-440.745,25079.217,2892.948,1576.629,1310.548,153.172,8697.525,327936.492
40330,165491.489,3989.252,92268.431,964.284,68301.322,-471.738,29853.827,3093.706,1626.765,1263.676,176.053,8049.021,375759.478
40360,179600.499,4411.384,114624.202,963.07,71913.468,-557.093,24516.761,3308.174,1640.073,1273.616,161.382,6723.891,409725.44
40391,177745.32,3575.462,121151.269,1060.909,71574.103,-600.278,20119.232,3318.726,1642.191,1296.912,156.393,6685.855,408884.155
40422,148745.672,2782.682,93004.177,953.692,69371.195,-421.284,17265.206,3157.071,1574.687,1252.569,137.581,7105.502,346045.172
40452,132269.835,2227.557,77738.337,807.935,62750.833,-437.7,17682.976,3002.77,1547.063,1222,75.436,7943.808,307920.691
40483,135185.045,2079.442,69226.56,907.138,62655.206,-466.993,19561.55,3080.205,1625.338,1252.33,76.795,9747.619,306009.629
40513,167258.086,3523.354,77573.32,951.698,73683.304,-529.847,23169.071,3275.46,1649.639,1329.837,44.401,9059.297,362119.081
40544,170802.679,3457.108,74254.334,929.788,72742.813,-659.194,25531.094,3289.926,1514.838,1346.945,39.782,8550.495,362871.893
40575,138311.157,2434.16,65923.983,807.475,64789.078,-412.649,24131.226,2937.029,1426.672,1215.006,85.299,10451.562,313126.607
40603,134845.231,2692.463,65947.12,945.344,65661.598,-348.692,31134.471,3080.551,1565.031,1337.484,122.3,10544.646,318709.941
40634,124488.257,2423.777,70028.999,917.536,54547.338,-465.589,31194.307,2797.961,1502.544,1239.063,164.006,12421.657,302400.724
40664,137101.565,2378.474,75242.797,874.641,57012.914,-416.908,32586.926,2794.342,1563.179,1317.548,190.669,11772.161,323628.238
40695,158055.213,2593.715,90691.112,1012.788,65270.134,-567.088,32151.214,3230.061,1631.657,1214.562,222.773,10985.069,367727.015
40725,176585.82,3154.067,119623.591,1098.043,72344.85,-707.662,31284.635,3361.934,1689.74,1269.04,191.102,7488.629,418692.755
40756,171280.534,2594.309,119855.793,1087.147,71338.566,-692.329,25763.578,3383.756,1692.393,1274.632,229.163,7473.594,406511.315
40787,140941.149,2423.86,91739.07,1004.496,66848.854,-583.392,21377.592,3178.464,1589.088,1225.547,185.72,6869.029,337931.318
40817,126626.973,2062.076,78819.207,941.066,63336.97,-600.542,19787.39,2953.911,1630.97,1280.628,158.86,10525.429,308698.504
40848,121462.711,1782.601,75441.298,942.856,64473.88,-457.754,20680.527,3087.888,1684.402,1271.218,107.37,12438.553,304102.155
40878,132928.716,2185.635,86121.626,1005.019,71837.372,-508.719,23731.944,3353.243,1731.249,1324.395,120.654,10655.775,335740.463
40909,129090.99,2477.158,90760.884,1016.599,72381.186,-348.465,23107.181,3313.682,1601.15,1263.252,95.32,13632.395,339528.259
40940,113872.047,1901.745,90609.782,1044.233,63847.023,-236.66,20283.421,3111.455,1503.968,1193.33,135.24,11051.982,309389.42
40969,105525.547,1541.354,92250.653,1076.272,61728.613,-280.701,25908.537,3033.985,1623.477,1285.149,231.228,14026.442,309090.569
41000,96285.441,1503.233,94828.596,1057.215,55870.931,-265.273,26294.124,2703.907,1583.228,1248.299,318.723,12709.239,295228.216
41030,115982.647,1729.816,107351.812,1002.136,62081.445,-370.778,28642.515,2937.316,1653.687,1303.996,462.597,12540.523,336517.631
41061,131261.036,2067.697,115597.503,972.41,65140.085,-506.741,26658.751,3081.189,1611.538,1277.48,527.068,11972.304,360826.151
41091,160450.263,2339.699,138862.85,1042.026,69129.329,-618.974,26491.28,3351.847,1721.233,1320.648,509.51,8821.542,414639.671
41122,152181.055,2117.982,131735.864,1049.94,69602.111,-528.912,23034.015,3370.279,1725.555,1303.839,461.411,8468.912,395699.566
41153,125588.608,1860.197,108012.301,903.67,64510.882,-430.544,17603.73,3227.466,1626.094,1299.983,458.103,8789.666,334584.877
41183,120999.339,1805.124,91725.371,894.958,59743.218,-378.213,16500.61,3112.879,1715.799,1329.149,431.427,12635.641,311650.774
41214,128727.066,1809.861,80169.461,875.495,56712.757,-408.968,18732.352,3190.3,1684.004,1347.052,347.276,11648.59,305975.035
41244,134078.908,2035.674,83989.097,962.63,68583.669,-576.268,22983.707,3364.827,1773.304,1390.249,348.772,14524.467,334635.089
41275,138264.798,2707.91,88012.32,998.085,71405.817,-462.814,25113.947,3424.441,1632.369,1443.161,318.681,14633.4,348489.737
41306,123827.633,1973.932,79873.5,876.52,61483.385,-299.502,20511.075,3140.648,1434.628,1301.386,479.287,13906.549,309435.119
41334,130961.191,2010.644,84280.568,989.133,62947.389,-408.818,20653.881,3372.066,1708.161,1423.507,667.483,15642.536,325301.486
41365,112232.002,1886.998,77127.555,925.334,56766.882,-288.172,24757.832,2700.805,1633.895,1329.854,733.781,17294.369,298073.696
41395,119898.189,2409.541,83062.557,1058.693,62848.155,-355.048,28548.757,3140.364,1747.29,1357.311,826.745,16264.333,321833.617
41426,138848.923,2341.092,98517.499,1014.588,66429.69,-354.912,27308.469,3287.214,1702.037,1376.768,930.352,13766.206,356224.262
41456,153303.987,2839.171,119273.539,1149.569,70539.238,-344.58,27240.457,3525.704,1749.774,1403.521,860.836,11146.318,393799.21
41487,149875.142,2469.113,119479.859,1143.924,71344.379,-454.392,21711.615,3586.143,1716.874,1379.486,1000.694,9593.404,383968.062
41518,133577.12,2108.05,101101.853,1036.819,65798.971,-389.469,16929.48,3396.346,1624.242,1355.67,979.421,11708.967,340293.27
41548,121474.388,1882.948,88049.366,966.108,63183.533,-319.891,17306.519,3327.499,1659.397,1424.503,967.17,13720.005,314682.729
41579,121430.87,1807.014,83109.967,1064.07,64975.493,-344.632,17731.743,3413.345,1651.587,1298.047,750.217,15888.32,313751.509
41609,142304.145,2426.24,91776.895,1047.83,71293.578,-401.618,21322.671,3622.703,1696.37,1423.558,737.486,14100.449,352356.534
41640,157699.137,7129.589,90489.333,946.871,73064.085,-263.364,21615.668,3635.402,1582.795,1396.439,774.493,17988.83,377019.193
41671,143908.287,2788.41,74987.368,759.577,62638.95,-419.278,17429.885,3271.326,1343.828,1256.901,857.839,14001.163,323662.011
41699,137004.228,3282.769,77505.564,845.421,62397.08,-397.678,24243.485,3574.417,1628.29,1375.958,1354.973,17779.271,331595.192
41730,109685.82,1730.028,75975.441,778.121,56384.588,-361.867,25074.759,3218.539,1608.399,1358.564,1606.995,18747.09,296766.045
41760,119483.341,2005.895,87699.787,925.853,62947.43,-602.66,26442.079,3373.23,1627.945,1384.824,1879.59,15531.981,323730.672
41791,138241.225,2022.746,97465.688,959.677,68138.232,-610.898,25853.511,3633.615,1596.721,1335.689,2060.906,15691.071,357419.408
