DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
2001-10-17,1.751,1.799,1.75,1.799,1200
2001-10-16,1.75,1.75,1.72,1.72,1400
2001-10-15,1.73,1.75,1.73,1.74,300
2001-10-12,1.72,1.72,1.621,1.621,600
2001-10-11,1.75,1.75,1.75,1.75,9000
2001-10-10,1.76,1.79,1.75,1.75,1600
2001-10-09,1.81,1.81,1.8,1.8,1100
2001-10-08,1.65,1.889,1.5,1.85,4300
2001-10-05,1.9,2,1.5,1.52,8000
2001-10-04,2,2,1.949,2,15800
2001-10-03,2,2.051,2,2.051,51400
2001-10-02,1.949,1.949,1.949,1.949,1000
2001-10-01,1.95,2.11,1.95,2,4800
2001-09-28,2,2.199,2,2.199,4300
2001-09-25,2.1,2.1,2.1,2.1,4600
2001-09-24,1.947,2.199,1.947,2.199,11400
2001-09-21,1.949,1.949,1.949,1.949,8000
2001-09-20,2.051,2.051,1.949,2.051,8000
2001-09-19,2.18,2.199,2.051,2.199,18100
2001-09-18,2.189,2.189,2.15,2.189,2700
2001-09-17,2.15,2.15,2.09,2.1,4300
2001-09-10,2.2,2.2,2.16,2.16,3500
2001-09-07,2.25,2.25,2.19,2.19,3800
2001-09-06,2.25,2.25,2.25,2.25,700
2001-09-05,2.25,2.25,2.25,2.25,200
2001-08-31,2.24,2.24,2.24,2.24,600
2001-08-30,2.24,2.24,2.24,2.24,5500
2001-08-29,2.27,2.301,2.24,2.301,59500
2001-08-28,2.26,2.32,2.25,2.32,6700
2001-08-24,2.26,2.359,2.26,2.359,37700
2001-08-23,2.44,2.44,2.26,2.26,1400
2001-08-22,2.301,2.301,2.301,2.301,1400
2001-08-20,2.279,2.35,2.279,2.35,9000
2001-08-16,2.498,2.498,2.498,2.498,200
2001-08-14,2.252,2.5,2.252,2.5,2100
2001-08-13,2.1,2.25,2.1,2.25,800
2001-08-10,2.65,2.699,2.65,2.699,11400
2001-08-09,2.711,2.76,2.711,2.76,52200
2001-08-08,2.699,2.699,2.699,2.699,2400
2001-08-07,2.699,2.811,2.699,2.811,18100
2001-08-06,2.689,2.75,2.689,2.75,25000
2001-08-03,2.5,2.6,2.5,2.6,7100
2001-08-02,2.199,2.5,2.199,2.5,17800
2001-08-01,2.061,2.1,2.061,2.1,2400
2001-07-31,2.051,2.051,2.051,2.051,500
2001-07-30,2.199,2.199,2.199,2.199,55600
2001-07-27,2.199,2.203,2.199,2.203,2200
2001-07-25,2.25,2.25,2.199,2.25,7600
2001-07-24,2.25,2.279,2.199,2.279,64900
2001-07-23,2.221,2.221,2.199,2.221,700
2001-07-20,2.25,2.25,2.221,2.25,4400
2001-07-19,2.25,2.25,2.25,2.25,400
2001-07-18,2.301,2.301,2.25,2.301,2300
2001-07-17,2.301,2.35,2.301,2.35,4000
2001-07-16,2.35,2.35,2.25,2.35,7200
2001-07-13,2.301,2.4,2.301,2.4,2400
2001-07-12,2.301,2.35,2.301,2.35,5100
2001-07-11,2.25,2.25,2.24,2.24,1500
2001-07-10,2.211,2.25,2.211,2.25,2700
2001-07-09,2.211,2.211,2.211,2.211,4700
2001-07-06,2.25,2.25,2.25,2.25,1200
2001-07-05,2.26,2.301,2.25,2.301,6700
2001-07-02,2.199,2.32,2.199,2.32,2900
2001-06-28,2.199,2.311,2.199,2.311,2100
2001-06-27,2.199,2.25,2.199,2.25,1800
2001-06-26,2.25,2.25,2.199,2.25,14100
2001-06-21,2.25,2.25,2.25,2.25,100
2001-06-20,2.18,2.25,2.18,2.25,900
2001-06-19,2.199,2.199,2.199,2.199,7000
2001-06-18,2.199,2.199,2.199,2.199,400
2001-06-15,2.131,2.301,2.131,2.301,45400
2001-06-13,2.199,2.27,2.15,2.27,19700
2001-06-12,2.17,2.25,2.17,2.2,14800
2001-06-11,2.24,2.25,2.24,2.25,13800
2001-06-08,2.27,2.27,2.27,2.27,400
2001-06-07,2.25,2.25,2.25,2.25,5400
2001-06-06,2.279,2.279,2.25,2.279,12000
2001-06-04,2.279,2.279,2.279,2.279,300
2001-06-01,2.301,2.301,2.25,2.301,6100
2001-05-30,2.449,2.449,2.35,2.449,1000
2001-05-29,2.301,2.359,2.301,2.359,800
2001-05-25,2.35,2.35,2.301,2.35,2300
2001-05-24,2.22,2.4,2.22,2.35,7200
2001-05-23,2.23,2.301,2.23,2.301,4200
2001-05-22,2.35,2.35,2.35,2.35,1000
2001-05-21,2.25,2.5,2.25,2.5,18900
2001-05-18,2.301,2.301,2.279,2.301,700
2001-05-17,2.221,2.221,2.221,2.221,200
2001-05-16,2.221,2.221,2.221,2.221,100
2001-05-15,2.225,2.25,2.221,2.25,7700
2001-05-14,2.221,2.221,2.221,2.221,800
2001-05-11,2.25,2.25,2.221,2.25,4700
2001-05-10,2.4,2.4,2.301,2.4,5000
2001-05-09,2.301,2.4,2.301,2.4,5200
2001-05-03,2.34,2.35,2.34,2.35,5600
2001-05-01,2.24,2.49,2.24,2.49,3500
2001-04-30,2.369,2.369,2.24,2.369,2900
2001-04-27,2.385,2.5,2.369,2.5,13000
2001-04-26,2.35,2.4,2.35,2.4,2700
2001-04-25,2.24,2.4,2.24,2.4,6600
2001-04-24,2.25,2.4,2.25,2.4,4600
2001-04-23,2.449,2.449,2.25,2.449,2500
2001-04-20,2.4,2.4,2.4,2.4,300
2001-04-19,2.84,2.84,2.35,2.35,5700
2001-04-18,2.266,2.75,2.266,2.75,42800
2001-04-17,2.25,2.279,2.25,2.279,9400
2001-04-16,2.051,2.24,2.051,2.24,2700
2001-04-12,2,2,1.98,2,12200
2001-04-11,1.65,2,1.65,2,9200
2001-04-10,1.75,1.77,1.5,1.5,12400
2001-04-09,1.869,1.869,1.801,1.869,3000
2001-04-06,1.938,1.938,1.75,1.75,4100
2001-04-05,1.969,2,1.938,2,3800
2001-04-04,1.813,1.875,1.813,1.875,9100
2001-04-03,1.813,1.813,1.813,1.813,200
2001-04-02,1.813,1.813,1.813,1.813,1800
2001-03-30,1.813,1.813,1.813,1.813,6000
2001-03-29,1.781,1.813,1.781,1.813,11900
2001-03-28,1.66,1.875,1.656,1.875,6600
2001-03-27,1.75,1.938,1.75,1.75,8200
2001-03-26,1.813,1.813,1.813,1.813,9000
2001-03-23,1.703,2,1.703,2,21200
2001-03-22,1.88,2,1.625,1.625,26500
2001-03-21,2.125,2.125,2,2,6500
2001-03-20,2.125,2.5,2.125,2.5,11200
2001-03-19,2.125,2.125,2.063,2.125,3200
2001-03-16,2.125,2.125,2.125,2.125,300
2001-03-15,2.094,2.156,2.094,2.156,2600
2001-03-14,2.266,2.313,2.266,2.313,4700
2001-03-13,2.5,2.5,2.25,2.25,6200
2001-03-12,2.625,2.625,2.5,2.5,800
2001-03-09,2.625,2.625,2.625,2.625,100
2001-03-08,2.719,2.719,2.563,2.563,1700
2001-03-06,2.875,2.875,2.563,2.563,500
2001-03-05,2.625,2.625,2.5,2.5,1000
2001-03-02,2.594,2.594,2.594,2.594,400
2001-03-01,2.875,2.875,2.875,2.875,3200
2001-02-28,2.75,2.75,2.5,2.688,5400
2001-02-27,3,3,2.75,2.75,7600
2001-02-23,2.75,2.75,2.75,2.75,4000
2001-02-22,3,3,3,3,500
2001-02-21,2.75,3,2.563,3,2100
2001-02-20,2.875,3.063,2.875,3.063,2800
2001-02-16,3.125,3.125,2.5,2.688,8700
2001-02-15,2.938,3.125,2.938,3.125,19000
2001-02-14,3,3,2.875,2.875,3600
2001-02-13,3.125,3.125,2.875,3,7700
2001-02-12,3.125,3.125,3.125,3.125,700
2001-02-09,3.031,3.375,3.031,3.375,12900
2001-02-08,2.969,3.313,2.969,3.313,14600
2001-02-07,3.28,3.313,2.813,2.906,11900
2001-02-06,3.72,3.813,3,3.438,44500
2001-02-05,2,3,2,3,41000
2001-02-02,2.063,2.063,2,2.063,13100
2001-02-01,2,2.5,1.906,1.906,38300
2001-01-31,2.063,2.125,2,2.125,38400
2001-01-30,2.125,2.125,2.063,2.125,700
2001-01-29,2.156,2.25,2.094,2.25,15200
2001-01-26,2.078,2.125,2.078,2.125,800
2001-01-25,2.125,2.25,2.125,2.25,12500
2001-01-24,2.25,2.25,2.125,2.25,3200
2001-01-23,2.219,2.219,2.063,2.063,1700
2001-01-22,2.25,2.25,2.063,2.063,11700
2001-01-19,2.25,2.25,2.25,2.25,1600
2001-01-18,2.531,2.531,2.125,2.531,27000
2001-01-17,2.438,2.438,2.25,2.313,26300
2001-01-16,2.438,2.438,2.375,2.438,8500
2001-01-12,2.313,2.563,2.313,2.5,20600
2001-01-11,2.375,2.5,2.375,2.5,17800
2001-01-10,2.313,2.5,2.063,2.5,32800
2001-01-09,2.375,2.5,2.375,2.5,15400
2001-01-08,2.484,2.5,2.125,2.5,3000
2001-01-05,2.5,2.5,2.5,2.5,8600
2001-01-04,2.5,2.5,2.5,2.5,1200
2001-01-03,2.5,2.75,2.5,2.5,30900
2001-01-02,2.25,2.75,2.125,2.125,7100
2000-12-29,1.88,2.063,1.5,2.063,151200
2000-12-28,2.03,2.125,1.875,2,57800
2000-12-27,2.53,2.531,2,2,102600
2000-12-26,2.44,2.625,2.25,2.375,36600
2000-12-22,2.5,2.625,2.063,2.25,33100
2000-12-21,2.344,2.625,2.344,2.5,32400
2000-12-20,3.25,3.25,2.625,2.688,37300
2000-12-19,3.25,3.313,3.188,3.25,12900
2000-12-18,3.19,3.375,3.063,3.25,72500
2000-12-15,3.19,3.25,3.188,3.25,10900
2000-12-14,3.375,3.375,2.938,3.25,42900
2000-12-13,3.56,3.563,3.375,3.375,4100
2000-12-12,3.44,3.5,3.438,3.438,6800
2000-12-11,3.44,3.563,3.438,3.563,64200
2000-12-08,3.44,3.5,3.438,3.438,17400
2000-12-07,3.44,3.5,3.438,3.438,20300
2000-12-06,3.5,3.563,3.5,3.5,28800
2000-12-05,3.5,3.625,3.5,3.563,9800
2000-12-04,3.5,3.625,3.438,3.625,20200
2000-12-01,3.5,3.719,3.5,3.625,14200
2000-11-30,3.75,3.75,3.5,3.688,12400
2000-11-29,4,4,3.75,3.75,3100
2000-11-28,3.88,4,3.875,3.875,3000
2000-11-27,3.88,4.188,3.875,4,29200
2000-11-24,3.938,3.938,3.938,3.938,100
2000-11-22,4,4.125,3.875,3.875,2200
2000-11-21,4,4.125,4,4.125,6700
2000-11-20,4.25,4.25,4,4,26200
2000-11-17,4.375,4.375,4.125,4.125,11000
2000-11-16,4.25,4.25,4.25,4.25,800
2000-11-15,4.375,4.375,4.375,4.375,3500
2000-11-14,4.72,4.75,4.719,4.75,400
2000-11-13,4.25,4.75,4.25,4.75,6700
2000-11-10,4.5,4.5,4,4,3100
2000-11-09,4.5,4.75,4.5,4.5,11000
2000-11-08,4.281,4.313,4.281,4.313,20100
2000-11-07,4.25,4.313,4.156,4.281,14700
2000-11-06,4.375,4.375,4.313,4.313,7800
2000-11-03,4.063,4.375,4.063,4.375,17900
2000-11-02,3.97,4.125,3.969,4.063,64800
2000-11-01,4.375,4.375,4.125,4.125,10700
2000-10-31,4.59,4.594,4.375,4.375,13100
2000-10-30,4.63,4.844,4.375,4.375,8700
2000-10-27,4.72,4.75,4.688,4.75,34900
2000-10-26,5,5,4.5,4.688,50700
2000-10-25,4.72,5.25,4.5,5,40700
2000-10-24,4.38,4.75,4.375,4.688,14300
2000-10-23,4.13,4.313,3.813,4.25,19000
2000-10-20,4.25,4.25,4,4.063,1600
2000-10-19,4,4.125,4,4,7600
2000-10-18,4,4,4,4,1200
2000-10-17,4.25,4.25,4.125,4.125,5900
2000-10-16,3.781,4.25,3.781,4.188,12200
2000-10-13,3.78,3.781,3.594,3.75,10300
2000-10-12,3.69,3.781,3.656,3.781,23800
2000-10-11,3.81,3.813,3.75,3.75,9700
2000-10-10,3.875,3.875,3.781,3.813,2100
2000-10-09,3.938,3.938,3.688,3.781,5800
2000-10-06,3.81,3.813,3.688,3.688,3700
2000-10-05,3.75,3.938,3.75,3.875,5100
2000-10-04,3.75,3.813,3.75,3.75,5700
2000-10-03,3.81,3.813,3.75,3.813,500
2000-10-02,3.78,3.813,3.75,3.813,900
2000-09-29,3.75,3.75,3.75,3.75,1100
2000-09-28,3.78,3.813,3.75,3.813,5900
2000-09-27,3.75,3.781,3.75,3.75,1700
2000-09-26,3.75,3.875,3.75,3.75,6500
2000-09-25,3.906,3.906,3.75,3.75,2200
2000-09-22,3.91,3.938,3.75,3.75,15800
2000-09-21,3.69,4.063,3.625,4.063,31900
2000-09-20,3.75,3.75,3.625,3.688,37600
2000-09-19,3.88,4,3.75,3.75,11900
2000-09-18,3.75,3.75,3.75,3.75,300
2000-09-15,3.75,3.75,3.75,3.75,1600
2000-09-14,3.84,3.875,3.75,3.75,78000
2000-09-13,3.97,4,3.844,3.844,20200
2000-09-12,3.938,3.938,3.938,3.938,3500
2000-09-11,4,4,3.875,4,50300
2000-09-08,3.938,3.938,3.875,3.938,12800
2000-09-07,4,4,4,4,3600
2000-09-06,4.125,4.125,3.938,3.938,26600
2000-09-05,4.063,4.063,4.063,4.063,3200
2000-09-01,4.063,4.188,4.063,4.063,7300
2000-08-31,4.25,4.25,4,4.063,2100
2000-08-30,4.094,4.25,4.094,4.125,6100
2000-08-29,4.125,4.125,4,4,7100
2000-08-28,4,4.25,3.938,4.125,36800
2000-08-25,3.91,4,3.844,4,13900
2000-08-24,4,4,3.938,3.938,6700
2000-08-23,3.938,3.938,3.938,3.938,200
2000-08-22,3.813,4,3.813,4,35700
2000-08-21,3.88,4.063,3.875,4,15300
2000-08-18,4,4,3.875,3.875,3700
2000-08-17,4.09,4.094,4,4,8400
2000-08-16,4.063,4.125,4.063,4.063,5500
2000-08-15,4.375,4.375,4.125,4.125,2800
2000-08-14,4.25,4.375,4.25,4.25,4000
2000-08-11,4,4.375,4,4.375,40200
2000-08-10,4.25,4.25,4.125,4.125,17000
2000-08-09,4.22,4.25,4.125,4.188,17100
2000-08-08,4.25,4.25,4.063,4.25,14000
2000-08-07,4.13,4.313,4.063,4.063,26500
2000-08-04,3.88,4.125,3.875,3.938,13000
2000-08-03,3.88,4,3.875,3.875,51900
2000-08-02,4.06,4.063,3.875,3.875,49100
2000-08-01,4.125,4.125,4.125,4.125,7600
2000-07-31,4.25,4.25,4.125,4.125,21500
2000-07-28,4.406,4.406,4.063,4.125,15500
2000-07-27,4.31,4.313,4.063,4.25,19900
2000-07-26,4.063,4.313,4.063,4.25,14900
2000-07-25,4.25,4.313,4,4.125,21200
2000-07-24,4.25,4.375,4.188,4.313,41500
2000-07-21,4.375,4.375,4.125,4.125,36100
2000-07-20,4.38,4.5,4.25,4.25,14900
2000-07-19,4.56,4.75,4.375,4.375,5100
2000-07-18,4.125,4.75,4.125,4.75,36900
2000-07-17,4.28,4.625,4.188,4.625,39100
2000-07-14,4.38,4.625,4.25,4.625,21400
2000-07-13,4.38,4.625,4.375,4.5,11400
2000-07-12,4.62,4.625,4.375,4.625,9000
2000-07-11,4.688,4.688,4.438,4.625,4400
2000-07-10,4.75,4.875,4.625,4.625,6400
2000-07-07,4.69,4.75,4.188,4.75,16600
2000-07-06,4.13,4.625,4,4.625,18500
2000-07-05,4.31,4.313,3.938,3.938,14800
2000-07-03,4.38,4.5,4.375,4.375,10900
2000-06-30,4.25,4.25,4,4,26800
2000-06-29,4.5,4.875,4.25,4.25,24900
2000-06-28,4.28,4.75,4.063,4.5,34700
2000-06-27,4.31,4.375,3.875,3.875,12500
2000-06-26,4.406,4.406,4.375,4.375,7000
2000-06-23,4.38,4.5,4.375,4.5,7900
2000-06-22,4.5,4.5,4.375,4.438,5900
2000-06-21,4.56,4.563,4.375,4.375,6300
2000-06-20,4.56,4.563,4.375,4.375,8400
2000-06-19,4.625,4.625,4.375,4.5,8000
2000-06-16,4.56,4.875,4.25,4.625,22100
2000-06-15,4.56,4.625,4.5,4.625,5200
2000-06-14,4.531,4.531,4.531,4.531,400
2000-06-13,4.56,4.563,4.531,4.531,6800
2000-06-12,4.63,4.875,4.5,4.594,5000
2000-06-09,4.38,4.563,4.375,4.563,6800
2000-06-08,4.59,4.594,4.125,4.375,15000
2000-06-07,4.688,4.688,4.375,4.563,5400
2000-06-06,4.44,5,4.375,4.688,58500
2000-06-05,4,4.625,4,4.625,46700
2000-06-02,4,4.25,4,4.25,40100
2000-06-01,4.5,4.5,3.781,3.781,37200
2000-05-31,3.63,3.75,3.625,3.75,41400
2000-05-30,3.875,3.875,3.625,3.75,26500
2000-05-26,4.13,4.25,3.625,3.875,33900
2000-05-25,4.44,4.5,4.25,4.25,13400
2000-05-24,4.56,4.594,3.938,3.938,22700
2000-05-23,4.63,4.75,4.563,4.563,8300
2000-05-22,4.563,5,4.563,4.75,14800
2000-05-19,4.75,4.875,4.5,4.5,9900
2000-05-18,4.59,4.875,4.25,4.875,47600
2000-05-17,4.5,4.688,4.5,4.625,13600
2000-05-16,4.625,4.625,4.5,4.5,3200
2000-05-15,4.53,4.75,4.5,4.625,25900
2000-05-12,4.5,4.875,4.5,4.688,15700
2000-05-11,4.5,4.719,4.5,4.5,2100
2000-05-10,4.938,4.938,4.5,4.625,11600
2000-05-09,4.94,4.969,4.688,4.688,7100
2000-05-08,5,5,4.75,4.75,21400
2000-05-05,4.69,5,4.625,4.625,11900
2000-05-04,4.75,5,4.5,4.625,14500
2000-05-03,4.81,4.875,4.5,4.625,5700
2000-05-02,5.125,5.125,4.75,4.75,2400
2000-05-01,4.5,5.25,4.5,5,40000
2000-04-28,4.72,4.938,4.5,4.594,22500
2000-04-27,4.88,5.063,4.5,4.688,40200
2000-04-26,4.56,4.875,4.063,4.75,87000
2000-04-25,3.75,3.875,3.75,3.813,17100
2000-04-24,3.88,3.938,3.75,3.875,7300
2000-04-20,3.969,3.969,3.75,3.813,7100
2000-04-19,3.938,3.938,3.75,3.813,4600
2000-04-18,3.875,3.875,3.625,3.75,41200
2000-04-17,3.44,3.813,3.375,3.656,54300
2000-04-14,3.88,3.906,3.375,3.438,96200
2000-04-13,3.5,3.875,3.438,3.625,44100
2000-04-12,3.63,3.781,3.5,3.5,52600
2000-04-11,3.94,4,3.688,3.75,72900
2000-04-10,3.94,4,3.875,4,30100
2000-04-07,3.88,4,3.75,3.813,47400
2000-04-06,3.563,4,3.563,3.75,35400
2000-04-05,2.5,3.875,2.5,3.688,75000
2000-04-04,3.94,4,2,3.875,105300
2000-04-03,4.13,4.375,3.875,4,59400
2000-03-31,4.13,4.375,4.063,4.125,15900
2000-03-30,4.38,4.438,3.875,4.25,99100
2000-03-29,4.5,4.688,4.375,4.5,65500
2000-03-28,4.875,4.875,4.5,4.5,23600
2000-03-27,4.63,5,4.375,4.625,25600
2000-03-24,5,5,4.125,4.375,33200
2000-03-23,4.88,5.125,4.438,4.938,91200
2000-03-22,5.188,5.188,4.75,5,17900
2000-03-21,5.13,5.313,4.688,4.875,67700
2000-03-20,5.13,5.625,5,5,105000
2000-03-17,4.94,5.375,4.875,4.875,46000
2000-03-16,5.13,5.375,4.813,5,66000
2000-03-15,5.88,6.188,4.75,5.25,79800
2000-03-14,7,7.125,5.813,5.813,314200
2000-03-13,6.25,6.5,6.125,6.438,99300
2000-03-10,6.25,6.438,6,6.25,156800
2000-03-09,5.38,6.625,5.25,6,313300
2000-03-08,5.81,6.094,5,5.625,115400
2000-03-07,5,6.25,4.5,5.438,265300
2000-03-06,4.81,5,4.5,4.938,47600
2000-03-03,4.56,5,4.5,4.938,42300
2000-03-02,4.59,4.875,4.5,4.875,31800
2000-03-01,5,5,4.5,4.688,59700
2000-02-29,4.75,5.125,4.688,4.75,54600
2000-02-28,5.41,5.438,4.875,5,61500
2000-02-25,5.25,5.438,4.688,5.313,86100
2000-02-24,4.88,5.563,4.5,5.438,180600
2000-02-23,5,5.125,4.063,5,207800
2000-02-22,5.56,5.813,5.094,5.125,67700
2000-02-18,5.84,6.125,5.375,5.625,187600
2000-02-17,6,6.25,5.75,5.875,259000
2000-02-16,5.75,5.875,5.375,5.563,106000
2000-02-15,6,6.125,5.375,5.625,171900
2000-02-14,6.63,6.875,5.5,5.75,482200
2000-02-11,5.16,7.125,5.125,6.25,1166500
2000-02-10,4,7,3.75,5,1303100
2000-02-09,3.25,3.375,3.031,3.313,409700
2000-02-08,2.91,3.375,2.875,2.938,80800
2000-02-07,2.84,2.875,2.75,2.844,93000
2000-02-04,2.81,2.875,2.75,2.875,17600
2000-02-03,2.875,2.875,2.625,2.875,24700
2000-02-02,2.88,2.906,2.625,2.625,78500
2000-02-01,2.875,2.875,2.688,2.75,115600
2000-01-31,2.47,2.813,2.469,2.719,32000
2000-01-28,2.69,2.938,2.5,2.5,24500
2000-01-27,2.813,3,2.813,2.875,45000
2000-01-26,2.938,2.938,2.75,2.938,4800
2000-01-25,2.94,3,2.625,2.938,46300
2000-01-24,2.5,2.969,2.5,2.75,9600
2000-01-21,2.97,3,2.375,2.875,111900
2000-01-20,2.813,3.063,2.813,3,73700
2000-01-19,2.78,2.813,2.5,2.813,10600
2000-01-18,2.97,3,2.75,2.875,25100
2000-01-14,3.03,3.063,2.625,3,37300
2000-01-13,2.69,3.125,2.688,2.906,41000
2000-01-12,2.75,3,2.688,2.75,27800
2000-01-11,2.78,2.875,2.688,2.688,5600
2000-01-10,2.66,2.875,2.625,2.688,21600
2000-01-07,2.59,2.75,2.5,2.75,3300
2000-01-06,2.5,2.875,2.5,2.5,39700
2000-01-05,2.63,2.75,2.375,2.5,51100
2000-01-04,2.53,2.813,2.375,2.75,30100
2000-01-03,2.875,2.875,2.5,2.5,13700
1999-12-31,2.63,2.938,2.625,2.75,46400
1999-12-30,2.72,3,2.625,2.75,94300
1999-12-29,3.03,3.125,2.5,2.5,159600
1999-12-28,2.5,3.5,2.438,3.25,95100
1999-12-27,2.5,2.75,2.438,2.5,61700
1999-12-23,2.63,2.688,2.5,2.5,33200
1999-12-22,2.56,2.75,2.5,2.75,39900
1999-12-21,2.5,2.75,2.5,2.5,23800
1999-12-20,2.63,2.875,2.5,2.5,104700
1999-12-17,2.69,2.75,2.563,2.563,17100
1999-12-16,2.531,2.75,2.531,2.563,14500
1999-12-15,3.25,3.375,2.5,2.75,111300
1999-12-14,3.375,3.375,2.875,3.25,38000
1999-12-13,3.09,3.438,3,3.375,98300
1999-12-10,2.69,3.25,2.688,3.188,158700
1999-12-09,2.56,2.875,2.5,2.875,120200
1999-12-08,2.281,2.625,2.281,2.5,145900
1999-12-07,2.16,2.406,2.063,2.406,34800
1999-12-06,1.94,2.25,1.938,2.25,84400
1999-12-03,1.94,1.969,1.813,1.813,28000
1999-12-02,2.06,2.188,1.938,2,49600
1999-12-01,2.188,2.188,2.063,2.063,22100
1999-11-30,2.25,2.25,2.125,2.125,2300
1999-11-29,2.13,2.375,2.063,2.156,64200
1999-11-26,2.063,2.063,2.063,2.063,5300
1999-11-24,2.09,2.219,1.938,2.125,57400
1999-11-23,2.25,2.25,2,2.063,39100
1999-11-22,2.47,2.5,2.25,2.25,57100
1999-11-19,2.5,2.5,2.25,2.375,38900
1999-11-18,2.5,2.625,2.25,2.5,121800
1999-11-17,2.625,2.625,2.375,2.375,32600
1999-11-16,2.5,2.688,2.5,2.5,178600
1999-11-15,2.5,2.563,2.406,2.5,251200
1999-11-12,2.22,2.5,2.125,2.375,152700
1999-11-11,2,2.375,2,2.375,315600
1999-11-10,1.97,2.125,1.938,1.969,112700
1999-11-09,1.91,1.969,1.813,1.938,112000
1999-11-08,1.72,2,1.719,1.938,189200
1999-11-05,1.63,1.75,1.594,1.688,59000
1999-11-04,1.56,1.688,1.531,1.594,54600
1999-11-03,1.53,1.531,1.438,1.531,27000
1999-11-02,1.47,1.563,1.406,1.5,41300
1999-11-01,1.47,1.5,1.406,1.469,25100
1999-10-29,1.5,1.5,1.406,1.438,74600
1999-10-28,1.5,1.5,1.375,1.375,30600
1999-10-27,1.44,1.469,1.406,1.469,21600
1999-10-26,1.38,1.563,1.313,1.313,51700
1999-10-25,1.44,1.469,1.188,1.313,100900
1999-10-22,1.469,1.469,1.25,1.281,25000
1999-10-21,1.28,1.438,1.063,1.438,319400
1999-10-20,1.438,1.438,1.313,1.313,22300
1999-10-19,1.25,1.531,1.25,1.438,45800
1999-10-18,1.53,1.531,1.25,1.313,58300
1999-10-15,1.5,1.531,1.313,1.313,15700
1999-10-14,1.59,1.594,1.563,1.563,13000
1999-10-13,1.63,1.75,1.531,1.531,15000
1999-10-12,1.625,1.625,1.563,1.625,5100
1999-10-11,1.69,1.781,1.5,1.5,44800
1999-10-08,1.75,1.75,1.75,1.75,300
1999-10-07,1.69,1.875,1.688,1.688,10600
1999-10-06,1.875,1.875,1.844,1.875,14800
1999-10-05,1.75,1.875,1.719,1.875,39400
1999-10-04,1.63,1.75,1.625,1.625,2700
1999-10-01,1.63,1.75,1.625,1.75,3700
1999-09-30,1.75,1.75,1.625,1.625,21200
1999-09-28,1.75,1.75,1.688,1.688,6300
1999-09-27,1.875,1.875,1.75,1.75,5500
1999-09-24,1.84,1.875,1.75,1.75,48800
1999-09-23,1.906,1.906,1.813,1.813,11900
1999-09-22,1.906,1.906,1.813,1.813,16600
1999-09-21,1.906,1.906,1.813,1.844,4000
1999-09-20,1.875,1.875,1.719,1.813,47500
1999-09-17,1.91,2,1.813,1.875,47300
1999-09-16,1.84,1.906,1.813,1.906,4700
1999-09-15,1.938,1.938,1.875,1.938,16100
1999-09-14,1.72,1.938,1.688,1.938,104600
1999-09-13,1.66,1.719,1.656,1.719,26300
1999-09-10,1.688,1.688,1.688,1.688,4000
1999-09-09,1.66,1.688,1.656,1.688,13500
1999-09-08,1.66,1.75,1.656,1.688,12300
1999-09-07,1.875,1.875,1.656,1.656,28700
1999-09-03,1.88,1.906,1.813,1.813,30500
1999-09-02,1.813,1.844,1.813,1.844,1800
1999-09-01,1.781,1.906,1.781,1.906,19000
1999-08-31,1.75,1.813,1.719,1.75,17400
1999-08-30,1.75,1.813,1.719,1.719,15600
1999-08-27,1.875,1.875,1.75,1.75,6200
1999-08-26,1.875,1.875,1.625,1.75,51500
1999-08-25,1.875,1.875,1.813,1.844,48500
1999-08-24,1.88,1.938,1.844,1.844,32800
1999-08-23,1.81,1.938,1.781,1.906,22100
1999-08-20,1.781,1.813,1.781,1.813,12100
1999-08-19,1.875,1.875,1.75,1.813,30100
1999-08-18,1.88,1.938,1.875,1.875,28200
1999-08-17,1.88,1.938,1.875,1.938,24200
1999-08-16,1.875,1.938,1.875,1.875,103000
1999-08-13,1.69,1.813,1.656,1.781,120800
1999-08-12,1.66,1.688,1.531,1.625,12100
1999-08-11,1.594,1.719,1.594,1.688,55600
1999-08-10,1.563,1.688,1.563,1.688,28100
1999-08-09,1.594,1.625,1.594,1.594,23300
1999-08-06,1.59,1.625,1.563,1.625,28000
1999-08-05,1.56,1.688,1.25,1.688,75300
1999-08-04,1.656,1.656,1.625,1.625,6500
1999-08-03,1.66,1.688,1.594,1.688,65000
1999-08-02,1.563,1.656,1.563,1.656,24900
1999-07-30,1.63,1.688,1.563,1.563,12900
1999-07-29,1.563,1.688,1.563,1.625,35400
1999-07-28,1.5,1.5,1.281,1.5,21100
1999-07-27,1.469,1.469,1.25,1.438,55500
1999-07-26,1.59,1.594,1.406,1.406,52800
1999-07-23,1.563,1.75,1.563,1.656,31100
1999-07-22,1.72,1.75,1.563,1.563,33400
1999-07-21,1.75,1.75,1.688,1.75,7900
1999-07-20,1.69,1.781,1.563,1.688,89600
1999-07-19,1.625,1.625,1.469,1.625,33900
1999-07-16,1.5,1.625,1.5,1.625,43100
1999-07-15,1.47,1.5,1.469,1.5,18100
1999-07-14,1.5,1.5,1.469,1.5,10800
1999-07-13,1.47,1.531,1.406,1.5,33600
