ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Period,Sep99,Sep00,Sep01,Sep02,Sep03,Sep04,Sep05,Sep06,Sep07,Sep08,Sep09,Sep10,Sep11,Sep12,Sep13,TTM/current,	,Mar99,Jun99,Sep99,Dec99,Mar00,Jun00,Sep00,Dec00,Mar01,Jun01,Sep01,Dec01,Mar02,Jun02,Sep02,Dec02,Mar03,Jun03,Sep03,Dec03,Mar04,Jun04,Sep04,Dec04,Mar05,Jun05,Sep05,Dec05,Mar06,Jun06,Sep06,Dec06,Mar07,Jun07,Sep07,Dec07,Mar08,Jun08,Sep08,Dec08,Mar09,Jun09,Sep09,Dec09,Mar10,Jun10,Sep10,Dec10,Mar11,Jun11,Sep11,Dec11,Mar12,Jun12,Sep12,Dec12,Mar13,Jun13,Sep13,Dec13
  Accounts Payable,1175.6,1584.133,4991.884,5367.837,5393.769,4947.037,5292.253,6499.264,6988.782,7326.58,8517.162,8833.285,9191.428,9492.589,13335.792,13858.659,		,917.3,1049.9,1175.6,1267.1,1254.829,1449.529,1584.133,1755.469,1756.364,1639.876,4991.884,5122.086,5076.767,4764.316,5367.837,5542.195,5782.858,5588.138,5393.769,5024.801,5499.671,5458.916,4947.037,5017.561,5655.556,5467.417,5292.253,6307.065,6319.118,6529.909,6499.264,6766.052,7301.994,6887.324,6988.782,7414.854,7396.677,7039.074,7326.58,7655.869,7651.455,7700.516,8517.162,8225.557,8434.934,8452.112,8833.285,8467.004,8909.481,8893.332,9191.428,9589.019,9249.766,9170.863,9492.589,9879.85,10362.227,11009.224,13335.792,13858.659
  Total Tax Payable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Other Accrued Expenses,0,0,361.59900000000016,465.78999999999996,436.08899999999994,513.7299999999996,387.7430000000004,478.51800000000003,370.65799999999945,270.8230000000003,315.65699999999924,369.0159999999996,410.491,570.210000000001,532.5640000000003,533.0900000000001,		,0,0,0,0,0,0,0,0,62.99000000000001,76.86699999999996,361.59900000000016,408.1409999999996,402.9450000000006,416.71200000000044,465.78999999999996,531.7759999999998,522.1440000000002,495.64400000000023,436.08899999999994,505.42099999999937,495.03399999999965,488.84299999999985,513.7299999999996,421.66899999999987,426.6810000000005,410.6419999999998,387.7430000000004,415.8040000000001,410.4489999999996,470.76600000000053,478.51800000000003,528.3130000000001,388.45800000000054,469.4970000000003,370.65799999999945,387.54399999999987,307.27500000000055,286.875,270.8230000000003,291.183,251.59100000000035,289.73199999999997,315.65699999999924,355.8299999999999,312.16899999999987,331.0670000000009,369.0159999999996,338.46099999999933,300.6830000000009,332.4259999999995,410.491,418.96399999999994,412.59900000000016,482.2399999999998,570.210000000001,522.9679999999989,463.0829999999987,441.0169999999998,532.5640000000003,533.0900000000001
Accounts Payable & Accrued Expenses,1175.6,1584.133,5353.483,5833.627,5829.858,5460.767,5679.996,6977.782,7359.44,7597.403,8832.819,9202.301,9601.919,10062.799,13868.356,14391.749,		,917.3,1049.9,1175.6,1267.1,1254.829,1449.529,1584.133,1755.469,1819.354,1716.743,5353.483,5530.227,5479.712,5181.028,5833.627,6073.971,6305.002,6083.782,5829.858,5530.222,5994.705,5947.759,5460.767,5439.23,6082.237,5878.059,5679.996,6722.869,6729.567,7000.675,6977.782,7294.365,7690.452,7356.821,7359.44,7802.398,7703.952,7325.949,7597.403,7947.052,7903.046,7990.248,8832.819,8581.387,8747.103,8783.179,9202.301,8805.465,9210.164,9225.758,9601.919,10007.983,9662.365,9653.103,10062.799,10402.818,10825.31,11450.241,13868.356,14391.749
Current Portion of Long-Term Debt,0,0,0,60.819,61.43,281.36,1.232,1.56,0.476,1.719,1.068,0.422,392.089,0,0,423,		,0,0,0,0,0,0,0,0,0,0,0,15,30,45,60.819,210.998,60.948,60.907,61.43,66.392,356.126,76.35,281.36,101.395,101.433,1.464,1.232,1.243,3.043,2.545,1.56,1.155,0.833,0.621,0.476,1.487,1.616,1.872,1.719,1.31,0.695,0.71,1.068,0.593,0.503,0.489,0.422,115.379,0.278,0.175,392.089,447.081,392.164,392.246,0,0,0,0,0,423
Other Current Liabilities,151.70000000000005,167.336,178.97000000000025,205.070999999999,364.8139999999994,361.78100000000086,370.8679999999995,479.84599999999955,497.1200000000008,568.4669999999996,645.7230000000018,703.6209999999992,881.2559999999994,1202.7869999999984,1002.2790000000005,1014.1489999999994,		,151.10000000000014,135.89999999999986,151.70000000000005,159.5,154.69700000000012,166.6010000000001,167.336,172.73699999999985,118.47199999999998,117.0920000000001,178.97000000000025,176.97299999999996,213.67999999999938,217.28600000000006,205.070999999999,220.43900000000122,222.3739999999989,293.85499999999956,364.8139999999994,326.84000000000015,350.3019999999997,383.46499999999924,361.78100000000086,375.10000000000036,369.0569999999998,390.8119999999999,370.8679999999995,381.9949999999999,399.84300000000076,436.77399999999943,479.84599999999955,491.8020000000006,499.65800000000036,483.4520000000002,497.1200000000008,507.6260000000011,529.3969999999999,543.6810000000005,568.4669999999996,558.4350000000013,574.3649999999998,596.0160000000014,645.7230000000018,661.4679999999989,678.7919999999995,703.0190000000002,703.6209999999992,720.0609999999997,739.7299999999996,781.8520000000008,881.2559999999994,846.3130000000001,860.4709999999995,906.014000000001,1202.7869999999984,1032.9189999999999,1217.3410000000003,991.4069999999992,1002.2790000000005,1014.1489999999994
Total Current Liabilities,1327.3,1751.469,5532.453,6099.517,6256.102,6103.908,6052.096,7459.188,7857.036,8167.589,9479.61,9906.344,10875.264,11265.586,14870.635,15828.898,		,1068.4,1185.8,1327.3,1426.6,1409.526,1616.13,1751.469,1928.206,1937.826,1833.835,5532.453,5722.2,5723.392,5443.314,6099.517,6505.408,6588.324,6438.544,6256.102,5923.454,6701.133,6407.574,6103.908,5915.725,6552.727,6270.335,6052.096,7106.107,7132.453,7439.994,7459.188,7787.322,8190.943,7840.894,7857.036,8311.511,8234.965,7871.502,8167.589,8506.797,8478.106,8586.974,9479.61,9243.448,9426.398,9486.687,9906.344,9640.905,9950.172,10007.785,10875.264,11301.377,10915,10951.363,11265.586,11435.737,12042.651,12441.648,14870.635,15828.898
Long-Term Debt,558.7,413.217,1597.295,1756.494,1722.724,1157.111,951.479,1093.931,1227.298,1187.412,1176.933,1343.158,972.863,1395.931,1396.606,1396.776,		,518.6,575.2,558.7,720.4,469.398,532.879,413.217,693.152,302.432,640.934,1597.295,1974.357,1508.889,1493.511,1756.494,1991.706,2000.79,2238.79,1722.724,1703.403,1398.548,1379.722,1157.111,1123.966,856.371,856.068,951.479,1051.433,1077.533,1082.212,1093.931,1210.938,1199.138,1212.935,1227.298,1250.284,1223.768,1231.199,1187.412,1185.339,1159.351,1190.225,1176.933,1375.256,1358.505,1359.681,1343.158,1287.41,1342.581,1361.889,972.863,1481.939,1489.971,1483.726,1395.931,1396.107,1396.272,1396.439,1396.606,1396.776
  Capital Lease Obligation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  PensionAndRetirementBenefit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  DeferredTaxAndRevenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Long-Term Liabilities,8.299999999999955,11.586999999999989,322.9329999999991,40.663000000000466,55.98199999999997,53.938999999999396,97.24200000000019,89.64400000000023,126.00999999999931,152.73999999999978,199.72799999999916,231.0440000000017,267.6860000000015,325.89700000000084,331.65200000000004,322.6190000000024,		,8.599999999999909,8.700000000000045,8.299999999999955,8.300000000000182,8.97999999999979,8.628000000000156,11.586999999999989,11.625999999999976,178.71500000000015,10.249999999999773,322.9329999999991,318.71000000000004,318.21200000000044,305.79799999999886,40.663000000000466,42.03399999999874,42.57099999999991,45.25800000000072,55.98199999999997,62.25699999999961,64.42200000000048,61.81700000000092,53.938999999999396,58.154999999998836,61.72100000000046,96.1929999999993,97.24200000000019,98.62500000000091,104.99000000000069,114.5560000000014,89.64400000000023,105.38700000000063,102.00700000000052,101.55199999999968,126.00999999999931,164.78000000000065,166.4439999999995,161.67399999999907,152.73999999999978,153.1929999999993,153.5630000000001,174.23400000000038,199.72799999999916,196.70600000000013,205.46300000000156,226.22599999999875,231.0440000000017,241.9979999999996,255.23300000000017,282.97500000000036,267.6860000000015,290.35099999999875,293.59000000000015,382.78800000000047,325.89700000000084,326.45300000000134,326.228000000001,323.0510000000013,331.65200000000004,322.6190000000024
Total Liabilities,1894.3,2176.273,7452.681,7896.674,8034.808,7314.958,7100.817,8642.763,9210.344,9507.741,10856.271,11480.546,12115.813,12987.414,16598.893,17548.293,		,1595.6,1769.7,1894.3,2155.3,1887.904,2157.637,2176.273,2632.984,2418.973,2485.019,7452.681,8015.267,7550.493,7242.623,7896.674,8539.148,8631.685,8722.592,8034.808,7689.114,8164.103,7849.113,7314.958,7097.846,7470.819,7222.596,7100.817,8256.165,8314.976,8636.762,8642.763,9103.647,9492.088,9155.381,9210.344,9726.575,9625.177,9264.375,9507.741,9845.329,9791.02,9951.433,10856.271,10815.41,10990.366,11072.594,11480.546,11170.313,11547.986,11652.649,12115.813,13073.667,12698.561,12817.877,12987.414,13158.297,13765.151,14161.138,16598.893,17548.293
Common Stock,0.6,0.588,1.035,1.066,1.12,1.125,2.312,2.354,2.379,2.406,4.829,4.898,4.965,2.625,2.678,2.686,		,0,0,0.6,0.6,0.58,0.584,0.588,0.592,0.594,0.596,1.035,1.039,1.049,1.059,1.066,1.07,1.103,1.118,1.12,1.122,1.123,1.124,1.125,1.13,1.135,1.142,2.312,2.323,2.344,2.348,2.354,2.357,2.375,2.378,2.379,2.381,2.387,2.402,2.406,2.406,0,4.821,4.829,4.846,4.867,4.894,4.898,4.92,4.939,4.958,4.965,2.584,2.608,2.616,2.625,2.64,2.651,2.671,2.678,2.686
Preferred Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retained Earnings,-94.6,4.382,128.178,462.619,892.853,1350.046,1604.093,2051.212,2286.489,2479.078,2919.76,3465.886,4055.664,1270.423,1508.414,1495.432,		,-125.2,-105.2,-94.6,-73,-48.734,-23.614,4.382,30.573,62.089,93.595,128.178,193.466,282.733,370.315,462.619,552.684,666.34,776.121,892.853,998.525,1137.872,1260.838,1350.046,1411.871,1495.031,1587.197,1604.093,1696.148,1819.895,1934.257,2051.212,2163.741,2283.702,2404.288,2286.489,2374.515,2496.207,2376.097,2479.078,2574.563,2702.724,2806.404,2919.76,3047.918,3206.322,3346.975,3465.886,3598.651,3786.274,3939.044,4055.664,812.605,990.989,1139.608,1270.423,1389.439,1386.465,1506.102,1508.414,1495.432
Accumulated other comprehensive income (loss),-0.2,0,-0.336,-5.943,-14.217,-13.577,-24.814,-15.303,-5.247,-16.49,-46.096,-42.536,-50.868,-32.657,-35.483,-41.076,		,0,0,-0.2,-0.1,0,0,0,0,0,0,-0.336,0.258,-0.37,-0.562,-5.943,-5.944,-5.944,-5.943,-14.217,-14.216,-14.049,-14.049,-13.577,-13.577,-13.577,-13.595,-24.814,-24.877,-25.573,-25.115,-15.303,-16.371,-16.564,-9.371,-5.247,-8.035,-8.064,-8.071,-16.49,-26.556,-27.731,-20.983,-46.096,-42.818,-38.293,-50.159,-42.536,-35.834,-26.707,-22.488,-50.868,-44.381,-37.362,-43.253,-32.657,-33.89,-56.244,-55.097,-35.483,-41.076
Additional Paid-In Capital,266.7,283.544,2709.687,2858.596,3125.561,3146.207,3314.06,3466.944,3583.387,3692.023,3737.835,3899.381,4082.978,2252.47,2360.992,2327.268,		,0,0,266.7,268,268.166,274.393,283.544,297.828,308.974,314.954,2709.687,2723.29,2766.314,2819.259,2858.596,2872.214,3030.455,3115.884,3125.561,3135.433,3138.009,3145.525,3146.207,3179.537,3200.483,3224.915,3314.06,3350.335,3417.446,3440.048,3466.944,3483.67,3554.372,3574.252,3583.387,3595.051,3619.732,3674.5,3692.023,3700.728,3710.618,3717.371,3737.835,3775.41,3817.201,3882.719,3899.381,3953.121,4000.713,4058.941,4082.978,2133.791,2194.517,2220.775,2252.47,2291.444,2330.549,2398.239,2360.992,2327.268
Treasury Stock,-6.2,-6.22,0,0,0,-144.756,-615.294,-1364.05,-2767.288,-3446.972,-3899.859,-4373.332,-5225.881,-1038.019,-1516.856,-1536.508,		,0,0,-6.2,-6.2,-6.22,-6.22,-6.22,-6.22,-6.22,-6.22,0,0,0,0,0,0,0,0,0,0,0,0,-144.756,-366.537,-521.079,-615.294,-615.294,-704.216,-747.52,-1121.258,-1364.05,-1694.126,-1729.201,-2235.708,-2767.288,-3078.73,-3162.463,-3320.963,-3446.972,-3535.324,-3629.324,-3723.295,-3899.859,-4044.495,-4158.175,-4253.238,-4373.332,-4558.852,-4632.189,-4777.375,-5225.881,0,-204.277,-390.031,-1038.019,-1312.398,-1317.141,-1433.721,-1516.856,-1536.508
Total Equity,166.29999999999995,282.29399999999987,2838.564000000001,3316.3380000000006,4005.317,4339.045000000001,4280.357000000001,4141.156999999999,3099.720000000001,2710.045,2716.468999999999,2954.2970000000005,2866.858,2454.8419999999987,2319.744999999999,2247.8019999999997,		,123.90000000000009,145.20000000000005,166.29999999999995,189.19999999999982,213.79199999999992,245.14300000000003,282.29399999999987,322.77300000000014,365.4369999999999,402.9250000000002,2838.564000000001,2918.053,3049.7259999999987,3190.071,3316.3380000000006,3420.0240000000013,3691.9539999999997,3887.1800000000003,4005.317,4120.864,4262.955000000001,4393.437999999999,4339.045000000001,4212.424000000001,4161.9929999999995,4184.365,4280.357000000001,4319.713,4466.591999999999,4230.279999999999,4141.156999999999,3939.270999999999,4094.684000000001,3735.839,3099.720000000001,2885.181999999999,2947.799000000001,2723.965,2710.045,2715.817000000001,2758.696,2784.3179999999993,2716.468999999999,2740.861000000001,2831.9220000000005,2931.1910000000007,2954.2970000000005,2962.0059999999994,3133.029999999999,3203.08,2866.858,2904.599,2946.4750000000004,2929.715,2454.8419999999987,2337.2349999999988,2346.2800000000007,2418.1939999999977,2319.744999999999,2247.8019999999997
  Net Income,70.9,99.014,123.796,344.941,441.229,468.39,264.645,467.714,469.167,250.559,503.397,636.748,706.624,718.986,433.707,306.481,		,20.214,21.786,11,21.6,24.298,25.12,27.996,26.191,31.516,31.506,34.583,67.883,91.874,90.224,94.96,92.739,116.414,112.546,119.53,108.474,142.152,125.775,91.989,64.449,85.919,94.776,19.501,97.267,129.001,119.468,121.978,122.187,129.496,129.908,87.576,109.82,133.852,-108.02,114.907,111.056,143.387,118.807,130.147,151.307,181.008,163.205,141.228,160.5,214.381,184.419,147.324,162.116,212.105,181.271,163.494,168.611,45.634,168.439,51.023,41.385
  Cumulative Effect Of Accounting Change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Net Foreign Currency Exchange Gain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Income From Continuing Operations,70.9,99.014,123.796,344.941,441.229,468.39,264.645,467.714,469.167,250.559,511.852,636.748,695.932,761.361,493.435,367.74499999999995,		,20.214,21.786,11,21.6,24.298,25.12,27.996,26.191,31.516,31.506,34.583,67.883,91.874,90.224,94.96,92.739,116.414,112.546,119.53,108.474,142.152,125.775,91.989,64.449,85.919,94.776,19.501,97.267,129.001,119.468,121.978,122.187,129.496,129.908,87.576,109.82,133.852,-108.02,114.907,112.529,144.042,125.134,130.147,151.307,181.008,163.205,141.228,160.5,214.381,184.419,136.632,159.957,220.778,190.177,190.449,174.621,204.143,64.11,50.561,48.931
"Depreciation, Depletion and Amortization",19.9,17.42,24.714,66.578,80.443,87.088,90.882,96.933,104.344,95.882,94.316,104.172,111.089,140.515,170.793,174.946,		,4.908,4.892,4.9,4.2,4.583,4.126,4.511,4.526,5.298,4.786,10.104,16.246,15.904,16.167,18.261,19.045,18.743,18.241,24.414,19.609,21.363,22.916,23.2,23.471,23.322,20.779,23.31,23.694,23.229,24.956,25.054,26.775,24.991,27.359,25.219,18.44,33.465,21.709,22.268,22.656,23.187,23.551,24.922,25.204,25.188,26.009,27.771,29.859,30.391,32.012,18.827,31.882,31.719,37,39.914,41.557,42.09,42.998,44.148,45.71
  Change In Receivables,-111.7,-23.811,-151.602,-133.629,-57.971,-267.387,-392.769,-679.965,-229.328,8.745,-457.771,61.16,-16.31,71.51,-2312.518,-2042.513,		,33.538,-4.438,-75.2,-88.6,57.179,38.647,-31.037,-103.62,35.964,-3.794,-80.152,20.662,37.545,-84.52,-107.316,-113.715,196.377,-332.032,191.399,-317.639,-218.436,456.106,-187.418,53.098,-237.092,-7.383,-201.392,18.86,-312.308,-154.292,-232.225,2.954,-222.468,89.956,-99.77,108.492,-193.304,-79.684,173.241,-80.09,-210.155,-2.528,-164.998,371.936,-392.942,24.459,57.707,275.792,-268.973,-100.449,77.32,229.668,-132.558,25.187,-50.787,-429.125,11.479,-418.051,-1476.821,-159.12
  Change In Inventory,-289.1,-327.351,-726.141,-362.195,-278.388,916.301,1072.577,-349.543,285.743,-8.013,-765.011,-242.967,-267.637,-116.174,-1486.572,-2817.252,		,136.71,-256.11,36.7,-199.7,170.058,-356.278,58.569,-347.101,90.717,-135.183,-334.574,-722.648,483.11,121.9,-244.557,-943.599,-508.777,178.348,995.64,74.975,53.927,9.199,778.2,-65.813,527.775,84.733,525.882,-930.037,624.87,-117.77,73.394,-205.735,30.198,475.457,-14.177,-610.257,294.463,410.687,-102.906,-768.924,383.682,162.94,-542.709,-391.153,368.21,-104.984,-115.04,-227.739,258.201,25.437,-323.536,-317.631,640.383,-115.145,-323.781,-295.938,121.431,-224.58,-1087.485,-1626.618
  Change In Prepaid Assets,0,0,3.672,-11.649,-23.294,-10.768,-11.052,-8.585,-7.896,-11.497,-15.379,10.325,-27.617,49.716,-169.745,-140.75900000000001,		,0,0,0,0,0,0,0,0,-0.25,0.509,3.413,-1.721,-0.141,-0.816,-8.971,6.4,3.297,-0.258,-32.733,-6.988,2.585,6.741,-13.106,6.189,3.273,-3.797,-16.717,1.736,-6.898,1.611,-5.034,-2.951,8.443,-1.815,-11.573,3.854,-3.409,13.808,-25.75,22.611,3.244,-41.548,0.314,22.499,1.25,-4.167,-9.257,24.956,-10.787,-16.6,-25.186,58.635,-1.918,-7.951,0.95,14.673,-13.685,-66.644,-104.089,43.659
  Change In Payables And Accrued Expense,246.3,415.961,619.154,514.142,-1.214,-432.02,311.422,1156.106,468.242,53.684,1259.604,385.385,403.733,416.1,3818.288,4129.982,		,-10.429,134.329,64.3,98.3,-19.33,206.589,130.402,178.099,2.629,-103.489,541.915,169.31,10.223,-259.732,594.341,243.874,206.371,-218.152,-233.307,-349.451,450.813,-15.878,-517.504,14.496,650.281,-157.435,-195.92,990.33,-15.252,298.504,-117.476,312.821,430.457,-361.132,86.096,260.131,-121.014,-362.939,277.506,366.625,-44.329,93.664,843.644,-254.538,159.955,69.072,410.896,-399.651,401.239,25.005,377.14,246.647,-481.118,6.12,644.451,211.423,555.085,613.845,2437.935,523.117
Change In Working Capital,-113,63.982,-254.903,0.952,-357.606,205.231,979.704,118.121,518.405,37.799,25.187,191.908,88.37,413.975,-137.988,-859.53,		,156.852,-144.752,84.6,-192.5,209.082,-112.237,159.637,-272.308,128.746,-241.775,130.434,-532.5,531.032,-223.937,226.357,-805.606,-102.09,-373.129,923.219,-592.683,291.279,447.558,59.077,6.598,944.002,-82.703,111.807,81.019,289.386,28.449,-280.733,109.101,243.855,206.245,-40.796,-235.567,-27.306,-17.114,317.786,-461.252,135.972,210.998,139.469,-254.904,140.187,-16.131,322.756,-320.711,381.548,-80.455,107.988,205.931,36.387,-104.034,275.691,-498.128,676.187,-93.454,-222.593,-1219.67
Change In DeferredTax,11.3,25.824,24.334,45.853,127.157,48.884,17.026,92.083,13.185,62.112,84.324,85.478,193.986,0,0,12.502,		,5.401,5.399,-3.8,5.2,5.738,4.918,9.968,3.13,4.235,4.808,12.161,17.795,-11.758,-1.989,41.805,18.417,-0.349,47.903,61.186,14.759,26.806,19.047,-11.728,18.649,-1.986,11.023,-10.66,12.714,21.046,15.444,42.879,17.193,12.012,-18.085,2.065,-13.625,47.817,-0.659,28.579,9.681,16.461,19.693,38.489,17.511,23.964,19.213,24.79,20.296,30.303,71.634,71.753,6.567,23.761,0,0,0,12.502,0,0,0
Cash Flow from Discontinued Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash Flow from Others,13.899999999999988,10.340000000000028,42.05499999999998,77.60200000000009,63.59200000000003,15.48800000000007,174.38099999999991,32.414,102.80300000000005,290.7169999999999,68.08400000000002,90.31799999999997,78.57100000000014,-10.401999999999816,261.885,330.52599999999984,		,3.1960000000000086,-0.7959999999999914,10.200000000000006,0.7000000000000055,1.9860000000000175,5.290999999999989,2.362999999999989,4.331999999999989,3.9109999999999863,7.30299999999999,26.509000000000015,17.877000000000024,16.950999999999983,16.308999999999994,26.46500000000001,9.055999999999955,18.36000000000001,17.306000000000004,18.87000000000004,-4.557000000000002,-5.183999999999987,24.058000000000018,1.1710000000000118,9.566000000000003,19.016000000000087,13.669000000000008,132.13000000000002,15.813000000000015,9.46899999999993,-6.279999999999989,13.411999999999999,12.614999999999991,12.581999999999965,24.09300000000001,53.51300000000001,19.902000000000015,5.484999999999978,234.756,30.57400000000002,12.020000000000023,17.12199999999997,18.665000000000003,20.276999999999965,19.19300000000001,17.734999999999985,20.701999999999963,32.68800000000001,10.856000000000044,19.78100000000006,23.030999999999977,24.903000000000006,27.365999999999964,-76.22399999999999,-31.211999999999975,39.34000000000003,40.242999999999995,50.43999999999989,61.755,96.945,121.38599999999997
Cash Flow from Operations,3,216.58,-40.004,535.926,354.815,825.081,1526.638,807.265,1207.904,737.069,783.763,1108.624,1167.948,1305.449,788.125,26.18899999999985,		,190.571,-113.471,106.9,-160.8,245.687,-72.782,204.475,-234.129,173.706,-193.372,213.791,-412.699,644.003,-103.226,407.848,-666.349,51.078,-177.133,1147.219,-454.398,476.416,639.354,163.709,122.733,1070.273,57.544,276.088,230.507,472.131,182.037,-77.41,287.871,422.936,369.52,127.577,-101.03,193.313,130.672,514.114,-304.366,336.784,398.041,353.304,-41.689,388.082,212.998,549.233,-99.2,676.404,230.641,360.103,431.703,236.421,91.931,545.394,-241.707,985.362,75.409,-30.939,-1003.643
"Purchase Of Property, Plant, Equipment",-15.8,-16.619,-23.363,-64.159,-90.554,-189.278,-203.376,-113.132,-118.051,-137.309,0,0,0,0,0,0,		,-0.844,-4.856,-3.5,-3.9,-3.785,-4.675,-4.259,-5.443,-6.802,-5.894,-5.224,-10.069,-10.93,-19.64,-23.52,-16.487,-18.675,-15.728,-39.664,-51.516,-33.819,-58.596,-45.347,-79.182,-44.064,-40.346,-39.784,-27.913,-32.236,-29.025,-23.958,-28.135,-29.262,-26.303,-34.351,-26.195,-28.91,-25.516,-56.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sale Of Property, Plant, Equipment",2.4,1.636,13.677,1.698,0.726,0.336,4.219,49.639,8.077,3.02,0.108,0.264,0.874,0.023,1.402,1.402,		,-0.997,0.697,1.6,0,-0.344,0.002,0.378,0.265,13.038,0.041,0.333,0.053,1.465,0,0.233,0.075,0.041,0.115,0.495,0,0,0,-0.159,0,0,0,4.219,1.868,0.331,43.6,3.84,1.98,2.123,2.34,1.634,0.02,0.208,1.189,1.603,0,0,0,-1.495,0,0,0,0.264,0,0,0,0.874,0,0,0,0.023,0,0,0,1.402,0
