Dist,aea,SchName,year,type,grade,subgroup,description,Enroll,Number Tested,Participation Rate Percentage,Number Full Academic Year Tested,Number Proficient,Percent Proficient
3798,13,Logan-Magnolia Comm School District,2012,Reading,08,00,All Students        ,41,41,100,39,31,79.48717948717949
3798,13,Logan-Magnolia Comm School District,2012,Reading,11,00,All Students        ,54,54,100,52,47,90.38461538461539
3816,10,Lone Tree Comm School District,2012,Mathematics,03,00,All Students        ,41,41,100,39,31,79.48717948717949
3816,10,Lone Tree Comm School District,2012,Mathematics,04,00,All Students        ,32,32,100,30,27,90
3816,10,Lone Tree Comm School District,2012,Mathematics,05,00,All Students        ,41,41,100,41,34,82.92682926829268
3816,10,Lone Tree Comm School District,2012,Mathematics,06,00,All Students        ,37,37,100,36,26,72.22222222222221
3816,10,Lone Tree Comm School District,2012,Mathematics,07,00,All Students        ,37,36,97.2972972972973,34,24,70.58823529411765
3816,10,Lone Tree Comm School District,2012,Mathematics,08,00,All Students        ,33,33,100,32,24,75
3816,10,Lone Tree Comm School District,2012,Mathematics,11,00,All Students        ,43,43,100,42,40,95.23809523809523
3816,10,Lone Tree Comm School District,2012,Reading,03,00,All Students        ,41,41,100,39,27,69.23076923076923
3816,10,Lone Tree Comm School District,2012,Reading,04,00,All Students        ,32,32,100,30,26,86.66666666666667
3816,10,Lone Tree Comm School District,2012,Reading,05,00,All Students        ,41,41,100,41,33,80.48780487804879
3816,10,Lone Tree Comm School District,2012,Reading,06,00,All Students        ,37,37,100,36,18,50
3816,10,Lone Tree Comm School District,2012,Reading,07,00,All Students        ,37,37,100,35,23,65.71428571428571
3816,10,Lone Tree Comm School District,2012,Reading,08,00,All Students        ,33,33,100,32,15,46.875
3816,10,Lone Tree Comm School District,2012,Reading,11,00,All Students        ,43,43,100,42,38,90.47619047619048
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,03,00,All Students        ,59,59,100,57,49,85.96491228070175
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,04,00,All Students        ,65,65,100,58,43,74.13793103448276
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,05,00,All Students        ,53,53,100,51,38,74.50980392156863
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,06,00,All Students        ,62,62,100,55,41,74.54545454545455
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,07,00,All Students        ,53,53,100,48,39,81.25
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,08,00,All Students        ,79,79,100,67,32,47.76119402985074
3841,09,Louisa-Muscatine Comm School District,2012,Mathematics,11,00,All Students        ,64,64,100,60,47,78.33333333333333
3841,09,Louisa-Muscatine Comm School District,2012,Reading,03,00,All Students        ,59,59,100,57,43,75.43859649122807
3841,09,Louisa-Muscatine Comm School District,2012,Reading,04,00,All Students        ,65,65,100,58,36,62.06896551724138
3841,09,Louisa-Muscatine Comm School District,2012,Reading,05,00,All Students        ,53,53,100,51,40,78.43137254901961
3841,09,Louisa-Muscatine Comm School District,2012,Reading,06,00,All Students        ,62,62,100,55,31,56.36363636363636
3841,09,Louisa-Muscatine Comm School District,2012,Reading,07,00,All Students        ,53,53,100,48,36,75
3841,09,Louisa-Muscatine Comm School District,2012,Reading,08,00,All Students        ,79,79,100,67,32,47.76119402985074
3841,09,Louisa-Muscatine Comm School District,2012,Reading,11,00,All Students        ,64,64,100,60,52,86.66666666666667
3897,05,LuVerne Comm School District,2012,Mathematics,03,00,All Students        ,12,12,100,12,10,83.33333333333334
3897,05,LuVerne Comm School District,2012,Mathematics,04,00,All Students        ,small N,small N,small N,small N,small N,small N
3897,05,LuVerne Comm School District,2012,Mathematics,05,00,All Students        ,13,13,100,13,10,76.92307692307693
3897,05,LuVerne Comm School District,2012,Mathematics,06,00,All Students        ,12,12,100,10,9,90
3897,05,LuVerne Comm School District,2012,Reading,03,00,All Students        ,12,12,100,12,11,91.66666666666666
3897,05,LuVerne Comm School District,2012,Reading,04,00,All Students        ,small N,small N,small N,small N,small N,small N
3897,05,LuVerne Comm School District,2012,Reading,05,00,All Students        ,13,13,100,13,11,84.61538461538461
3897,05,LuVerne Comm School District,2012,Reading,06,00,All Students        ,12,12,100,10,7,70
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,03,00,All Students        ,40,39,97.5,37,31,83.78378378378379
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,04,00,All Students        ,25,25,100,23,21,91.30434782608695
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,05,00,All Students        ,36,36,100,36,26,72.22222222222221
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,06,00,All Students        ,33,33,100,31,30,96.7741935483871
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,07,00,All Students        ,38,38,100,37,35,94.5945945945946
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,08,00,All Students        ,34,34,100,31,29,93.54838709677419
3906,11,Lynnville-Sully Comm School District,2012,Mathematics,11,00,All Students        ,41,39,95.1219512195122,39,37,94.87179487179486
3906,11,Lynnville-Sully Comm School District,2012,Reading,03,00,All Students        ,40,39,97.5,37,32,86.48648648648648
3906,11,Lynnville-Sully Comm School District,2012,Reading,04,00,All Students        ,25,25,100,23,23,100
3906,11,Lynnville-Sully Comm School District,2012,Reading,05,00,All Students        ,36,36,100,36,24,66.66666666666666
3906,11,Lynnville-Sully Comm School District,2012,Reading,06,00,All Students        ,33,33,100,31,27,87.09677419354838
3906,11,Lynnville-Sully Comm School District,2012,Reading,07,00,All Students        ,38,38,100,37,32,86.48648648648648
3906,11,Lynnville-Sully Comm School District,2012,Reading,08,00,All Students        ,34,34,100,31,26,83.87096774193549
3906,11,Lynnville-Sully Comm School District,2012,Reading,11,00,All Students        ,41,39,95.1219512195122,39,34,87.17948717948718
3942,11,Madrid Comm School District,2012,Mathematics,03,00,All Students        ,66,66,100,62,56,90.32258064516128
3942,11,Madrid Comm School District,2012,Mathematics,04,00,All Students        ,46,46,100,43,40,93.02325581395348
3942,11,Madrid Comm School District,2012,Mathematics,05,00,All Students        ,46,46,100,43,30,69.76744186046511
3942,11,Madrid Comm School District,2012,Mathematics,06,00,All Students        ,52,52,100,48,40,83.33333333333334
3942,11,Madrid Comm School District,2012,Mathematics,07,00,All Students        ,58,58,100,50,41,82
3942,11,Madrid Comm School District,2012,Mathematics,08,00,All Students        ,59,59,100,54,34,62.96296296296296
3942,11,Madrid Comm School District,2012,Mathematics,11,00,All Students        ,45,45,100,43,39,90.69767441860465
3942,11,Madrid Comm School District,2012,Reading,03,00,All Students        ,66,66,100,62,53,85.48387096774194
3942,11,Madrid Comm School District,2012,Reading,04,00,All Students        ,46,46,100,43,39,90.69767441860465
3942,11,Madrid Comm School District,2012,Reading,05,00,All Students        ,46,46,100,43,34,79.06976744186046
3942,11,Madrid Comm School District,2012,Reading,06,00,All Students        ,52,52,100,48,33,68.75
3942,11,Madrid Comm School District,2012,Reading,07,00,All Students        ,58,58,100,50,38,76
3942,11,Madrid Comm School District,2012,Reading,08,00,All Students        ,59,59,100,54,31,57.407407407407405
3942,11,Madrid Comm School District,2012,Reading,11,00,All Students        ,45,45,100,43,33,76.74418604651163
3978,13,East Mills Comm School District,2012,Mathematics,03,00,All Students        ,35,35,100,31,26,83.87096774193549
3978,13,East Mills Comm School District,2012,Mathematics,04,00,All Students        ,33,33,100,29,23,79.3103448275862
3978,13,East Mills Comm School District,2012,Mathematics,05,00,All Students        ,38,38,100,37,25,67.56756756756756
3978,13,East Mills Comm School District,2012,Mathematics,06,00,All Students        ,26,26,100,24,21,87.5
3978,13,East Mills Comm School District,2012,Mathematics,07,00,All Students        ,37,37,100,33,26,78.78787878787878
3978,13,East Mills Comm School District,2012,Mathematics,08,00,All Students        ,41,41,100,37,33,89.1891891891892
3978,13,East Mills Comm School District,2012,Mathematics,11,00,All Students        ,53,51,96.22641509433963,45,36,80
3978,13,East Mills Comm School District,2012,Reading,03,00,All Students        ,35,35,100,31,29,93.54838709677419
3978,13,East Mills Comm School District,2012,Reading,04,00,All Students        ,33,33,100,29,21,72.41379310344827
3978,13,East Mills Comm School District,2012,Reading,05,00,All Students        ,38,38,100,37,25,67.56756756756756
3978,13,East Mills Comm School District,2012,Reading,06,00,All Students        ,26,26,100,24,23,95.83333333333334
3978,13,East Mills Comm School District,2012,Reading,07,00,All Students        ,37,37,100,33,21,63.63636363636363
3978,13,East Mills Comm School District,2012,Reading,08,00,All Students        ,41,41,100,37,24,64.86486486486487
3978,13,East Mills Comm School District,2012,Reading,11,00,All Students        ,53,51,96.22641509433963,45,41,91.11111111111111
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,03,00,All Students        ,51,51,100,45,41,91.11111111111111
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,04,00,All Students        ,43,43,100,36,35,97.22222222222221
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,05,00,All Students        ,46,46,100,39,36,92.3076923076923
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,06,00,All Students        ,51,51,100,43,35,81.3953488372093
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,07,00,All Students        ,45,45,100,38,33,86.8421052631579
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,08,00,All Students        ,57,57,100,51,44,86.27450980392157
4023,05,Manson Northwest Webster Comm School District,2012,Mathematics,11,00,All Students        ,47,46,97.87234042553192,43,41,95.34883720930233
4023,05,Manson Northwest Webster Comm School District,2012,Reading,03,00,All Students        ,51,51,100,45,38,84.44444444444444
4023,05,Manson Northwest Webster Comm School District,2012,Reading,04,00,All Students        ,43,43,100,36,32,88.88888888888889
4023,05,Manson Northwest Webster Comm School District,2012,Reading,05,00,All Students        ,46,46,100,39,24,61.53846153846154
4023,05,Manson Northwest Webster Comm School District,2012,Reading,06,00,All Students        ,51,51,100,43,26,60.46511627906976
4023,05,Manson Northwest Webster Comm School District,2012,Reading,07,00,All Students        ,45,45,100,38,31,81.57894736842105
4023,05,Manson Northwest Webster Comm School District,2012,Reading,08,00,All Students        ,57,57,100,51,42,82.35294117647058
4023,05,Manson Northwest Webster Comm School District,2012,Reading,11,00,All Students        ,47,46,97.87234042553192,43,40,93.02325581395348
4033,12,Maple Valley Comm School District,2012,Mathematics,03,00,All Students        ,20,20,100,17,8,47.05882352941176
4033,12,Maple Valley Comm School District,2012,Mathematics,04,00,All Students        ,32,32,100,29,17,58.620689655172406
4033,12,Maple Valley Comm School District,2012,Mathematics,05,00,All Students        ,26,26,100,22,18,81.81818181818183
4033,12,Maple Valley Comm School District,2012,Mathematics,11,00,All Students        ,59,57,96.61016949152543,56,51,91.07142857142857
4033,12,Maple Valley Comm School District,2012,Reading,03,00,All Students        ,20,20,100,17,13,76.47058823529412
4033,12,Maple Valley Comm School District,2012,Reading,04,00,All Students        ,32,32,100,29,25,86.20689655172413
4033,12,Maple Valley Comm School District,2012,Reading,05,00,All Students        ,26,26,100,22,18,81.81818181818183
4033,12,Maple Valley Comm School District,2012,Reading,11,00,All Students        ,59,57,96.61016949152543,56,47,83.92857142857143
4041,09,Maquoketa Comm School District,2012,Mathematics,03,00,All Students        ,81,81,100,73,50,68.4931506849315
4041,09,Maquoketa Comm School District,2012,Mathematics,04,00,All Students        ,96,96,100,91,64,70.32967032967034
4041,09,Maquoketa Comm School District,2012,Mathematics,05,00,All Students        ,108,108,100,101,77,76.23762376237624
4041,09,Maquoketa Comm School District,2012,Mathematics,06,00,All Students        ,85,85,100,72,60,83.33333333333334
4041,09,Maquoketa Comm School District,2012,Mathematics,07,00,All Students        ,133,133,100,108,73,67.5925925925926
4041,09,Maquoketa Comm School District,2012,Mathematics,08,00,All Students        ,129,129,100,116,89,76.72413793103449
4041,09,Maquoketa Comm School District,2012,Mathematics,11,00,All Students        ,128,127,99.21875,108,92,85.18518518518519
4041,09,Maquoketa Comm School District,2012,Reading,03,00,All Students        ,81,81,100,73,43,58.9041095890411
4041,09,Maquoketa Comm School District,2012,Reading,04,00,All Students        ,96,96,100,91,61,67.03296703296702
4041,09,Maquoketa Comm School District,2012,Reading,05,00,All Students        ,108,108,100,101,68,67.32673267326733
4041,09,Maquoketa Comm School District,2012,Reading,06,00,All Students        ,85,85,100,72,47,65.27777777777779
4041,09,Maquoketa Comm School District,2012,Reading,07,00,All Students        ,133,133,100,108,62,57.407407407407405
4041,09,Maquoketa Comm School District,2012,Reading,08,00,All Students        ,129,129,100,116,70,60.3448275862069
4041,09,Maquoketa Comm School District,2012,Reading,11,00,All Students        ,128,127,99.21875,108,86,79.62962962962963
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,03,00,All Students        ,55,55,100,51,43,84.31372549019608
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,04,00,All Students        ,42,42,100,39,36,92.3076923076923
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,05,00,All Students        ,54,54,100,50,39,78
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,06,00,All Students        ,54,54,100,50,39,78
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,07,00,All Students        ,52,52,100,50,39,78
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,08,00,All Students        ,56,56,100,54,47,87.03703703703704
4043,01,Maquoketa Valley Comm School District,2012,Mathematics,11,00,All Students        ,60,59,98.33333333333333,56,50,89.28571428571429
4043,01,Maquoketa Valley Comm School District,2012,Reading,03,00,All Students        ,55,55,100,51,45,88.23529411764706
4043,01,Maquoketa Valley Comm School District,2012,Reading,04,00,All Students        ,42,42,100,39,36,92.3076923076923
4043,01,Maquoketa Valley Comm School District,2012,Reading,05,00,All Students        ,54,54,100,50,41,82
4043,01,Maquoketa Valley Comm School District,2012,Reading,06,00,All Students        ,54,54,100,50,37,74
4043,01,Maquoketa Valley Comm School District,2012,Reading,07,00,All Students        ,52,52,100,50,38,76
4043,01,Maquoketa Valley Comm School District,2012,Reading,08,00,All Students        ,56,56,100,54,42,77.77777777777779
4043,01,Maquoketa Valley Comm School District,2012,Reading,11,00,All Students        ,60,59,98.33333333333333,56,47,83.92857142857143
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,03,00,All Students        ,27,27,100,25,20,80
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,04,00,All Students        ,30,30,100,25,22,88
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,05,00,All Students        ,25,25,100,24,21,87.5
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,06,00,All Students        ,30,29,96.66666666666667,26,20,76.92307692307693
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,07,00,All Students        ,24,23,95.83333333333334,22,15,68.18181818181817
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,08,00,All Students        ,35,33,94.28571428571428,31,28,90.32258064516128
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Mathematics,11,00,All Students        ,49,47,95.91836734693877,43,38,88.37209302325581
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,03,00,All Students        ,27,27,100,25,21,84
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,04,00,All Students        ,30,30,100,25,21,84
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,05,00,All Students        ,25,25,100,24,18,75
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,06,00,All Students        ,30,30,100,27,22,81.48148148148148
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,07,00,All Students        ,24,23,95.83333333333334,22,10,45.45454545454545
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,08,00,All Students        ,35,33,94.28571428571428,31,24,77.41935483870968
4068,12,Marcus-Meriden-Cleghorn Comm School District,2012,Reading,11,00,All Students        ,49,47,95.91836734693877,43,40,93.02325581395348
4086,10,Marion Independent School District,2012,Mathematics,03,00,All Students        ,154,153,99.35064935064936,134,108,80.59701492537313
4086,10,Marion Independent School District,2012,Mathematics,04,00,All Students        ,124,124,100,106,74,69.81132075471697
4086,10,Marion Independent School District,2012,Mathematics,05,00,All Students        ,145,145,100,128,106,82.8125
4086,10,Marion Independent School District,2012,Mathematics,06,00,All Students        ,163,163,100,147,103,70.06802721088435
4086,10,Marion Independent School District,2012,Mathematics,07,00,All Students        ,156,154,98.71794871794873,141,118,83.68794326241135
4086,10,Marion Independent School District,2012,Mathematics,08,00,All Students        ,156,156,100,137,109,79.56204379562044
4086,10,Marion Independent School District,2012,Mathematics,11,00,All Students        ,169,168,99.40828402366864,155,132,85.16129032258064
4086,10,Marion Independent School District,2012,Reading,03,00,All Students        ,154,153,99.35064935064936,134,108,80.59701492537313
4086,10,Marion Independent School District,2012,Reading,04,00,All Students        ,124,124,100,106,86,81.13207547169812
4086,10,Marion Independent School District,2012,Reading,05,00,All Students        ,145,145,100,128,97,75.78125
4086,10,Marion Independent School District,2012,Reading,06,00,All Students        ,163,163,100,147,93,63.26530612244898
4086,10,Marion Independent School District,2012,Reading,07,00,All Students        ,156,154,98.71794871794873,141,95,67.37588652482269
4086,10,Marion Independent School District,2012,Reading,08,00,All Students        ,156,156,100,137,100,72.99270072992701
4086,10,Marion Independent School District,2012,Reading,11,00,All Students        ,167,166,99.40119760479041,154,138,89.6103896103896
4104,07,Marshalltown Comm School District,2012,Mathematics,03,00,All Students        ,355,353,99.43661971830986,299,231,77.25752508361204
4104,07,Marshalltown Comm School District,2012,Mathematics,04,00,All Students        ,365,365,100,318,237,74.52830188679245
4104,07,Marshalltown Comm School District,2012,Mathematics,05,00,All Students        ,343,343,100,298,192,64.42953020134227
4104,07,Marshalltown Comm School District,2012,Mathematics,06,00,All Students        ,381,381,100,333,203,60.96096096096096
4104,07,Marshalltown Comm School District,2012,Mathematics,07,00,All Students        ,340,336,98.82352941176471,268,180,67.16417910447761
4104,07,Marshalltown Comm School District,2012,Mathematics,08,00,All Students        ,374,370,98.93048128342245,324,191,58.95061728395061
4104,07,Marshalltown Comm School District,2012,Mathematics,11,00,All Students        ,357,343,96.07843137254902,280,220,78.57142857142857
4104,07,Marshalltown Comm School District,2012,Reading,03,00,All Students        ,355,350,98.59154929577466,299,183,61.20401337792642
4104,07,Marshalltown Comm School District,2012,Reading,04,00,All Students        ,365,364,99.72602739726028,318,178,55.9748427672956
4104,07,Marshalltown Comm School District,2012,Reading,05,00,All Students        ,343,342,99.70845481049562,298,151,50.671140939597315
4104,07,Marshalltown Comm School District,2012,Reading,06,00,All Students        ,381,378,99.21259842519686,333,141,42.34234234234234
4104,07,Marshalltown Comm School District,2012,Reading,07,00,All Students        ,341,335,98.24046920821115,269,131,48.698884758364315
4104,07,Marshalltown Comm School District,2012,Reading,08,00,All Students        ,374,369,98.66310160427807,324,155,47.839506172839506
4104,07,Marshalltown Comm School District,2012,Reading,11,00,All Students        ,357,341,95.51820728291317,285,216,75.78947368421053
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,03,00,All Students        ,41,40,97.5609756097561,36,30,83.33333333333334
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,04,00,All Students        ,36,36,100,31,28,90.32258064516128
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,05,00,All Students        ,40,40,100,37,27,72.97297297297297
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,06,00,All Students        ,49,49,100,46,27,58.69565217391305
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,07,00,All Students        ,37,37,100,34,21,61.76470588235294
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,08,00,All Students        ,36,36,100,33,28,84.84848484848484
4122,11,Martensdale-St Marys Comm School District,2012,Mathematics,11,00,All Students        ,45,44,97.77777777777777,40,35,87.5
4122,11,Martensdale-St Marys Comm School District,2012,Reading,03,00,All Students        ,41,40,97.5609756097561,36,31,86.11111111111111
4122,11,Martensdale-St Marys Comm School District,2012,Reading,04,00,All Students        ,36,36,100,31,27,87.09677419354838
4122,11,Martensdale-St Marys Comm School District,2012,Reading,05,00,All Students        ,40,40,100,37,30,81.08108108108108
4122,11,Martensdale-St Marys Comm School District,2012,Reading,06,00,All Students        ,49,49,100,46,26,56.52173913043478
4122,11,Martensdale-St Marys Comm School District,2012,Reading,07,00,All Students        ,37,37,100,34,16,47.05882352941176
4122,11,Martensdale-St Marys Comm School District,2012,Reading,08,00,All Students        ,36,36,100,33,22,66.66666666666666
4122,11,Martensdale-St Marys Comm School District,2012,Reading,11,00,All Students        ,45,44,97.77777777777777,40,32,80
4131,07,Mason City Comm School District,2012,Mathematics,03,00,All Students        ,269,269,100,252,190,75.39682539682539
4131,07,Mason City Comm School District,2012,Mathematics,04,00,All Students        ,294,291,98.9795918367347,267,194,72.65917602996255
4131,07,Mason City Comm School District,2012,Mathematics,05,00,All Students        ,303,301,99.33993399339934,282,226,80.1418439716312
4131,07,Mason City Comm School District,2012,Mathematics,06,00,All Students        ,270,269,99.62962962962963,256,170,66.40625
4131,07,Mason City Comm School District,2012,Mathematics,07,00,All Students        ,292,290,99.31506849315068,275,195,70.9090909090909
4131,07,Mason City Comm School District,2012,Mathematics,08,00,All Students        ,289,287,99.30795847750865,277,183,66.06498194945848
4131,07,Mason City Comm School District,2012,Mathematics,11,00,All Students        ,278,272,97.84172661870504,253,209,82.6086956521739
4131,07,Mason City Comm School District,2012,Reading,03,00,All Students        ,269,269,100,252,179,71.03174603174604
4131,07,Mason City Comm School District,2012,Reading,04,00,All Students        ,294,291,98.9795918367347,267,189,70.78651685393258
4131,07,Mason City Comm School District,2012,Reading,05,00,All Students        ,303,303,100,283,217,76.67844522968198
4131,07,Mason City Comm School District,2012,Reading,06,00,All Students        ,270,270,100,257,148,57.58754863813229
4131,07,Mason City Comm School District,2012,Reading,07,00,All Students        ,292,290,99.31506849315068,275,183,66.54545454545455
4131,07,Mason City Comm School District,2012,Reading,08,00,All Students        ,289,287,99.30795847750865,277,178,64.25992779783394
4131,07,Mason City Comm School District,2012,Reading,11,00,All Students        ,278,271,97.48201438848922,252,212,84.12698412698413
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,03,00,All Students        ,86,85,98.83720930232558,81,69,85.18518518518519
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,04,00,All Students        ,90,88,97.77777777777777,84,75,89.28571428571429
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,05,00,All Students        ,87,87,100,82,70,85.36585365853658
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,06,00,All Students        ,96,96,100,93,76,81.72043010752688
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,07,00,All Students        ,104,103,99.03846153846155,99,83,83.83838383838383
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,08,00,All Students        ,101,101,100,98,89,90.81632653061224
4149,12,MOC-Floyd Valley Comm School District,2012,Mathematics,11,00,All Students        ,102,102,100,95,88,92.63157894736842
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,03,00,All Students        ,86,85,98.83720930232558,81,76,93.82716049382715
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,04,00,All Students        ,90,88,97.77777777777777,84,74,88.09523809523809
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,05,00,All Students        ,87,86,98.85057471264368,82,76,92.6829268292683
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,06,00,All Students        ,96,96,100,93,67,72.04301075268818
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,07,00,All Students        ,104,103,99.03846153846155,99,71,71.71717171717171
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,08,00,All Students        ,101,101,100,98,82,83.6734693877551
4149,12,MOC-Floyd Valley Comm School District,2012,Reading,11,00,All Students        ,102,102,100,95,87,91.57894736842105
4203,15,Mediapolis Comm School District,2012,Mathematics,03,00,All Students        ,48,48,100,42,37,88.09523809523809
4203,15,Mediapolis Comm School District,2012,Mathematics,04,00,All Students        ,52,51,98.07692307692307,48,44,91.66666666666666
4203,15,Mediapolis Comm School District,2012,Mathematics,05,00,All Students        ,58,57,98.27586206896551,51,46,90.19607843137256
4203,15,Mediapolis Comm School District,2012,Mathematics,06,00,All Students        ,55,55,100,52,47,90.38461538461539
4203,15,Mediapolis Comm School District,2012,Mathematics,07,00,All Students        ,66,66,100,62,58,93.54838709677419
4203,15,Mediapolis Comm School District,2012,Mathematics,08,00,All Students        ,77,77,100,69,60,86.95652173913044
4203,15,Mediapolis Comm School District,2012,Mathematics,11,00,All Students        ,91,90,98.9010989010989,83,73,87.95180722891565
4203,15,Mediapolis Comm School District,2012,Reading,03,00,All Students        ,48,48,100,42,37,88.09523809523809
4203,15,Mediapolis Comm School District,2012,Reading,04,00,All Students        ,52,51,98.07692307692307,48,37,77.08333333333334
4203,15,Mediapolis Comm School District,2012,Reading,05,00,All Students        ,58,57,98.27586206896551,51,46,90.19607843137256
4203,15,Mediapolis Comm School District,2012,Reading,06,00,All Students        ,55,55,100,52,39,75
4203,15,Mediapolis Comm School District,2012,Reading,07,00,All Students        ,66,66,100,62,50,80.64516129032258
4203,15,Mediapolis Comm School District,2012,Reading,08,00,All Students        ,77,77,100,69,48,69.56521739130434
4203,15,Mediapolis Comm School District,2012,Reading,11,00,All Students        ,91,91,100,84,74,88.09523809523809
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,03,00,All Students        ,26,26,100,24,22,91.66666666666666
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,04,00,All Students        ,19,19,100,17,15,88.23529411764706
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,05,00,All Students        ,19,19,100,19,14,73.68421052631578
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,06,00,All Students        ,19,19,100,17,13,76.47058823529412
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,07,00,All Students        ,19,19,100,16,15,93.75
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,08,00,All Students        ,15,15,100,14,9,64.28571428571429
4212,11,Melcher-Dallas Comm School District,2012,Mathematics,11,00,All Students        ,34,34,100,30,26,86.66666666666667
4212,11,Melcher-Dallas Comm School District,2012,Reading,03,00,All Students        ,26,26,100,24,20,83.33333333333334
4212,11,Melcher-Dallas Comm School District,2012,Reading,04,00,All Students        ,19,19,100,17,14,82.35294117647058
4212,11,Melcher-Dallas Comm School District,2012,Reading,05,00,All Students        ,19,19,100,19,15,78.94736842105263
4212,11,Melcher-Dallas Comm School District,2012,Reading,06,00,All Students        ,19,19,100,17,9,52.94117647058824
4212,11,Melcher-Dallas Comm School District,2012,Reading,07,00,All Students        ,19,19,100,16,13,81.25
4212,11,Melcher-Dallas Comm School District,2012,Reading,08,00,All Students        ,15,15,100,14,8,57.14285714285714
4212,11,Melcher-Dallas Comm School District,2012,Reading,11,00,All Students        ,34,34,100,30,27,90
4269,10,Midland Comm School District,2012,Mathematics,03,00,All Students        ,36,36,100,30,21,70
4269,10,Midland Comm School District,2012,Mathematics,04,00,All Students        ,31,31,100,27,23,85.18518518518519
4269,10,Midland Comm School District,2012,Mathematics,05,00,All Students        ,38,38,100,34,26,76.47058823529412
4269,10,Midland Comm School District,2012,Mathematics,06,00,All Students        ,33,33,100,29,15,51.724137931034484
4269,10,Midland Comm School District,2012,Mathematics,07,00,All Students        ,27,26,96.29629629629629,22,16,72.72727272727273
4269,10,Midland Comm School District,2012,Mathematics,08,00,All Students        ,28,28,100,25,18,72
4269,10,Midland Comm School District,2012,Mathematics,11,00,All Students        ,33,33,100,30,26,86.66666666666667
4269,10,Midland Comm School District,2012,Reading,03,00,All Students        ,36,35,97.22222222222221,30,22,73.33333333333333
4269,10,Midland Comm School District,2012,Reading,04,00,All Students        ,31,31,100,27,20,74.07407407407408
4269,10,Midland Comm School District,2012,Reading,05,00,All Students        ,38,38,100,34,25,73.52941176470588
